Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
26/02/2017;;;;Sin datos / Daturik gabe;;35;78;Buena / Ona;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;0;Muy buena / Oso ona;72;83;1019,3;0;127,9;10,2;0,26;Buena / Ona
25/02/2017;;;;Sin datos / Daturik gabe;;29;67;Buena / Ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;0;Muy buena / Oso ona;107;78;1020,1;0;141,8;8,7;0,19;Buena / Ona
24/02/2017;;;;Sin datos / Daturik gabe;;51;61;Buena / Ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;86;1020,3;0,1;74,7;9,8;0,68;Buena / Ona
23/02/2017;;;;Sin datos / Daturik gabe;;34;48;Muy buena / Oso ona;;Sin datos / Daturik gabe;20;Buena / Ona;;Sin datos / Daturik gabe;236;89;1016,2;0;54,1;10,6;0,45;Buena / Ona
22/02/2017;;;;Sin datos / Daturik gabe;;16;39;Muy buena / Oso ona;;Sin datos / Daturik gabe;20;Buena / Ona;;Sin datos / Daturik gabe;40;89;1021,1;0;118,9;8,7;0,41;Buena / Ona
21/02/2017;24;33;64;Buena / Ona;70;26;62;Buena / Ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;2;Muy buena / Oso ona;17;92;1026,3;0;107,8;8;0,13;Buena / Ona
20/02/2017;14;32;64;Buena / Ona;53;32;61;Buena / Ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;2;Muy buena / Oso ona;294;88;1028;0;43,8;10,6;0,23;Buena / Ona
19/02/2017;5;21;57;Buena / Ona;29;48;77;Buena / Ona;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;2;Muy buena / Oso ona;301;90;1026,9;0;40,3;11,3;0,39;Buena / Ona
18/02/2017;15;23;46;Muy buena / Oso ona;47;33;70;Buena / Ona;;Sin datos / Daturik gabe;19;Buena / Ona;2;Muy buena / Oso ona;240;85;1021,5;0;108,1;9,9;0,33;Buena / Ona
17/02/2017;32;40;83;Buena / Ona;89;21;50;Muy buena / Oso ona;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;3;Muy buena / Oso ona;110;76;1025,9;0;123,8;11;0,33;Buena / Ona
16/02/2017;39;39;190;Mejorable / Hobetzeko modukoa;99;38;69;Buena / Ona;;Sin datos / Daturik gabe;12;Muy buena / Oso ona;3;Muy buena / Oso ona;238;72;1029,1;0;106,4;13,3;0,19;Mejorable / Hobetzeko modukoa
15/02/2017;12;24;71;Buena / Ona;43;48;68;Buena / Ona;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;2;Muy buena / Oso ona;206;58;1028,3;0;117,3;15,1;2,6;Buena / Ona
14/02/2017;24;22;83;Buena / Ona;59;43;63;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;191;64;1019,7;1,3;121,9;13,2;2,4;Buena / Ona
13/02/2017;5;16;30;Muy buena / Oso ona;23;56;77;Buena / Ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;167;63;1005,8;3,2;31,4;15;2,18;Buena / Ona
12/02/2017;6;14;34;Muy buena / Oso ona;23;46;75;Buena / Ona;;Sin datos / Daturik gabe;18;Buena / Ona;2;Muy buena / Oso ona;161;64;1004,5;1,2;48,3;12,4;1,35;Buena / Ona
11/02/2017;12;28;56;Buena / Ona;45;21;38;Muy buena / Oso ona;;Sin datos / Daturik gabe;16;Muy buena / Oso ona;2;Muy buena / Oso ona;39;88;1014;0,9;34,5;7,1;0,5;Buena / Ona
10/02/2017;18;29;72;Buena / Ona;58;45;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona;216;49;1011;0,1;76,4;11,6;2,56;Buena / Ona
09/02/2017;26;37;73;Buena / Ona;77;28;73;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;2;Muy buena / Oso ona;102;77;1018,1;0,4;113,5;7,9;0,24;Buena / Ona
08/02/2017;7;10;33;Muy buena / Oso ona;21;74;81;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;2;Muy buena / Oso ona;23;78;1026,4;4,4;55,4;9,3;1,46;Buena / Ona
07/02/2017;9;18;52;Buena / Ona;32;53;72;Buena / Ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;219;88;1021,9;14,5;28,4;11,1;1,77;Buena / Ona
06/02/2017;24;39;71;Buena / Ona;76;28;83;Buena / Ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;212;90;1022,9;15,7;20,7;9,9;0,74;Buena / Ona
05/02/2017;2;3;7;Muy buena / Oso ona;5;81;83;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;223;70;1012,2;18,2;30,5;10,3;4,6;Buena / Ona
04/02/2017;6;19;48;Muy buena / Oso ona;28;50;77;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;232;84;1006,2;27,6;19,1;11,9;1,72;Buena / Ona
03/02/2017;4;9;35;Muy buena / Oso ona;14;74;76;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;214;49;1006,3;2,5;75,9;14,5;4,17;Buena / Ona
02/02/2017;4;11;34;Muy buena / Oso ona;17;60;69;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;2;Muy buena / Oso ona;205;58;1006,3;2,1;36,2;14,4;3,99;Buena / Ona
01/02/2017;17;28;94;Buena / Ona;53;37;52;Muy buena / Oso ona;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;213;59;1011,6;0;48,4;16,5;2,31;Buena / Ona
31/01/2017;15;22;68;Buena / Ona;44;37;51;Muy buena / Oso ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;2;Muy buena / Oso ona;220;55;1012,5;0;100,7;16,5;3,62;Buena / Ona
30/01/2017;11;19;50;Muy buena / Oso ona;36;37;55;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;217;69;1016,7;0,1;44,7;15,2;2,41;Muy buena / Oso ona
29/01/2017;2;10;31;Muy buena / Oso ona;13;55;71;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;211;64;1019,4;0;74,4;12,7;3,4;Buena / Ona
28/01/2017;9;20;48;Muy buena / Oso ona;33;45;69;Buena / Ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;212;77;1019,6;2,9;82;9,8;1,14;Buena / Ona
27/01/2017;5;18;51;Buena / Ona;26;60;76;Buena / Ona;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;3;Muy buena / Oso ona;197;58;1007,4;2,6;32,8;12,2;3,93;Buena / Ona
26/01/2017;8;20;46;Muy buena / Oso ona;32;50;70;Buena / Ona;27;Buena / Ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;198;60;1011,6;0,4;81,2;9,5;3,98;Buena / Ona
25/01/2017;34;38;77;Buena / Ona;90;25;55;Muy buena / Oso ona;36;Buena / Ona;22;Buena / Ona;2;Muy buena / Oso ona;25;78;1022,7;0;92,6;4,4;0,1;Buena / Ona
24/01/2017;44;45;84;Buena / Ona;112;21;50;Muy buena / Oso ona;38;Buena / Ona;20;Buena / Ona;2;Muy buena / Oso ona;255;82;1026,2;0;80,9;6,4;0,26;Buena / Ona
23/01/2017;68;44;92;Buena / Ona;148;19;42;Muy buena / Oso ona;35;Buena / Ona;17;Buena / Ona;2;Muy buena / Oso ona;213;92;1022,9;0;56,9;4,9;0,54;Buena / Ona
22/01/2017;25;37;53;Buena / Ona;75;12;29;Muy buena / Oso ona;29;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;199;87;1021;0;36,5;4,6;0,49;Buena / Ona
21/01/2017;34;36;62;Buena / Ona;88;12;29;Muy buena / Oso ona;33;Buena / Ona;19;Buena / Ona;2;Muy buena / Oso ona;144;85;1021,2;0;87,5;;0,24;Buena / Ona
20/01/2017;34;37;57;Buena / Ona;89;11;32;Muy buena / Oso ona;35;Buena / Ona;27;Buena / Ona;2;Muy buena / Oso ona;201;86;1023,8;0;65,5;;0,29;Buena / Ona
19/01/2017;27;40;65;Buena / Ona;80;19;31;Muy buena / Oso ona;26;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;190;73;1025,9;0;45,9;2,8;0,36;Buena / Ona
18/01/2017;23;40;67;Buena / Ona;75;15;46;Muy buena / Oso ona;27;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;148;72;1026,7;0;10,1;;0,46;Buena / Ona
17/01/2017;12;20;58;Buena / Ona;38;42;53;Muy buena / Oso ona;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;2;Muy buena / Oso ona;41;68;1027,2;0,2;87,1;4,3;1,74;Buena / Ona
16/01/2017;4;9;19;Muy buena / Oso ona;15;63;79;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;1;Muy buena / Oso ona;25;91;1024,6;23,3;14,1;10,6;2,76;Buena / Ona
15/01/2017;4;11;51;Buena / Ona;18;68;75;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;1;Muy buena / Oso ona;23;84;1027,9;31;10,5;9,3;1,75;Buena / Ona
14/01/2017;7;18;46;Muy buena / Oso ona;28;54;66;Buena / Ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;8;82;1027,2;12,4;40,6;7,1;0,42;Buena / Ona
13/01/2017;6;11;27;Muy buena / Oso ona;20;70;74;Buena / Ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona;1;Muy buena / Oso ona;32;74;1022,7;17,5;31,9;8,7;0,93;Buena / Ona
12/01/2017;23;23;61;Buena / Ona;58;31;56;Muy buena / Oso ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;;94;1020,3;4,9;47,4;;;Buena / Ona
11/01/2017;12;19;57;Buena / Ona;38;50;72;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;2;Muy buena / Oso ona;95;98;1023,3;29,1;8,7;12;0,35;Buena / Ona
10/01/2017;7;17;38;Muy buena / Oso ona;28;50;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;2;Muy buena / Oso ona;29;92;1019,4;33,5;6;9,8;1,44;Muy buena / Oso ona
09/01/2017;37;39;66;Buena / Ona;96;13;30;Muy buena / Oso ona;24;Muy buena / Oso ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;230;85;1028,7;0;50,8;7,4;0,35;Buena / Ona
08/01/2017;14;35;46;Muy buena / Oso ona;56;16;32;Muy buena / Oso ona;;Sin datos / Daturik gabe;18;Buena / Ona;1;Muy buena / Oso ona;179;79;1033,1;0;43,4;;0,7;Buena / Ona
07/01/2017;26;32;54;Buena / Ona;72;13;34;Muy buena / Oso ona;23;Muy buena / Oso ona;15;Muy buena / Oso ona;2;Muy buena / Oso ona;176;80;1033,3;0;76,7;;0,51;Buena / Ona
06/01/2017;18;28;42;Muy buena / Oso ona;55;14;36;Muy buena / Oso ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;168;84;1032,5;0;76,7;;0,25;Muy buena / Oso ona
05/01/2017;38;37;63;Buena / Ona;95;11;27;Muy buena / Oso ona;;Sin datos / Daturik gabe;19;Buena / Ona;2;Muy buena / Oso ona;170;82;1030,8;0;49;;0,56;Buena / Ona
04/01/2017;35;30;45;Muy buena / Oso ona;83;9;20;Muy buena / Oso ona;32;Buena / Ona;23;Buena / Ona;2;Muy buena / Oso ona;182;90;1028,1;0;67,1;4;0,22;Buena / Ona
03/01/2017;47;32;54;Buena / Ona;104;6;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;171;88;1025,2;0;54,1;3,9;0,09;Buena / Ona
02/01/2017;24;25;54;Buena / Ona;62;25;40;Muy buena / Oso ona;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;2;Muy buena / Oso ona;226;65;1020,4;0;51,2;6,5;1,7;Buena / Ona
01/01/2017;11;19;31;Muy buena / Oso ona;35;20;39;Muy buena / Oso ona;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;1;Muy buena / Oso ona;200;77;1023,2;0;72,5;5;0,93;Muy buena / Oso ona
