Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
26/01/2017;1;23;50;Muy buena / Oso ona;26;54;71;Buena / Ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;177;55;1001,5;0;153,3;8,1;3,26;Buena / Ona
25/01/2017;13;36;61;Buena / Ona;56;30;64;Buena / Ona;22;Muy buena / Oso ona;3;Muy buena / Oso ona;136;76;1012,5;0;182,8;3,4;0,35;Buena / Ona
24/01/2017;22;41;85;Buena / Ona;74;37;61;Buena / Ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;274;78;1016,2;0;125,1;6,8;0,62;Buena / Ona
23/01/2017;21;34;70;Buena / Ona;67;35;62;Buena / Ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;261;81;1012,9;0;71;6,9;1,02;Buena / Ona
22/01/2017;11;43;75;Buena / Ona;59;21;38;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;189;80;1010,9;0;29,4;5,5;0,52;Buena / Ona
21/01/2017;10;43;81;Buena / Ona;58;17;;Sin datos / Daturik gabe;21;Muy buena / Oso ona;3;Muy buena / Oso ona;199;75;1011;0;177;4,7;0,54;Buena / Ona
20/01/2017;19;41;73;Buena / Ona;69;12;33;Muy buena / Oso ona;27;Buena / Ona;3;Muy buena / Oso ona;180;82;1013,5;0;135;;0,56;Buena / Ona
19/01/2017;13;38;66;Buena / Ona;59;22;34;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;128;73;1015,6;0;48,9;2;0,92;Buena / Ona
18/01/2017;9;38;61;Buena / Ona;52;18;45;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;112;73;1016,3;0;6,9;;1,24;Buena / Ona
17/01/2017;3;19;50;Muy buena / Oso ona;23;42;50;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;62;70;1017;0,3;175,5;3,2;1,64;Muy buena / Oso ona
16/01/2017;0;8;22;Muy buena / Oso ona;8;61;82;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;336;95;1014,9;25,2;12,9;9,7;3,01;Buena / Ona
15/01/2017;0;6;22;Muy buena / Oso ona;6;72;80;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;325;88;1018;29,4;8,1;8,3;2,62;Buena / Ona
14/01/2017;1;14;34;Muy buena / Oso ona;16;60;73;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;310;84;1017,2;10,5;61,5;6,3;0,81;Buena / Ona
13/01/2017;0;5;15;Muy buena / Oso ona;5;76;82;Buena / Ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;314;76;1012,8;12,4;39,5;7,9;3,85;Buena / Ona
12/01/2017;7;22;56;Buena / Ona;33;34;60;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;272;90;1010,7;6;59,8;11,5;1,43;Buena / Ona
11/01/2017;0;5;10;Muy buena / Oso ona;6;61;72;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;307;100;1013,7;30,5;7,8;11,4;2,97;Buena / Ona
10/01/2017;1;13;37;Muy buena / Oso ona;14;57;70;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;311;92;1009,7;29,9;5,1;9,4;2,52;Buena / Ona
09/01/2017;12;42;75;Buena / Ona;61;18;34;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;199;84;1018,8;0;83,3;7,2;0,5;Buena / Ona
08/01/2017;5;36;61;Buena / Ona;44;22;34;Muy buena / Oso ona;21;Muy buena / Oso ona;3;Muy buena / Oso ona;167;73;1022,9;0;64,2;5,2;0,7;Buena / Ona
07/01/2017;6;35;61;Buena / Ona;44;21;44;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;166;74;1023;0;160,9;;0,65;Buena / Ona
06/01/2017;5;34;49;Muy buena / Oso ona;42;21;39;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;201;80;1022,2;0;164;;0,38;Muy buena / Oso ona
05/01/2017;17;47;70;Buena / Ona;73;16;32;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;148;75;1020,6;0;81;4,2;0,7;Buena / Ona
04/01/2017;26;41;80;Buena / Ona;81;9;22;Muy buena / Oso ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;182;88;1018;0;144,3;3,9;0,26;Buena / Ona
03/01/2017;24;36;55;Buena / Ona;73;10;16;Muy buena / Oso ona;26;Buena / Ona;3;Muy buena / Oso ona;197;84;1015,1;0;134,4;4,2;0,24;Buena / Ona
02/01/2017;9;31;70;Buena / Ona;45;26;43;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;202;60;1010,4;0;77,7;6,6;1,05;Buena / Ona
01/01/2017;1;14;26;Muy buena / Oso ona;17;36;44;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;184;71;1013,1;0;158,1;5,4;1,05;Muy buena / Oso ona
