Date;CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
13/03/2017;0,21;0,22;Muy buena / Oso ona;2;3;7;Muy buena / Oso ona;6;76;85;Buena / Ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona;352;99;1003,2;0,3;8;9,4;3,88;Buena / Ona
12/03/2017;0,21;0,23;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;85;90;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;325;89;995,9;0,2;46,5;10,4;3,84;Buena / Ona
11/03/2017;0,23;0,31;Muy buena / Oso ona;3;3;17;Muy buena / Oso ona;7;85;92;Buena / Ona;18;Muy buena / Oso ona;10;Muy buena / Oso ona;333;54;993,2;0;127,9;17,9;1,53;Buena / Ona
10/03/2017;0,26;0,33;Muy buena / Oso ona;5;15;50;Muy buena / Oso ona;22;57;68;Buena / Ona;22;Muy buena / Oso ona;10;Muy buena / Oso ona;352;68;996,7;0;181;16,1;0,35;Buena / Ona
09/03/2017;0,21;0,23;Muy buena / Oso ona;3;6;14;Muy buena / Oso ona;11;61;75;Buena / Ona;18;Muy buena / Oso ona;8;Muy buena / Oso ona;343;90;1002;0;161,1;11,6;0,78;Buena / Ona
08/03/2017;0,2;0,21;Muy buena / Oso ona;2;3;7;Muy buena / Oso ona;6;66;73;Buena / Ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1;89;1003,8;0;89,4;12,5;0,78;Buena / Ona
07/03/2017;0,22;0,24;Muy buena / Oso ona;2;2;4;Muy buena / Oso ona;5;75;90;Buena / Ona;20;Muy buena / Oso ona;5;Muy buena / Oso ona;324;88;1002;0,1;29,5;11,6;2,34;Buena / Ona
06/03/2017;0,2;0,24;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;80;92;Buena / Ona;22;Muy buena / Oso ona;6;Muy buena / Oso ona;306;74;997,4;0;49,6;13,3;3,18;Buena / Ona
05/03/2017;0,24;0,25;Muy buena / Oso ona;2;2;6;Muy buena / Oso ona;5;76;85;Buena / Ona;16;Muy buena / Oso ona;5;Muy buena / Oso ona;238;72;989,4;0;72,5;12,3;2,16;Buena / Ona
04/03/2017;0,21;0,23;Muy buena / Oso ona;1;1;2;Muy buena / Oso ona;3;83;90;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;275;65;980,7;0;106,9;8,4;2,31;Buena / Ona
03/03/2017;0,19;0,22;Muy buena / Oso ona;1;2;2;Muy buena / Oso ona;4;87;93;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;212;63;977,1;0,2;91,4;13,9;2,35;Buena / Ona
02/03/2017;0,22;0,25;Muy buena / Oso ona;3;7;24;Muy buena / Oso ona;11;70;81;Buena / Ona;14;Muy buena / Oso ona;5;Muy buena / Oso ona;253;68;991,6;0;120,1;13,9;0,23;Buena / Ona
01/03/2017;0,21;0,22;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;81;91;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;236;59;992,6;0;134,5;13,1;2,22;Buena / Ona
28/02/2017;0,22;0,23;Muy buena / Oso ona;1;1;3;Muy buena / Oso ona;3;83;90;Buena / Ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;273;71;987,3;0,1;39,4;10;2,36;Buena / Ona
27/02/2017;0,21;0,23;Muy buena / Oso ona;1;1;2;Muy buena / Oso ona;3;82;88;Buena / Ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;240;62;986,4;0;131,2;13,7;3,03;Buena / Ona
26/02/2017;0,25;0,3;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;3;83;91;Buena / Ona;21;Muy buena / Oso ona;10;Muy buena / Oso ona;327;77;995,2;0;128,9;11,6;0,29;Buena / Ona
25/02/2017;0,21;0,24;Muy buena / Oso ona;0;3;7;Muy buena / Oso ona;3;82;89;Buena / Ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona;283;66;995,9;0;132,5;10,3;0,28;Buena / Ona
24/02/2017;0,19;0,23;Muy buena / Oso ona;0;2;6;Muy buena / Oso ona;2;79;83;Buena / Ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;13;90;996,2;0,1;67,1;8,7;0,9;Buena / Ona
23/02/2017;0,27;0,3;Muy buena / Oso ona;1;6;8;Muy buena / Oso ona;7;54;63;Buena / Ona;25;Muy buena / Oso ona;15;Muy buena / Oso ona;333;93;992,3;0;34,6;9,3;0,46;Buena / Ona
22/02/2017;0,27;0,31;Muy buena / Oso ona;3;9;20;Muy buena / Oso ona;14;61;86;Buena / Ona;25;Muy buena / Oso ona;14;Muy buena / Oso ona;346;89;996,9;0;116,2;9,2;0,62;Buena / Ona
21/02/2017;0,22;0,25;Muy buena / Oso ona;2;4;7;Muy buena / Oso ona;7;86;88;Buena / Ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;316;78;1001,9;0;107,1;9,8;0,44;Buena / Ona
20/02/2017;0,22;0,25;Muy buena / Oso ona;2;3;9;Muy buena / Oso ona;5;87;92;Buena / Ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;317;86;1003,8;0;36,6;10;0,65;Buena / Ona
19/02/2017;0,28;0,29;Muy buena / Oso ona;2;1;3;Muy buena / Oso ona;4;89;91;Buena / Ona;20;Muy buena / Oso ona;10;Muy buena / Oso ona;341;92;1002,9;0;31,9;10,7;1,39;Buena / Ona
18/02/2017;0,26;0,3;Muy buena / Oso ona;2;4;8;Muy buena / Oso ona;8;76;91;Buena / Ona;21;Muy buena / Oso ona;11;Muy buena / Oso ona;338;78;997,5;0;92,6;11,3;0,96;Buena / Ona
17/02/2017;0,25;0,27;Muy buena / Oso ona;2;6;20;Muy buena / Oso ona;9;80;87;Buena / Ona;18;Muy buena / Oso ona;9;Muy buena / Oso ona;305;57;1001,9;0;112,4;13,8;0,38;Buena / Ona
16/02/2017;0,23;0,25;Muy buena / Oso ona;2;4;8;Muy buena / Oso ona;7;83;90;Buena / Ona;16;Muy buena / Oso ona;7;Muy buena / Oso ona;221;57;1005,1;0;91,1;14,4;0,43;Buena / Ona
15/02/2017;0,23;0,25;Muy buena / Oso ona;2;2;4;Muy buena / Oso ona;5;78;84;Buena / Ona;12;Muy buena / Oso ona;5;Muy buena / Oso ona;193;54;1004,2;0;107,7;15,3;2,13;Buena / Ona
14/02/2017;0,24;0,26;Muy buena / Oso ona;1;2;3;Muy buena / Oso ona;4;76;80;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;201;52;995,6;0;116,7;14,2;2,12;Buena / Ona
13/02/2017;0,21;0,22;Muy buena / Oso ona;1;1;4;Muy buena / Oso ona;4;78;86;Buena / Ona;23;Muy buena / Oso ona;6;Muy buena / Oso ona;176;60;981,8;1,3;87,2;13,9;3,32;Buena / Ona
12/02/2017;0,27;0,38;Muy buena / Oso ona;1;5;18;Muy buena / Oso ona;8;59;84;Buena / Ona;30;Buena / Ona;10;Muy buena / Oso ona;164;68;980,6;1,6;55,8;11,4;2,83;Buena / Ona
11/02/2017;0,28;0,34;Muy buena / Oso ona;2;6;20;Muy buena / Oso ona;8;60;80;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;291;81;989,9;1,8;33,2;7,9;0,11;Buena / Ona
10/02/2017;0,17;0,2;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;5;78;81;Buena / Ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;193;46;986,9;0;84,5;11,1;1,23;Buena / Ona
09/02/2017;0,21;0,26;Muy buena / Oso ona;1;4;14;Muy buena / Oso ona;6;74;84;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;198;72;993,7;3,1;99,8;8,1;0,52;Buena / Ona
08/02/2017;0,2;0,25;Muy buena / Oso ona;1;0;2;Muy buena / Oso ona;2;86;90;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;334;80;1002,4;6,4;53,1;7,7;3,98;Buena / Ona
07/02/2017;0,18;0,22;Muy buena / Oso ona;1;2;6;Muy buena / Oso ona;4;75;88;Buena / Ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona;306;86;998,1;12,7;32,1;10,4;2,56;Buena / Ona
06/02/2017;0,21;0,23;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;72;88;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;258;89;998,7;6,6;22,9;11,8;0,29;Buena / Ona
05/02/2017;0,17;0,18;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;87;89;Buena / Ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;;;988,6;12,9;44,5;;;Buena / Ona
04/02/2017;0,25;0,31;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;76;85;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;;;983,3;14,6;22,8;;;Buena / Ona
03/02/2017;0,21;0,24;Muy buena / Oso ona;1;1;2;Muy buena / Oso ona;3;86;89;Buena / Ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;218;49;982,5;0;77,5;13,8;3,8;Buena / Ona
02/02/2017;0,2;0,21;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;76;90;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;212;57;982,3;1,9;39,1;13,7;4,52;Buena / Ona
01/02/2017;0,18;0,23;Muy buena / Oso ona;1;3;6;Muy buena / Oso ona;5;68;73;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;198;52;988,2;0;56,8;16;1,57;Buena / Ona
31/01/2017;0,19;0,22;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;6;59;68;Buena / Ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona;194;55;989;0;83,3;16,1;1,97;Buena / Ona
30/01/2017;0,2;0,23;Muy buena / Oso ona;1;3;5;Muy buena / Oso ona;5;59;63;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;208;64;992,9;0;50,6;15,6;2,1;Buena / Ona
29/01/2017;0,22;0,27;Muy buena / Oso ona;1;2;2;Muy buena / Oso ona;4;74;82;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;231;59;995,1;0;73,3;13,5;4,83;Buena / Ona
28/01/2017;0,21;0,23;Muy buena / Oso ona;1;2;4;Muy buena / Oso ona;4;80;83;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;276;65;995,6;0,7;73,6;9,9;1,2;Buena / Ona
27/01/2017;0,24;0,25;Muy buena / Oso ona;1;4;6;Muy buena / Oso ona;6;78;85;Buena / Ona;12;Muy buena / Oso ona;6;Muy buena / Oso ona;201;59;983,3;2,1;39,2;11,2;3,05;Buena / Ona
26/01/2017;0,24;0,3;Muy buena / Oso ona;1;5;6;Muy buena / Oso ona;6;75;81;Buena / Ona;19;Muy buena / Oso ona;11;Muy buena / Oso ona;193;55;986,7;0;78,4;7,3;2,85;Buena / Ona
25/01/2017;0,31;0,38;Muy buena / Oso ona;1;7;14;Muy buena / Oso ona;9;70;82;Buena / Ona;17;Muy buena / Oso ona;11;Muy buena / Oso ona;10;69;997,9;0;76,8;4,2;0,25;Buena / Ona
24/01/2017;0,31;0,33;Muy buena / Oso ona;1;6;10;Muy buena / Oso ona;8;77;82;Buena / Ona;18;Muy buena / Oso ona;10;Muy buena / Oso ona;320;75;1001,8;0;60,2;7;1,48;Buena / Ona
23/01/2017;0,2;0,27;Muy buena / Oso ona;3;3;6;Muy buena / Oso ona;8;77;85;Buena / Ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona;316;81;998,6;0;45,6;7,9;1,91;Buena / Ona
22/01/2017;0,28;0,3;Muy buena / Oso ona;4;4;7;Muy buena / Oso ona;10;71;85;Buena / Ona;17;Muy buena / Oso ona;9;Muy buena / Oso ona;314;84;996,6;0;36,4;7,8;1,45;Buena / Ona
21/01/2017;0,28;0,35;Muy buena / Oso ona;4;11;18;Muy buena / Oso ona;17;57;62;Buena / Ona;19;Muy buena / Oso ona;10;Muy buena / Oso ona;328;72;996,6;0;73,7;6,3;0,46;Buena / Ona
20/01/2017;0,28;0,34;Muy buena / Oso ona;4;13;26;Muy buena / Oso ona;19;42;51;Muy buena / Oso ona;21;Muy buena / Oso ona;13;Muy buena / Oso ona;304;82;998,8;0;61,1;2,4;0,23;Muy buena / Oso ona
19/01/2017;0,25;0,33;Muy buena / Oso ona;3;13;31;Muy buena / Oso ona;18;42;55;Muy buena / Oso ona;18;Muy buena / Oso ona;11;Muy buena / Oso ona;174;80;1000,8;0;27,6;1,5;0,27;Muy buena / Oso ona
18/01/2017;0,26;0,3;Muy buena / Oso ona;3;13;45;Muy buena / Oso ona;17;38;63;Buena / Ona;18;Muy buena / Oso ona;10;Muy buena / Oso ona;148;81;1001,4;0;11;;0,58;Buena / Ona
17/01/2017;0,21;0,31;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;63;71;Buena / Ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;48;73;1002,4;0,6;59,2;3,3;1,6;Buena / Ona
16/01/2017;0,17;0,21;Muy buena / Oso ona;;;;Sin datos / Daturik gabe;;75;88;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;350;99;1000,7;37,5;13,5;9;4,53;Buena / Ona
15/01/2017;0,19;0,22;Muy buena / Oso ona;2;2;3;Muy buena / Oso ona;5;83;86;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;337;93;1003,8;40,5;9,5;7,8;4;Buena / Ona
14/01/2017;0,2;0,22;Muy buena / Oso ona;2;2;6;Muy buena / Oso ona;5;77;81;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;326;89;1002,9;12,4;28,5;5,8;1,56;Buena / Ona
13/01/2017;0,18;;Sin datos / Daturik gabe;2;1;3;Muy buena / Oso ona;4;83;86;Buena / Ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;329;82;998,7;15,5;39,5;6,8;4,07;Buena / Ona
12/01/2017;;0,24;Muy buena / Oso ona;2;3;8;Muy buena / Oso ona;6;57;68;Buena / Ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;309;87;996,7;4,5;41,5;11,6;1,33;Buena / Ona
11/01/2017;0,19;0,21;Muy buena / Oso ona;2;1;3;Muy buena / Oso ona;4;70;82;Buena / Ona;4;Muy buena / Oso ona;1;Muy buena / Oso ona;335;100;999,6;41,3;11,7;11;3,8;Buena / Ona
10/01/2017;0,24;0,3;Muy buena / Oso ona;2;2;4;Muy buena / Oso ona;6;77;82;Buena / Ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;332;94;995,6;63,6;5,7;9,2;3,68;Buena / Ona
09/01/2017;0,35;0,66;Muy buena / Oso ona;3;4;9;Muy buena / Oso ona;8;65;70;Buena / Ona;17;Muy buena / Oso ona;6;Muy buena / Oso ona;208;76;1004,2;0;50,2;8,2;0,09;Buena / Ona
08/01/2017;0,24;0,25;Muy buena / Oso ona;2;4;7;Muy buena / Oso ona;8;69;75;Buena / Ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;261;60;1008,1;0;52,6;6,1;0,27;Buena / Ona
07/01/2017;0,24;0,36;Muy buena / Oso ona;3;5;8;Muy buena / Oso ona;8;61;73;Buena / Ona;17;Muy buena / Oso ona;8;Muy buena / Oso ona;250;70;1008,1;0;60,9;4,5;0,45;Buena / Ona
06/01/2017;0,28;0,33;Muy buena / Oso ona;2;4;6;Muy buena / Oso ona;8;64;68;Buena / Ona;14;Muy buena / Oso ona;7;Muy buena / Oso ona;311;80;1007,4;0;59,4;3,6;0,65;Buena / Ona
05/01/2017;0,22;0,26;Muy buena / Oso ona;2;4;9;Muy buena / Oso ona;8;69;75;Buena / Ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;165;63;1005,8;0;33,7;4,9;0,61;Buena / Ona
04/01/2017;0,28;0,32;Muy buena / Oso ona;4;8;14;Muy buena / Oso ona;13;42;53;Muy buena / Oso ona;20;Muy buena / Oso ona;11;Muy buena / Oso ona;295;87;1003,3;0;57,4;5,2;0,33;Muy buena / Oso ona
03/01/2017;0,34;0,4;Muy buena / Oso ona;5;10;12;Muy buena / Oso ona;17;29;44;Muy buena / Oso ona;25;Muy buena / Oso ona;16;Muy buena / Oso ona;333;88;1000,5;0;52,9;5,4;0,45;Muy buena / Oso ona
02/01/2017;0,2;0,21;Muy buena / Oso ona;3;5;12;Muy buena / Oso ona;9;51;55;Muy buena / Oso ona;13;Muy buena / Oso ona;7;Muy buena / Oso ona;209;60;995,9;0;48,1;7;0,71;Muy buena / Oso ona
01/01/2017;0,24;0,32;Muy buena / Oso ona;2;4;5;Muy buena / Oso ona;7;55;59;Muy buena / Oso ona;14;Muy buena / Oso ona;9;Muy buena / Oso ona;198;71;998,5;0;58,6;6,4;0,78;Muy buena / Oso ona
