Date;Benceno (µg/m3);CO (mg/m3);CO 8h max (mg/m3);CO 8h max - ICA;Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;Tolueno (µg/m3);ICA Estación
22/01/2017;1,45;0,57;0,97;Muy buena / Oso ona;0,86;64;31;54;Buena / Ona;130;1,53;28;Buena / Ona;4;Muy buena / Oso ona;5,07;Buena / Ona
21/01/2017;1,14;0,5;0,71;Muy buena / Oso ona;0,79;58;27;48;Muy buena / Oso ona;116;1,42;27;Buena / Ona;4;Muy buena / Oso ona;4,69;Buena / Ona
20/01/2017;0,85;0,41;0,65;Muy buena / Oso ona;0,69;62;25;38;Muy buena / Oso ona;120;1,01;30;Buena / Ona;4;Muy buena / Oso ona;5,29;Buena / Ona
19/01/2017;0,94;0,43;0,55;Muy buena / Oso ona;0,61;50;26;39;Muy buena / Oso ona;103;0,96;27;Buena / Ona;4;Muy buena / Oso ona;3,06;Buena / Ona
18/01/2017;0,43;0,32;0,43;Muy buena / Oso ona;0,46;36;45;68;Buena / Ona;99;0,47;20;Muy buena / Oso ona;3;Muy buena / Oso ona;2,11;Buena / Ona
17/01/2017;0,21;0,32;0,38;Muy buena / Oso ona;0,4;20;28;70;Buena / Ona;58;0,29;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,9;Buena / Ona
16/01/2017;0,21;0,22;0,29;Muy buena / Oso ona;0,28;10;16;40;Muy buena / Oso ona;32;0,18;12;Muy buena / Oso ona;2;Muy buena / Oso ona;0,4;Muy buena / Oso ona
15/01/2017;0,23;0,18;0,23;Muy buena / Oso ona;0,19;9;14;51;Buena / Ona;28;0,14;13;Muy buena / Oso ona;2;Muy buena / Oso ona;0,34;Buena / Ona
14/01/2017;0,2;0,29;0,42;Muy buena / Oso ona;0,35;15;29;62;Buena / Ona;51;0,24;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,65;Buena / Ona
13/01/2017;0,2;0,15;0,19;Muy buena / Oso ona;0,24;6;12;31;Muy buena / Oso ona;22;0,14;21;Muy buena / Oso ona;2;Muy buena / Oso ona;0,34;Muy buena / Oso ona
12/01/2017;0,31;0,31;0,47;Muy buena / Oso ona;0,59;32;31;60;Buena / Ona;80;0,6;16;Muy buena / Oso ona;2;Muy buena / Oso ona;1,94;Buena / Ona
11/01/2017;0,15;0,17;0,18;Muy buena / Oso ona;0,16;8;11;21;Muy buena / Oso ona;23;0,13;7;Muy buena / Oso ona;2;Muy buena / Oso ona;0,33;Muy buena / Oso ona
10/01/2017;0,28;0,21;0,73;Muy buena / Oso ona;0,49;11;24;55;Buena / Ona;41;0,28;13;Muy buena / Oso ona;2;Muy buena / Oso ona;1,21;Buena / Ona
09/01/2017;0,92;0,6;0,77;Muy buena / Oso ona;1,42;88;57;106;Mejorable / Hobetzeko modukoa;193;1,69;21;Muy buena / Oso ona;4;Muy buena / Oso ona;7,15;Mejorable / Hobetzeko modukoa
08/01/2017;0,58;0,41;0,78;Muy buena / Oso ona;0,72;32;52;73;Buena / Ona;101;0,54;21;Muy buena / Oso ona;3;Muy buena / Oso ona;2,48;Buena / Ona
07/01/2017;0,89;0,45;0,78;Muy buena / Oso ona;0,87;57;53;111;Mejorable / Hobetzeko modukoa;139;0,75;23;Muy buena / Oso ona;4;Muy buena / Oso ona;3,56;Mejorable / Hobetzeko modukoa
06/01/2017;;0,38;0,66;Muy buena / Oso ona;;44;47;88;Buena / Ona;115;;19;Muy buena / Oso ona;4;Muy buena / Oso ona;;Buena / Ona
05/01/2017;;0,49;0,86;Muy buena / Oso ona;;86;67;99;Buena / Ona;198;;27;Buena / Ona;4;Muy buena / Oso ona;;Buena / Ona
04/01/2017;;0,54;0,89;Muy buena / Oso ona;;80;51;95;Buena / Ona;173;;29;Buena / Ona;4;Muy buena / Oso ona;;Buena / Ona
03/01/2017;;0,47;0,87;Muy buena / Oso ona;;79;49;80;Buena / Ona;169;;32;Buena / Ona;4;Muy buena / Oso ona;;Buena / Ona
02/01/2017;;0,54;0,94;Muy buena / Oso ona;;70;52;95;Buena / Ona;160;;28;Buena / Ona;4;Muy buena / Oso ona;;Buena / Ona
01/01/2017;0,64;0,39;0,83;Muy buena / Oso ona;0,4;43;43;67;Buena / Ona;108;1,68;23;Muy buena / Oso ona;3;Muy buena / Oso ona;2,15;Buena / Ona
