Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;N� Descuentos
2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;322

2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;282

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;520

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;580

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;256

2017.02 FEBRERO;LA MAS�;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;49

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;120

2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;126

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;398

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;400

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;154

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;63

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;10

2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;7

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;4

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;2

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;437

2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;551

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;98

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;49

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;67

2017.02 FEBRERO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;3

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;488

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;714

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;263

2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;95

2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;9

2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;7

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;384

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;368

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;113

2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;5

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;19

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;25

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;374

2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;356

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;268

2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;247

2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;74

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;307

2017.02 FEBRERO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;269

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;256

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;134

2017.02 FEBRERO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;88

2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;50

2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;20

2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;7

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;49

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;25

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;163

2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;33

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;2

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;7

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;405

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;340

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;420

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;274

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;712

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;724

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;121

2017.02 FEBRERO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;42

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;4

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;4

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;363

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;383

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;161

2017.02 FEBRERO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;102

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;190

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;524

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;33

2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;SERVICIOS DE MEDICINA;5

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;5

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;4

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;407

2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;490

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;3

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;354

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;387

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;183

2017.02 FEBRERO;DAO�Z Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;5

2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;10

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;100

2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;73

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;348

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;483

2017.02 FEBRERO;GIMNASIO MOSCARD�;SALAMANCA                                         ;SERVICIOS DE MEDICINA;3

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;462

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;509

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;72

2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;154

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;3

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;295

2017.02 FEBRERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;289

2017.02 FEBRERO;TRI�NGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;215

2017.02 FEBRERO;TRI�NGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;216

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;241

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;180

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;46

2017.02 FEBRERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;46

2017.02 FEBRERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;2

2017.02 FEBRERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;271

2017.02 FEBRERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;255

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;506

2017.02 FEBRERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;578

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;558

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;556

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;234

2017.02 FEBRERO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;36

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;2

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;307

2017.02 FEBRERO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;310

2017.02 FEBRERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;75

2017.02 FEBRERO;MIGUEL GUILL�N PRIM;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;6

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;490

2017.02 FEBRERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;483

2017.02 FEBRERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;47

2017.02 FEBRERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;66

2017.02 FEBRERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;142

2017.02 FEBRERO;F�LIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;2

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;244

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;253

2017.02 FEBRERO;PLATA Y CASTA�AR;VILLAVERDE                                        ;SERVICIOS DE MEDICINA;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;487

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;452

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;RA�L GONZ�LEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.02 FEBRERO;SAN CRIST�BAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;67

2017.02 FEBRERO;SAN CRIST�BAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;54

2017.03. MARZO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;137

2017.03. MARZO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;128

2017.03. MARZO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;2
