Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;N� Descuentos

2017.08. AGOSTO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;62

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;35

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;20

2017.08. AGOSTO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;88

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;53

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;16

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;1

2017.08. AGOSTO;PRADILLO;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;1

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;44

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;37

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;8

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;4

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;13

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;SERVICIOS DE MEDICINA;1

2017.08. AGOSTO;CONCEPCI�N;CIUDAD LINEAL                                     ;SERVICIOS DE MEDICINA;1

2017.08. AGOSTO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;LA MAS�;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;LA MAS�;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;SANTA ANA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;6

2017.08. AGOSTO;SANTA ANA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;SANTA ANA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;SANTA ANA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;72

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;45

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;4

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;11

2017.08. AGOSTO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;75

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;49

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;6

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;6

2017.08. AGOSTO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;47

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;25

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;LUIS ARAGON�S;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;84

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;52

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;5

2017.08. AGOSTO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;6

2017.08. AGOSTO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;6

2017.08. AGOSTO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;28

2017.08. AGOSTO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;27

2017.08. AGOSTO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;FERNANDO MART�N;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;FRANCOS RODR�GUEZ;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;11

2017.08. AGOSTO;FRANCOS RODR�GUEZ;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;14

2017.08. AGOSTO;FRANCOS RODR�GUEZ;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;FRANCOS RODR�GUEZ;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;35

2017.08. AGOSTO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;22

2017.08. AGOSTO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;JOS� MAR�A CAGIGAL;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;74

2017.08. AGOSTO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;17

2017.08. AGOSTO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;LA ELIPA;MORATALAZ                                         ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;33

2017.08. AGOSTO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;20

2017.08. AGOSTO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;ALBERTO GARC�A;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;4

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;49

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;19

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;ENTREV�AS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;14

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;10

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;17

2017.08. AGOSTO;VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;9

2017.08. AGOSTO;VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;12

2017.08. AGOSTO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;11

2017.08. AGOSTO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;DAO�Z Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;9

2017.08. AGOSTO;GIMNASIO MOSCARD�;SALAMANCA                                         ;ABONO DEPORTE MADRID;13

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;42

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;36

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;16

2017.08. AGOSTO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;5

2017.08. AGOSTO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;8

2017.08. AGOSTO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;TRI�NGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;3

2017.08. AGOSTO;TRI�NGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;13

2017.08. AGOSTO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;1

2017.08. AGOSTO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;SAN FERM�N;USERA                                             ;ABONO DEPORTE MADRID;7

2017.08. AGOSTO;SAN FERM�N;USERA                                             ;ABONO DEPORTE MADRID;19

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;6

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;9

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;3

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;6

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;2

2017.08. AGOSTO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;5

2017.08. AGOSTO;VIC�LVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;15

2017.08. AGOSTO;VIC�LVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;14

2017.08. AGOSTO;VIC�LVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;42

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;28

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;5

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;4

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;CERRO ALMOD�VAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.08. AGOSTO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;2

2017.08. AGOSTO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;11

2017.08. AGOSTO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;9

2017.08. AGOSTO;PLATA Y CASTA�AR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;1

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;14

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;4

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;5

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;1

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;51

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;80

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;15

2017.01 ENERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;6

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;27

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;23

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;9

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;7

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;97

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;161

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;21

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;26

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;1

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;1

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;25

2017.01 ENERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;5

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;48

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;26

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;9

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;2

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;136

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;181

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;14

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;19

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;9

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;10

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;21

2017.01 ENERO;MARQU�S DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;18

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;58

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;30

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;7

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;7

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;233

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;272

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;22

2017.01 ENERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;27

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;27

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;10

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;1

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;113

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;1

2017.01 ENERO;BARAJAS;BARAJAS                                           ;USO LIBRE;1

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;3

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;2

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;1

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;1

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;4

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;9

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;1

2017.01 ENERO;LA MINA;CARABANCHEL                                       ;USO LIBRE;3

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;60

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;44

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;5

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;8

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;339

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;326

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;78

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;34

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;13

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;8

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;77

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;3

2017.01 ENERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;9

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;20

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;17

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;8

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;3

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;175

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;209

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;38

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;46

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;1

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;3

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;25

2017.01 ENERO;CONCEPCI�N;CIUDAD LINEAL                                     ;USO LIBRE;1

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;29

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;25

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;4

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;2

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;109

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;140

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;8

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;14

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;18

2017.01 ENERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;7

