Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
3;MUJER;61;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;MUJER;63;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;MUJER;23;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;39;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
2;MUJER;58;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;61;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;MUJER;30;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
2;MUJER;39;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;43;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;46;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
2;MUJER;47;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
3;MUJER;53;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
2;MUJER;55;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;MUJER;36;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
2;MUJER;53;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;MUJER;54;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
3;MUJER;56;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;MUJER;16;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;21;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;24;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;25;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;28;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;32;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;37;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;45;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
2;MUJER;52;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;55;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
2;MUJER;60;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;62;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;MUJER;27;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
2;MUJER;42;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;MUJER;15;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;17;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;34;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;50;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;57;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
3;MUJER;58;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
2;MUJER;62;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
2;MUJER;64;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;VARON;43;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;49;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;52;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;54;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;60;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;62;ADM ACTIVIDAD DIRIGIDA;ALBERTO GARCÍA;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;VARON;52;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;VARON;58;ADM ACTIVIDAD DIRIGIDA;ALFREDO GOYENECHE;ene-17
1;VARON;49;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;VARON;60;ADM ACTIVIDAD DIRIGIDA;ALUCHE;ene-17
1;VARON;33;ADM ACTIVIDAD DIRIGIDA;BARAJAS;ene-17
1;VARON;57;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;VARON;60;ADM ACTIVIDAD DIRIGIDA;CENTRO INTEGRADO ARGANZUELA;ene-17
1;VARON;42;ADM ACTIVIDAD DIRIGIDA;DAOÍZ Y VELARDE;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;DAOÍZ Y VELARDE;ene-17
1;VARON;42;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
1;VARON;63;ADM ACTIVIDAD DIRIGIDA;EL ESPINILLO;ene-17
1;VARON;33;ADM ACTIVIDAD DIRIGIDA;FERNANDO MARTÍN;ene-17
1;VARON;40;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;VARON;50;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;VARON;55;ADM ACTIVIDAD DIRIGIDA;GALLUR;ene-17
1;VARON;26;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;35;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;41;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;VARON;42;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;46;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
2;VARON;54;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;57;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;58;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;59;ADM ACTIVIDAD DIRIGIDA;GIMNASIO MOSCARDÓ;ene-17
1;VARON;34;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;VARON;40;ADM ACTIVIDAD DIRIGIDA;HORTALEZA;ene-17
1;VARON;44;ADM ACTIVIDAD DIRIGIDA;JOSÉ MARÍA CAGIGAL;ene-17
1;VARON;38;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;VARON;61;ADM ACTIVIDAD DIRIGIDA;LA ELIPA;ene-17
1;VARON;60;ADM ACTIVIDAD DIRIGIDA;LA MASÓ;ene-17
1;VARON;36;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;VARON;52;ADM ACTIVIDAD DIRIGIDA;LUIS ARAGONÉS;ene-17
1;VARON;42;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;VARON;43;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;VARON;49;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;VARON;55;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;VARON;59;ADM ACTIVIDAD DIRIGIDA;MARQUÉS DE SAMARANCH;ene-17
1;VARON;27;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;34;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;37;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;49;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;52;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;55;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
3;VARON;56;ADM ACTIVIDAD DIRIGIDA;MORATALAZ;ene-17
1;VARON;51;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;VARON;59;ADM ACTIVIDAD DIRIGIDA;ORCASITAS;ene-17
1;VARON;45;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;VARON;49;ADM ACTIVIDAD DIRIGIDA;PALOMERAS;ene-17
1;VARON;36;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;VARON;40;ADM ACTIVIDAD DIRIGIDA;PLATA Y CASTAÑAR;ene-17
1;VARON;45;ADM ACTIVIDAD DIRIGIDA;PLAYA VICTORIA;ene-17
1;VARON;29;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;36;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;37;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;38;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;41;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;53;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
2;VARON;56;ADM ACTIVIDAD DIRIGIDA;PRADILLO;ene-17
1;VARON;21;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;VARON;42;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;VARON;50;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;VARON;54;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
2;VARON;55;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;VARON;57;ADM ACTIVIDAD DIRIGIDA;PUEBLO NUEVO;ene-17
1;VARON;37;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;VARON;46;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;VARON;50;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;VARON;62;ADM ACTIVIDAD DIRIGIDA;PUENTE DE VALLECAS;ene-17
1;VARON;42;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;VARON;44;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;VARON;52;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;VARON;53;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;VARON;56;ADM ACTIVIDAD DIRIGIDA;RAÚL GONZÁLEZ;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;VARON;60;ADM ACTIVIDAD DIRIGIDA;SAN JUAN BAUTISTA;ene-17
1;VARON;20;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;30;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;36;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;44;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;46;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;54;ADM ACTIVIDAD DIRIGIDA;TRIÁNGULO DE ORO;ene-17
1;VARON;43;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;VARON;47;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;VARON;64;ADM ACTIVIDAD DIRIGIDA;VALDEBERNARDO;ene-17
1;VARON;32;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;VARON;39;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;VARON;62;ADM ACTIVIDAD DIRIGIDA;VICÁLVARO;ene-17
1;VARON;54;ADM ACTIVIDAD DIRIGIDA;VICENTE DEL BOSQUE;ene-17
1;MUJER;38;ADM COMPLETO;ALBERTO GARCÍA;ene-17
2;MUJER;41;ADM COMPLETO;ALBERTO GARCÍA;ene-17
1;MUJER;73;ADM COMPLETO;ALBERTO GARCÍA;ene-17
1;MUJER;6;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;37;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;41;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;42;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;43;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;49;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;53;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;59;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;63;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
2;MUJER;64;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
2;MUJER;65;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
3;MUJER;66;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
4;MUJER;67;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;68;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
2;MUJER;70;ADM COMPLETO;ALFREDO GOYENECHE;ene-17
1;MUJER;37;ADM COMPLETO;ALUCHE;ene-17
2;MUJER;42;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;46;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;47;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;48;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;56;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;58;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;67;ADM COMPLETO;ALUCHE;ene-17
1;MUJER;52;ADM COMPLETO;ARGANZUELA;ene-17
1;MUJER;14;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;30;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;39;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;40;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;43;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;44;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;49;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;53;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;67;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;69;ADM COMPLETO;BARAJAS;ene-17
2;MUJER;70;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;73;ADM COMPLETO;BARAJAS;ene-17
2;MUJER;74;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;75;ADM COMPLETO;BARAJAS;ene-17
1;MUJER;35;ADM COMPLETO;CASA DE CAMPO;ene-17
1;MUJER;37;ADM COMPLETO;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;39;ADM COMPLETO;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;44;ADM COMPLETO;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;56;ADM COMPLETO;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;65;ADM COMPLETO;CENTRO INTEGRADO ARGANZUELA;ene-17
1;MUJER;37;ADM COMPLETO;CERRO ALMODÓVAR;ene-17
2;MUJER;47;ADM COMPLETO;CERRO ALMODÓVAR;ene-17
1;MUJER;25;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;46;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;67;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;68;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;72;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;73;ADM COMPLETO;CIUDAD DE LOS POETAS;ene-17
1;MUJER;20;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;26;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;49;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;50;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;52;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;53;ADM COMPLETO;CONCEPCIÓN;ene-17
1;MUJER;35;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;36;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;40;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;42;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;43;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;45;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
2;MUJER;49;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;54;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;55;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;57;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;59;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;60;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
2;MUJER;62;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
2;MUJER;63;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;65;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;67;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;70;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;71;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;77;ADM COMPLETO;DAOÍZ Y VELARDE;ene-17
1;MUJER;36;ADM COMPLETO;EL ESPINILLO;ene-17
1;MUJER;45;ADM COMPLETO;EL ESPINILLO;ene-17
1;MUJER;54;ADM COMPLETO;EL ESPINILLO;ene-17
1;MUJER;66;ADM COMPLETO;EL ESPINILLO;ene-17
1;MUJER;47;ADM COMPLETO;ENTREVÍAS;ene-17
1;MUJER;48;ADM COMPLETO;ENTREVÍAS;ene-17
2;MUJER;49;ADM COMPLETO;FÉLIX RUBIO;ene-17
1;MUJER;51;ADM COMPLETO;FÉLIX RUBIO;ene-17
1;MUJER;65;ADM COMPLETO;FÉLIX RUBIO;ene-17
1;MUJER;19;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;58;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;63;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;65;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;67;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;72;ADM COMPLETO;FERNANDO MARTÍN;ene-17
1;MUJER;13;ADM COMPLETO;GALLUR;ene-17
1;MUJER;22;ADM COMPLETO;GALLUR;ene-17
1;MUJER;33;ADM COMPLETO;GALLUR;ene-17
1;MUJER;35;ADM COMPLETO;GALLUR;ene-17
1;MUJER;38;ADM COMPLETO;GALLUR;ene-17
1;MUJER;50;ADM COMPLETO;GALLUR;ene-17
1;MUJER;65;ADM COMPLETO;GALLUR;ene-17
1;MUJER;66;ADM COMPLETO;GALLUR;ene-17
1;MUJER;67;ADM COMPLETO;GALLUR;ene-17
1;MUJER;68;ADM COMPLETO;GALLUR;ene-17
1;MUJER;69;ADM COMPLETO;GALLUR;ene-17
2;MUJER;70;ADM COMPLETO;GALLUR;ene-17
1;MUJER;71;ADM COMPLETO;GALLUR;ene-17
1;MUJER;76;ADM COMPLETO;GALLUR;ene-17
1;MUJER;15;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;20;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;22;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;27;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;36;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;38;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;39;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;40;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;41;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
2;MUJER;49;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;51;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;52;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;57;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;59;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
3;MUJER;65;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
3;MUJER;66;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
4;MUJER;67;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
8;MUJER;68;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
5;MUJER;69;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
3;MUJER;70;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;73;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;74;ADM COMPLETO;GIMNASIO MOSCARDÓ;ene-17
1;MUJER;21;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;25;ADM COMPLETO;HORTALEZA;ene-17
2;MUJER;32;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;35;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;46;ADM COMPLETO;HORTALEZA;ene-17
2;MUJER;53;ADM COMPLETO;HORTALEZA;ene-17
2;MUJER;62;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;64;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;65;ADM COMPLETO;HORTALEZA;ene-17
1;MUJER;35;ADM COMPLETO;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;47;ADM COMPLETO;JOSÉ MARÍA CAGIGAL;ene-17
2;MUJER;48;ADM COMPLETO;JOSÉ MARÍA CAGIGAL;ene-17
1;MUJER;68;ADM COMPLETO;LA BOMBILLA;ene-17
1;MUJER;24;ADM COMPLETO;LA CHOPERA;ene-17
1;MUJER;48;ADM COMPLETO;LA CHOPERA;ene-17
1;MUJER;71;ADM COMPLETO;LA CHOPERA;ene-17
1;MUJER;47;ADM COMPLETO;LA ELIPA;ene-17
1;MUJER;54;ADM COMPLETO;LA ELIPA;ene-17
1;MUJER;20;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;24;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;29;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;39;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;50;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;51;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;54;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;56;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;65;ADM COMPLETO;LA MASÓ;ene-17
3;MUJER;66;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;67;ADM COMPLETO;LA MASÓ;ene-17
1;MUJER;68;ADM COMPLETO;LA MASÓ;ene-17
