Tipo de cupo ;Denominación de la clase; Año ;Mes Ocupación;Actividad deportiva;Categoría edad;Distrito;Centro deportivo;Nº Plazas Ofertadas;Nº Plazas Ocupadas;Nº Plazas Libres;Nº Plazas Ocupadas (Masculino);Nº Plazas Ocupadas (Femenino)
CERRADO;GIMNASIA ACUATICA MAYORES MJ 12:15-12:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;CARABANCHEL                                       ;LA MINA;17;17;0;4;13
CERRADO;GIMN. RITMICA PEQUES (4 A 6 AÑOS) V 17:15-18:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;FUENCARRAL-ELPARDO                                ;LA MASÓ;24;24;0;1;23
CERRADO;GIMNASIA RITMICA N0 MJ 17:00-18:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;27;27;0;0;27
CERRADO;GIM RITMICA N2 LX 19:15-20:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;27;27;0;1;26
CERRADO;GIMNASIA RITMICA N0 MJ 17:30-18:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MONCLOA-ARAVACA                                   ;CIUDAD DE LOS POETAS;27;27;0;2;25
CERRADO;GIMNASIA RITMICA N0 MJ 17:15-18:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;SAN BLAS                                          ;SAN BLAS;27;27;0;0;27
CERRADO;GIMNASIA SUAVE LX 11:00-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA SUAVE;ADULTOS;HORTALEZA                                         ;HORTALEZA;27;27;0;3;24
CERRADO;KARATE-SHYTO N0 LX 17:15-18:15; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;LATINA                                            ;ALUCHE;22;22;0;16;6
CERRADO;KARATE-SHYTO N0 LX 19:25-20:25; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;LATINA                                            ;ALUCHE;23;23;0;20;3
CERRADO;KARATE-SHYTO N1 LMJ 19:30-20:30; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;27;27;0;14;13
CERRADO;MATRONATACION L 17.30 - 18.00; 2.017   ;09. SEPTIEMBRE;MATRONATACION;MIXTA;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;9;9;0;6;3
CERRADO;MATRONATACION M 18.00 - 18.30; 2.017   ;09. SEPTIEMBRE;MATRONATACION;MIXTA;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;10;10;0;7;3
CERRADO;NATACION N2 LXV 20:15-21:00; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;27;27;0;16;11
CERRADO;NATACION   1   MJ   20:30-21:15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;22;22;0;10;12
CERRADO;NATACION AD N0 V 19:45-20:30; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;12;12;0;3;9
CERRADO;NATACION N0 LXV 10:15-11:00; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;11;11;0;3;8
CERRADO;NATACION N1 MJ 09:00-09:45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;RETIRO                                            ;DAOÍZ Y VELARDE;22;22;0;6;16
CERRADO;NATACION N0 LXV 19:00-19:45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;SAN BLAS                                          ;SAN BLAS;11;11;0;2;9
CERRADO;NATACION T N1-2 LX 20:30-21:15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;9;9;0;4;5
CERRADO;NATACION T N1-2 LXV 20:30-21:15; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;16;16;0;14;2
CERRADO;NATACION N0 MJ 20:00-20:45; 2.017   ;09. SEPTIEMBRE;NATACION;ADULTOS;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;12;12;0;5;7
CERRADO;NATACION N0 INF. MJ 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;12;12;0;6;6
CERRADO;NATACION INFANTIL   0B   LX   18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;12;12;0;10;2
CERRADO;NATACION INFANTIL   0B   MJ   17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;12;12;0;9;3
CERRADO;NATACION INFANTIL   0B   LX   18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;12;12;0;8;4
CERRADO;NATACION N0 INF V 18:00-18:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CARABANCHEL                                       ;LA MINA;14;14;0;5;9
CERRADO;NATACIÓN N2 J 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CHAMARTIN                                         ;PRADILLO;17;17;0;7;10
CERRADO;NATACION INFANTIL N0 LX 17:15 - 17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CIUDAD LINEAL                                     ;CONCEPCIÓN;14;14;0;8;6
CERRADO;NATACION N0 SD 10:45-11:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;CIUDAD LINEAL                                     ;PUEBLO NUEVO;12;12;0;7;5
CERRADO;NATACION N0 BAJO MJ 18:00-18.30 (6-7 AÑOS); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;MORATALAZ                                         ;MORATALAZ;14;14;0;10;4
CERRADO;NATACION N0 J 17.00 - 17.30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;12;12;0;6;6
CERRADO;NATACION N0 X 18.30 - 19.00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;12;12;0;9;3
CERRADO;NATACION N1/N2 J 19.00 - 19.30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;17;17;0;6;11
CERRADO;NATACION N0 MJ 18:30-19:00; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;14;14;0;9;5
CERRADO;NATACION N1 MJ 18:30-19:00 (*); 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;SAN BLAS                                          ;SAN BLAS;2;2;0;1;1
CERRADO;NATACION INF N0 LX 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;TETUAN                                            ;PLAYA VICTORIA;12;12;0;7;5
CERRADO;NATACION INF N0 V 17:45-18:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;TETUAN                                            ;PLAYA VICTORIA;12;12;0;6;6
CERRADO;NATACION INF N1A  LX 17:45-18:15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;TETUAN                                            ;PLAYA VICTORIA;17;17;0;9;8
CERRADO;NATACIÓN N0 M-J 16.45-17.15; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;13;13;0;7;6
CERRADO;NATACION N0 MJ 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;11;11;0;6;5
CERRADO;NATACION N1A  MJ 17:15-17:45; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;17;17;0;5;12
CERRADO;NATACION N0 LX 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NATACION;INFANTILES;VILLAVERDE                                        ;RAÚL GONZÁLEZ;12;12;0;5;7
CERRADO;NATACION JOV N2 LX 19:15-20:00; 2.017   ;09. SEPTIEMBRE;NATACION;JOVENES;HORTALEZA                                         ;HORTALEZA;27;27;0;19;8
CERRADO;NATACION JOV/AD N2 SD 11.30 - 12.15; 2.017   ;09. SEPTIEMBRE;NATACION;JOVENES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;27;27;0;17;10
CERRADO;NATACION MAYORES   0   LX   12:00-12:30; 2.017   ;09. SEPTIEMBRE;NATACION;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;12;12;0;3;9
CERRADO;NT/COMPENSACION/SALUD N0 LX 11:15-12:00 J- 10:30; 2.017   ;09. SEPTIEMBRE;NT/COMPENSACION/SALUD;ADULTOS;LATINA                                            ;GALLUR;12;12;0;2;10
CERRADO;NT/COMP/SALUD T N1B-1 MJ 19:45-20:30; 2.017   ;09. SEPTIEMBRE;NT/COMPENSACION/SALUD;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;11;11;0;4;7
CERRADO;N/T PEQUESN0 V 17:00 - 17:30; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;CARABANCHEL                                       ;LA MINA;9;9;0;5;4
CERRADO;NT/PEQUES N0 M 17:30-18:00; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;LATINA                                            ;GALLUR;8;8;0;4;4
CERRADO;NT/PEQUES D 12.00 - 12.30; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;9;9;0;4;5
CERRADO;NT/PEQUES J 19.00 - 19.30; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;9;9;0;7;2
CERRADO;NT/PEQUES V 17.30 - 18.00; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;9;9;0;3;6
CERRADO;NT/PEQUES V 18.30 - 19.00; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;9;9;0;3;6
CERRADO;NT/PEQUES N0 J 17:00-17:30; 2.017   ;09. SEPTIEMBRE;NT/PEQUES;PRE-INFANTILES;VILLAVERDE                                        ;RAÚL GONZÁLEZ;8;8;0;3;5
CERRADO;PADEL N1 LXV 16:00-17:00; 2.017   ;09. SEPTIEMBRE;PADEL;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;9;9;0;6;3
CERRADO;PADEL N2 LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;PADEL;ADULTOS;VICALVARO                                         ;VICÁLVARO;10;10;0;7;3
CERRADO;PADEL N1A MJ 19:30-20:30; 2.017   ;09. SEPTIEMBRE;PADEL;ADULTOS;VICALVARO                                         ;VICÁLVARO;10;10;0;6;4
CERRADO;PADEL INFANTIL N0 MJ 17:00-18:00; 2.017   ;09. SEPTIEMBRE;PADEL;INFANTILES;PUENTE DE VALLECAS                                ;PALOMERAS;10;10;0;8;2
CERRADO;PATINAJE N0 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;PATINAJE;INFANTILES;MORATALAZ                                         ;MORATALAZ;24;24;0;1;23
CERRADO;PATINAJE N2 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;PATINAJE;INFANTILES;MORATALAZ                                         ;MORATALAZ;24;24;0;1;23
CERRADO;PILATES V 16:00 - 17:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;CIUDAD LINEAL                                     ;CONCEPCIÓN;17;17;0;2;15
CERRADO;PILATES N1 MJ 11:00-12:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;HORTALEZA                                         ;HORTALEZA;22;22;0;3;19
CERRADO;PILATES N2 LX 10:00-11:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;HORTALEZA                                         ;HORTALEZA;22;22;0;1;21
CERRADO;PILATES N0 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;LATINA                                            ;ALUCHE;17;17;0;4;13
CERRADO;PILATES  V 10:00-11:00; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;RETIRO                                            ;LA CHOPERA;22;22;0;1;21
CERRADO;PILATES N0 LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;PILATES;ADULTOS;VILLAVERDE                                        ;RAÚL GONZÁLEZ;7;7;0;0;7
CERRADO;TENIS N1 LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;TENIS;ADULTOS;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;10;10;0;4;6
CERRADO;TENIS N0 M 18.30 - 19.30; 2.017   ;09. SEPTIEMBRE;TENIS;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;12;12;0;10;2
CERRADO;TENIS JOVEN/ADULTO N0 LX 19:00-20:00; 2.017   ;09. SEPTIEMBRE;TENIS;JOVENES;PUENTE DE VALLECAS                                ;PALOMERAS;10;10;0;5;5
CERRADO;TENIS MESA N0 S 12:00-14:00; 2.017   ;09. SEPTIEMBRE;TENIS MESA;INFANTILES;ARGANZUELA                                        ;ARGANZUELA;9;9;0;7;2
CERRADO;YOGA INICIACIÓN  N0 V 18:30-19:30; 2.017   ;09. SEPTIEMBRE;YOGA;ADULTOS;VILLAVERDE                                        ;RAÚL GONZÁLEZ;2;2;0;0;2
CERRADO;ACON. FISICO MAYORES LX 12:00-13:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;ARGANZUELA;34;34;0;3;31
CERRADO;ACTIVIDAD FISICA N0 MJ 12:00-13:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;31;31;0;6;25
CERRADO;ACONDICIONAMIENTO FISICO N0 LX 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;LATINA                                            ;GALLUR;40;40;0;13;27
CERRADO;ACTIVIDAD FISICA N2 MJ 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;26;26;0;10;16
CERRADO;ACTIVIDAD FISICA MAYORES LX 11:30-12:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;MONCLOA-ARAVACA                                   ;FERNANDO MARTÍN;41;41;0;11;30
CERRADO;ACONDICIONAMIENTO FISICO N0 MJ 17:00-18:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;PUENTE DE VALLECAS                                ;ENTREVÍAS;21;21;0;6;15
CERRADO;ACOND. FISICO MAYORES NO LX 10:15-11:15 ATP; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;PUENTE DE VALLECAS                                ;PALOMERAS;26;26;0;10;16
CERRADO;A. FISICO  MAY  MJ 10:00-11:00; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;TETUAN                                            ;TRIÁNGULO DE ORO;41;41;0;10;31
CERRADO;ACOND FISICO MEDIO MJ 11:30-12:30; 2.017   ;09. SEPTIEMBRE;ACONDICIONAMIENTO FISICO;MAYORES;VICALVARO                                         ;VALDEBERNARDO;41;41;0;14;27
CERRADO;NATACION N2 V 8:00-8:30 (65-75 AÑOS); 2.017   ;09. SEPTIEMBRE;ACTIVIDADES ACUATICAS;MAYORES;CHAMARTIN                                         ;PRADILLO;11;11;0;6;5
CERRADO;AEROBIC  MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;AEROBIC;ADULTOS;HORTALEZA                                         ;LUIS ARAGONÉS;20;20;0;1;19
CERRADO;BADMINTON N0 V 18:00-19:00; 2.017   ;09. SEPTIEMBRE;BADMINTON;INFANTILES;HORTALEZA                                         ;HORTALEZA;17;17;0;11;6
CERRADO;CAMINAR POR MADRID   0   V   9:30 - 11:00; 2.017   ;09. SEPTIEMBRE;CAMINAR POR MADRID;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;26;26;0;6;20
CERRADO;RUNNING ACUATICO N1-2 LX 20:15-21:00; 2.017   ;09. SEPTIEMBRE;CARRERA ACUATICA ACUARUNNING;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;11;11;0;4;7
ABIERTO;CICLO-SALA (clase ABIERTA)    MJ 10:15-11:00; 2.017   ;09. SEPTIEMBRE;CICLO-SALA;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;1;0;0;0;0
CERRADO;FITNESS-CICLO  M-J 18:00 NIVEL ALTO (PRUEBA NIVEL); 2.017   ;09. SEPTIEMBRE;COMBINADA/EFP;ADULTOS;ARGANZUELA                                        ;ARGANZUELA;17;17;0;4;13
CERRADO;PADEL N1 / TONIFICACIÓN MJ 09:00-10:00; 2.017   ;09. SEPTIEMBRE;COMBINADA/EFP;ADULTOS;CIUDAD LINEAL                                     ;SAN JUAN BAUTISTA;9;9;0;0;9
CERRADO;COMBINADA/EFP  V 09:00-10:00; 2.017   ;09. SEPTIEMBRE;COMBINADA/EFP;ADULTOS;HORTALEZA                                         ;HORTALEZA;18;18;0;5;13
CERRADO;FITNESS  LX 19:45-20:45; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;11;11;0;2;9
CERRADO;FITNESS LX 19:45 + TONIFICACION  V  20:00-21:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;26;26;0;11;15
CERRADO;FITNESS N1 MJ 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;36;36;0;11;25
CERRADO;FITNESS MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;FUENCARRAL-ELPARDO                                ;VICENTE DEL BOSQUE;41;41;0;8;33
CERRADO;FITNESS LX 11:00-12:00; 2.017   ;09. SEPTIEMBRE;FITNESS;ADULTOS;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;1;1;0;0;1
CERRADO;FUTBOL BENJAMIN (2009)    MJ 17:30-18:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;FUENCARRAL-ELPARDO                                ;LA MASÓ;26;26;0;26;0
CERRADO;FUTBOL INFANTIL (2005)  LX 19:30-20:30; 2.017   ;09. SEPTIEMBRE;FUTBOL;INFANTILES;FUENCARRAL-ELPARDO                                ;LA MASÓ;26;26;0;23;3
CERRADO;GAP CON HIPOPRESIVOS  LXV 17:15-18:15; 2.017   ;09. SEPTIEMBRE;GAP;ADULTOS;FUENCARRAL-ELPARDO                                ;LA MASÓ;1;1;0;0;1
CERRADO;GIM. ACUATICA M N0 LX 14:15-15:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;18;18;0;0;18
CERRADO;GIM. ACUATICA T N0 LX 19:00-19:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;ADULTOS;VICALVARO                                         ;VALDEBERNARDO;8;8;0;0;8
CERRADO;GIMNASIA ACUATICA MAYORES   0   LX   11:30-12:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;23;23;0;1;22
CERRADO;GIMNASIA ACUATICA MAYORES   0   LX   12:00:12:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;21;21;0;1;20
CERRADO;GIMNASIA ACUÁTICA MAYORES LX 12:45 - 13:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;CARABANCHEL                                       ;LA MINA;16;16;0;2;14
CERRADO;GIMNASIA ACUATICA MJ 10:00-10:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;MONCLOA-ARAVACA                                   ;ALFREDO GOYENECHE;16;16;0;5;11
CERRADO;GIMNASIA ACUATICA N0 V 10:00-10:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;MORATALAZ                                         ;MORATALAZ;16;16;0;2;14
CERRADO;GIMNASIA ACUATICA N0 V 10:45-11:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;MORATALAZ                                         ;MORATALAZ;16;16;0;1;15
CERRADO;GIM. ACUATICA M N0 MJ 10:30-11:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;VICALVARO                                         ;VALDEBERNARDO;17;17;0;3;14
CERRADO;GIMNASIA ACUATICA N0 MJ 12:30-13:00/+ 70 AÑOS; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA;MAYORES;VILLA DE VALLECAS                                 ;CERRO ALMODÓVAR;16;16;0;1;15
CERRADO;ACUAGIM N1 MJ 13:30-14:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;16;16;0;0;16
CERRADO;GIM ACUATICA    MJ   16:45-17:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;21;21;0;1;20
CERRADO;GIM ACUATICA   MJ   19:45-20:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;ARGANZUELA                                        ;MARQUÉS DE SAMARANCH;26;26;0;2;24
CERRADO;ACUAGYM N0 MJ 20:15-21:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;CIUDAD LINEAL                                     ;PUEBLO NUEVO;21;21;0;1;20
CERRADO;ACUAGIM N1 LX 19:15-20:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;ADULTOS;LATINA                                            ;ALUCHE;14;14;0;1;13
CERRADO;GIMNASIA ACUATICA ACUAGIM N0 V 11:15-11:45; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;MAYORES;LATINA                                            ;GALLUR;20;20;0;2;18
CERRADO;GIMNASIA ACUATICA MAYORES LX 10.30 - 11.00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ACUATICA ACUAGYM;MAYORES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;21;21;0;1;20
CERRADO;GIMNASIA ARTÍSTICA MASC. N0/N1 MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA ARTISTICA;INFANTILES;LATINA                                            ;ALUCHE;51;51;0;50;1
CERRADO;GIMNASIA COMPENSACION LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA COMPENSACION/SALUD;ADULTOS;HORTALEZA                                         ;HORTALEZA;16;16;0;3;13
CERRADO;GIMNASIA COMPENSACION MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA COMPENSACION/SALUD;ADULTOS;HORTALEZA                                         ;HORTALEZA;16;16;0;1;15
CERRADO;ACONDICIONAMIENTO FISICO SALUD N0 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA COMPENSACION/SALUD;ADULTOS;PUENTE DE VALLECAS                                ;ENTREVÍAS;14;14;0;3;11
CERRADO;GIMNASIA RITMICA N0 LX 18:00-19:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;CARABANCHEL                                       ;LA MINA;26;26;0;0;26
CERRADO;GIMNASIA RITMICA N2 LXV 17:30-18:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;MONCLOA-ARAVACA                                   ;CIUDAD DE LOS POETAS;26;26;0;0;26
CERRADO;GIMNASIA RITMICA MJ 18 H ( 6 A 9 AÑOS); 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;PUENTE DE VALLECAS                                ;ALBERTO GARCÍA;21;21;0;4;17
CERRADO;G. RITMICA N0 LX 17:30-18:30 6-8 AÑOS; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;PUENTE DE VALLECAS                                ;PALOMERAS;26;26;0;0;26
CERRADO;GIMNASIA RITMICA N0 MJ 17:30-18:30; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;SALAMANCA                                         ;GIMNASIO MOSCARDÓ;26;26;0;0;26
CERRADO;GIM. RITMICA N1(10-14) MJ 18:15-19:15; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;INFANTILES;VICALVARO                                         ;VALDEBERNARDO;26;26;0;0;26
CERRADO;GIMNASIA RITMICA N1 LXV 19:00-20:00; 2.017   ;09. SEPTIEMBRE;GIMNASIA RITMICA;JOVENES;CARABANCHEL                                       ;LA MINA;31;31;0;1;30
CERRADO;JUDO N1 MJ 20:10-21:10; 2.017   ;09. SEPTIEMBRE;JUDO;INFANTILES;LATINA                                            ;ALUCHE;13;13;0;6;7
CERRADO;JUDO N0 MJ 19:00-20:00 10-14 AÑOS; 2.017   ;09. SEPTIEMBRE;JUDO;INFANTILES;PUENTE DE VALLECAS                                ;PALOMERAS;14;14;0;12;2
CERRADO;KARATE-SHYTO INFANTIL (6/10) LX 17:00-18:00; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;CIUDAD LINEAL                                     ;CONCEPCIÓN;26;26;0;17;9
CERRADO;KARATE-SHYTO N1 MJ 18:00-19:00; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;INFANTILES;HORTALEZA                                         ;HORTALEZA;26;26;0;18;8
CERRADO;KARATE-SHYTO N2 MJ 19:00-20:00; 2.017   ;09. SEPTIEMBRE;KARATE-SHYTO;JOVENES;HORTALEZA                                         ;HORTALEZA;26;26;0;15;11
CERRADO;MATRONATACION N0 SD 12:00-12:30; 2.017   ;09. SEPTIEMBRE;MATRONATACION;MIXTA;ARGANZUELA                                        ;CENTRO INTEGRADO ARGANZUELA;9;9;0;6;3
