Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
04/05/2017;21:00;2;17;Muy buena / Oso ona;19;64;"Buena / ";78;18;Muy buena / Oso ona;49;79;1000;0;0,7;16,2;0,43
04/05/2017;20:00;1;13;Muy buena / Oso ona;16;75;"Buena / ";81;18;Muy buena / Oso ona;35;77;999,9;0;1,2;16,7;1,34
04/05/2017;19:00;3;17;Muy buena / Oso ona;22;78;"Buena / ";83;20;Muy buena / Oso ona;39;74;1000;0;19,4;17,4;2,47
04/05/2017;18:00;5;18;Muy buena / Oso ona;25;80;"Buena / ";82;19;Muy buena / Oso ona;40;68;999,8;0;110,8;18,8;3
04/05/2017;17:00;5;15;Muy buena / Oso ona;23;85;"Buena / ";80;19;Muy buena / Oso ona;39;63;1000;0;302,5;20,5;3,08
04/05/2017;16:00;6;11;Muy buena / Oso ona;20;;"Sin datos / ";74;19;Muy buena / Oso ona;37;64;1000;0;307,1;20,4;3,23
04/05/2017;15:00;5;12;Muy buena / Oso ona;19;86;"Buena / ";67;18;Muy buena / Oso ona;40;68;1000,5;0;598,5;19,3;3,51
04/05/2017;14:00;3;9;Muy buena / Oso ona;14;87;"Buena / ";60;18;Muy buena / Oso ona;40;69;1001;0;547,9;18,4;4,27
04/05/2017;13:00;8;12;Muy buena / Oso ona;24;83;"Buena / ";50;;Sin datos / Daturik gabe;;;;;;;
04/05/2017;12:00;5;10;Muy buena / Oso ona;18;85;"Buena / ";41;14;Muy buena / Oso ona;43;59;1001,1;0;1017,8;20;3,86
04/05/2017;11:00;9;16;Muy buena / Oso ona;30;72;"Buena / ";33;18;Muy buena / Oso ona;39;63;1001,4;0;895,1;19,1;3,43
04/05/2017;10:00;6;12;Muy buena / Oso ona;21;66;"Buena / ";28;12;Muy buena / Oso ona;39;63;1001,8;0;673;17,8;2,41
04/05/2017;09:00;7;15;Muy buena / Oso ona;26;50;"Muy buena / ";25;14;Muy buena / Oso ona;1;66;1002,2;0;363,6;16,6;0,32
04/05/2017;08:00;21;25;Muy buena / Oso ona;56;25;"Muy buena / ";25;19;Muy buena / Oso ona;261;81;1002,4;0;95;13,5;0,54
04/05/2017;07:00;33;25;Muy buena / Oso ona;75;10;"Muy buena / ";24;20;Muy buena / Oso ona;253;91;1002,6;0;88,2;11;0,65
04/05/2017;06:00;24;24;Muy buena / Oso ona;60;8;"Muy buena / ";31;16;Muy buena / Oso ona;250;93;1002,6;0;28,9;10,2;0,57
04/05/2017;05:00;8;18;Muy buena / Oso ona;30;13;"Muy buena / ";39;12;Muy buena / Oso ona;239;94;1002,8;0;1,3;10,2;0,44
04/05/2017;04:00;3;10;Muy buena / Oso ona;14;22;"Muy buena / ";49;8;Muy buena / Oso ona;258;93;1003,1;0;0,7;10,4;0,79
04/05/2017;03:00;1;2;Muy buena / Oso ona;4;33;"Muy buena / ";57;8;Muy buena / Oso ona;256;92;1003,4;0;0,7;10,6;0,13
04/05/2017;02:00;1;2;Muy buena / Oso ona;4;37;"Muy buena / ";63;7;Muy buena / Oso ona;68;91;1003,8;0;0,7;11,2;0,69
04/05/2017;01:00;1;2;Muy buena / Oso ona;4;48;"Muy buena / ";68;9;Muy buena / Oso ona;41;90;1004,5;0;0,8;11,7;0,16
03/05/2017;24:00;1;2;Muy buena / Oso ona;4;48;"Muy buena / ";73;10;Muy buena / Oso ona;76;91;1005,1;0;0,7;11,6;0,97
03/05/2017;23:00;1;3;Muy buena / Oso ona;5;53;"Muy buena / ";73;9;Muy buena / Oso ona;67;89;1005,3;0;0,7;12;1,02
03/05/2017;22:00;1;2;Muy buena / Oso ona;4;70;"Buena / ";76;;Sin datos / Daturik gabe;;;;;;;
03/05/2017;21:00;1;5;Muy buena / Oso ona;7;79;"Buena / ";78;;Sin datos / Daturik gabe;;;;;;;
03/05/2017;20:00;2;5;Muy buena / Oso ona;8;78;"Buena / ";77;;Sin datos / Daturik gabe;;;;;;;
03/05/2017;19:00;5;7;Muy buena / Oso ona;14;75;"Buena / ";76;10;Muy buena / Oso ona;38;73;1004,7;0;36,6;15,2;4,26
03/05/2017;18:00;5;9;Muy buena / Oso ona;16;75;"Buena / ";74;11;Muy buena / Oso ona;40;71;1004,6;0;249,1;16,5;4,35
03/05/2017;17:00;5;9;Muy buena / Oso ona;17;79;"Buena / ";69;11;Muy buena / Oso ona;39;69;1004,6;0;401,4;17,6;3,57
03/05/2017;16:00;5;8;Muy buena / Oso ona;16;;"Sin datos / ";61;11;Muy buena / Oso ona;33;69;1004,8;0;213,5;17,8;4,07
03/05/2017;15:00;3;7;Muy buena / Oso ona;11;86;"Buena / ";55;12;Muy buena / Oso ona;35;68;1005,2;0;793,3;18,4;3,71
03/05/2017;14:00;4;8;Muy buena / Oso ona;13;79;"Buena / ";49;14;Muy buena / Oso ona;31;71;1005,7;0;969,7;17,8;4,43
03/05/2017;13:00;7;11;Muy buena / Oso ona;22;74;"Buena / ";41;15;Muy buena / Oso ona;37;67;1005,9;0;1069,5;18,8;4,31
03/05/2017;12:00;5;8;Muy buena / Oso ona;15;73;"Buena / ";34;9;Muy buena / Oso ona;40;58;1006,4;0;1047,4;19,5;2,13
03/05/2017;11:00;9;10;Muy buena / Oso ona;24;62;"Buena / ";26;9;Muy buena / Oso ona;30;62;1007,3;0;961,1;18,1;1,16
03/05/2017;10:00;8;14;Muy buena / Oso ona;27;49;"Muy buena / ";20;15;Muy buena / Oso ona;242;73;1007,8;0;639,7;16;0,7
03/05/2017;09:00;11;18;Muy buena / Oso ona;35;29;"Muy buena / ";17;17;Muy buena / Oso ona;285;82;1008;0;259,2;14,1;0,32
03/05/2017;08:00;18;23;Muy buena / Oso ona;50;19;"Muy buena / ";16;21;Muy buena / Oso ona;257;89;1008,2;0;130,2;12,8;0,66
03/05/2017;07:00;26;21;Muy buena / Oso ona;61;10;"Muy buena / ";16;22;Muy buena / Oso ona;138;91;1008,3;0;56;12;0,61
03/05/2017;06:00;9;19;Muy buena / Oso ona;32;11;"Muy buena / ";19;21;Muy buena / Oso ona;155;91;1008,3;0;7,1;11,8;0,57
03/05/2017;05:00;3;10;Muy buena / Oso ona;15;17;"Muy buena / ";23;14;Muy buena / Oso ona;124;90;1008,3;0;1;11,7;0,67
03/05/2017;04:00;2;12;Muy buena / Oso ona;16;13;"Muy buena / ";29;12;Muy buena / Oso ona;184;91;1008,4;0;0,8;11,8;0,62
03/05/2017;03:00;1;6;Muy buena / Oso ona;8;15;"Muy buena / ";36;11;Muy buena / Oso ona;243;91;1008,4;0;0,8;12,2;0,37
03/05/2017;02:00;1;5;Muy buena / Oso ona;7;19;"Muy buena / ";44;10;Muy buena / Oso ona;247;92;1008,8;0;0,8;12,2;0,31
03/05/2017;01:00;1;4;Muy buena / Oso ona;6;23;"Muy buena / ";51;9;Muy buena / Oso ona;228;92;1009,4;0;0,7;12,4;0,3
02/05/2017;24:00;1;4;Muy buena / Oso ona;6;27;"Muy buena / ";58;;Sin datos / Daturik gabe;;;;;;;
02/05/2017;23:00;1;5;Muy buena / Oso ona;7;31;"Muy buena / ";58;;Sin datos / Daturik gabe;;;;;;;
02/05/2017;22:00;1;7;Muy buena / Oso ona;9;40;"Muy buena / ";62;;Sin datos / Daturik gabe;;;;;;;
02/05/2017;21:00;2;9;Muy buena / Oso ona;12;62;"Buena / ";67;;Sin datos / Daturik gabe;;;;;;;
02/05/2017;20:00;2;10;Muy buena / Oso ona;14;64;"Buena / ";;9;Muy buena / Oso ona;37;86;1010,4;0;1,2;13,9;0,92
02/05/2017;19:00;6;17;Muy buena / Oso ona;26;65;"Buena / ";;9;Muy buena / Oso ona;43;85;1010,3;0;15;14,1;1,59
02/05/2017;18:00;6;15;Muy buena / Oso ona;24;69;"Buena / ";;9;Muy buena / Oso ona;50;83;1010,4;0;46,7;14,3;2,91
02/05/2017;17:00;6;14;Muy buena / Oso ona;23;73;"Buena / ";;13;Muy buena / Oso ona;43;79;1010,4;0;106,5;14,8;3,39
02/05/2017;16:00;9;17;Muy buena / Oso ona;31;;"Sin datos / ";;16;Muy buena / Oso ona;37;76;1010,4;0;210,8;15,8;2,36
02/05/2017;15:00;6;14;Muy buena / Oso ona;22;70;"Buena / ";41;13;Muy buena / Oso ona;35;74;1010,5;0;236,9;15,9;2,26
02/05/2017;14:00;7;15;Muy buena / Oso ona;26;66;"Buena / ";36;;Sin datos / Daturik gabe;265;68;1010,6;0;358,3;16,5;1,93
02/05/2017;13:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";27;;Sin datos / Daturik gabe;265;71;;;;15,9;2,45
02/05/2017;12:00;9;22;Muy buena / Oso ona;36;60;"Muy buena / ";26;5;Muy buena / Oso ona;241;77;1011,1;0;379,1;15,2;2,21
02/05/2017;11:00;10;23;Muy buena / Oso ona;38;53;"Muy buena / ";21;10;Muy buena / Oso ona;206;85;1011,3;0;341,3;14;1,88
02/05/2017;10:00;12;28;Muy buena / Oso ona;46;43;"Muy buena / ";18;15;Muy buena / Oso ona;213;87;1011,3;0,1;281,6;13,7;1,42
02/05/2017;09:00;33;43;Muy buena / Oso ona;94;16;"Muy buena / ";16;23;Muy buena / Oso ona;233;90;1011,2;0,2;155,6;13,1;0,66
02/05/2017;08:00;56;47;Muy buena / Oso ona;134;11;"Muy buena / ";18;27;Muy buena / Oso ona;166;90;1010,9;0,1;65,3;12,7;0,42
02/05/2017;07:00;51;46;Muy buena / Oso ona;123;6;"Muy buena / ";19;25;Muy buena / Oso ona;207;89;1010,6;0,1;39,6;12,4;0,04
02/05/2017;06:00;36;35;Muy buena / Oso ona;90;6;"Muy buena / ";23;24;Muy buena / Oso ona;122;90;1010,4;0;13,9;11,7;0,05
02/05/2017;05:00;5;15;Muy buena / Oso ona;22;16;"Muy buena / ";28;16;Muy buena / Oso ona;130;91;1010,2;0;1;11,2;0,31
02/05/2017;04:00;3;10;Muy buena / Oso ona;14;19;"Muy buena / ";32;12;Muy buena / Oso ona;236;91;1010,3;0;0,8;10,9;0,48
02/05/2017;03:00;1;4;Muy buena / Oso ona;6;25;"Muy buena / ";36;12;Muy buena / Oso ona;228;90;1010,6;0;0,8;10,9;0,54
02/05/2017;02:00;1;3;Muy buena / Oso ona;5;28;"Muy buena / ";43;11;Muy buena / Oso ona;140;89;1010,7;0;0,8;10,9;0,37
02/05/2017;01:00;1;4;Muy buena / Oso ona;6;30;"Muy buena / ";51;10;Muy buena / Oso ona;235;89;1011;0;0,8;10,9;0,56
01/05/2017;24:00;1;3;Muy buena / Oso ona;5;30;"Muy buena / ";59;9;Muy buena / Oso ona;229;90;1011,2;0;0,8;10,8;0,84
01/05/2017;23:00;1;6;Muy buena / Oso ona;8;34;"Muy buena / ";59;11;Muy buena / Oso ona;232;89;1011,4;0;0,8;11;0,6
01/05/2017;22:00;1;6;Muy buena / Oso ona;8;39;"Muy buena / ";63;11;Muy buena / Oso ona;235;89;1011,5;0;0,8;11,2;0,65
01/05/2017;21:00;1;10;Muy buena / Oso ona;12;44;"Muy buena / ";72;15;Muy buena / Oso ona;164;87;1011,6;0;0,8;11,3;0,43
01/05/2017;20:00;2;14;Muy buena / Oso ona;17;54;"Muy buena / ";79;34;Muy buena / Oso ona;253;78;1011,1;0,1;1,2;12,1;0,68
01/05/2017;19:00;3;13;Muy buena / Oso ona;17;73;"Buena / ";85;14;Muy buena / Oso ona;24;64;1010,8;0;20,5;12,8;0,55
01/05/2017;18:00;3;11;Muy buena / Oso ona;16;80;"Buena / ";87;17;Muy buena / Oso ona;43;62;1010,8;0;79,8;13;1,67
01/05/2017;17:00;3;6;Muy buena / Oso ona;10;88;"Buena / ";87;20;Muy buena / Oso ona;36;58;1010,5;0;139,2;13,7;3,28
01/05/2017;16:00;1;3;Muy buena / Oso ona;5;;"Sin datos / ";81;16;Muy buena / Oso ona;40;52;1009,9;0;252,7;14,7;4,02
01/05/2017;15:00;2;3;Muy buena / Oso ona;6;93;"Buena / ";75;18;Muy buena / Oso ona;35;48;1009,6;0;420,8;15,8;3,72
01/05/2017;14:00;2;2;Muy buena / Oso ona;5;91;"Buena / ";68;17;Muy buena / Oso ona;30;44;1009,9;0;899,3;16,3;3,25
01/05/2017;13:00;2;4;Muy buena / Oso ona;7;89;"Buena / ";58;10;Muy buena / Oso ona;310;38;1010,1;0;901,9;16,2;0,56
01/05/2017;12:00;4;4;Muy buena / Oso ona;10;87;"Buena / ";49;9;Muy buena / Oso ona;271;40;1010,3;0;831,4;15,1;1,92
01/05/2017;11:00;5;8;Muy buena / Oso ona;16;84;"Buena / ";41;7;Muy buena / Oso ona;260;42;1010,6;0;937,3;14,6;2,54
01/05/2017;10:00;3;6;Muy buena / Oso ona;10;81;"Buena / ";34;5;Muy buena / Oso ona;242;44;1010,6;0;848,3;13,5;1,86
01/05/2017;09:00;6;10;Muy buena / Oso ona;20;52;"Muy buena / ";28;7;Muy buena / Oso ona;209;61;1010,7;0;386,2;11,6;0,59
01/05/2017;08:00;6;8;Muy buena / Oso ona;17;38;"Muy buena / ";26;13;Muy buena / Oso ona;223;78;1010,7;0;61,1;7,5;0,46
01/05/2017;07:00;10;14;Muy buena / Oso ona;29;19;"Muy buena / ";25;12;Muy buena / Oso ona;245;93;1010,3;0;30,4;4,3;0,79
01/05/2017;06:00;9;14;Muy buena / Oso ona;27;14;"Muy buena / ";28;7;Muy buena / Oso ona;243;97;1009,6;0;11,8;3,2;0,71
01/05/2017;05:00;6;10;Muy buena / Oso ona;19;17;"Muy buena / ";33;6;Muy buena / Oso ona;248;97;1008,9;0;1,1;3,4;0,96
01/05/2017;04:00;2;6;Muy buena / Oso ona;9;22;"Muy buena / ";38;5;Muy buena / Oso ona;249;96;1008,3;0;0,8;3,9;0,85
01/05/2017;03:00;1;3;Muy buena / Oso ona;6;31;"Muy buena / ";45;6;Muy buena / Oso ona;212;96;1007,7;0;0,8;4,4;0,75
01/05/2017;02:00;1;5;Muy buena / Oso ona;7;32;"Muy buena / ";51;6;Muy buena / Oso ona;233;96;1007,2;0;0,8;4,7;0,46
01/05/2017;01:00;1;4;Muy buena / Oso ona;6;38;"Muy buena / ";58;7;Muy buena / Oso ona;228;94;1006,7;0;0,8;5,3;0,71
30/04/2017;24:00;1;5;Muy buena / Oso ona;7;47;"Muy buena / ";66;9;Muy buena / Oso ona;188;94;1006,1;0;0,8;5,7;0,86
30/04/2017;23:00;2;10;Muy buena / Oso ona;12;39;"Muy buena / ";66;7;Muy buena / Oso ona;202;94;1005,5;0;0,8;6,3;0,79
30/04/2017;22:00;2;8;Muy buena / Oso ona;11;50;"Muy buena / ";71;6;Muy buena / Oso ona;171;93;1005;0;0,8;7;0,78
30/04/2017;21:00;1;9;Muy buena / Oso ona;11;55;"Muy buena / ";78;8;Muy buena / Oso ona;183;92;1004,4;0;0,8;7,6;0,48
30/04/2017;20:00;2;10;Muy buena / Oso ona;12;68;"Buena / ";85;8;Muy buena / Oso ona;135;88;1003,5;0;1,8;8,2;0,48
30/04/2017;19:00;4;11;Muy buena / Oso ona;17;76;"Buena / ";88;8;Muy buena / Oso ona;125;85;1002,2;0;25,5;8,7;1,45
30/04/2017;18:00;2;12;Muy buena / Oso ona;15;82;"Buena / ";86;9;Muy buena / Oso ona;154;84;1001,7;0;52,4;8,9;1,1
30/04/2017;17:00;1;7;Muy buena / Oso ona;10;95;"Buena / ";81;8;Muy buena / Oso ona;218;79;1001,1;0,2;77,6;9;1,2
30/04/2017;16:00;1;6;Muy buena / Oso ona;8;;"Sin datos / ";77;5;Muy buena / Oso ona;266;77;1000,1;0,6;106,4;9,6;3,24
30/04/2017;15:00;1;5;Muy buena / Oso ona;7;91;"Buena / ";76;4;Muy buena / Oso ona;228;74;998,6;0;290,7;11,2;0,51
30/04/2017;14:00;4;5;Muy buena / Oso ona;11;93;"Buena / ";76;7;Muy buena / Oso ona;134;82;998,8;0;277,3;9,3;1,06
30/04/2017;13:00;2;6;Muy buena / Oso ona;9;96;"Buena / ";74;3;Muy buena / Oso ona;236;84;998;0,3;187;8,7;2,81
30/04/2017;12:00;2;5;Muy buena / Oso ona;8;88;"Buena / ";72;4;Muy buena / Oso ona;340;84;995,6;1,3;98;10,8;1,81
30/04/2017;11:00;;;Sin datos / Daturik gabe;;59;"Muy buena / ";72;;Sin datos / Daturik gabe;;;;;;;
30/04/2017;10:00;4;13;Muy buena / Oso ona;19;57;"Muy buena / ";72;18;Muy buena / Oso ona;222;80;994,1;0,8;83,2;14,1;2,34
30/04/2017;09:00;3;9;Muy buena / Oso ona;13;67;"Buena / ";75;20;Muy buena / Oso ona;203;63;993;0,2;181,9;16,2;2,82
30/04/2017;08:00;2;5;Muy buena / Oso ona;7;72;"Buena / ";77;11;Muy buena / Oso ona;204;58;992,4;0;153,4;16;3,64
30/04/2017;07:00;1;4;Muy buena / Oso ona;6;75;"Buena / ";77;10;Muy buena / Oso ona;169;59;992,9;0;82,6;15,5;1,84
30/04/2017;06:00;1;2;Muy buena / Oso ona;4;78;"Buena / ";79;7;Muy buena / Oso ona;182;59;993,5;0;16,5;15,2;2,75
30/04/2017;05:00;1;3;Muy buena / Oso ona;5;77;"Buena / ";81;5;Muy buena / Oso ona;179;59;994,3;0;1;15,3;1,73
30/04/2017;04:00;1;3;Muy buena / Oso ona;5;75;"Buena / ";83;8;Muy buena / Oso ona;179;61;994,6;0;0,6;15,5;1,46
30/04/2017;03:00;1;3;Muy buena / Oso ona;5;76;"Buena / ";83;6;Muy buena / Oso ona;183;60;994,8;0;0,6;15,7;2,31
30/04/2017;02:00;1;2;Muy buena / Oso ona;4;78;"Buena / ";84;7;Muy buena / Oso ona;196;63;995,5;0;0,6;15,4;1,89
30/04/2017;01:00;1;2;Muy buena / Oso ona;4;82;"Buena / ";86;12;Muy buena / Oso ona;198;60;996,2;0;0,6;15,8;2,27
29/04/2017;24:00;1;3;Muy buena / Oso ona;5;87;"Buena / ";87;10;Muy buena / Oso ona;195;58;996,5;0;0,6;16,1;1,78
29/04/2017;23:00;2;3;Muy buena / Oso ona;6;89;"Buena / ";87;14;Muy buena / Oso ona;184;54;996,8;0;0,6;16,9;1,66
29/04/2017;22:00;1;4;Muy buena / Oso ona;6;90;"Buena / ";87;14;Muy buena / Oso ona;178;51;997,1;0;0,6;17,2;1,93
29/04/2017;21:00;1;6;Muy buena / Oso ona;8;88;"Buena / ";87;12;Muy buena / Oso ona;187;49;997,3;0;0,6;16,9;2,05
29/04/2017;20:00;2;9;Muy buena / Oso ona;11;81;"Buena / ";88;11;Muy buena / Oso ona;195;49;997;0;1,3;17,4;0,92
29/04/2017;19:00;3;10;Muy buena / Oso ona;14;83;"Buena / ";90;11;Muy buena / Oso ona;161;45;996,9;0;30,2;18,7;1,16
29/04/2017;18:00;2;9;Muy buena / Oso ona;12;88;"Buena / ";91;13;Muy buena / Oso ona;172;41;997;0;204,4;20;1,68
29/04/2017;17:00;;;Sin datos / Daturik gabe;;92;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
29/04/2017;16:00;6;4;Muy buena / Oso ona;14;;"Sin datos / ";89;11;Muy buena / Oso ona;199;40;997,7;0;181,6;20,7;2,42
29/04/2017;15:00;2;7;Muy buena / Oso ona;9;92;"Buena / ";82;13;Muy buena / Oso ona;177;41;998,4;0;699,1;20,4;2,21
29/04/2017;14:00;2;6;Muy buena / Oso ona;10;92;"Buena / ";74;14;Muy buena / Oso ona;170;41;999;0;584,7;19,6;2,21
29/04/2017;13:00;3;8;Muy buena / Oso ona;11;93;"Buena / ";64;13;Muy buena / Oso ona;170;42;999,4;0;664,3;19,1;1,99
29/04/2017;12:00;2;8;Muy buena / Oso ona;11;91;"Buena / ";54;12;Muy buena / Oso ona;174;42;1000,1;0;565,7;18,7;2,14
29/04/2017;11:00;4;8;Muy buena / Oso ona;13;90;"Buena / ";45;17;Muy buena / Oso ona;175;42;1000,6;0;1021,9;18,3;2,94
29/04/2017;10:00;3;11;Muy buena / Oso ona;16;90;"Buena / ";36;15;Muy buena / Oso ona;204;44;1001;0;824;17;2,62
29/04/2017;09:00;5;13;Muy buena / Oso ona;21;82;"Buena / ";29;14;Muy buena / Oso ona;210;46;1001,7;0;302,8;15,6;0,86
29/04/2017;08:00;15;23;Muy buena / Oso ona;46;39;"Muy buena / ";22;15;Muy buena / Oso ona;237;66;1002,3;0;91;10,7;1,1
29/04/2017;07:00;11;14;Muy buena / Oso ona;30;18;"Muy buena / ";20;17;Muy buena / Oso ona;220;88;1002,6;0;31,2;5,1;0,95
29/04/2017;06:00;14;16;Muy buena / Oso ona;37;8;"Muy buena / ";24;11;Muy buena / Oso ona;237;94;1003;0;11,9;3,2;0,93
29/04/2017;05:00;6;13;Muy buena / Oso ona;23;13;"Muy buena / ";30;10;Muy buena / Oso ona;195;94;1003,4;0;0,9;3,4;0,6
29/04/2017;04:00;3;8;Muy buena / Oso ona;13;18;"Muy buena / ";37;6;Muy buena / Oso ona;212;93;1004;0;0,7;3,6;0,53
29/04/2017;03:00;3;6;Muy buena / Oso ona;11;23;"Muy buena / ";46;6;Muy buena / Oso ona;212;93;1004,7;0;0,7;4,1;0,47
29/04/2017;02:00;2;6;Muy buena / Oso ona;8;28;"Muy buena / ";55;6;Muy buena / Oso ona;158;93;1005,2;0;0,7;4,4;0,5
29/04/2017;01:00;2;8;Muy buena / Oso ona;10;30;"Muy buena / ";64;6;Muy buena / Oso ona;237;91;1005,9;0;0,7;5,1;0,58
28/04/2017;24:00;;;Sin datos / Daturik gabe;;35;"Muy buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;23:00;;;Sin datos / Daturik gabe;;44;"Muy buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;22:00;;;Sin datos / Daturik gabe;;55;"Muy buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;21:00;;;Sin datos / Daturik gabe;;62;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;20:00;;;Sin datos / Daturik gabe;;78;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;19:00;;;Sin datos / Daturik gabe;;89;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;18:00;;;Sin datos / Daturik gabe;;91;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;17:00;;;Sin datos / Daturik gabe;;94;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;16:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";80;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;15:00;4;8;Muy buena / Oso ona;15;97;"Buena / ";74;12;Muy buena / Oso ona;25;48;1008,4;0;626;13,6;3,35
28/04/2017;14:00;4;7;Muy buena / Oso ona;12;99;"Buena / ";67;9;Muy buena / Oso ona;24;45;1008,9;0;948,6;13,5;3,47
28/04/2017;13:00;;;Sin datos / Daturik gabe;;96;"Buena / ";51;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;12:00;6;12;Muy buena / Oso ona;21;92;"Buena / ";46;10;Muy buena / Oso ona;29;47;1009,6;0;749,6;13;2,15
28/04/2017;11:00;;;Sin datos / Daturik gabe;;81;"Buena / ";32;;Sin datos / Daturik gabe;;;;;;;
28/04/2017;10:00;9;26;Muy buena / Oso ona;40;63;"Buena / ";32;12;Muy buena / Oso ona;32;54;1010,3;0;267,1;11,4;0,65
28/04/2017;09:00;11;28;Muy buena / Oso ona;45;48;"Muy buena / ";29;19;Muy buena / Oso ona;194;62;1010,7;0;259,2;9,6;0,23
28/04/2017;08:00;13;26;Muy buena / Oso ona;45;40;"Muy buena / ";28;19;Muy buena / Oso ona;214;68;1010,9;0;87,8;8,2;0,38
28/04/2017;07:00;26;30;Muy buena / Oso ona;70;20;"Muy buena / ";26;18;Muy buena / Oso ona;189;83;1011,1;0;57,4;5,3;0,34
28/04/2017;06:00;26;30;Muy buena / Oso ona;69;11;"Muy buena / ";31;14;Muy buena / Oso ona;234;90;1011,1;0;19,7;3,6;0,83
28/04/2017;05:00;10;20;Muy buena / Oso ona;36;14;"Muy buena / ";37;9;Muy buena / Oso ona;248;91;1011,1;0;0,9;3,6;0,92
28/04/2017;04:00;3;11;Muy buena / Oso ona;16;25;"Muy buena / ";45;8;Muy buena / Oso ona;252;89;1011,4;0;0,8;4;0,75
28/04/2017;03:00;1;6;Muy buena / Oso ona;8;31;"Muy buena / ";52;7;Muy buena / Oso ona;256;89;1011,6;0;0,8;4,1;1,02
28/04/2017;02:00;1;5;Muy buena / Oso ona;7;37;"Muy buena / ";60;8;Muy buena / Oso ona;261;87;1011,9;0;0,8;4,6;0,85
28/04/2017;01:00;1;6;Muy buena / Oso ona;8;41;"Muy buena / ";68;6;Muy buena / Oso ona;257;85;1012,2;0;0,8;4,8;1,1
27/04/2017;24:00;1;9;Muy buena / Oso ona;11;42;"Muy buena / ";76;10;Muy buena / Oso ona;256;82;1012,4;0;0,8;5,7;1,01
27/04/2017;23:00;1;9;Muy buena / Oso ona;12;53;"Muy buena / ";76;9;Muy buena / Oso ona;246;74;1012,5;0;0,8;6,7;1,1
27/04/2017;22:00;1;12;Muy buena / Oso ona;14;56;"Muy buena / ";79;9;Muy buena / Oso ona;243;72;1012,5;0;0,8;7,4;1,11
27/04/2017;21:00;2;13;Muy buena / Oso ona;16;64;"Buena / ";86;11;Muy buena / Oso ona;236;66;1012,3;0;0,8;8,4;0,73
27/04/2017;20:00;2;11;Muy buena / Oso ona;13;79;"Buena / ";90;13;Muy buena / Oso ona;280;58;1011,6;0;1,3;9,5;1,03
27/04/2017;19:00;3;10;Muy buena / Oso ona;14;91;"Buena / ";91;8;Muy buena / Oso ona;298;50;1010,9;0;24,7;10,4;1,02
27/04/2017;18:00;6;12;Muy buena / Oso ona;20;90;"Buena / ";88;8;Muy buena / Oso ona;25;49;1010,8;0;158,3;11;1,49
27/04/2017;17:00;5;9;Muy buena / Oso ona;16;96;"Buena / ";87;7;Muy buena / Oso ona;22;48;1010,4;0;340,9;11,2;2,58
27/04/2017;16:00;8;9;Muy buena / Oso ona;20;;"Sin datos / ";83;6;Muy buena / Oso ona;34;49;1010,1;0;241,5;11,4;2,88
27/04/2017;15:00;;;Sin datos / Daturik gabe;;95;"Buena / ";77;;Sin datos / Daturik gabe;;;;;;;
27/04/2017;14:00;;;Sin datos / Daturik gabe;;95;"Buena / ";71;;Sin datos / Daturik gabe;;;;;;;
27/04/2017;13:00;6;11;Muy buena / Oso ona;20;91;"Buena / ";68;6;Muy buena / Oso ona;28;51;1009,6;0;937,9;11,5;2,59
27/04/2017;12:00;5;10;Muy buena / Oso ona;18;85;"Buena / ";66;9;Muy buena / Oso ona;17;62;1009,6;0;681,8;10,4;1,84
27/04/2017;11:00;10;20;Muy buena / Oso ona;35;73;"Buena / ";61;16;Muy buena / Oso ona;245;72;1009,5;0;707;8,7;1,9
27/04/2017;10:00;5;13;Muy buena / Oso ona;20;82;"Buena / ";56;8;Muy buena / Oso ona;21;61;1008,8;0,2;276,7;9,9;1,24
27/04/2017;09:00;6;17;Muy buena / Oso ona;27;70;"Buena / ";50;10;Muy buena / Oso ona;228;65;1008,6;0;465,5;10;0,45
27/04/2017;08:00;10;22;Muy buena / Oso ona;37;59;"Muy buena / ";46;11;Muy buena / Oso ona;77;78;1008,4;0;75;7,7;0,56
27/04/2017;07:00;;;Sin datos / Daturik gabe;;39;"Muy buena / ";45;;Sin datos / Daturik gabe;;;;;;;
27/04/2017;06:00;;;Sin datos / Daturik gabe;;47;"Muy buena / ";44;;Sin datos / Daturik gabe;;;;;;;
