Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
27/04/2017;05:00;2;11;Muy buena / Oso ona;15;69;"Buena / ";45;6;Muy buena / Oso ona;217;87;1007,5;0,1;0,9;5,5;0,62
27/04/2017;04:00;;;;;63;"Buena / ";;;;;;;;;;
27/04/2017;03:00;;;;;35;"Muy buena / ";;;;;;;;;;
27/04/2017;02:00;;;;;33;"Muy buena / ";;;;;;;;;;
27/04/2017;01:00;;;;;37;"Muy buena / ";;;;;;;;;;
26/04/2017;24:00;;;Sin datos / Daturik gabe;;42;"Muy buena / ";67;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;23:00;;;Sin datos / Daturik gabe;;40;"Muy buena / ";67;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;22:00;2;8;Muy buena / Oso ona;11;46;"Muy buena / ";67;10;Muy buena / Oso ona;127;84;1008,1;0;0,7;6,3;0,16
26/04/2017;21:00;;;Sin datos / Daturik gabe;;62;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;20:00;2;12;Muy buena / Oso ona;15;71;"Buena / ";77;10;Muy buena / Oso ona;280;72;1007,6;0;1,4;8,3;1,11
26/04/2017;19:00;5;16;Muy buena / Oso ona;24;75;"Buena / ";79;8;Muy buena / Oso ona;266;67;1007,1;0;30,9;9;1,44
26/04/2017;18:00;7;15;Muy buena / Oso ona;26;76;"Buena / ";79;11;Muy buena / Oso ona;281;65;1006,6;0;72,3;9,7;1,49
26/04/2017;17:00;9;20;Muy buena / Oso ona;33;73;"Buena / ";77;8;Muy buena / Oso ona;267;64;1006,3;0;178,1;10,2;0,96
26/04/2017;16:00;7;18;Muy buena / Oso ona;29;;"Sin datos / ";76;8;Muy buena / Oso ona;250;69;1006,3;0;214,2;9;1,07
26/04/2017;15:00;6;14;Muy buena / Oso ona;23;78;"Buena / ";75;5;Muy buena / Oso ona;220;76;1006,7;0;243,8;7,4;0,4
26/04/2017;14:00;;;Sin datos / Daturik gabe;;84;"Buena / ";68;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;13:00;;;Sin datos / Daturik gabe;;83;"Buena / ";67;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;12:00;7;9;Muy buena / Oso ona;20;81;"Buena / ";67;8;Muy buena / Oso ona;29;58;1005,2;0;609,8;11,1;2,82
26/04/2017;11:00;8;14;Muy buena / Oso ona;26;75;"Buena / ";66;6;Muy buena / Oso ona;25;67;1005,1;0;505,3;10;2
26/04/2017;10:00;7;17;Muy buena / Oso ona;27;64;"Buena / ";66;11;Muy buena / Oso ona;78;81;1004,7;0,1;133,2;8,7;0,67
26/04/2017;09:00;6;17;Muy buena / Oso ona;26;69;"Buena / ";67;7;Muy buena / Oso ona;93;83;1004,4;0;142,8;8,1;0,85
26/04/2017;08:00;7;21;Muy buena / Oso ona;32;68;"Buena / ";68;6;Muy buena / Oso ona;69;88;1004,2;0,1;75,4;7,8;0,78
26/04/2017;07:00;17;37;Muy buena / Oso ona;63;53;"Muy buena / ";68;9;Muy buena / Oso ona;44;90;1003,6;0,2;31,5;7,7;0,6
26/04/2017;06:00;5;21;Muy buena / Oso ona;29;58;"Muy buena / ";70;4;Muy buena / Oso ona;280;92;1003;0,1;7,5;7,5;0,49
26/04/2017;05:00;;;Sin datos / Daturik gabe;;68;"Buena / ";74;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;04:00;1;4;Muy buena / Oso ona;6;71;"Buena / ";73;3;Muy buena / Oso ona;49;93;1002,5;0,8;0,8;8,2;1,23
26/04/2017;03:00;1;2;Muy buena / Oso ona;4;74;"Buena / ";72;2;Muy buena / Oso ona;41;93;1002,3;0,8;0,7;8,4;2,7
26/04/2017;02:00;;;Sin datos / Daturik gabe;;76;"Buena / ";66;;Sin datos / Daturik gabe;;;;;;;
26/04/2017;01:00;1;1;Muy buena / Oso ona;3;76;"Buena / ";62;3;Muy buena / Oso ona;9;92;1000,8;1,1;0,7;10,4;1,31
25/04/2017;24:00;1;3;Muy buena / Oso ona;5;71;"Buena / ";58;3;Muy buena / Oso ona;205;93;1000,7;0;0,7;10,8;0,42
25/04/2017;23:00;;;Sin datos / Daturik gabe;;69;"Buena / ";57;;Sin datos / Daturik gabe;;;;;;;
25/04/2017;22:00;1;4;Muy buena / Oso ona;6;76;"Buena / ";57;5;Muy buena / Oso ona;34;93;1000,9;0,3;0,7;10,9;0,56
25/04/2017;21:00;2;7;Muy buena / Oso ona;11;72;"Buena / ";56;9;Muy buena / Oso ona;37;92;1000,8;0,4;0,6;11,3;1,77
25/04/2017;20:00;2;13;Muy buena / Oso ona;16;60;"Muy buena / ";56;13;Muy buena / Oso ona;29;92;1000,1;0,2;0,7;11,5;0,95
25/04/2017;19:00;6;25;Muy buena / Oso ona;34;41;"Muy buena / ";61;17;Muy buena / Oso ona;254;93;999,8;0,5;2,2;11,6;0,69
25/04/2017;18:00;;;Sin datos / Daturik gabe;;39;"Muy buena / ";;;Sin datos / Daturik gabe;;;;;;;
25/04/2017;17:00;9;29;Muy buena / Oso ona;42;51;"Muy buena / ";71;18;Muy buena / Oso ona;152;83;999,6;0,6;32,3;12,6;0,27
25/04/2017;16:00;8;30;Muy buena / Oso ona;43;;"Sin datos / ";70;11;Muy buena / Oso ona;261;81;999,5;0;66,1;12,5;0,96
25/04/2017;15:00;7;23;Muy buena / Oso ona;34;65;"Buena / ";63;10;Muy buena / Oso ona;255;85;999,6;0,1;128,5;12,5;1,58
25/04/2017;14:00;6;14;Muy buena / Oso ona;24;71;"Buena / ";57;11;Muy buena / Oso ona;37;88;999,5;0,3;101,5;12;1,78
25/04/2017;13:00;13;18;Muy buena / Oso ona;37;76;"Buena / ";51;15;Muy buena / Oso ona;35;84;999,2;0,8;82,6;13,1;2,96
25/04/2017;12:00;4;15;Muy buena / Oso ona;21;85;"Buena / ";46;11;Muy buena / Oso ona;36;73;999,2;0;197,9;15,5;3,02
25/04/2017;11:00;10;19;Muy buena / Oso ona;34;72;"Buena / ";41;19;Muy buena / Oso ona;39;77;999,5;0;291,1;15;2,7
25/04/2017;10:00;6;14;Muy buena / Oso ona;22;72;"Buena / ";38;15;Muy buena / Oso ona;30;76;999,1;0;218,7;14,9;2,35
25/04/2017;09:00;15;30;Muy buena / Oso ona;52;44;"Muy buena / ";36;35;Muy buena / Oso ona;352;73;999,1;0;219,5;14,1;0,71
25/04/2017;08:00;18;43;Muy buena / Oso ona;70;19;"Muy buena / ";37;34;Muy buena / Oso ona;165;77;999,6;0;86,2;12,4;0,28
25/04/2017;07:00;22;43;Muy buena / Oso ona;77;17;"Muy buena / ";40;29;Muy buena / Oso ona;238;79;999,9;0;20,9;11,9;0,75
25/04/2017;06:00;10;33;Muy buena / Oso ona;47;24;"Muy buena / ";48;19;Muy buena / Oso ona;149;80;999,7;0;6;11,5;0,49
25/04/2017;05:00;5;20;Muy buena / Oso ona;27;34;"Muy buena / ";55;17;Muy buena / Oso ona;234;80;999,7;0;0,7;11,4;0,84
25/04/2017;04:00;1;10;Muy buena / Oso ona;12;46;"Muy buena / ";62;13;Muy buena / Oso ona;170;79;1000,5;0;0,7;11,6;0,26
25/04/2017;03:00;1;7;Muy buena / Oso ona;9;50;"Muy buena / ";67;14;Muy buena / Oso ona;224;79;1001;0;0,7;11,8;0,54
25/04/2017;02:00;1;7;Muy buena / Oso ona;9;53;"Muy buena / ";72;10;Muy buena / Oso ona;93;78;1001,9;0;0,7;11,9;0,39
25/04/2017;01:00;3;8;Muy buena / Oso ona;14;53;"Muy buena / ";77;14;Muy buena / Oso ona;77;80;1002;0;0,7;12,1;0,78
24/04/2017;24:00;1;7;Muy buena / Oso ona;9;60;"Muy buena / ";83;11;Muy buena / Oso ona;250;80;1002;0;0,7;12,7;0,61
24/04/2017;23:00;1;8;Muy buena / Oso ona;10;74;"Buena / ";83;13;Muy buena / Oso ona;77;76;1002,4;0;0,7;13,7;0,41
24/04/2017;22:00;1;8;Muy buena / Oso ona;10;75;"Buena / ";84;13;Muy buena / Oso ona;30;77;1003,3;0;0,7;13,8;1,22
24/04/2017;21:00;;;Sin datos / Daturik gabe;;80;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
24/04/2017;20:00;2;12;Muy buena / Oso ona;15;81;"Buena / ";91;14;Muy buena / Oso ona;32;71;1002,5;0;1;14,8;2,08
24/04/2017;19:00;;;Sin datos / Daturik gabe;;86;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
24/04/2017;18:00;3;13;Muy buena / Oso ona;17;89;"Buena / ";92;15;Muy buena / Oso ona;40;63;1001,8;0;136;16,9;4,25
24/04/2017;17:00;4;12;Muy buena / Oso ona;19;94;"Buena / ";89;17;Muy buena / Oso ona;36;57;1001,7;0;298,3;18,8;5,16
24/04/2017;16:00;5;10;Muy buena / Oso ona;17;;"Sin datos / ";82;17;Muy buena / Oso ona;40;54;1001,8;0;227,3;20;4,86
24/04/2017;15:00;3;9;Muy buena / Oso ona;14;101;"Buena / ";74;21;Muy buena / Oso ona;38;54;1002,3;0;505,5;20,4;5,09
24/04/2017;14:00;3;9;Muy buena / Oso ona;13;101;"Buena / ";66;20;Muy buena / Oso ona;40;52;1002,7;0;869,6;20,3;5,78
24/04/2017;13:00;7;10;Muy buena / Oso ona;20;94;"Buena / ";55;21;Muy buena / Oso ona;41;50;1003;0;951,8;20,7;4,84
24/04/2017;12:00;5;14;Muy buena / Oso ona;23;91;"Buena / ";45;20;Muy buena / Oso ona;35;47;1003,6;0;943,9;21,5;4,42
24/04/2017;11:00;9;17;Muy buena / Oso ona;31;82;"Buena / ";38;27;Muy buena / Oso ona;37;47;1004,4;0;877;21,2;3,6
24/04/2017;10:00;9;21;Muy buena / Oso ona;35;72;"Buena / ";32;22;Muy buena / Oso ona;26;45;1005;0;762;19,6;1,45
24/04/2017;09:00;12;30;Muy buena / Oso ona;48;52;"Muy buena / ";29;21;Muy buena / Oso ona;169;50;1005,6;0;425,5;16,7;0,19
24/04/2017;08:00;;;Sin datos / Daturik gabe;;24;"Muy buena / ";29;;Sin datos / Daturik gabe;;;;;;;
24/04/2017;07:00;45;46;Muy buena / Oso ona;115;10;"Muy buena / ";29;29;Muy buena / Oso ona;254;83;1006;0;37,1;8,7;0,49
24/04/2017;06:00;30;37;Muy buena / Oso ona;84;10;"Muy buena / ";35;19;Muy buena / Oso ona;244;89;1005,9;0;11,7;7,2;0,66
24/04/2017;05:00;12;27;Muy buena / Oso ona;44;17;"Muy buena / ";42;14;Muy buena / Oso ona;252;88;1005,9;0;0,9;7,4;0,79
24/04/2017;04:00;2;13;Muy buena / Oso ona;16;33;"Muy buena / ";49;11;Muy buena / Oso ona;232;87;1006,1;0;0,8;7,8;0,52
24/04/2017;03:00;1;7;Muy buena / Oso ona;9;40;"Muy buena / ";57;11;Muy buena / Oso ona;252;86;1006,5;0;0,8;8,2;0,72
24/04/2017;02:00;1;7;Muy buena / Oso ona;9;45;"Muy buena / ";66;11;Muy buena / Oso ona;237;84;1006,9;0;0,8;8,8;0,53
24/04/2017;01:00;1;8;Muy buena / Oso ona;10;46;"Muy buena / ";76;11;Muy buena / Oso ona;246;82;1007,4;0;0,8;9,4;0,67
23/04/2017;24:00;1;8;Muy buena / Oso ona;10;52;"Muy buena / ";86;11;Muy buena / Oso ona;242;79;1007,6;0;0,8;10,2;0,65
23/04/2017;23:00;1;11;Muy buena / Oso ona;13;53;"Muy buena / ";90;12;Muy buena / Oso ona;234;75;1007,9;0;0,8;11,1;0,48
23/04/2017;22:00;2;19;Muy buena / Oso ona;22;56;"Muy buena / ";95;12;Muy buena / Oso ona;249;71;1008;0;0,8;12,3;0,75
23/04/2017;21:00;1;15;Muy buena / Oso ona;18;70;"Buena / ";106;14;Muy buena / Oso ona;145;66;1007,8;0;0,8;13,9;0,13
23/04/2017;20:00;2;12;Muy buena / Oso ona;15;89;"Buena / ";114;17;Muy buena / Oso ona;63;60;1007,2;0;1,2;16;0,88
23/04/2017;19:00;;;Sin datos / Daturik gabe;;104;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;18:00;;;Sin datos / Daturik gabe;;109;"Buena / ";122;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;17:00;1;7;Muy buena / Oso ona;9;117;"Buena / ";119;28;Muy buena / Oso ona;35;47;1006,6;0;375,4;20,7;4,31
23/04/2017;16:00;1;4;Muy buena / Oso ona;6;;"Sin datos / ";113;13;Muy buena / Oso ona;34;34;1006,6;0;221;22,5;3,59
23/04/2017;15:00;1;4;Muy buena / Oso ona;6;128;"Mejorable / ";105;14;Muy buena / Oso ona;37;33;1006,9;0;536,7;22,5;4,08
23/04/2017;14:00;1;4;Muy buena / Oso ona;6;130;"Mejorable / ";97;14;Muy buena / Oso ona;35;34;1007,3;0;906,4;22,2;4,51
23/04/2017;13:00;;;Sin datos / Daturik gabe;;127;"Mejorable / ";78;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;12:00;4;6;Muy buena / Oso ona;12;122;"Mejorable / ";73;19;Muy buena / Oso ona;41;34;1007,9;0;972,6;23,2;3,36
23/04/2017;11:00;;;Sin datos / Daturik gabe;;114;"Buena / ";49;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;10:00;;;Sin datos / Daturik gabe;;99;"Buena / ";48;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;09:00;3;15;Muy buena / Oso ona;19;78;"Buena / ";48;18;Muy buena / Oso ona;227;47;1009,4;0;447,6;16,7;0,12
23/04/2017;08:00;;;Sin datos / Daturik gabe;;62;"Buena / ";42;;Sin datos / Daturik gabe;;;;;;;
23/04/2017;07:00;5;19;Muy buena / Oso ona;26;40;"Muy buena / ";42;18;Muy buena / Oso ona;232;80;1010,1;0;29,7;8;0,5
23/04/2017;06:00;5;21;Muy buena / Oso ona;29;29;"Muy buena / ";44;17;Muy buena / Oso ona;253;86;1009,9;0;10;6,6;0,8
23/04/2017;05:00;2;14;Muy buena / Oso ona;17;40;"Muy buena / ";48;13;Muy buena / Oso ona;220;84;1009,7;0;0,7;7;0,46
23/04/2017;04:00;2;13;Muy buena / Oso ona;16;42;"Muy buena / ";54;12;Muy buena / Oso ona;253;83;1009,6;0;0,7;7,6;0,88
23/04/2017;03:00;1;12;Muy buena / Oso ona;14;48;"Muy buena / ";65;14;Muy buena / Oso ona;204;80;1009,7;0;0,7;8,2;0,41
23/04/2017;02:00;2;14;Muy buena / Oso ona;18;47;"Muy buena / ";75;13;Muy buena / Oso ona;255;78;1009,8;0;0,7;8,9;0,85
23/04/2017;01:00;2;18;Muy buena / Oso ona;22;47;"Muy buena / ";87;16;Muy buena / Oso ona;225;75;1010,2;0;0,7;9,7;0,5
22/04/2017;24:00;3;21;Muy buena / Oso ona;25;50;"Muy buena / ";100;15;Muy buena / Oso ona;252;71;1010,4;0;0,7;10,5;0,76
22/04/2017;23:00;3;27;Muy buena / Oso ona;31;52;"Muy buena / ";100;18;Muy buena / Oso ona;201;66;1010,4;0;0,7;11,7;0,32
22/04/2017;22:00;3;27;Muy buena / Oso ona;32;59;"Muy buena / ";109;19;Muy buena / Oso ona;211;61;1010,4;0;0,7;13,1;0,35
22/04/2017;21:00;2;17;Muy buena / Oso ona;21;84;"Buena / ";120;22;Muy buena / Oso ona;100;52;1010;0;0,7;15,3;0,57
22/04/2017;20:00;2;10;Muy buena / Oso ona;13;115;"Buena / ";127;20;Muy buena / Oso ona;48;43;1009,3;0;1,1;17,5;2,1
22/04/2017;19:00;;;Sin datos / Daturik gabe;;124;"Mejorable / ";;;Sin datos / Daturik gabe;;;;;;;
22/04/2017;18:00;2;10;Muy buena / Oso ona;13;129;"Mejorable / ";126;20;Muy buena / Oso ona;33;29;1008,4;0;183,4;22,7;3,06
22/04/2017;17:00;1;6;Muy buena / Oso ona;8;140;"Mejorable / ";122;15;Muy buena / Oso ona;21;23;1008,4;0;361,2;23,7;3,73
22/04/2017;16:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";114;;Sin datos / Daturik gabe;;;;;;;
22/04/2017;15:00;2;6;Muy buena / Oso ona;8;134;"Mejorable / ";105;12;Muy buena / Oso ona;35;22;1009;0;553,6;23,6;4,75
22/04/2017;14:00;2;7;Muy buena / Oso ona;10;129;"Mejorable / ";95;16;Muy buena / Oso ona;35;23;1009,7;0;923,3;24,4;4,24
22/04/2017;13:00;4;4;Muy buena / Oso ona;9;122;"Mejorable / ";83;14;Muy buena / Oso ona;38;18;1010,3;0;1002,5;25,3;1,67
22/04/2017;12:00;4;8;Muy buena / Oso ona;14;117;"Buena / ";74;11;Muy buena / Oso ona;108;18;1011,1;0;985,9;24,4;0,48
22/04/2017;11:00;4;9;Muy buena / Oso ona;16;117;"Buena / ";67;20;Muy buena / Oso ona;83;20;1011,9;0;907,1;22,9;1
22/04/2017;10:00;3;11;Muy buena / Oso ona;15;109;"Buena / ";59;12;Muy buena / Oso ona;123;21;1012,6;0;794,9;21,5;1,24
22/04/2017;09:00;7;23;Muy buena / Oso ona;34;90;"Buena / ";51;11;Muy buena / Oso ona;50;25;1013,1;0;460,1;20;0,33
22/04/2017;08:00;14;38;Muy buena / Oso ona;60;50;"Muy buena / ";45;25;Muy buena / Oso ona;237;47;1013,5;0;55,2;14,4;0,37
22/04/2017;07:00;14;45;Muy buena / Oso ona;67;28;"Muy buena / ";44;24;Muy buena / Oso ona;240;66;1013,7;0;29,3;9,7;0,53
22/04/2017;06:00;7;40;Muy buena / Oso ona;51;32;"Muy buena / ";45;20;Muy buena / Oso ona;251;69;1013,2;0;9,2;8,6;0,8
22/04/2017;05:00;2;25;Muy buena / Oso ona;28;52;"Muy buena / ";48;16;Muy buena / Oso ona;235;65;1012,8;0;0,7;9,4;0,56
22/04/2017;04:00;1;17;Muy buena / Oso ona;19;58;"Muy buena / ";48;13;Muy buena / Oso ona;196;63;1012,9;0;0,7;10;0,37
22/04/2017;03:00;1;14;Muy buena / Oso ona;16;55;"Muy buena / ";52;14;Muy buena / Oso ona;216;67;1013,2;0;0,7;9,7;0,59
22/04/2017;02:00;1;16;Muy buena / Oso ona;18;43;"Muy buena / ";59;17;Muy buena / Oso ona;221;74;1013,4;0;0,7;9;0,53
22/04/2017;01:00;2;20;Muy buena / Oso ona;23;39;"Muy buena / ";69;18;Muy buena / Oso ona;234;76;1013,9;0;0,7;8,9;0,51
21/04/2017;24:00;2;22;Muy buena / Oso ona;25;40;"Muy buena / ";80;17;Muy buena / Oso ona;253;76;1013,9;0;0,7;9,2;0,92
21/04/2017;23:00;4;28;Muy buena / Oso ona;34;38;"Muy buena / ";85;16;Muy buena / Oso ona;253;73;1013,8;0;0,7;10;0,88
21/04/2017;22:00;3;26;Muy buena / Oso ona;30;49;"Muy buena / ";92;16;Muy buena / Oso ona;249;67;1014;0;0,7;11,3;0,82
21/04/2017;21:00;3;27;Muy buena / Oso ona;31;55;"Muy buena / ";102;22;Muy buena / Oso ona;264;61;1013,9;0;0,7;13,1;0,16
21/04/2017;20:00;2;19;Muy buena / Oso ona;22;86;"Buena / ";110;20;Muy buena / Oso ona;40;47;1013,4;0;1,2;15,6;1,45
21/04/2017;19:00;;;Sin datos / Daturik gabe;;102;"Buena / ";115;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;18:00;3;14;Muy buena / Oso ona;19;109;"Buena / ";114;17;Muy buena / Oso ona;37;35;1012,8;0;180,8;19,8;4,13
21/04/2017;17:00;3;10;Muy buena / Oso ona;14;120;"Buena / ";110;18;Muy buena / Oso ona;30;31;1012,8;0;344,2;21,5;3,43
21/04/2017;16:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";96;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;15:00;2;8;Muy buena / Oso ona;11;120;"Buena / ";87;17;Muy buena / Oso ona;34;32;1013,4;0;547,7;21;4,49
21/04/2017;14:00;3;9;Muy buena / Oso ona;14;116;"Buena / ";78;19;Muy buena / Oso ona;34;32;1014;0;910,8;20,8;4,55
21/04/2017;13:00;4;10;Muy buena / Oso ona;16;111;"Buena / ";64;22;Muy buena / Oso ona;39;31;1014,6;0;989,3;20,8;3,88
21/04/2017;12:00;4;8;Muy buena / Oso ona;13;112;"Buena / ";52;11;Muy buena / Oso ona;111;24;1015,2;0;983,4;21,5;1,68
21/04/2017;11:00;;;Sin datos / Daturik gabe;;105;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;10:00;;;Sin datos / Daturik gabe;;87;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;09:00;;;Sin datos / Daturik gabe;;42;"Muy buena / ";24;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;08:00;;;Sin datos / Daturik gabe;;33;"Muy buena / ";26;;Sin datos / Daturik gabe;;;;;;;
21/04/2017;07:00;39;42;Muy buena / Oso ona;102;15;"Muy buena / ";26;40;Muy buena / Oso ona;245;82;1016,6;0;29,5;4,5;0,66
21/04/2017;06:00;38;40;Muy buena / Oso ona;99;7;"Muy buena / ";31;16;Muy buena / Oso ona;253;88;1016,3;0;8,7;3,1;0,83
21/04/2017;05:00;10;27;Muy buena / Oso ona;42;16;"Muy buena / ";37;11;Muy buena / Oso ona;255;87;1016,1;0;0,8;3,4;0,89
21/04/2017;04:00;4;17;Muy buena / Oso ona;23;26;"Muy buena / ";44;11;Muy buena / Oso ona;252;86;1016;0;0,8;3,8;0,74
21/04/2017;03:00;1;8;Muy buena / Oso ona;10;38;"Muy buena / ";53;11;Muy buena / Oso ona;228;85;1016;0;0,8;4,2;0,52
21/04/2017;02:00;1;9;Muy buena / Oso ona;11;39;"Muy buena / ";61;10;Muy buena / Oso ona;216;83;1015,9;0;0,8;4,7;0,45
21/04/2017;01:00;1;8;Muy buena / Oso ona;10;44;"Muy buena / ";71;12;Muy buena / Oso ona;170;82;1016,3;0;0,8;5,3;0,58
20/04/2017;24:00;1;10;Muy buena / Oso ona;12;47;"Muy buena / ";80;12;Muy buena / Oso ona;233;79;1016,5;0;0,8;6,1;0,68
20/04/2017;23:00;2;15;Muy buena / Oso ona;18;47;"Muy buena / ";80;12;Muy buena / Oso ona;228;76;1016,4;0;0,8;6,9;0,51
20/04/2017;22:00;3;21;Muy buena / Oso ona;25;48;"Muy buena / ";85;15;Muy buena / Oso ona;232;71;1016,3;0;0,8;8,3;0,38
20/04/2017;21:00;2;12;Muy buena / Oso ona;15;67;"Buena / ";93;15;Muy buena / Oso ona;103;62;1016,1;0;0,8;9,9;0,38
20/04/2017;20:00;2;10;Muy buena / Oso ona;13;87;"Buena / ";96;16;Muy buena / Oso ona;79;56;1015,5;0;1,2;12,2;1,06
20/04/2017;19:00;3;10;Muy buena / Oso ona;15;97;"Buena / ";94;21;Muy buena / Oso ona;45;45;1015;0;15,5;14,3;2,16
20/04/2017;18:00;2;8;Muy buena / Oso ona;11;105;"Buena / ";90;18;Muy buena / Oso ona;21;34;1014,7;0;180,2;15,8;4,65
20/04/2017;17:00;2;6;Muy buena / Oso ona;9;106;"Buena / ";84;12;Muy buena / Oso ona;22;28;1014,9;0;334,8;16,5;4
20/04/2017;16:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";;;Sin datos / Daturik gabe;;;;;;;
20/04/2017;15:00;;;Sin datos / Daturik gabe;;98;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
20/04/2017;14:00;;;Sin datos / Daturik gabe;;94;"Buena / ";;;Sin datos / Daturik gabe;;;;;;;
20/04/2017;13:00;4;7;Muy buena / Oso ona;13;88;"Buena / ";57;23;Muy buena / Oso ona;26;43;1015,9;0;978,3;14;5,15
20/04/2017;12:00;8;14;Muy buena / Oso ona;26;76;"Buena / ";49;17;Muy buena / Oso ona;35;45;1016,1;0;958,2;13,4;5,19
20/04/2017;11:00;11;20;Muy buena / Oso ona;37;70;"Buena / ";46;26;Muy buena / Oso ona;38;44;1016,4;0;841,1;13,4;4,26
20/04/2017;10:00;;;Sin datos / Daturik gabe;;67;"Buena / ";45;;Sin datos / Daturik gabe;38;42;1016,5;0;722,3;12,8;4,18
20/04/2017;09:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";46;;Sin datos / Daturik gabe;;;;;;;
20/04/2017;08:00;11;25;Muy buena / Oso ona;41;40;"Muy buena / ";52;17;Muy buena / Oso ona;125;56;1017,2;0;53,9;8,1;0,2
20/04/2017;07:00;20;34;Muy buena / Oso ona;65;22;"Muy buena / ";52;19;Muy buena / Oso ona;132;74;1017,1;0;28,6;4,1;0,47
20/04/2017;06:00;15;35;Muy buena / Oso ona;58;19;"Muy buena / ";58;15;Muy buena / Oso ona;134;78;1016,7;0;8;3;0,69
20/04/2017;05:00;2;14;Muy buena / Oso ona;18;42;"Muy buena / ";64;10;Muy buena / Oso ona;155;74;1016,2;0;0,8;3,9;0,34
20/04/2017;04:00;1;7;Muy buena / Oso ona;9;56;"Muy buena / ";67;9;Muy buena / Oso ona;98;69;1015,7;0;0,8;4,8;0,67
20/04/2017;03:00;1;3;Muy buena / Oso ona;5;61;"Buena / ";71;9;Muy buena / Oso ona;98;64;1015,5;0;0,8;6;1,43
20/04/2017;02:00;1;2;Muy buena / Oso ona;4;77;"Buena / ";77;13;Muy buena / Oso ona;68;47;1015,2;0;0,8;9,2;1,9
20/04/2017;01:00;1;2;Muy buena / Oso ona;4;89;"Buena / ";81;8;Muy buena / Oso ona;39;37;1015,2;0;0,8;11,1;2,89
19/04/2017;24:00;1;3;Muy buena / Oso ona;5;91;"Buena / ";84;5;Muy buena / Oso ona;44;38;1015,2;0;0,8;11,7;2,31
19/04/2017;23:00;1;12;Muy buena / Oso ona;14;61;"Buena / ";84;6;Muy buena / Oso ona;206;57;1015,2;0;0,8;8,9;0,34
19/04/2017;22:00;1;14;Muy buena / Oso ona;16;60;"Muy buena / ";87;10;Muy buena / Oso ona;252;63;1015,2;0;0,8;9;0,7
19/04/2017;21:00;2;20;Muy buena / Oso ona;24;64;"Buena / ";95;14;Muy buena / Oso ona;258;60;1014,8;0;0,8;10,4;0,82
19/04/2017;20:00;2;16;Muy buena / Oso ona;19;82;"Buena / ";101;16;Muy buena / Oso ona;267;53;1013,9;0;1,1;12,7;0,48
19/04/2017;19:00;2;9;Muy buena / Oso ona;12;103;"Buena / ";102;17;Muy buena / Oso ona;15;44;1013,4;0;15,8;14,7;1
19/04/2017;18:00;3;6;Muy buena / Oso ona;9;108;"Buena / ";99;14;Muy buena / Oso ona;355;40;1013,5;0;169,5;15,2;2,14
19/04/2017;17:00;3;5;Muy buena / Oso ona;9;107;"Buena / ";94;12;Muy buena / Oso ona;13;39;1013,9;0;313,4;15,1;3,28
19/04/2017;16:00;2;5;Muy buena / Oso ona;8;;"Sin datos / ";89;14;Muy buena / Oso ona;12;39;1014;0;333,2;14,8;3,72
19/04/2017;15:00;2;3;Muy buena / Oso ona;7;108;"Buena / ";84;8;Muy buena / Oso ona;5;35;1014,1;0;543,5;14,9;3,22
19/04/2017;14:00;2;3;Muy buena / Oso ona;6;107;"Buena / ";77;8;Muy buena / Oso ona;10;40;1014,6;0;903,8;14,2;3,49
19/04/2017;13:00;3;8;Muy buena / Oso ona;12;97;"Buena / ";68;9;Muy buena / Oso ona;14;45;1015;0;970,3;13,4;3,52
19/04/2017;12:00;4;10;Muy buena / Oso ona;16;90;"Buena / ";63;14;Muy buena / Oso ona;18;45;1015,2;0;964,8;13,3;3,22
19/04/2017;11:00;8;13;Muy buena / Oso ona;25;84;"Buena / ";59;10;Muy buena / Oso ona;355;41;1015,3;0;898,7;13,3;2,22
