Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
07/06/2017;10:00;2;9;Muy buena / Oso ona;12;23;Muy buena / Oso ona;2;Muy buena / Oso ona;153;47;1015,6;0;758,6;20,3;0,56
07/06/2017;09:00;6;17;Muy buena / Oso ona;25;34;Muy buena / Oso ona;1;Muy buena / Oso ona;109;54;1016,1;0;581,7;18,8;0,62
07/06/2017;08:00;21;28;Muy buena / Oso ona;60;32;Muy buena / Oso ona;3;Muy buena / Oso ona;85;63;1016,5;0;425,7;17,2;0,54
07/06/2017;07:00;29;28;Muy buena / Oso ona;71;29;Muy buena / Oso ona;13;Muy buena / Oso ona;108;73;1016,7;0;136,1;14,9;0,76
07/06/2017;06:00;39;30;Muy buena / Oso ona;90;25;Muy buena / Oso ona;12;Muy buena / Oso ona;83;80;1017;0;29,1;13,5;0,82
07/06/2017;05:00;24;28;Muy buena / Oso ona;65;22;Muy buena / Oso ona;6;Muy buena / Oso ona;40;86;1017,4;0;3,3;12,4;0,3
07/06/2017;04:00;2;24;Muy buena / Oso ona;27;27;Muy buena / Oso ona;9;Muy buena / Oso ona;41;84;1017,4;0;0,1;13,1;0,15
07/06/2017;03:00;;;Sin datos / Daturik gabe;26;26;Muy buena / Oso ona;7;Muy buena / Oso ona;68;81;1017,2;0;0;13,7;0,39
07/06/2017;02:00;;;Sin datos / Daturik gabe;18;19;Muy buena / Oso ona;7;Muy buena / Oso ona;61;77;1017;0;0,1;14,2;0,24
07/06/2017;01:00;;;Sin datos / Daturik gabe;8;21;Muy buena / Oso ona;7;Muy buena / Oso ona;204;70;1016,9;0;0;15,2;0,43
06/06/2017;24:00;;;Sin datos / Daturik gabe;11;26;Muy buena / Oso ona;7;Muy buena / Oso ona;294;69;1017,2;0;0;15,5;0,35
06/06/2017;23:00;;;Sin datos / Daturik gabe;12;26;Muy buena / Oso ona;6;Muy buena / Oso ona;324;68;1017,2;0;0;15,8;0,3
06/06/2017;22:00;;;Sin datos / Daturik gabe;13;21;Muy buena / Oso ona;4;Muy buena / Oso ona;262;66;1017,1;0;0;16,1;0,27
06/06/2017;21:00;;;Sin datos / Daturik gabe;6;22;Muy buena / Oso ona;5;Muy buena / Oso ona;336;65;1016,7;0;0;16,1;0,61
06/06/2017;20:00;;;Sin datos / Daturik gabe;4;16;Muy buena / Oso ona;10;Muy buena / Oso ona;327;63;1016,3;0;11,2;16,3;0,94
06/06/2017;19:00;;;Sin datos / Daturik gabe;5;21;Muy buena / Oso ona;10;Muy buena / Oso ona;328;59;1016;0;57,5;16,8;1,5
06/06/2017;18:00;1;3;Muy buena / Oso ona;5;24;Muy buena / Oso ona;2;Muy buena / Oso ona;325;52;1015,5;0;238,1;18;1,89
06/06/2017;17:00;1;6;Muy buena / Oso ona;8;23;Muy buena / Oso ona;5;Muy buena / Oso ona;321;52;1015,1;0;329,2;18,3;1,49
06/06/2017;16:00;1;6;Muy buena / Oso ona;8;20;Muy buena / Oso ona;13;Muy buena / Oso ona;327;55;1015;0;218,6;17,8;1,77
06/06/2017;15:00;1;3;Muy buena / Oso ona;5;23;Muy buena / Oso ona;3;Muy buena / Oso ona;323;53;1014,4;0;504;18,4;2,39
06/06/2017;14:00;1;4;Muy buena / Oso ona;7;26;Muy buena / Oso ona;0;Muy buena / Oso ona;305;51;1013,4;0;911,4;19,2;2,15
06/06/2017;13:00;1;5;Muy buena / Oso ona;7;27;Muy buena / Oso ona;1;Muy buena / Oso ona;319;58;1014;0;516,2;18;2,02
06/06/2017;12:00;1;5;Muy buena / Oso ona;7;26;Muy buena / Oso ona;0;Muy buena / Oso ona;323;63;1013,3;0;745,9;18;2,18
06/06/2017;11:00;4;14;Muy buena / Oso ona;20;28;Muy buena / Oso ona;4;Muy buena / Oso ona;314;70;1013,5;0;438,4;17,1;1,42
06/06/2017;10:00;3;19;Muy buena / Oso ona;23;24;Muy buena / Oso ona;4;Muy buena / Oso ona;302;78;1013,4;0;177,8;15,7;1,52
06/06/2017;09:00;4;21;Muy buena / Oso ona;27;22;Muy buena / Oso ona;1;Muy buena / Oso ona;284;76;1012,6;0;221,8;15,9;1,83
06/06/2017;08:00;3;23;Muy buena / Oso ona;27;19;Muy buena / Oso ona;0;Muy buena / Oso ona;285;79;1012;0;116;15,3;1,55
06/06/2017;07:00;2;21;Muy buena / Oso ona;24;15;Muy buena / Oso ona;3;Muy buena / Oso ona;309;83;1011,3;0;47,5;15;1,85
06/06/2017;06:00;1;23;Muy buena / Oso ona;23;15;Muy buena / Oso ona;6;Muy buena / Oso ona;305;90;1010,3;0;20;14,6;1,55
06/06/2017;05:00;;;Sin datos / Daturik gabe;10;10;Muy buena / Oso ona;8;Muy buena / Oso ona;291;87;1009,3;0;1,2;15,2;2,18
06/06/2017;04:00;;;Sin datos / Daturik gabe;8;15;Muy buena / Oso ona;12;Muy buena / Oso ona;285;83;1008,6;0;0;16,2;2,31
06/06/2017;03:00;;;Sin datos / Daturik gabe;7;16;Muy buena / Oso ona;5;Muy buena / Oso ona;292;79;1007,9;0;0;17,2;1,57
06/06/2017;02:00;;;Sin datos / Daturik gabe;3;18;Muy buena / Oso ona;1;Muy buena / Oso ona;304;72;1007,7;0;0,3;17,8;2,37
06/06/2017;01:00;;;Sin datos / Daturik gabe;7;28;Muy buena / Oso ona;8;Muy buena / Oso ona;310;80;1007;0;0,1;17,3;2,92
05/06/2017;24:00;;;Sin datos / Daturik gabe;26;23;Muy buena / Oso ona;11;Muy buena / Oso ona;68;85;1005,8;0;0;16,6;0,44
05/06/2017;23:00;;;Sin datos / Daturik gabe;26;21;Muy buena / Oso ona;11;Muy buena / Oso ona;97;86;1005,4;0;0;16,4;0,56
05/06/2017;22:00;;;Sin datos / Daturik gabe;16;16;Muy buena / Oso ona;13;Muy buena / Oso ona;335;82;1005,3;0;0;17,4;0,48
05/06/2017;21:00;;;Sin datos / Daturik gabe;13;21;Muy buena / Oso ona;19;Muy buena / Oso ona;321;78;1005;0;0;18,1;1,31
05/06/2017;20:00;;;Sin datos / Daturik gabe;24;20;Muy buena / Oso ona;19;Muy buena / Oso ona;318;62;1004,4;0;9,3;20,5;0,68
05/06/2017;19:00;1;21;Muy buena / Oso ona;22;23;Muy buena / Oso ona;13;Muy buena / Oso ona;325;53;1004,8;0;54,7;22,3;1,18
05/06/2017;18:00;1;19;Muy buena / Oso ona;21;20;Muy buena / Oso ona;9;Muy buena / Oso ona;301;46;1004,8;0;294,1;23,9;0,93
05/06/2017;17:00;2;15;Muy buena / Oso ona;17;27;Muy buena / Oso ona;13;Muy buena / Oso ona;290;47;1005,5;0;509;23,5;1,59
05/06/2017;16:00;2;17;Muy buena / Oso ona;20;21;Muy buena / Oso ona;15;Muy buena / Oso ona;275;49;1006,1;0;674,7;23,6;2,4
05/06/2017;15:00;2;11;Muy buena / Oso ona;15;12;Muy buena / Oso ona;3;Muy buena / Oso ona;281;42;1006,5;0;826,1;25;1,15
05/06/2017;14:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;7;Muy buena / Oso ona;228;38;1007,1;0;934,2;24,9;0,31
05/06/2017;13:00;1;7;Muy buena / Oso ona;9;15;Muy buena / Oso ona;4;Muy buena / Oso ona;119;41;1007,7;0;985,8;23,8;0,16
05/06/2017;12:00;2;8;Muy buena / Oso ona;10;16;Muy buena / Oso ona;3;Muy buena / Oso ona;110;45;1008,7;0;972,2;22,6;0,8
05/06/2017;11:00;3;8;Muy buena / Oso ona;12;16;Muy buena / Oso ona;1;Muy buena / Oso ona;117;47;1010;0;886,6;21;0,57
05/06/2017;10:00;5;13;Muy buena / Oso ona;21;16;Muy buena / Oso ona;0;Muy buena / Oso ona;114;52;1011;0;786,1;20;0,55
05/06/2017;09:00;10;18;Muy buena / Oso ona;33;22;Muy buena / Oso ona;0;Muy buena / Oso ona;192;63;1011,6;0;628,8;17,8;0,63
05/06/2017;08:00;30;28;Muy buena / Oso ona;74;37;Muy buena / Oso ona;17;Muy buena / Oso ona;125;74;1012,2;0;448,5;16,2;0,28
05/06/2017;07:00;43;32;Muy buena / Oso ona;97;34;Muy buena / Oso ona;15;Muy buena / Oso ona;74;81;1012,9;0;136,3;14,7;0,54
05/06/2017;06:00;56;31;Muy buena / Oso ona;117;20;Muy buena / Oso ona;7;Muy buena / Oso ona;56;93;1013,7;0;28,3;12,4;0,37
05/06/2017;05:00;19;21;Muy buena / Oso ona;49;14;Muy buena / Oso ona;5;Muy buena / Oso ona;19;92;1014;0;3;12,3;0,2
05/06/2017;04:00;7;19;Muy buena / Oso ona;29;15;Muy buena / Oso ona;7;Muy buena / Oso ona;1;93;1014;0;0;12;0,15
05/06/2017;03:00;1;17;Muy buena / Oso ona;18;16;Muy buena / Oso ona;6;Muy buena / Oso ona;360;93;1014,1;0;0,1;12,3;0,08
05/06/2017;02:00;;;Sin datos / Daturik gabe;16;16;Muy buena / Oso ona;6;Muy buena / Oso ona;56;95;1014,3;0;0,1;11,9;0,39
05/06/2017;01:00;;;Sin datos / Daturik gabe;23;17;Muy buena / Oso ona;4;Muy buena / Oso ona;49;92;1014,7;0;0,2;12,8;0,08
04/06/2017;24:00;;;Sin datos / Daturik gabe;28;10;Muy buena / Oso ona;5;Muy buena / Oso ona;80;92;1015,2;0;0;13,3;0,39
04/06/2017;23:00;;;Sin datos / Daturik gabe;20;13;Muy buena / Oso ona;6;Muy buena / Oso ona;17;90;1015,7;0;0;13,7;0,22
04/06/2017;22:00;;;Sin datos / Daturik gabe;21;16;Muy buena / Oso ona;9;Muy buena / Oso ona;360;88;1015,7;0;0;13,9;0,14
04/06/2017;21:00;;;Sin datos / Daturik gabe;20;15;Muy buena / Oso ona;5;Muy buena / Oso ona;351;88;1015,5;0;0;13,9;0,1
04/06/2017;20:00;;;Sin datos / Daturik gabe;10;13;Muy buena / Oso ona;1;Muy buena / Oso ona;327;88;1015,4;0;4,7;13,9;0,47
04/06/2017;19:00;;;Sin datos / Daturik gabe;5;11;Muy buena / Oso ona;1;Muy buena / Oso ona;330;91;1015,2;0;18,7;13,7;0,73
04/06/2017;18:00;;;Sin datos / Daturik gabe;3;8;Muy buena / Oso ona;2;Muy buena / Oso ona;312;93;1014,9;0;32,1;13,8;0,59
04/06/2017;17:00;;;Sin datos / Daturik gabe;4;7;Muy buena / Oso ona;2;Muy buena / Oso ona;300;92;1014,7;0;62,9;13,8;0,75
04/06/2017;16:00;;;Sin datos / Daturik gabe;3;13;Muy buena / Oso ona;2;Muy buena / Oso ona;281;92;1014,6;0;86;13,9;0,84
04/06/2017;15:00;;;Sin datos / Daturik gabe;2;7;Muy buena / Oso ona;7;Muy buena / Oso ona;311;92;1014,5;0;101,2;14;0,78
04/06/2017;14:00;;;Sin datos / Daturik gabe;5;10;Muy buena / Oso ona;6;Muy buena / Oso ona;316;91;1014,4;0;87,4;14,4;1,12
04/06/2017;13:00;1;8;Muy buena / Oso ona;10;14;Muy buena / Oso ona;1;Muy buena / Oso ona;314;87;1014,4;0;92,1;15,1;1,07
04/06/2017;12:00;2;14;Muy buena / Oso ona;17;17;Muy buena / Oso ona;10;Muy buena / Oso ona;310;85;1014,3;0;141,6;15,3;0,83
04/06/2017;11:00;1;11;Muy buena / Oso ona;12;16;Muy buena / Oso ona;11;Muy buena / Oso ona;322;86;1014,8;0;63,6;15,1;0,43
04/06/2017;10:00;2;13;Muy buena / Oso ona;15;16;Muy buena / Oso ona;6;Muy buena / Oso ona;335;85;1014,5;0;87,8;15;0,51
04/06/2017;09:00;1;11;Muy buena / Oso ona;13;18;Muy buena / Oso ona;7;Muy buena / Oso ona;195;87;1014,5;0;65;14,5;0,09
04/06/2017;08:00;4;17;Muy buena / Oso ona;23;20;Muy buena / Oso ona;9;Muy buena / Oso ona;68;89;1014,9;0;81,5;14,4;0,33
04/06/2017;07:00;4;19;Muy buena / Oso ona;25;15;Muy buena / Oso ona;8;Muy buena / Oso ona;100;91;1015,2;0;27;13,8;0,61
04/06/2017;06:00;3;18;Muy buena / Oso ona;22;16;Muy buena / Oso ona;10;Muy buena / Oso ona;86;92;1015,1;0;13,6;13,6;0,28
04/06/2017;05:00;;;Sin datos / Daturik gabe;17;21;Muy buena / Oso ona;9;Muy buena / Oso ona;37;90;1015,2;0;1,6;13,9;0,16
04/06/2017;04:00;;;Sin datos / Daturik gabe;17;21;Muy buena / Oso ona;9;Muy buena / Oso ona;65;91;1015,4;0;0;13,6;0,44
04/06/2017;03:00;;;Sin datos / Daturik gabe;17;16;Muy buena / Oso ona;8;Muy buena / Oso ona;84;92;1015,8;0;0;13,5;0,46
04/06/2017;02:00;;;Sin datos / Daturik gabe;19;13;Muy buena / Oso ona;6;Muy buena / Oso ona;62;91;1016,4;0;0;13,8;0,55
04/06/2017;01:00;;;Sin datos / Daturik gabe;16;16;Muy buena / Oso ona;4;Muy buena / Oso ona;55;90;1016,4;0;0;13,9;0,41
03/06/2017;24:00;;;Sin datos / Daturik gabe;16;12;Muy buena / Oso ona;6;Muy buena / Oso ona;95;91;1016,6;0;0;13,8;0,95
03/06/2017;23:00;;;Sin datos / Daturik gabe;24;11;Muy buena / Oso ona;5;Muy buena / Oso ona;70;92;1017,3;0;0;13,6;0,55
03/06/2017;22:00;;;Sin datos / Daturik gabe;23;14;Muy buena / Oso ona;5;Muy buena / Oso ona;85;91;1017,5;0;0;13,7;0,29
03/06/2017;21:00;;;Sin datos / Daturik gabe;19;14;Muy buena / Oso ona;7;Muy buena / Oso ona;34;91;1017,3;0;0;13,6;0,2
03/06/2017;20:00;;;Sin datos / Daturik gabe;12;11;Muy buena / Oso ona;3;Muy buena / Oso ona;296;92;1016,9;0;3,4;13,4;0,54
03/06/2017;19:00;;;Sin datos / Daturik gabe;11;11;Muy buena / Oso ona;0;Muy buena / Oso ona;303;90;1016,6;0;30,2;13,4;0,73
03/06/2017;18:00;1;7;Muy buena / Oso ona;8;8;Muy buena / Oso ona;1;Muy buena / Oso ona;307;94;1016,2;0;66,1;13,3;1,3
03/06/2017;17:00;1;5;Muy buena / Oso ona;7;9;Muy buena / Oso ona;0;Muy buena / Oso ona;295;96;1015,9;0;102,3;13,4;2,1
03/06/2017;16:00;1;5;Muy buena / Oso ona;6;12;Muy buena / Oso ona;13;Muy buena / Oso ona;307;96;1015,4;0;117;13,6;2,68
03/06/2017;15:00;;;Sin datos / Daturik gabe;6;20;Muy buena / Oso ona;17;Muy buena / Oso ona;299;91;1014,4;0;86;16;2,4
03/06/2017;14:00;2;14;Muy buena / Oso ona;16;21;Muy buena / Oso ona;8;Muy buena / Oso ona;343;83;1013,7;0;134,7;17,6;0,25
03/06/2017;13:00;2;8;Muy buena / Oso ona;11;15;Muy buena / Oso ona;9;Muy buena / Oso ona;333;87;1013,4;0;172,2;16,9;0,4
03/06/2017;12:00;1;12;Muy buena / Oso ona;13;17;Muy buena / Oso ona;8;Muy buena / Oso ona;343;87;1013,6;0;121,4;16,6;0,42
03/06/2017;11:00;1;11;Muy buena / Oso ona;13;21;Muy buena / Oso ona;2;Muy buena / Oso ona;343;88;1013,6;0;80;16,4;0,44
03/06/2017;10:00;4;19;Muy buena / Oso ona;25;21;Muy buena / Oso ona;10;Muy buena / Oso ona;360;88;1013,1;0;122,8;17;0,05
03/06/2017;09:00;4;24;Muy buena / Oso ona;31;20;Muy buena / Oso ona;12;Muy buena / Oso ona;39;94;1013,1;0;55,5;16;0,28
03/06/2017;08:00;2;20;Muy buena / Oso ona;23;20;Muy buena / Oso ona;9;Muy buena / Oso ona;59;94;1012,6;0;51,3;15,8;0,32
03/06/2017;07:00;2;19;Muy buena / Oso ona;21;25;Muy buena / Oso ona;11;Muy buena / Oso ona;109;96;1012,2;0;34,3;15,1;0,72
03/06/2017;06:00;;;Sin datos / Daturik gabe;18;19;Muy buena / Oso ona;10;Muy buena / Oso ona;59;95;1012,3;0;2,2;15,1;0,32
03/06/2017;05:00;;;Sin datos / Daturik gabe;10;23;Muy buena / Oso ona;14;Muy buena / Oso ona;298;95;1012,4;0;0,1;15,2;0,46
03/06/2017;04:00;;;Sin datos / Daturik gabe;11;24;Muy buena / Oso ona;18;Muy buena / Oso ona;41;91;1012,3;0;0;16,2;0,16
03/06/2017;03:00;;;Sin datos / Daturik gabe;11;27;Muy buena / Oso ona;;Sin datos / Daturik gabe;69;91;1012,5;0;0;16,2;0,2
03/06/2017;02:00;;;Sin datos / Daturik gabe;11;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;359;89;1012,7;0;0;16,5;0,15
03/06/2017;01:00;;;Sin datos / Daturik gabe;12;26;Muy buena / Oso ona;;Sin datos / Daturik gabe;136;90;1013,1;0;0;16,4;0,14
02/06/2017;24:00;;;Sin datos / Daturik gabe;17;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;88;92;1013,4;0;0;16,1;0,27
02/06/2017;23:00;;;Sin datos / Daturik gabe;14;24;Muy buena / Oso ona;;Sin datos / Daturik gabe;79;90;1013,5;0;0;16,6;0,2
02/06/2017;22:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona;6;Muy buena / Oso ona;91;87;1013,6;0;0;16,9;0,18
02/06/2017;21:00;;;Sin datos / Daturik gabe;8;17;Muy buena / Oso ona;4;Muy buena / Oso ona;332;88;1013,5;0;0;16,8;0,43
02/06/2017;20:00;;;Sin datos / Daturik gabe;8;12;Muy buena / Oso ona;4;Muy buena / Oso ona;339;90;1013;0;5,2;16,8;0,44
02/06/2017;19:00;;;Sin datos / Daturik gabe;10;12;Muy buena / Oso ona;9;Muy buena / Oso ona;350;90;1013,4;0;17;17,1;0,27
02/06/2017;18:00;;;Sin datos / Daturik gabe;13;17;Muy buena / Oso ona;7;Muy buena / Oso ona;312;96;1013,6;0;7,8;16,3;0,95
02/06/2017;17:00;1;6;Muy buena / Oso ona;8;14;Muy buena / Oso ona;9;Muy buena / Oso ona;317;96;1013;0;28,5;16,1;1,71
02/06/2017;16:00;;;Sin datos / Daturik gabe;8;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;316;95;1012,6;0;59,2;16,7;1,4
02/06/2017;15:00;;;Sin datos / Daturik gabe;7;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;320;93;1012,8;0;100,5;17,2;1,18
02/06/2017;14:00;1;6;Muy buena / Oso ona;8;15;Muy buena / Oso ona;9;Muy buena / Oso ona;329;88;1012,2;0;119;18;1,21
02/06/2017;13:00;1;6;Muy buena / Oso ona;8;12;Muy buena / Oso ona;8;Muy buena / Oso ona;319;85;1012,6;0;149,6;18,5;1,6
02/06/2017;12:00;1;7;Muy buena / Oso ona;9;17;Muy buena / Oso ona;9;Muy buena / Oso ona;322;84;1012,8;0;104,5;19;1,27
02/06/2017;11:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;2;Muy buena / Oso ona;319;82;1012,5;0;218,4;19,5;1,28
02/06/2017;10:00;1;7;Muy buena / Oso ona;9;22;Muy buena / Oso ona;2;Muy buena / Oso ona;327;82;1012,4;0;183,7;19,5;1,27
02/06/2017;09:00;2;10;Muy buena / Oso ona;13;26;Muy buena / Oso ona;8;Muy buena / Oso ona;328;86;1012,5;0;162,9;19;0,96
02/06/2017;08:00;3;15;Muy buena / Oso ona;19;23;Muy buena / Oso ona;16;Muy buena / Oso ona;318;89;1012,3;0;145,2;18,8;1,1
02/06/2017;07:00;5;23;Muy buena / Oso ona;31;24;Muy buena / Oso ona;14;Muy buena / Oso ona;340;88;1011,8;0;64;18,7;0,54
02/06/2017;06:00;1;23;Muy buena / Oso ona;23;35;Muy buena / Oso ona;25;Muy buena / Oso ona;140;90;1011,2;0;35,9;18,2;0,37
02/06/2017;05:00;;;Sin datos / Daturik gabe;8;29;Muy buena / Oso ona;19;Muy buena / Oso ona;72;89;1011,6;0;0,1;18,4;0,71
02/06/2017;04:00;;;Sin datos / Daturik gabe;5;19;Muy buena / Oso ona;9;Muy buena / Oso ona;287;87;1012,2;0;0,1;18,6;0,57
02/06/2017;03:00;;;Sin datos / Daturik gabe;2;17;Muy buena / Oso ona;11;Muy buena / Oso ona;327;87;1012;0;0;18,8;0,29
02/06/2017;02:00;;;Sin datos / Daturik gabe;3;16;Muy buena / Oso ona;12;Muy buena / Oso ona;338;89;1012,1;0;0;18,6;0,58
02/06/2017;01:00;;;Sin datos / Daturik gabe;2;22;Muy buena / Oso ona;17;Muy buena / Oso ona;345;90;1012,4;0;0;18,6;0,56
01/06/2017;24:00;;;Sin datos / Daturik gabe;4;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;344;89;1012,7;0;0;18,7;0,41
01/06/2017;23:00;;;Sin datos / Daturik gabe;6;22;Muy buena / Oso ona;19;Muy buena / Oso ona;331;91;1012,7;0;0;18,4;0,55
01/06/2017;22:00;;;Sin datos / Daturik gabe;6;25;Muy buena / Oso ona;15;Muy buena / Oso ona;303;90;1012,8;0;0;18,5;0,66
01/06/2017;21:00;;;Sin datos / Daturik gabe;7;20;Muy buena / Oso ona;20;Muy buena / Oso ona;292;87;1012,6;0;0;18,9;0,53
01/06/2017;20:00;;;Sin datos / Daturik gabe;7;19;Muy buena / Oso ona;17;Muy buena / Oso ona;323;85;1012,1;0;10,1;19,3;0,91
01/06/2017;19:00;;;Sin datos / Daturik gabe;6;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;307;82;1011,8;0;64,8;19,8;1,2
01/06/2017;18:00;1;9;Muy buena / Oso ona;9;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;296;82;1011,6;0;104,1;20;1,48
01/06/2017;17:00;1;11;Muy buena / Oso ona;12;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;293;77;1011,1;0;263,7;21,1;2,5
01/06/2017;16:00;3;16;Muy buena / Oso ona;20;26;Muy buena / Oso ona;19;Muy buena / Oso ona;305;65;1010,1;0;610,5;23,2;2,25
01/06/2017;15:00;4;18;Muy buena / Oso ona;24;34;Muy buena / Oso ona;17;Muy buena / Oso ona;304;62;1009,6;0;789,6;24,7;1,97
01/06/2017;14:00;4;17;Muy buena / Oso ona;23;28;Muy buena / Oso ona;20;Muy buena / Oso ona;296;59;1009,6;0;883,6;25,8;1,86
01/06/2017;13:00;5;20;Muy buena / Oso ona;27;29;Muy buena / Oso ona;23;Muy buena / Oso ona;296;55;1009,5;0;950,2;27;1,7
01/06/2017;12:00;3;18;Muy buena / Oso ona;23;29;Muy buena / Oso ona;23;Muy buena / Oso ona;307;55;1009,9;0;937,1;27,2;1,21
01/06/2017;11:00;2;12;Muy buena / Oso ona;14;25;Muy buena / Oso ona;27;Buena / Ona;28;51;1010,4;0;861,8;27,3;0,39
01/06/2017;10:00;1;11;Muy buena / Oso ona;16;27;Muy buena / Oso ona;22;Muy buena / Oso ona;63;57;1010,9;0;753,3;25;1,14
01/06/2017;09:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
01/06/2017;08:00;26;28;Muy buena / Oso ona;67;36;Muy buena / Oso ona;15;Muy buena / Oso ona;93;73;1011,7;0;406,2;20,8;0,86
01/06/2017;07:00;51;32;Muy buena / Oso ona;110;34;Muy buena / Oso ona;19;Muy buena / Oso ona;95;81;1012,1;0;139,2;18,3;1,02
01/06/2017;06:00;59;30;Muy buena / Oso ona;121;25;Muy buena / Oso ona;11;Muy buena / Oso ona;59;88;1012,6;0;34,6;16,3;0,34
01/06/2017;05:00;18;25;Muy buena / Oso ona;51;26;Muy buena / Oso ona;13;Muy buena / Oso ona;49;91;1012,6;0;4,2;15,7;0,24
01/06/2017;04:00;9;24;Muy buena / Oso ona;38;23;Muy buena / Oso ona;10;Muy buena / Oso ona;62;91;1012,6;0;0,2;15,8;0,32
01/06/2017;03:00;6;27;Muy buena / Oso ona;36;25;Muy buena / Oso ona;8;Muy buena / Oso ona;91;92;1012,9;0;0,1;15,6;0,39
01/06/2017;02:00;1;21;Muy buena / Oso ona;22;24;Muy buena / Oso ona;14;Muy buena / Oso ona;72;91;1013,4;0;0,1;16,3;0,4
01/06/2017;01:00;1;25;Muy buena / Oso ona;27;22;Muy buena / Oso ona;15;Muy buena / Oso ona;87;91;1013,6;0;0;16,3;0,63
31/05/2017;24:00;3;27;Muy buena / Oso ona;30;17;Muy buena / Oso ona;8;Muy buena / Oso ona;80;89;1013,9;0;0,2;16,5;0,64
31/05/2017;23:00;1;30;Muy buena / Oso ona;30;25;Muy buena / Oso ona;11;Muy buena / Oso ona;355;88;1014,3;0;0,3;17;0,24
31/05/2017;22:00;0;21;Muy buena / Oso ona;21;15;Muy buena / Oso ona;13;Muy buena / Oso ona;333;88;1014,3;0;0;17,7;0,19
31/05/2017;21:00;0;10;Muy buena / Oso ona;10;13;Muy buena / Oso ona;21;Muy buena / Oso ona;320;86;1013,8;0;0;18,1;0,61
31/05/2017;20:00;1;13;Muy buena / Oso ona;14;19;Muy buena / Oso ona;26;Buena / Ona;324;81;1013,1;0;8,1;18,8;1,36
31/05/2017;19:00;2;22;Muy buena / Oso ona;24;17;Muy buena / Oso ona;25;Muy buena / Oso ona;314;69;1012,5;0;83,5;21,3;1,43
31/05/2017;18:00;4;17;Muy buena / Oso ona;23;23;Muy buena / Oso ona;15;Muy buena / Oso ona;295;65;1011,8;0;303,4;22,7;1,64
31/05/2017;17:00;6;20;Muy buena / Oso ona;28;19;Muy buena / Oso ona;16;Muy buena / Oso ona;297;62;1011,3;0;496,3;23,6;1,74
31/05/2017;16:00;4;14;Muy buena / Oso ona;20;21;Muy buena / Oso ona;26;Buena / Ona;290;58;1010,9;0;635;24,6;2,11
31/05/2017;15:00;6;17;Muy buena / Oso ona;26;20;Muy buena / Oso ona;22;Muy buena / Oso ona;287;58;1010,5;0;819,7;25,2;1,94
31/05/2017;14:00;3;10;Muy buena / Oso ona;14;20;Muy buena / Oso ona;12;Muy buena / Oso ona;312;57;1010,7;0;876,8;25,5;1,25
31/05/2017;13:00;3;16;Muy buena / Oso ona;20;13;Muy buena / Oso ona;6;Muy buena / Oso ona;333;53;1012;0;547,2;25,2;0,44
31/05/2017;12:00;1;12;Muy buena / Oso ona;13;15;Muy buena / Oso ona;4;Muy buena / Oso ona;222;53;1012,3;0;588,5;24,5;0,07
31/05/2017;11:00;1;10;Muy buena / Oso ona;12;11;Muy buena / Oso ona;3;Muy buena / Oso ona;94;56;1012,9;0;497,7;23,4;0,7
31/05/2017;10:00;2;11;Muy buena / Oso ona;14;11;Muy buena / Oso ona;2;Muy buena / Oso ona;74;63;1013,2;0;447,6;22;0,73
31/05/2017;09:00;5;14;Muy buena / Oso ona;21;15;Muy buena / Oso ona;3;Muy buena / Oso ona;52;68;1013,7;0;336,8;20,8;0,4
31/05/2017;08:00;7;24;Muy buena / Oso ona;36;11;Muy buena / Oso ona;1;Muy buena / Oso ona;22;69;1014,3;0;168,9;20,2;0,12
31/05/2017;07:00;14;27;Muy buena / Oso ona;48;14;Muy buena / Oso ona;1;Muy buena / Oso ona;350;76;1014,2;0;149,7;19;0,16
31/05/2017;06:00;17;29;Muy buena / Oso ona;55;11;Muy buena / Oso ona;6;Muy buena / Oso ona;356;83;1014,5;0;38,6;17,5;0,12
31/05/2017;05:00;4;24;Muy buena / Oso ona;31;14;Muy buena / Oso ona;7;Muy buena / Oso ona;2;83;1014,3;0;1,3;17,3;0,1
31/05/2017;04:00;1;14;Muy buena / Oso ona;15;12;Muy buena / Oso ona;6;Muy buena / Oso ona;8;82;1014,3;0;0;17,6;0,14
