Date;Hour;Benceno (µg/m3);Etilbenceno (µg/m3);Ortoxileno (µg/m3);Tolueno (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
25/06/2017;06:00;0,15;0,23;0,89;1,74;149;90;1016,6;0;54,3;16;0,66
25/06/2017;05:00;0,22;0,3;1,22;1,91;169;90;1016,7;0;4,4;15,6;0,53
25/06/2017;04:00;0,18;0,13;0,85;1,56;158;89;1016,4;0;0,3;15,9;0,44
25/06/2017;03:00;0,2;0,21;0,98;1,52;166;88;1016,9;0;0,3;16,3;0,59
25/06/2017;02:00;0,16;0,22;0,75;1,65;170;87;1017,3;0;0,3;16,8;0,46
25/06/2017;01:00;0,22;0,25;1,04;1,67;173;85;1018;0;0,3;17,2;0,35
24/06/2017;24:00;0,23;0,29;1,24;1,75;174;83;1018,3;0;0,3;18;0,32
24/06/2017;23:00;0,28;0,31;1,24;1,65;188;79;1018,8;0;0,3;19,1;0,2
24/06/2017;22:00;0,2;0,17;0,79;1,08;14;75;1019,1;0;0,3;20,1;0,13
24/06/2017;21:00;0,15;0,13;0,53;0,9;23;75;1018,9;0;0,8;20,1;0,63
24/06/2017;20:00;0,11;0,13;0,52;0,79;343;73;1018,4;0;8,6;20,4;0,81
24/06/2017;19:00;0,12;0,18;0,73;0,8;343;73;1017,9;0;44,5;20,6;0,93
24/06/2017;18:00;0,12;0,16;0,66;0,79;338;74;1017,7;0;117,1;20,9;1,32
24/06/2017;17:00;0,12;0,14;0,61;0,82;338;72;1017,9;0;329,5;21,8;1,73
24/06/2017;16:00;;;;;356;77;1018,1;0;284,3;21,1;1,08
24/06/2017;15:00;;;;;343;82;1018,4;0;139,7;20;0,95
24/06/2017;14:00;0,24;0,3;1,04;1,23;343;83;1018,5;0;132,1;19,9;1,02
24/06/2017;13:00;0,25;0,29;1,16;1,31;331;87;1018,6;0;124,3;19,3;0,55
24/06/2017;12:00;0,41;0,41;1,61;2,29;328;91;1018,8;0;114,4;18,7;1,29
24/06/2017;11:00;0,63;0,52;1,76;1,82;224;91;1018,8;0;95,3;18,5;0,31
24/06/2017;10:00;0,99;0,8;2,68;2,9;27;92;1018,8;0,1;45,8;18,7;0,46
24/06/2017;09:00;0,58;0,59;2,08;3,61;43;92;1018,7;0;50,5;19,2;0,28
24/06/2017;08:00;0,49;0,42;1,36;2,28;155;92;1019;0;103,3;18,9;0,26
24/06/2017;07:00;0,49;0,37;1,36;2,48;175;93;1019,1;0;39,3;18,2;0,21
24/06/2017;06:00;0,54;0,66;2,19;2,7;163;93;1019;0;11,3;18,1;0,16
24/06/2017;05:00;0,41;0,34;1,4;2,06;22;93;1018,9;0;1,2;17,9;0,27
24/06/2017;04:00;0,33;0,22;0,84;1,89;175;93;1018,8;0;0,3;17,8;0,37
24/06/2017;03:00;0,5;0,28;0,96;2,03;170;93;1019,5;0;0,3;17,7;0,36
24/06/2017;02:00;0,63;0,32;1,03;2,32;163;92;1020,2;0;0,3;18;0,31
24/06/2017;01:00;1;0,39;1,33;2,42;164;92;1020,8;0;0,3;18,1;0,3
23/06/2017;24:00;0,74;0,42;1,45;2,24;164;91;1021,3;0;0,3;18,3;0,3
23/06/2017;23:00;0,75;0,41;1,33;2,08;169;89;1021,5;0;0,3;18,5;0,17
23/06/2017;22:00;0,25;0,22;1,18;1,25;155;87;1021,6;0;0,3;18,7;0,08
23/06/2017;21:00;0,16;0,27;1,15;1,15;334;85;1021,3;0;0,4;18,9;0,55
23/06/2017;20:00;0,15;0,21;1,07;1,15;344;79;1020,8;0;3,4;19,7;1,17
23/06/2017;19:00;0,14;0,14;0,8;0,98;333;76;1020,3;0;20;20,4;1,25
23/06/2017;18:00;0,11;0,16;0,57;0,87;341;74;1020,1;0;38;20,6;1,64
23/06/2017;17:00;0,11;0,14;0,79;0,86;338;71;1019,9;0;123,8;20,9;1,89
23/06/2017;16:00;;;;;339;73;1020;0;205;21,1;1,91
23/06/2017;15:00;;;;;339;74;1020;0;270,1;21,2;2,07
23/06/2017;14:00;0,18;0,43;1,71;2,09;337;70;1019,9;0;226,9;21,3;1,57
23/06/2017;13:00;0,33;0,83;3,13;5,05;333;72;1019,9;0;142,9;21,9;0,54
23/06/2017;12:00;0,88;0,72;2,71;8,41;157;80;1020,1;0;212,1;21,2;0,09
23/06/2017;11:00;0,42;1;3,83;7,78;266;86;1020,3;0;136,4;19,8;0,24
23/06/2017;10:00;0,54;0,65;2,54;3,59;306;85;1020,3;0;50,2;19,4;0,46
23/06/2017;09:00;0,54;0,65;3,29;4,4;31;83;1020,2;0;45,8;19,8;0,84
23/06/2017;08:00;0,89;0,51;5,07;3,04;27;84;1020;0;104,8;19,8;0,4
23/06/2017;07:00;1,13;0,3;1,42;2,06;55;86;1019,8;0;43,8;19,1;0,13
23/06/2017;06:00;0,23;0,18;0,8;1,83;34;82;1019,4;0;8,7;19,1;0,68
23/06/2017;05:00;0,17;0,16;0,79;1,27;309;78;1019,1;0;1,5;19,5;0,25
23/06/2017;04:00;0,21;0,27;0,9;1,76;334;78;1019;0;0,3;19,8;0,33
23/06/2017;03:00;0,16;0,25;0,97;1,43;278;79;1018,9;0;0,3;19,9;0,15
23/06/2017;02:00;0,15;0,21;0,85;1,11;306;80;1019;0;0,3;20;0,28
23/06/2017;01:00;0,15;0,33;1,4;1,25;319;80;1019,1;0;0,3;19,9;0,94
22/06/2017;24:00;0,12;0,27;1,22;1,29;345;79;1019;0;0,3;20,2;1
22/06/2017;23:00;0,18;0,26;1,07;1,19;326;77;1018,9;0;0,3;20,3;0,77
22/06/2017;22:00;0,16;0,43;1,66;1,5;338;79;1018,5;0;0,3;20,2;0,8
22/06/2017;21:00;0,17;0,32;1,44;1,51;336;79;1017,7;0;0,4;20,5;0,81
22/06/2017;20:00;0,13;0,23;0,95;1,19;333;82;1017,2;0;3,1;20,4;1,38
22/06/2017;19:00;0,12;0,19;0,9;1,07;340;83;1017,3;0;11,1;20,3;1,9
22/06/2017;18:00;0,12;0,14;1,18;1,09;340;83;1016,6;0;34;20,1;2,61
22/06/2017;17:00;0,13;0,31;1,29;1,44;338;82;1016,3;0;62,4;20,4;2,43
22/06/2017;16:00;;;;;342;82;1016,4;0;97,6;20,4;2,51
22/06/2017;15:00;;;;;338;80;1016,3;0;120,5;20,7;2,51
22/06/2017;14:00;0,13;0,32;1,29;1,22;338;79;1016,1;0;124,7;20,9;2,3
22/06/2017;13:00;0,17;0,41;1,82;1,51;341;78;1015,9;0;143,7;20,8;2,18
22/06/2017;12:00;0,18;0,97;4,16;1,83;339;77;1015,6;0;173,1;21,1;1,48
22/06/2017;11:00;0,16;2,51;10,29;2,89;10;78;1015,4;0;177,9;21;1,13
22/06/2017;10:00;0,17;1,62;6,32;2,29;20;82;1015,2;0;162;20,4;0,98
22/06/2017;09:00;0,23;0,8;3,23;2,27;29;86;1015;0;87;19,9;1,17
22/06/2017;08:00;0,25;0,46;1,89;2;15;89;1014,7;0;44,6;19,5;0,94
22/06/2017;07:00;0,23;0,46;1,79;1,73;7;91;1014,2;0;36,6;19,2;0,99
22/06/2017;06:00;0,23;0,3;0,94;1,27;19;90;1013,8;0;13,8;19,3;1,01
22/06/2017;05:00;0,44;0,19;0,78;1,24;31;90;1013,3;0;1,1;19,6;0,87
22/06/2017;04:00;0,26;0,13;0,64;0,99;27;91;1013,2;0;0,3;19,5;0,74
22/06/2017;03:00;0,2;0,13;0,35;0,78;354;91;1013,1;0;0,3;19,7;0,98
22/06/2017;02:00;0,24;0,13;0,56;0,93;18;91;1012,8;0;0,3;19,7;0,91
22/06/2017;01:00;0,24;0,18;0,73;1,14;355;91;1012,9;0;0,3;19,8;1,06
21/06/2017;24:00;0,29;0,29;1,12;1,49;8;90;1012,8;0;0,3;20,3;0,7
21/06/2017;23:00;0,32;0,34;1,29;1,75;343;88;1012,9;0;0,3;20,8;1,27
21/06/2017;22:00;0,46;0,54;2,02;2,76;348;83;1012,6;0;0,3;22,5;1,09
21/06/2017;21:00;0,38;0,56;2,01;2,47;351;78;1011,9;0;0,5;24,3;1,28
21/06/2017;20:00;0,52;0,76;2,97;3,65;337;71;1011,1;0;10;26,6;2,53
21/06/2017;19:00;0,47;0,96;3,64;3,69;345;59;1010,1;0;52,8;29,7;1,2
21/06/2017;18:00;0,6;1,08;4,6;4,92;355;49;1009,5;0;181,6;32,9;1,17
21/06/2017;17:00;0,4;1,26;4,63;3,54;339;39;1009,2;0;492,2;35,4;1,22
21/06/2017;16:00;;;;;338;39;1009,2;0;544,1;34,8;2,07
21/06/2017;15:00;;;;;341;40;1009,4;0;681,7;33,9;2,64
21/06/2017;14:00;0,46;0,8;2,93;4;340;40;1009,5;0;824;33,9;2,41
21/06/2017;13:00;0,54;0,83;2,93;4,38;342;41;1009,9;0;968,3;34;1,72
21/06/2017;12:00;0,44;0,49;1,82;2,74;46;34;1010,1;0;985,4;36,8;0,49
21/06/2017;11:00;0,41;0,81;3,21;4,57;193;37;1010,4;0;865;35,2;0,24
21/06/2017;10:00;0,75;1,12;4,47;9,46;156;41;1010,6;0;740,3;33,1;0,29
21/06/2017;09:00;0,9;1,55;6,13;16,93;109;48;1010,7;0;509,2;30;0,41
21/06/2017;08:00;0,77;1,86;7,35;17,78;107;56;1010,8;0;364;27;0,6
21/06/2017;07:00;0,74;1,95;7,64;31,78;127;65;1010,7;0;202,5;24,2;0,72
21/06/2017;06:00;0,51;1,18;4,67;7,45;145;71;1010,5;0;69,9;22,4;1,08
21/06/2017;05:00;0,45;0,99;3,88;4,56;135;72;1010,4;0;4,3;22;0,83
21/06/2017;04:00;0,42;0,81;3,46;4;145;71;1010,4;0;0,3;22,3;0,85
21/06/2017;03:00;0,45;1,11;4,05;4,65;145;71;1010,6;0;0,3;22,5;0,75
21/06/2017;02:00;0,35;0,9;3,24;3,72;150;71;1011,1;0;0,3;22,6;0,81
21/06/2017;01:00;0,38;1,03;3,66;4,62;154;70;1011,5;0;0,3;22,9;0,9
20/06/2017;24:00;0,31;0,7;2,92;4,36;161;70;1011,9;0;0,3;22,8;0,97
20/06/2017;23:00;0,61;1,15;4,87;7,06;178;66;1012,4;0;0,3;23,6;0,56
20/06/2017;22:00;0,53;1,48;5,79;10,07;2;63;1012,5;0;0,3;25;0,17
20/06/2017;21:00;0,4;1,32;5,16;6,94;214;60;1012,2;0;0,6;26,2;0,15
20/06/2017;20:00;0,36;1,68;6,18;2,94;6;52;1011,8;0;22,7;27,4;0,39
20/06/2017;19:00;0,63;1,18;4,76;3,98;348;50;1011,7;0;84,9;28,6;0,72
20/06/2017;18:00;0,61;1,08;4,83;3,56;357;49;1011,4;0;97,3;29,3;0,74
20/06/2017;17:00;0,28;0,74;3,06;2,75;2;49;1011,5;0;411,4;29,4;0,84
20/06/2017;16:00;;;;;339;52;1011,5;0;471,1;28,1;1,96
20/06/2017;15:00;;;;;341;54;1011,6;0;555,2;27,5;2,9
20/06/2017;14:00;0,31;0,9;3,45;3,73;339;46;1011,6;0;845,7;30,8;1,96
20/06/2017;13:00;0,36;0,99;3,84;5;348;45;1012;0;881,5;31,2;1,14
20/06/2017;12:00;0,44;1,44;5,35;7,12;340;48;1012,3;0;872,6;30,2;1,33
20/06/2017;11:00;0,49;1,65;6,47;9,86;354;48;1012,3;0;701;30,8;0,56
20/06/2017;10:00;0,81;1,22;4,71;16,18;220;45;1012,1;0;674,2;30,5;0,61
20/06/2017;09:00;0,46;1,21;4,8;23,57;140;51;1012,1;0;438,8;27,9;0,42
20/06/2017;08:00;0,57;1;3,8;17,49;151;54;1012;0;205,9;25,7;0,67
20/06/2017;07:00;0,59;1,2;4,65;25,51;149;57;1011,7;0;75,6;24,5;0,45
20/06/2017;06:00;0,28;0,65;2,55;10,91;145;62;1011,7;0;70,2;23,4;0,58
20/06/2017;05:00;0,19;0,31;1,08;2,95;153;63;1011,5;0;5,5;22,8;0,96
20/06/2017;04:00;0,14;0,14;0,77;1,85;159;66;1011,8;0;0,3;22,3;1,23
20/06/2017;03:00;0,11;0,18;0,64;1,02;166;64;1012;0;0,3;22,8;0,64
20/06/2017;02:00;0,23;0,28;1,03;1,31;186;58;1012;0;0,3;24;0,25
20/06/2017;01:00;0,37;0,27;0,63;1,12;66;55;1011,7;0;0,3;24,8;0,29
19/06/2017;24:00;0,1;0,16;0,43;0,88;131;59;1010,9;0;0,3;24,1;0,64
19/06/2017;23:00;0,1;0,14;0,5;0,89;161;59;1010,9;0;0,3;24,3;1,09
19/06/2017;22:00;0,11;0,13;0,29;0,4;194;52;1012,2;0;0,3;25,9;1,14
19/06/2017;21:00;0,12;0,16;0,61;0,65;221;56;1013,5;0;0,3;25,5;2,57
19/06/2017;20:00;0,18;0,4;1,73;3,24;224;48;1013,6;0;0,6;27,5;0,96
19/06/2017;19:00;0,33;0,65;2,33;2,86;275;65;1013,1;0;6,9;25,1;0,38
19/06/2017;18:00;0,28;0,74;3,15;2,52;342;62;1011,1;0;99,6;26,5;1,33
19/06/2017;17:00;0,18;0,48;1,89;1,66;22;60;1010;0;257,8;27,7;1,32
19/06/2017;16:00;;;;;8;61;1010;0;519,6;27,1;1,43
19/06/2017;15:00;;;;;338;63;1010,1;0;712;26,1;2,28
19/06/2017;14:00;0,23;1,83;6,15;2,69;336;63;1009,7;0;832,6;26,6;2,91
19/06/2017;13:00;0,12;0,56;2,19;1,98;333;46;1009,1;0;993,2;32,6;1,53
19/06/2017;12:00;0,12;1,02;3,9;2,84;176;36;1009;0;1013,9;35,8;0,83
19/06/2017;11:00;0,15;1,05;3,85;3,2;200;38;1009;0;912,4;33,9;0,79
19/06/2017;10:00;0,14;0,79;3,07;2,27;192;40;1008,9;0;792;32,4;0,89
19/06/2017;09:00;0,2;1,11;4,2;3,68;177;42;1008,9;0;543,1;31,4;0,9
19/06/2017;08:00;0,93;1,22;5,13;6,52;173;45;1008,9;0;394,8;29,8;0,58
19/06/2017;07:00;0,49;0,72;2,75;3,84;149;51;1008,6;0;239,3;27,4;0,56
19/06/2017;06:00;0,45;0,56;1,9;3,41;143;65;1008,4;0;102,8;24,1;0,7
19/06/2017;05:00;0,38;0,67;2,58;6,43;148;79;1008;0;5,9;21,3;0,95
19/06/2017;04:00;0,32;0,47;1,7;1,81;151;83;1008;0;0,3;20,9;1,36
19/06/2017;03:00;0,25;0,3;1,24;1,64;154;83;1008,2;0;0,3;20,9;1,1
19/06/2017;02:00;0,23;0,31;1,09;1,62;158;83;1008,6;0;0,3;21;0,86
19/06/2017;01:00;0,28;0,36;1,34;1,9;167;83;1009,1;0;0,3;21,2;0,77
18/06/2017;24:00;0,31;0,42;1,67;2,34;172;82;1009,5;0;0,3;21,5;0,61
18/06/2017;23:00;0,43;0,62;2,43;3,03;164;79;1009,7;0;0,3;22,2;0,35
18/06/2017;22:00;0,42;0,87;3,45;3,15;173;76;1009,8;0;0,3;23;0,25
18/06/2017;21:00;0,44;0,56;2,44;2,09;12;71;1009,5;0;0,5;23,7;0,45
18/06/2017;20:00;0,37;0,53;2,06;2,06;359;67;1009,2;0;10,1;25,3;0,81
18/06/2017;19:00;0,42;0,47;1,91;2,06;356;63;1009,1;0;52,6;26,8;1,11
18/06/2017;18:00;0,39;0,43;1,56;1,92;340;59;1009,1;0;192,9;27,6;1,56
18/06/2017;17:00;0,77;0,28;1,05;1,47;337;56;1009,2;0;543;28,4;1,82
18/06/2017;16:00;;;;;337;54;1009,3;0;549;29;2,17
18/06/2017;15:00;;;;;338;53;1009,4;0;723,5;29,5;2,02
18/06/2017;14:00;0,2;0,29;1,13;1,35;329;53;1009,6;0;859,8;29,6;1,82
18/06/2017;13:00;0,2;0,37;1,42;1,41;339;53;1009,9;0;1041,5;28,8;1,99
18/06/2017;12:00;0,35;0,45;1,43;1,48;346;54;1010,4;0;1043,9;28,5;1,59
18/06/2017;11:00;0,41;0,36;1,44;1,57;10;51;1010,8;0;934,5;28,7;0,49
18/06/2017;10:00;0,46;0,52;1,67;1,53;46;55;1011,3;0;806,6;26,8;0,22
18/06/2017;09:00;0,38;0,44;1,72;1,56;138;63;1011,6;0;560,7;24,1;0,26
18/06/2017;08:00;0,42;0,35;1,37;1,59;138;71;1011,9;0;412,7;21,1;0,5
18/06/2017;07:00;0,22;0,37;1,3;1,36;150;81;1012,1;0;249,1;18,4;0,83
18/06/2017;06:00;0,23;0,43;1,56;1,7;150;86;1012,3;0;101,5;16,8;0,86
18/06/2017;05:00;0,26;0,4;1,56;1,76;153;86;1012,3;0;6,1;16,3;1,04
18/06/2017;04:00;0,23;0,33;1,23;1,59;152;86;1012,4;0;0,3;16,8;1,11
18/06/2017;03:00;0,2;0,28;0,89;1,36;154;85;1012,9;0;0,3;17,1;1,04
18/06/2017;02:00;0,2;0,23;0,77;1,33;155;84;1013,4;0;0,3;17,4;0,95
18/06/2017;01:00;0,23;0,21;0,97;1,35;164;83;1014;0;0,3;17,9;0,85
17/06/2017;24:00;0,23;0,27;0,78;1,37;169;81;1014,5;0;0,3;18,6;0,72
17/06/2017;23:00;0,27;0,28;0,96;1,45;177;78;1015;0;0,3;19,2;0,65
17/06/2017;22:00;0,29;0,31;1,12;1,61;164;75;1015,2;0;0,3;20;0,82
17/06/2017;21:00;0,32;0,25;1,14;1,49;202;71;1015,1;0;0,6;21,7;0,42
17/06/2017;20:00;0,62;0,39;1,42;1,69;261;62;1015;0;9,9;23,8;0,76
17/06/2017;19:00;0,8;0,25;1,17;1,51;313;62;1015;0;53,1;24,7;1,11
17/06/2017;18:00;0,75;0,31;0,98;1,39;325;64;1015,1;0;185,8;24,7;1,87
17/06/2017;17:00;0,53;0,2;0,93;1,34;318;61;1015,3;0;545;25,3;1,94
17/06/2017;16:00;;;;;322;61;1015,7;0;522;25,8;2,25
17/06/2017;15:00;;;;;327;60;1016;0;722,1;26,7;1,85
17/06/2017;14:00;0,19;0,39;1,5;1,37;334;60;1016,4;0;873,4;26,2;1,92
17/06/2017;13:00;0,23;0,59;2,09;1,65;339;63;1017;0;1044,3;25,1;2,14
17/06/2017;12:00;0,32;0,68;2,43;2,07;339;64;1017,4;0;1034,3;24,9;1,71
17/06/2017;11:00;0,5;0,49;1,54;1,83;357;62;1018,1;0;927,5;24,8;1,18
17/06/2017;10:00;0,76;0,71;2,29;2,42;30;67;1018,5;0;801,8;23,7;0,47
17/06/2017;09:00;0,47;0,48;1,83;2;84;77;1018,9;0;549,8;21,4;0,17
17/06/2017;08:00;0,18;0,27;1,05;1,42;153;90;1019,2;0;392,2;18,5;0,88
17/06/2017;07:00;0,14;0,18;0,87;1,12;162;93;1019,4;0;212,8;16,6;0,94
17/06/2017;06:00;0,13;0,18;0,77;1,37;160;93;1019,4;0;46,6;15,6;0,69
17/06/2017;05:00;0,15;0,23;0,93;1,73;159;93;1019,6;0;4,3;15,4;0,59
17/06/2017;04:00;0,2;0,25;1;1,83;170;91;1019,8;0;0,3;15,5;0,66
17/06/2017;03:00;0,23;0,33;1,26;1,98;179;90;1020,2;0;0,3;16,1;0,51
17/06/2017;02:00;0,29;0,36;1,6;2,15;160;89;1020,4;0;0,3;16,7;0,38
17/06/2017;01:00;0,41;0,31;1,34;1,49;190;87;1020,9;0;0,3;17,3;0,26
16/06/2017;24:00;0,31;0,25;1,16;1,16;227;84;1020,9;0;0,3;18;0,38
16/06/2017;23:00;0,44;0,22;0,89;1,02;2;82;1021,1;0;0,3;18,8;0,18
16/06/2017;22:00;0,45;0,19;0,89;1,07;16;81;1021,1;0;0,3;19;0,37
16/06/2017;21:00;0,19;0,14;1,13;0,94;28;81;1021;0;0,5;19;0,64
16/06/2017;20:00;0,37;0,13;1,19;0,94;35;80;1020,7;0;12,4;19,3;1,29
16/06/2017;19:00;0,25;0,13;0,6;0,79;30;76;1020,4;0;60,9;20,4;1,24
16/06/2017;18:00;0,13;0,13;0,45;0,84;42;72;1020,3;0;148,9;21,8;1,49
16/06/2017;17:00;0,12;0,18;0,53;0,9;44;71;1020,2;0;260,8;22,3;1,51
16/06/2017;16:00;;;;;40;69;1020,4;0;287;22,8;1,4
16/06/2017;15:00;;;;;43;71;1020,7;0;415,8;22,5;1,57
16/06/2017;14:00;0,28;0,44;1,67;1,31;36;76;1021,1;0;400;21,9;1,17
16/06/2017;13:00;0,24;1,57;6,46;2,69;354;79;1021,6;0;303;21;0,85
16/06/2017;12:00;0,45;1,32;4,74;3,82;5;78;1021,9;0;359,1;20,8;0,83
16/06/2017;11:00;0,62;0,88;3,4;4,88;41;78;1022,1;0;326,8;20,6;0,27
16/06/2017;10:00;0,32;1,54;5,6;7,77;70;82;1022,1;0;203,4;19,8;0,07
16/06/2017;09:00;0,34;0,96;3,61;4,41;246;87;1022,4;0;142,4;18;0,16
16/06/2017;08:00;0,29;0,45;1,76;4,41;249;87;1022,2;0;65,5;17,5;0,47
16/06/2017;07:00;0,29;0,35;1,56;1,86;210;87;1022;0;45,1;17,4;0,19
16/06/2017;06:00;0,29;0,39;1,63;2,17;231;89;1021,5;0;11;17;0,22
16/06/2017;05:00;0,29;0,3;1,53;2,19;181;89;1021,1;0;1,3;16,8;0,19
16/06/2017;04:00;0,27;0,31;1,38;2,03;177;89;1021;0;0,3;16,9;0,17
16/06/2017;03:00;0,25;0,29;1,15;1,6;175;88;1021;0;0,3;16,9;0,1
16/06/2017;02:00;0,33;0,32;1,37;2,38;248;89;1021,4;0;0,3;16,8;0,49
16/06/2017;01:00;0,21;0,27;1,33;2,01;297;90;1021,6;0;0,3;17;0,33
15/06/2017;24:00;0,26;0,34;1,47;1,8;190;90;1022;0;0,3;17;0,15
15/06/2017;23:00;0,27;0,37;1,66;1,97;277;91;1021,7;0;0,3;17;0,27
15/06/2017;22:00;0,27;0,49;2,08;2,36;289;91;1021,5;0;0,3;17,1;0,63
15/06/2017;21:00;0,29;0,48;2,02;2,36;278;91;1021,2;0;0,4;17,1;0,52
15/06/2017;20:00;0,23;0,5;2,05;2,59;284;90;1021,3;0;3,4;17,3;0,51
15/06/2017;19:00;0,16;0,46;2,03;1,83;291;88;1020,4;0;12,7;17,7;0,66
15/06/2017;18:00;0,15;0,76;3,56;2,23;336;87;1019,5;0;27,4;17,8;1,54
15/06/2017;17:00;0,13;0,49;2,59;2,12;337;86;1019,5;0;49,6;18;1,71
15/06/2017;16:00;;;;;340;88;1019,6;0;91,4;17,9;2,16
15/06/2017;15:00;;;;;339;85;1019,5;0;83,8;18,3;2,21
15/06/2017;14:00;0,15;0,3;1,3;1,55;338;84;1019,3;0;118,8;18,5;2,04
15/06/2017;13:00;0,24;0,46;1,9;3,24;342;86;1019,3;0;143,7;18,2;2,14
15/06/2017;12:00;0,26;0,53;2,09;3,04;340;85;1019,1;0;232,9;18,5;2,51
15/06/2017;11:00;0,25;0,77;2,84;2,97;346;83;1018,7;0;220,6;18,8;1,29
15/06/2017;10:00;0,37;0,78;2,91;3,07;318;83;1018,2;0;109,6;18,8;0,9
15/06/2017;09:00
15/06/2017;08:00;0,35;0,52;2,11;3,06;291;87;1017,1;0;59,5;18;0,64
15/06/2017;07:00;0,43;0,46;1,73;2,99;321;86;1016,5;0;31;17,9;1,09
15/06/2017;06:00;0,34;0,34;1,34;1,93;330;86;1015,8;0;7,6;18;1,24
15/06/2017;05:00;0,26;0,22;1,08;1,42;341;88;1015,3;0;0,9;17,8;1,5
15/06/2017;04:00;0,32;0,33;1,36;1,64;342;90;1014,9;0;0,3;17,8;1,31
15/06/2017;03:00;0,29;0,37;1,36;1,5;299;92;1014,8;0;0,3;17,7;0,61
15/06/2017;02:00;0,35;0,43;1,64;2,15;311;92;1015;0;0,3;17,7;0,63
15/06/2017;01:00;0,32;0,4;1,55;1,71;316;92;1015,1;0;0,3;17,8;0,56
14/06/2017;24:00;0,36;0,54;2,13;2,21;329;92;1015,1;0;0,3;17,8;0,57
14/06/2017;23:00;0,33;0,4;1,62;2,08;335;91;1015;0;0,3;17,9;0,8
14/06/2017;22:00;0,28;0,37;1,53;1,84;333;90;1014,8;0;0,3;18,1;0,93
14/06/2017;21:00;0,28;0,41;1,63;1,73;334;90;1014,2;0;0,4;18,4;1,01
14/06/2017;20:00;0,25;0,42;1,61;1,78;332;90;1013,6;0;2,7;18,8;1,01
14/06/2017;19:00;0,19;0,39;1,52;1,6;334;87;1012,9;0;17,6;19,3;1,44
14/06/2017;18:00;0,34;0,3;1,04;1,54;339;84;1012,3;0;62,3;19,9;1,82
14/06/2017;17:00;0,31;0,27;1,17;1,2;339;82;1012;0;136,4;20,2;2,23
14/06/2017;16:00;;;;;340;81;1011,8;0;223,5;21;2,05
14/06/2017;15:00;;;;;340;80;1011,6;0;330;21,4;2,4
14/06/2017;14:00;0,24;0,38;1,27;1,32;338;75;1011,4;0;783,8;22,6;3
14/06/2017;13:00;0,58;0,67;2,33;2,75;340;71;1011,2;0;941,1;24,2;2,02
14/06/2017;12:00;0,4;0,65;1,99;2,78;3;74;1011,3;0;746,4;23,9;0,89
14/06/2017;11:00;0,38;0,44;2,32;2,09;18;80;1011,4;0;524,7;22,4;0,29
14/06/2017;10:00;0,59;0,5;3,94;2,85;39;85;1011,5;0;215,7;20,9;0,49
14/06/2017;09:00;0,49;0,56;2,27;2,54;32;88;1011,6;0;182,3;20;0,49
14/06/2017;08:00;0,42;0,41;1,61;2,05;37;90;1011,3;0;135,1;19,4;0,07
14/06/2017;07:00;0,72;0,36;1,51;1,7;20;90;1011,4;0;51,8;18,6;0,46
14/06/2017;06:00;0,55;0,4;1,73;2,17;349;91;1011,2;0;11,5;18,4;0,58
14/06/2017;05:00;0,56;0,46;1,75;2,24;337;91;1010,9;0;1;18,3;1,71
14/06/2017;04:00;0,64;0,56;2,32;2,73;330;91;1009,6;0,1;0,3;19,2;1,05
14/06/2017;03:00;0,56;0,57;2,3;3,3;22;90;1009,8;0,8;0,3;19,1;0,51
14/06/2017;02:00;0,51;0,48;1,88;2,45;184;89;1008,9;0,6;0,3;19,1;0,45
14/06/2017;01:00;0,42;0,74;2,76;4,06;192;87;1010,3;0,7;0,3;18,5;0,5
13/06/2017;24:00;0,54;0,72;2,85;4,09;169;84;1010,6;0;0,3;18,6;0,52
13/06/2017;23:00;0,31;0,64;2,45;3,69;294;84;1011,2;0;0,3;18,9;0,49
13/06/2017;22:00;0,36;0,64;2,44;3,97;191;83;1010,7;0;0,3;19;0,26
13/06/2017;21:00;0,45;0,51;1,97;2,65;201;79;1010,5;0;0,4;19,8;0,28
13/06/2017;20:00;0,39;0,29;1,38;1,38;154;75;1010,5;0;11,5;21,1;0,1
13/06/2017;19:00;0,15;0,26;1,47;1,11;36;74;1011;0;44,9;21,1;0,6
13/06/2017;18:00;0,11;0,52;1,92;1,75;17;77;1011,9;0;115,1;20,4;0,86
13/06/2017;17:00;0,17;0,55;2,16;1,77;342;79;1012,6;0;153;19,8;1,34
13/06/2017;16:00;;;;;341;82;1012,7;0;120,7;19,4;1,75
13/06/2017;15:00;;;;;338;81;1012,1;0;151,4;19,6;2,63
13/06/2017;14:00;0,24;0,64;2,35;1,95;338;73;1012,1;0;440,7;21,9;2,9
13/06/2017;13:00;0,35;1,02;3,44;4,06;337;68;1011,2;0;642,4;23,2;2,91
13/06/2017;12:00;0,71;1,04;3,42;4,37;74;61;1009,9;0;741,7;26;0,15
13/06/2017;11:00;0,61;0,96;3,45;3,99;35;67;1010,7;0;706,9;23;0,51
13/06/2017;10:00;0,53;0,9;3,71;3,6;7;71;1011,2;0;401;20,9;0,65
13/06/2017;09:00;1,07;0,95;3,51;4,18;10;71;1011,1;0;232;20,6;0,9
13/06/2017;08:00;1,4;0,94;3,61;4,88;60;73;1010,4;0;355;20,8;0,17
13/06/2017;07:00;0,55;0,52;2,16;5,81;116;83;1010,4;0;207,9;18,6;0,31
