Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
18/02/2017;13:00;2;11;Muy buena / Oso ona;14;56;"Muy buena / ";30;21;Muy buena / Oso ona;4;Muy buena / Oso ona;322;73;1009,2;0;873,4;13,2;2,27
18/02/2017;12:00;2;14;Muy buena / Oso ona;17;56;"Muy buena / ";26;29;Muy buena / Oso ona;5;Muy buena / Oso ona;313;62;1009,7;0;834,4;14;1,47
18/02/2017;11:00;19;38;Muy buena / Oso ona;67;;"Sin datos / ";22;34;Muy buena / Oso ona;7;Muy buena / Oso ona;16;57;1009,8;0;660,7;14,6;0,53
18/02/2017;10:00;11;27;Muy buena / Oso ona;44;25;"Muy buena / ";22;45;Buena / Ona;4;Muy buena / Oso ona;123;65;1009,8;0;459,7;12,2;0,94
18/02/2017;09:00;12;35;Muy buena / Oso ona;54;18;"Muy buena / ";21;32;Muy buena / Oso ona;3;Muy buena / Oso ona;161;73;1009,5;0;299;10,1;0,98
18/02/2017;08:00;5;35;Muy buena / Oso ona;43;17;"Muy buena / ";21;31;Muy buena / Oso ona;3;Muy buena / Oso ona;190;81;1009,2;0;72;8,1;1,23
18/02/2017;07:00;1;30;Muy buena / Oso ona;31;19;"Muy buena / ";20;33;Muy buena / Oso ona;3;Muy buena / Oso ona;164;84;1008,9;0;0,4;7,6;1,97
18/02/2017;06:00;0;28;Muy buena / Oso ona;28;22;"Muy buena / ";19;34;Muy buena / Oso ona;3;Muy buena / Oso ona;161;83;1009,3;0;0;7,7;1,59
18/02/2017;05:00;0;22;Muy buena / Oso ona;22;28;"Muy buena / ";17;32;Muy buena / Oso ona;3;Muy buena / Oso ona;175;82;1009,3;0;0;8,2;1,7
18/02/2017;04:00;0;26;Muy buena / Oso ona;26;24;"Muy buena / ";15;31;Muy buena / Oso ona;3;Muy buena / Oso ona;182;82;1009,7;0;0;8,4;1,97
18/02/2017;03:00;1;32;Muy buena / Oso ona;33;19;"Muy buena / ";14;30;Muy buena / Oso ona;4;Muy buena / Oso ona;194;79;1010,4;0;0;9;1,23
18/02/2017;02:00;0;31;Muy buena / Oso ona;31;23;"Muy buena / ";17;25;Muy buena / Oso ona;4;Muy buena / Oso ona;187;79;1010,7;0;0;9,2;1,21
18/02/2017;01:00;4;46;Muy buena / Oso ona;53;13;"Muy buena / ";23;25;Muy buena / Oso ona;6;Muy buena / Oso ona;179;79;1011,4;0;0;9,4;1,5
17/02/2017;24:00;8;57;Muy buena / Oso ona;70;10;"Muy buena / ";29;23;Muy buena / Oso ona;5;Muy buena / Oso ona;225;76;1011,7;0;0;10,1;0,76
17/02/2017;23:00;3;62;Muy buena / Oso ona;66;10;"Muy buena / ";36;28;Muy buena / Oso ona;6;Muy buena / Oso ona;183;75;1012;0;0;10,4;1,41
17/02/2017;22:00;13;75;Muy buena / Oso ona;94;7;"Muy buena / ";43;37;Muy buena / Oso ona;16;Muy buena / Oso ona;201;76;1012,2;0;0;10,7;1,04
17/02/2017;21:00;12;77;Muy buena / Oso ona;95;12;"Muy buena / ";50;31;Muy buena / Oso ona;6;Muy buena / Oso ona;210;73;1012,3;0;0;11,5;0,68
17/02/2017;20:00;3;72;Muy buena / Oso ona;77;20;"Muy buena / ";55;23;Muy buena / Oso ona;5;Muy buena / Oso ona;202;70;1012,4;0;0;12,1;0,71
17/02/2017;19:00;2;47;Muy buena / Oso ona;49;44;"Muy buena / ";57;19;Muy buena / Oso ona;3;Muy buena / Oso ona;290;70;1012,4;0;0;12,4;1,42
17/02/2017;18:00;0;24;Muy buena / Oso ona;25;64;"Buena / ";59;18;Muy buena / Oso ona;3;Muy buena / Oso ona;309;65;1012,2;0;27,8;13,4;1,47
17/02/2017;17:00;2;27;Muy buena / Oso ona;30;62;"Buena / ";52;19;Muy buena / Oso ona;3;Muy buena / Oso ona;306;56;1012,2;0;291,9;15,4;1,6
17/02/2017;16:00;3;20;Muy buena / Oso ona;24;67;"Buena / ";45;19;Muy buena / Oso ona;3;Muy buena / Oso ona;356;48;1012,5;0;475,4;16,9;1,1
17/02/2017;15:00;2;20;Muy buena / Oso ona;23;65;"Buena / ";36;24;Muy buena / Oso ona;3;Muy buena / Oso ona;339;49;1012,9;0;628,5;16,7;1,43
17/02/2017;14:00;2;14;Muy buena / Oso ona;17;67;"Buena / ";28;22;Muy buena / Oso ona;3;Muy buena / Oso ona;349;48;1013,6;0;829,3;16,8;1,28
17/02/2017;13:00;6;23;Muy buena / Oso ona;31;49;"Muy buena / ";23;39;Muy buena / Oso ona;3;Muy buena / Oso ona;324;55;1014,4;0;897,2;16;1,25
17/02/2017;12:00;12;35;Muy buena / Oso ona;54;36;"Muy buena / ";21;21;Muy buena / Oso ona;4;Muy buena / Oso ona;342;53;1015,3;0;828,9;16,7;0,64
17/02/2017;11:00;14;35;Muy buena / Oso ona;56;;"Sin datos / ";21;23;Muy buena / Oso ona;4;Muy buena / Oso ona;146;56;1015,6;0;724,2;15,8;1,03
17/02/2017;10:00;29;46;Muy buena / Oso ona;89;18;"Muy buena / ";23;26;Muy buena / Oso ona;4;Muy buena / Oso ona;139;64;1015,8;0;498,8;13;1,24
17/02/2017;09:00;48;56;Muy buena / Oso ona;129;10;"Muy buena / ";26;23;Muy buena / Oso ona;4;Muy buena / Oso ona;151;73;1015,9;0;331,6;10,3;1,11
17/02/2017;08:00;46;66;Muy buena / Oso ona;136;5;"Muy buena / ";29;21;Muy buena / Oso ona;4;Muy buena / Oso ona;170;80;1015,7;0;91,2;8,3;0,95
17/02/2017;07:00;7;51;Muy buena / Oso ona;61;14;"Muy buena / ";33;18;Muy buena / Oso ona;3;Muy buena / Oso ona;199;80;1015,3;0;0,4;8,2;0,84
17/02/2017;06:00;1;31;Muy buena / Oso ona;32;27;"Muy buena / ";34;16;Muy buena / Oso ona;3;Muy buena / Oso ona;202;79;1015,3;0;0;8,5;0,84
17/02/2017;05:00;0;21;Muy buena / Oso ona;21;35;"Muy buena / ";32;16;Muy buena / Oso ona;3;Muy buena / Oso ona;191;78;1015,6;0;0;8,7;1,03
17/02/2017;04:00;0;17;Muy buena / Oso ona;17;38;"Muy buena / ";31;14;Muy buena / Oso ona;3;Muy buena / Oso ona;178;77;1015,8;0;0;8,7;0,57
17/02/2017;03:00;1;20;Muy buena / Oso ona;21;37;"Muy buena / ";27;14;Muy buena / Oso ona;3;Muy buena / Oso ona;174;76;1016,1;0;0;9,2;1,05
17/02/2017;02:00;0;18;Muy buena / Oso ona;18;41;"Muy buena / ";27;13;Muy buena / Oso ona;4;Muy buena / Oso ona;185;74;1016,4;0;0;9,8;0,93
17/02/2017;01:00;0;24;Muy buena / Oso ona;24;36;"Muy buena / ";28;14;Muy buena / Oso ona;4;Muy buena / Oso ona;189;74;1016,7;0;0;9,9;0,92
16/02/2017;24:00;0;31;Muy buena / Oso ona;31;33;"Muy buena / ";31;16;Muy buena / Oso ona;5;Muy buena / Oso ona;191;71;1016,9;0;0;10,7;1,19
16/02/2017;23:00;1;46;Muy buena / Oso ona;48;23;"Muy buena / ";37;23;Muy buena / Oso ona;8;Muy buena / Oso ona;193;69;1017,3;0;0;11,5;1,21
16/02/2017;22:00;2;68;Muy buena / Oso ona;72;13;"Muy buena / ";44;28;Muy buena / Oso ona;15;Muy buena / Oso ona;190;69;1017,4;0;0;12;0,76
16/02/2017;21:00;5;64;Muy buena / Oso ona;71;23;"Muy buena / ";52;35;Muy buena / Oso ona;54;Muy buena / Oso ona;193;68;1017,3;0;0;12,7;0,7
16/02/2017;20:00;10;89;Muy buena / Oso ona;104;11;"Muy buena / ";57;23;Muy buena / Oso ona;12;Muy buena / Oso ona;212;66;1017,2;0;0;13,2;0,75
16/02/2017;19:00;2;60;Muy buena / Oso ona;64;39;"Muy buena / ";64;18;Muy buena / Oso ona;3;Muy buena / Oso ona;39;61;1017,2;0;0;14,2;0,22
16/02/2017;18:00;1;52;Muy buena / Oso ona;53;45;"Muy buena / ";67;19;Muy buena / Oso ona;3;Muy buena / Oso ona;17;54;1016,6;0;20,2;15,9;0,87
16/02/2017;17:00;1;29;Muy buena / Oso ona;31;64;"Buena / ";66;17;Muy buena / Oso ona;3;Muy buena / Oso ona;38;49;1016,2;0;271,2;17,1;1,01
16/02/2017;16:00;1;18;Muy buena / Oso ona;20;76;"Buena / ";61;29;Muy buena / Oso ona;3;Muy buena / Oso ona;46;42;1016,1;;421,3;16,9;1,08
16/02/2017;15:00;;;Sin datos / Daturik gabe;;83;"Buena / ";56;35;Muy buena / Oso ona;3;Muy buena / Oso ona;;26;1016,3;;394,9;11,2;
16/02/2017;14:00;1;17;Muy buena / Oso ona;20;71;"Buena / ";52;27;Muy buena / Oso ona;3;Muy buena / Oso ona;343;46;1016,8;0;596,6;17,8;1,16
16/02/2017;13:00;2;16;Muy buena / Oso ona;20;68;"Buena / ";50;34;Muy buena / Oso ona;3;Muy buena / Oso ona;327;48;1017,6;0;849,1;17,5;1,55
16/02/2017;12:00;4;15;Muy buena / Oso ona;21;65;"Buena / ";49;11;Muy buena / Oso ona;4;Muy buena / Oso ona;257;46;1018,2;0;746,9;18,4;0,85
16/02/2017;11:00;3;19;Muy buena / Oso ona;23;;"Sin datos / ";48;18;Muy buena / Oso ona;3;Muy buena / Oso ona;173;49;1018,4;0;550;17,4;1,1
16/02/2017;10:00;21;48;Muy buena / Oso ona;80;37;"Muy buena / ";48;23;Muy buena / Oso ona;4;Muy buena / Oso ona;147;53;1018,5;0;273,5;16;1,53
16/02/2017;09:00;36;61;Muy buena / Oso ona;116;29;"Muy buena / ";48;20;Muy buena / Oso ona;3;Muy buena / Oso ona;152;57;1018,3;0;189,5;14,7;1,22
16/02/2017;08:00;2;47;Muy buena / Oso ona;50;40;"Muy buena / ";48;13;Muy buena / Oso ona;3;Muy buena / Oso ona;176;60;1017,9;0;56,7;13,6;1,39
16/02/2017;07:00;0;28;Muy buena / Oso ona;28;52;"Muy buena / ";46;13;Muy buena / Oso ona;3;Muy buena / Oso ona;177;62;1017,7;0;0,2;13,1;0,92
16/02/2017;06:00;0;16;Muy buena / Oso ona;16;60;"Muy buena / ";44;12;Muy buena / Oso ona;3;Muy buena / Oso ona;184;60;1017,7;0;0;13,6;1,7
16/02/2017;05:00;0;20;Muy buena / Oso ona;20;57;"Muy buena / ";40;14;Muy buena / Oso ona;3;Muy buena / Oso ona;150;62;1018;0;0;13,1;1,33
16/02/2017;04:00;0;13;Muy buena / Oso ona;13;60;"Muy buena / ";36;12;Muy buena / Oso ona;3;Muy buena / Oso ona;168;62;1018;0;0;13,2;1,33
16/02/2017;03:00;0;15;Muy buena / Oso ona;15;52;"Muy buena / ";31;12;Muy buena / Oso ona;3;Muy buena / Oso ona;168;64;1018;0;0;12,6;2,14
16/02/2017;02:00;0;30;Muy buena / Oso ona;30;36;"Muy buena / ";27;13;Muy buena / Oso ona;3;Muy buena / Oso ona;160;69;1018,1;0;0;11;0,64
16/02/2017;01:00;0;36;Muy buena / Oso ona;36;28;"Muy buena / ";24;10;Muy buena / Oso ona;3;Muy buena / Oso ona;153;70;1018,1;0;0;10,5;1,6
15/02/2017;24:00;4;47;Muy buena / Oso ona;53;24;"Muy buena / ";29;12;Muy buena / Oso ona;3;Muy buena / Oso ona;175;66;1018,2;0;0;11,2;0,57
15/02/2017;23:00;1;43;Muy buena / Oso ona;45;31;"Muy buena / ";35;13;Muy buena / Oso ona;3;Muy buena / Oso ona;205;62;1018,3;0;0;12,1;1,05
15/02/2017;22:00;1;46;Muy buena / Oso ona;47;31;"Muy buena / ";41;18;Muy buena / Oso ona;3;Muy buena / Oso ona;198;62;1018,5;0;0;12,7;0,89
15/02/2017;21:00;7;61;Muy buena / Oso ona;72;23;"Muy buena / ";46;17;Muy buena / Oso ona;4;Muy buena / Oso ona;167;59;1018,4;0;0;13,7;0,81
15/02/2017;20:00;6;71;Muy buena / Oso ona;81;23;"Muy buena / ";52;20;Muy buena / Oso ona;4;Muy buena / Oso ona;134;55;1018,2;0;0;14,7;0,85
15/02/2017;19:00;12;78;Muy buena / Oso ona;97;21;"Muy buena / ";58;21;Muy buena / Oso ona;4;Muy buena / Oso ona;157;52;1018;0;0;15,6;1,33
15/02/2017;18:00;8;88;Muy buena / Oso ona;101;14;"Muy buena / ";63;15;Muy buena / Oso ona;5;Muy buena / Oso ona;47;52;1017,5;0;11,2;16,1;0,7
15/02/2017;17:00;1;25;Muy buena / Oso ona;26;64;"Buena / ";70;8;Muy buena / Oso ona;3;Muy buena / Oso ona;154;41;1017,1;0;198,3;18,4;1,15
15/02/2017;16:00;1;9;Muy buena / Oso ona;10;75;"Buena / ";69;11;Muy buena / Oso ona;2;Muy buena / Oso ona;166;40;1017,1;0;438,4;19;2,31
15/02/2017;15:00;0;8;Muy buena / Oso ona;8;74;"Buena / ";66;16;Muy buena / Oso ona;3;Muy buena / Oso ona;202;41;1017,3;0;630,5;19,1;2
15/02/2017;14:00;0;8;Muy buena / Oso ona;8;74;"Buena / ";64;12;Muy buena / Oso ona;3;Muy buena / Oso ona;204;43;1017,6;0;829,6;18,8;2,25
15/02/2017;13:00;1;7;Muy buena / Oso ona;9;71;"Buena / ";63;6;Muy buena / Oso ona;3;Muy buena / Oso ona;207;44;1017,9;0;903,9;18,4;2,35
15/02/2017;12:00;1;8;Muy buena / Oso ona;10;68;"Buena / ";64;2;Muy buena / Oso ona;3;Muy buena / Oso ona;200;46;1018,2;0;858,7;17,9;1,96
15/02/2017;11:00;1;8;Muy buena / Oso ona;10;;"Sin datos / ";65;10;Muy buena / Oso ona;3;Muy buena / Oso ona;190;49;1018;0;653;17,1;2,59
15/02/2017;10:00;1;9;Muy buena / Oso ona;11;63;"Buena / ";66;12;Muy buena / Oso ona;3;Muy buena / Oso ona;190;52;1017,4;0;446,2;16,3;2,99
15/02/2017;09:00;1;14;Muy buena / Oso ona;16;57;"Muy buena / ";67;12;Muy buena / Oso ona;3;Muy buena / Oso ona;189;55;1016,9;0;309,6;15,3;2,74
15/02/2017;08:00;2;27;Muy buena / Oso ona;30;52;"Muy buena / ";69;9;Muy buena / Oso ona;3;Muy buena / Oso ona;206;58;1016,2;0;69,9;13,9;2,63
15/02/2017;07:00;0;14;Muy buena / Oso ona;14;62;"Buena / ";71;6;Muy buena / Oso ona;2;Muy buena / Oso ona;184;56;1015,7;0;0,2;13,8;2,92
15/02/2017;06:00;0;7;Muy buena / Oso ona;7;71;"Buena / ";72;5;Muy buena / Oso ona;2;Muy buena / Oso ona;207;53;1015,2;0;0;14,1;2,54
15/02/2017;05:00;0;5;Muy buena / Oso ona;5;73;"Buena / ";72;4;Muy buena / Oso ona;2;Muy buena / Oso ona;191;52;1014,5;0;0;14,5;3,82
15/02/2017;04:00;0;3;Muy buena / Oso ona;3;75;"Buena / ";71;2;Muy buena / Oso ona;2;Muy buena / Oso ona;186;50;1014,2;0;0;14,6;4,13
15/02/2017;03:00;0;3;Muy buena / Oso ona;3;75;"Buena / ";69;2;Muy buena / Oso ona;3;Muy buena / Oso ona;177;49;1013,8;0;0;14,8;5,01
15/02/2017;02:00;0;2;Muy buena / Oso ona;2;73;"Buena / ";67;6;Muy buena / Oso ona;3;Muy buena / Oso ona;179;51;1013,5;0;0;14,9;4,35
15/02/2017;01:00;0;3;Muy buena / Oso ona;3;72;"Buena / ";65;9;Muy buena / Oso ona;3;Muy buena / Oso ona;175;51;1013,3;0;0;15,1;4,43
14/02/2017;24:00;0;6;Muy buena / Oso ona;6;69;"Buena / ";64;9;Muy buena / Oso ona;3;Muy buena / Oso ona;170;51;1013;0;0;15,1;3,42
14/02/2017;23:00;0;6;Muy buena / Oso ona;6;70;"Buena / ";64;9;Muy buena / Oso ona;2;Muy buena / Oso ona;162;50;1012,7;0;0;15,1;5,3
14/02/2017;22:00;0;9;Muy buena / Oso ona;9;67;"Buena / ";65;5;Muy buena / Oso ona;3;Muy buena / Oso ona;174;49;1012,3;0;0;15,3;4,62
14/02/2017;21:00;0;11;Muy buena / Oso ona;11;64;"Buena / ";65;6;Muy buena / Oso ona;3;Muy buena / Oso ona;188;49;1011,7;0;0;15,1;3,48
14/02/2017;20:00;0;16;Muy buena / Oso ona;16;61;"Buena / ";66;7;Muy buena / Oso ona;3;Muy buena / Oso ona;175;48;1011,2;0;0;15,2;3,17
14/02/2017;19:00;0;23;Muy buena / Oso ona;23;57;"Muy buena / ";66;3;Muy buena / Oso ona;2;Muy buena / Oso ona;156;47;1011;0;0;15,2;3,11
14/02/2017;18:00;0;21;Muy buena / Oso ona;21;59;"Muy buena / ";67;3;Muy buena / Oso ona;3;Muy buena / Oso ona;176;43;1010,5;0;9,4;15,9;2,51
14/02/2017;17:00;0;16;Muy buena / Oso ona;16;65;"Buena / ";63;4;Muy buena / Oso ona;3;Muy buena / Oso ona;178;41;1009,7;0;119;16,7;3,11
14/02/2017;16:00;1;9;Muy buena / Oso ona;10;71;"Buena / ";59;5;Muy buena / Oso ona;2;Muy buena / Oso ona;166;38;1009,2;0;431,1;17,8;3,99
14/02/2017;15:00;1;8;Muy buena / Oso ona;9;72;"Buena / ";53;2;Muy buena / Oso ona;2;Muy buena / Oso ona;163;36;1008,6;0;720,8;18,4;2,98
14/02/2017;14:00;1;8;Muy buena / Oso ona;10;72;"Buena / ";45;2;Muy buena / Oso ona;2;Muy buena / Oso ona;166;38;1008,4;0;676,2;17,6;3,62
14/02/2017;13:00;1;7;Muy buena / Oso ona;9;69;"Buena / ";40;8;Muy buena / Oso ona;2;Muy buena / Oso ona;166;40;1008,1;0;832;17,6;3
14/02/2017;12:00;2;11;Muy buena / Oso ona;14;63;"Buena / ";37;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;179;41;1008,3;0;876,1;17;2,71
14/02/2017;11:00;9;25;Muy buena / Oso ona;38;;"Sin datos / ";32;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
14/02/2017;10:00;38;46;Muy buena / Oso ona;104;30;"Muy buena / ";31;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;;;;
14/02/2017;09:00;18;34;Muy buena / Oso ona;61;39;"Muy buena / ";31;7;Muy buena / Oso ona;2;Muy buena / Oso ona;180;58;1009,1;0;337,9;12,6;1,62
14/02/2017;08:00;5;43;Muy buena / Oso ona;51;27;"Muy buena / ";29;6;Muy buena / Oso ona;3;Muy buena / Oso ona;198;66;1008,4;0;87,1;10,1;1,93
14/02/2017;07:00;5;45;Muy buena / Oso ona;53;15;"Muy buena / ";29;10;Muy buena / Oso ona;2;Muy buena / Oso ona;167;79;1007,8;0;0,2;8,1;0,97
14/02/2017;06:00;1;22;Muy buena / Oso ona;23;35;"Muy buena / ";31;5;Muy buena / Oso ona;2;Muy buena / Oso ona;194;76;1007,4;0;0;9,1;1,2
14/02/2017;05:00;0;11;Muy buena / Oso ona;11;47;"Muy buena / ";31;7;Muy buena / Oso ona;2;Muy buena / Oso ona;196;72;1006,8;0;0;10;1,86
14/02/2017;04:00;0;20;Muy buena / Oso ona;20;29;"Muy buena / ";29;9;Muy buena / Oso ona;2;Muy buena / Oso ona;169;86;1006;0;0;8,3;1,37
14/02/2017;03:00;0;18;Muy buena / Oso ona;18;29;"Muy buena / ";30;5;Muy buena / Oso ona;2;Muy buena / Oso ona;193;87;1005,7;0;0;8,4;0,9
14/02/2017;02:00;0;21;Muy buena / Oso ona;21;27;"Muy buena / ";34;8;Muy buena / Oso ona;2;Muy buena / Oso ona;205;89;1005,2;0;0;8,6;0,98
14/02/2017;01:00;0;29;Muy buena / Oso ona;29;22;"Muy buena / ";38;11;Muy buena / Oso ona;2;Muy buena / Oso ona;158;91;1004,8;0;0;8,9;1,43
13/02/2017;24:00;0;28;Muy buena / Oso ona;28;30;"Muy buena / ";42;7;Muy buena / Oso ona;2;Muy buena / Oso ona;189;88;1004,3;0;0;9,8;1,08
13/02/2017;23:00;0;33;Muy buena / Oso ona;33;29;"Muy buena / ";46;5;Muy buena / Oso ona;2;Muy buena / Oso ona;204;89;1003,5;0;0;10,1;0,83
13/02/2017;22:00;1;35;Muy buena / Oso ona;37;33;"Muy buena / ";51;9;Muy buena / Oso ona;2;Muy buena / Oso ona;190;87;1003;0;0;10,5;0,76
13/02/2017;21:00;3;39;Muy buena / Oso ona;44;36;"Muy buena / ";55;11;Muy buena / Oso ona;2;Muy buena / Oso ona;226;86;1002,2;0;0;10,9;1,8
13/02/2017;20:00;3;46;Muy buena / Oso ona;50;35;"Muy buena / ";59;3;Muy buena / Oso ona;2;Muy buena / Oso ona;240;86;1001,5;0;0;11;1,8
13/02/2017;19:00;0;24;Muy buena / Oso ona;24;56;"Muy buena / ";64;4;Muy buena / Oso ona;2;Muy buena / Oso ona;183;85;1000,8;0,7;0;11;2,38
13/02/2017;18:00;0;20;Muy buena / Oso ona;20;61;"Buena / ";65;6;Muy buena / Oso ona;2;Muy buena / Oso ona;188;81;999,8;0,4;0,9;11,4;3,03
13/02/2017;17:00;1;18;Muy buena / Oso ona;19;55;"Muy buena / ";66;10;Muy buena / Oso ona;2;Muy buena / Oso ona;214;72;998,3;0,6;7,4;13,8;3,11
13/02/2017;16:00;0;14;Muy buena / Oso ona;14;61;"Buena / ";69;9;Muy buena / Oso ona;2;Muy buena / Oso ona;170;57;996,3;0;37,2;15,7;3,52
13/02/2017;15:00;0;10;Muy buena / Oso ona;10;67;"Buena / ";72;9;Muy buena / Oso ona;3;Muy buena / Oso ona;147;53;995,1;0;114,5;16,2;6,01
13/02/2017;14:00;0;9;Muy buena / Oso ona;9;69;"Buena / ";73;17;Muy buena / Oso ona;3;Muy buena / Oso ona;140;53;994,9;0;187,9;16,1;6,86
13/02/2017;13:00;0;7;Muy buena / Oso ona;7;69;"Buena / ";75;17;Muy buena / Oso ona;2;Muy buena / Oso ona;142;55;995,1;0;91,6;15,3;5,52
13/02/2017;12:00;0;7;Muy buena / Oso ona;7;71;"Buena / ";77;17;Muy buena / Oso ona;3;Muy buena / Oso ona;137;53;995;0;152,6;15,6;6,31
13/02/2017;11:00;0;7;Muy buena / Oso ona;7;;"Sin datos / ";79;26;Muy buena / Oso ona;2;Muy buena / Oso ona;133;54;994,9;0;298,1;15,5;5,05
13/02/2017;10:00;0;9;Muy buena / Oso ona;9;72;"Buena / ";80;37;Muy buena / Oso ona;2;Muy buena / Oso ona;138;55;994,4;0;205,7;14,8;7,57
13/02/2017;09:00;0;10;Muy buena / Oso ona;10;74;"Buena / ";82;56;Buena / Ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;08:00;0;9;Muy buena / Oso ona;9;78;"Buena / ";83;52;Buena / Ona;3;Muy buena / Oso ona;;;;;;;
13/02/2017;07:00;0;10;Muy buena / Oso ona;10;79;"Buena / ";83;50;Buena / Ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;06:00;0;5;Muy buena / Oso ona;5;83;"Buena / ";84;36;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;05:00;0;4;Muy buena / Oso ona;4;84;"Buena / ";85;25;Muy buena / Oso ona;3;Muy buena / Oso ona;;;;;;;
13/02/2017;04:00;0;2;Muy buena / Oso ona;2;86;"Buena / ";85;20;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;03:00;0;2;Muy buena / Oso ona;2;85;"Buena / ";84;19;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;02:00;0;2;Muy buena / Oso ona;2;84;"Buena / ";83;23;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
13/02/2017;01:00;0;3;Muy buena / Oso ona;3;83;"Buena / ";83;23;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;24:00;0;4;Muy buena / Oso ona;4;83;"Buena / ";82;24;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;23:00;0;3;Muy buena / Oso ona;3;87;"Buena / ";82;29;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;22:00;0;3;Muy buena / Oso ona;3;88;"Buena / ";80;35;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;21:00;0;5;Muy buena / Oso ona;5;83;"Buena / ";79;42;Buena / Ona;3;Muy buena / Oso ona;;;;;;;
12/02/2017;20:00;0;6;Muy buena / Oso ona;6;81;"Buena / ";78;39;Muy buena / Oso ona;3;Muy buena / Oso ona;;;;;;;
12/02/2017;19:00;0;7;Muy buena / Oso ona;7;78;"Buena / ";77;39;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;18:00;0;6;Muy buena / Oso ona;6;79;"Buena / ";76;41;Buena / Ona;3;Muy buena / Oso ona;;;;;;;
12/02/2017;17:00;0;5;Muy buena / Oso ona;5;79;"Buena / ";67;39;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;16:00;0;4;Muy buena / Oso ona;4;78;"Buena / ";57;36;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;15:00;0;5;Muy buena / Oso ona;5;76;"Buena / ";46;48;Buena / Ona;3;Muy buena / Oso ona;;;;;;;
12/02/2017;14:00;0;4;Muy buena / Oso ona;4;78;"Buena / ";36;47;Buena / Ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;13:00;0;5;Muy buena / Oso ona;5;75;"Buena / ";26;65;Mejorable / Hobetzeko modukoa;2;Muy buena / Oso ona;;;;;;;
12/02/2017;12:00;0;5;Muy buena / Oso ona;5;70;"Buena / ";17;55;Buena / Ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;11:00;6;19;Muy buena / Oso ona;29;;"Sin datos / ";8;35;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;10:00;22;34;Muy buena / Oso ona;66;12;"Muy buena / ";9;24;Muy buena / Oso ona;3;Muy buena / Oso ona;;;;;;;
12/02/2017;09:00;14;30;Muy buena / Oso ona;52;8;"Muy buena / ";9;24;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;08:00;11;36;Muy buena / Oso ona;52;6;"Muy buena / ";11;27;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;07:00;4;30;Muy buena / Oso ona;36;5;"Muy buena / ";12;26;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;06:00;1;25;Muy buena / Oso ona;27;8;"Muy buena / ";12;25;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;05:00;1;23;Muy buena / Oso ona;24;8;"Muy buena / ";11;25;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;04:00;0;22;Muy buena / Oso ona;22;11;"Muy buena / ";11;27;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;03:00;1;27;Muy buena / Oso ona;29;10;"Muy buena / ";11;27;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;02:00;0;21;Muy buena / Oso ona;21;17;"Muy buena / ";13;30;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
12/02/2017;01:00;0;21;Muy buena / Oso ona;21;19;"Muy buena / ";16;34;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
11/02/2017;24:00;1;27;Muy buena / Oso ona;29;15;"Muy buena / ";19;30;Muy buena / Oso ona;2;Muy buena / Oso ona;;;;;;;
