Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
05/07/2017;12:00;4;14;Muy buena / Oso ona;20;64;"Buena / ";72;4;83;963,9;985,9;18,1;3,26
05/07/2017;11:00;5;18;Muy buena / Oso ona;25;62;"Buena / ";74;152;65;963,9;994,6;21,6;0,7
05/07/2017;10:00;5;16;Muy buena / Oso ona;23;69;"Buena / ";76;219;51;963,8;885,5;23,7;2,81
05/07/2017;09:00;2;14;Muy buena / Oso ona;17;74;"Buena / ";78;191;44;963,6;862,9;24,6;6,3
05/07/2017;08:00;1;13;Muy buena / Oso ona;14;76;"Buena / ";80;182;40;963,3;482,7;24,5;8,38
05/07/2017;07:00;1;9;Muy buena / Oso ona;9;80;"Buena / ";80;183;38;962,4;548,2;24,6;10,34
05/07/2017;06:00;0;8;Muy buena / Oso ona;8;76;"Buena / ";81;188;38;962;216,2;25,5;5,77
05/07/2017;05:00;0;7;Muy buena / Oso ona;7;76;"Buena / ";83;151;40;961,4;5,2;25,5;5,64
05/07/2017;04:00;0;4;Muy buena / Oso ona;4;78;"Buena / ";87;176;39;961,5;0;25,9;8,54
05/07/2017;03:00;0;4;Muy buena / Oso ona;4;80;"Buena / ";92;181;38;961,6;0;26,5;5,43
05/07/2017;02:00;0;4;Muy buena / Oso ona;4;85;"Buena / ";96;189;36;960,9;0;27,6;13,51
05/07/2017;01:00;0;5;Muy buena / Oso ona;5;88;"Buena / ";99;190;34;960,7;0;28,5;16,99
04/07/2017;24:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";100;187;33;961;0;28,9;14,49
04/07/2017;23:00;1;21;Muy buena / Oso ona;22;82;"Buena / ";99;180;37;961,6;0;29,1;11,1
04/07/2017;22:00;1;21;Muy buena / Oso ona;22;89;"Buena / ";100;153;39;961,7;0;29,5;9,18
04/07/2017;21:00;1;18;Muy buena / Oso ona;19;102;"Buena / ";102;141;44;961,7;0,3;29,7;7,49
04/07/2017;20:00;1;12;Muy buena / Oso ona;13;107;"Buena / ";102;137;48;961,6;47,9;29,6;6,6
04/07/2017;19:00;1;6;Muy buena / Oso ona;8;104;"Buena / ";97;130;54;961,6;316,2;28,8;6,54
04/07/2017;18:00;1;4;Muy buena / Oso ona;6;101;"Buena / ";90;114;53;962;617;29;5,13
04/07/2017;17:00;1;4;Muy buena / Oso ona;6;97;"Buena / ";83;100;52;962,6;892,6;29,2;2,36
04/07/2017;16:00;1;4;Muy buena / Oso ona;6;94;"Buena / ";78;94;51;963,2;1074,8;29,1;2,03
04/07/2017;15:00;1;7;Muy buena / Oso ona;9;103;"Buena / ";72;97;51;964;1142,3;28,9;2,12
04/07/2017;14:00;1;11;Muy buena / Oso ona;12;111;"Buena / ";65;129;49;964,8;1063,7;28,2;2,79
04/07/2017;13:00;2;15;Muy buena / Oso ona;18;96;"Buena / ";56;152;55;965,4;1018,6;26,7;3,74
04/07/2017;12:00;5;21;Muy buena / Oso ona;28;71;"Buena / ";49;142;62;965,9;1088,9;24,6;3,83
04/07/2017;11:00;8;25;Muy buena / Oso ona;38;48;"Muy buena / ";44;147;65;966,4;1037,3;23,1;3,07
04/07/2017;10:00;7;22;Muy buena / Oso ona;33;44;"Muy buena / ";43;168;63;966,8;927,9;22,2;5,22
04/07/2017;09:00;4;12;Muy buena / Oso ona;18;53;"Muy buena / ";42;177;62;967,4;889,6;21,8;7,04
04/07/2017;08:00;2;5;Muy buena / Oso ona;7;51;"Muy buena / ";40;178;63;967,6;685,2;20,4;5,12
04/07/2017;07:00;1;4;Muy buena / Oso ona;6;45;"Muy buena / ";38;154;77;967,8;630,5;18,4;5,37
04/07/2017;06:00;0;5;Muy buena / Oso ona;5;40;"Muy buena / ";37;143;84;968,1;299,2;17,5;5,04
04/07/2017;05:00;0;5;Muy buena / Oso ona;5;41;"Muy buena / ";36;149;86;968,6;13,6;17,1;3,8
04/07/2017;04:00;0;6;Muy buena / Oso ona;6;33;"Muy buena / ";34;140;89;969;0;16,2;3,84
04/07/2017;03:00;0;2;Muy buena / Oso ona;2;33;"Muy buena / ";33;116;88;969,7;0;16,2;3,35
04/07/2017;02:00;0;2;Muy buena / Oso ona;2;37;"Muy buena / ";32;130;87;970,1;0;16,9;4,78
04/07/2017;01:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";30;132;85;970,8;0;17,3;6,27
03/07/2017;24:00;0;7;Muy buena / Oso ona;7;38;"Muy buena / ";30;128;86;971,2;0;17,4;8,81
03/07/2017;23:00;0;7;Muy buena / Oso ona;7;37;"Muy buena / ";30;134;90;971,6;0;16,5;9,25
03/07/2017;22:00;0;6;Muy buena / Oso ona;6;33;"Muy buena / ";28;131;93;971,7;0;15,9;6,54
03/07/2017;21:00;0;7;Muy buena / Oso ona;7;30;"Muy buena / ";28;110;93;971,7;0,5;15,5;4,95
03/07/2017;20:00;1;7;Muy buena / Oso ona;8;29;"Muy buena / ";28;114;86;971,9;84,4;17,1;3,99
03/07/2017;19:00;2;9;Muy buena / Oso ona;12;25;"Muy buena / ";29;107;77;972,2;380,6;19,4;1,53
03/07/2017;18:00;2;7;Muy buena / Oso ona;10;28;"Muy buena / ";30;110;75;972,5;692,5;20,2;0,31
03/07/2017;17:00;2;5;Muy buena / Oso ona;8;29;"Muy buena / ";31;81;76;972,6;960,6;19,8;1,06
03/07/2017;16:00;3;6;Muy buena / Oso ona;11;26;"Muy buena / ";30;46;79;973;1135,6;19,1;2,77
03/07/2017;15:00;3;6;Muy buena / Oso ona;10;27;"Muy buena / ";32;17;82;973,5;1209,6;18,3;2,96
03/07/2017;14:00;2;5;Muy buena / Oso ona;8;26;"Muy buena / ";35;52;78;973,9;1065,3;18,8;3,84
03/07/2017;13:00;3;6;Muy buena / Oso ona;10;35;"Muy buena / ";36;98;75;974,4;1020,1;18,9;1,74
03/07/2017;12:00;3;7;Muy buena / Oso ona;11;36;"Muy buena / ";37;97;76;974,8;1102,5;18,3;2,8
03/07/2017;11:00;4;6;Muy buena / Oso ona;11;34;"Muy buena / ";38;124;76;975,3;1046;17,8;2,74
03/07/2017;10:00;5;9;Muy buena / Oso ona;17;32;"Muy buena / ";39;138;80;975,5;943,4;16,5;4,58
03/07/2017;09:00;11;18;Muy buena / Oso ona;35;25;"Muy buena / ";40;138;83;975,8;898,1;15,1;6,17
03/07/2017;08:00;5;12;Muy buena / Oso ona;20;38;"Muy buena / ";43;145;81;975,9;693,2;14,4;7,09
03/07/2017;07:00;1;6;Muy buena / Oso ona;7;50;"Muy buena / ";;141;77;975,8;624,9;14,7;6,23
03/07/2017;06:00;1;7;Muy buena / Oso ona;9;40;"Muy buena / ";;130;80;975,8;295,7;14,4;4,68
03/07/2017;05:00;0;6;Muy buena / Oso ona;6;43;"Muy buena / ";;94;81;975,7;16,5;14,2;3,54
03/07/2017;04:00;0;6;Muy buena / Oso ona;6;41;"Muy buena / ";;87;81;975,8;0;14,7;2,67
03/07/2017;03:00;0;2;Muy buena / Oso ona;2;44;"Muy buena / ";;122;77;976;0;15,4;2,31
03/07/2017;02:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";;124;77;976,4;0;15,7;2,55
03/07/2017;01:00;0;2;Muy buena / Oso ona;2;44;"Muy buena / ";52;151;77;976,8;0;15,9;3,52
02/07/2017;24:00;0;7;Muy buena / Oso ona;7;53;"Muy buena / ";51;162;77;977,1;0;15,7;5,2
02/07/2017;23:00;0;6;Muy buena / Oso ona;6;56;"Muy buena / ";51;161;78;977,4;0;15,3;4,83
02/07/2017;22:00;0;6;Muy buena / Oso ona;6;56;"Muy buena / ";51;148;81;977,5;0;15,1;3,4
02/07/2017;21:00;0;3;Muy buena / Oso ona;3;61;"Buena / ";51;141;81;977,4;0,5;14,7;1,36
02/07/2017;20:00;0;5;Muy buena / Oso ona;5;51;"Muy buena / ";50;65;76;977,3;98,9;15,3;1,12
02/07/2017;19:00;1;9;Muy buena / Oso ona;10;40;"Muy buena / ";50;22;86;977,3;317,3;14,5;2,17
02/07/2017;18:00;1;4;Muy buena / Oso ona;6;47;"Muy buena / ";52;23;91;977,3;393,5;14,1;2,73
02/07/2017;17:00;1;3;Muy buena / Oso ona;4;49;"Muy buena / ";52;25;92;977,3;351,1;14,2;3,95
02/07/2017;16:00;1;2;Muy buena / Oso ona;4;51;"Muy buena / ";52;17;90;977,6;736,5;14,3;3,69
02/07/2017;15:00;1;3;Muy buena / Oso ona;5;52;"Muy buena / ";53;23;89;977,8;813,9;14,3;4,11
02/07/2017;14:00;2;6;Muy buena / Oso ona;10;53;"Muy buena / ";53;16;84;977,9;1097,6;14,8;3,89
02/07/2017;13:00;2;9;Muy buena / Oso ona;12;58;"Muy buena / ";54;9;82;978,2;1062;14,9;3,91
02/07/2017;12:00;3;11;Muy buena / Oso ona;15;53;"Muy buena / ";54;13;86;978,5;944,2;14,8;4,05
02/07/2017;11:00;3;9;Muy buena / Oso ona;13;49;"Muy buena / ";54;15;85;978,7;460,5;14,7;2,95
02/07/2017;10:00;1;5;Muy buena / Oso ona;6;49;"Muy buena / ";55;338;87;978,6;253,2;13,8;2,04
02/07/2017;09:00;0;6;Muy buena / Oso ona;6;49;"Muy buena / ";56;313;90;978,6;124,1;12,8;3,24
02/07/2017;08:00;0;2;Muy buena / Oso ona;2;57;"Muy buena / ";57;313;90;978,5;85,9;12,5;3,43
02/07/2017;07:00;0;2;Muy buena / Oso ona;2;57;"Muy buena / ";56;326;86;978,2;61,9;12,7;4,14
02/07/2017;06:00;0;3;Muy buena / Oso ona;3;57;"Muy buena / ";57;315;86;978;24,3;12,8;4,92
02/07/2017;05:00;0;2;Muy buena / Oso ona;2;57;"Muy buena / ";57;308;89;977,7;1,6;12,3;5,37
02/07/2017;04:00;0;3;Muy buena / Oso ona;3;56;"Muy buena / ";57;302;88;977,5;0;12,4;5,69
02/07/2017;03:00;0;2;Muy buena / Oso ona;2;56;"Muy buena / ";57;305;88;977,5;0;12,5;6,05
02/07/2017;02:00;0;3;Muy buena / Oso ona;3;56;"Muy buena / ";57;309;89;977,7;0;12,5;6,25
02/07/2017;01:00;0;4;Muy buena / Oso ona;4;56;"Muy buena / ";56;305;88;978;0;12,5;6,18
01/07/2017;24:00;0;5;Muy buena / Oso ona;5;55;"Muy buena / ";56;305;87;978,3;0;12,5;6,26
01/07/2017;23:00;0;3;Muy buena / Oso ona;3;58;"Muy buena / ";56;300;87;978,4;0;12,5;6,15
01/07/2017;22:00;0;3;Muy buena / Oso ona;3;58;"Muy buena / ";55;300;87;978,3;0;12,4;5,69
01/07/2017;21:00;0;1;Muy buena / Oso ona;1;58;"Muy buena / ";55;332;89;977,8;0,2;12,6;6,14
01/07/2017;20:00;0;0;Muy buena / Oso ona;0;55;"Muy buena / ";55;343;87;977,5;16,3;12,6;7,96
01/07/2017;19:00;0;2;Muy buena / Oso ona;2;55;"Muy buena / ";55;337;86;977,3;98,4;12,8;7,82
01/07/2017;18:00;0;2;Muy buena / Oso ona;2;55;"Muy buena / ";55;340;84;977,2;132,1;13,1;7,51
01/07/2017;17:00;0;2;Muy buena / Oso ona;3;52;"Muy buena / ";57;348;85;977;618,6;13,5;6,1
01/07/2017;16:00;0;1;Muy buena / Oso ona;1;53;"Muy buena / ";58;342;86;977;222,8;13,1;7,44
01/07/2017;15:00;0;1;Muy buena / Oso ona;1;55;"Muy buena / ";59;339;84;976,9;213,4;12,9;9,76
01/07/2017;14:00;0;2;Muy buena / Oso ona;2;58;"Muy buena / ";59;336;85;976,8;387,7;13;10,23
01/07/2017;13:00;0;3;Muy buena / Oso ona;3;57;"Muy buena / ";60;333;88;976,7;332,6;12,2;9,17
01/07/2017;12:00;1;5;Muy buena / Oso ona;6;56;"Muy buena / ";60;307;92;976,5;289,3;11,4;9,35
01/07/2017;11:00;0;5;Muy buena / Oso ona;5;57;"Muy buena / ";61;311;92;976;93,2;11,3;8,28
01/07/2017;10:00;0;2;Muy buena / Oso ona;2;64;"Buena / ";62;315;85;975,4;83,4;11,9;10,64
01/07/2017;09:00;0;3;Muy buena / Oso ona;3;63;"Buena / ";62;321;88;974,8;90,3;11,4;11,88
01/07/2017;08:00;0;4;Muy buena / Oso ona;4;60;"Muy buena / ";63;309;90;974,2;43;11,3;11,17
01/07/2017;07:00;0;3;Muy buena / Oso ona;3;59;"Muy buena / ";63;311;92;973,6;27,4;10,9;10,94
01/07/2017;06:00;0;2;Muy buena / Oso ona;2;61;"Buena / ";65;309;90;973,1;5,4;11;11,31
01/07/2017;05:00;0;2;Muy buena / Oso ona;2;63;"Buena / ";66;301;91;972,6;0,6;10,8;11,41
01/07/2017;04:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";67;308;91;972,4;0;10,7;11,5
01/07/2017;03:00;0;2;Muy buena / Oso ona;2;63;"Buena / ";69;313;94;972,2;0;10,7;10,73
01/07/2017;02:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";69;314;93;972,2;0;10,6;10,41
01/07/2017;01:00;0;1;Muy buena / Oso ona;1;67;"Buena / ";70;308;88;972,2;0;11,3;11,89
30/06/2017;24:00;0;2;Muy buena / Oso ona;2;67;"Buena / ";71;309;88;972,2;0;11,4;10,84
30/06/2017;23:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";71;311;92;972,1;0;10,8;11,32
30/06/2017;22:00;0;2;Muy buena / Oso ona;2;69;"Buena / ";71;299;87;972;0;11,2;10,47
30/06/2017;21:00;0;4;Muy buena / Oso ona;4;71;"Buena / ";71;304;90;971,5;0,1;11;11,51
30/06/2017;20:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";71;303;84;971;6,9;11,9;10,7
30/06/2017;19:00;0;4;Muy buena / Oso ona;4;71;"Buena / ";70;307;84;970,7;93,1;12;11,87
30/06/2017;18:00;0;3;Muy buena / Oso ona;3;72;"Buena / ";70;313;87;970,2;54,3;11,4;14,57
30/06/2017;17:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";69;301;80;969,7;176,2;12,3;12,04
30/06/2017;16:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";68;305;81;969,3;135,9;12,5;12,8
30/06/2017;15:00;0;4;Muy buena / Oso ona;4;71;"Buena / ";67;301;82;968,9;269,8;12,4;12,89
30/06/2017;14:00;0;4;Muy buena / Oso ona;4;70;"Buena / ";65;303;82;968,5;380,4;12,7;12,76
30/06/2017;13:00;0;4;Muy buena / Oso ona;4;68;"Buena / ";63;304;87;968,1;233,4;11,9;12,97
30/06/2017;12:00;0;5;Muy buena / Oso ona;5;67;"Buena / ";62;302;90;967,6;169,9;11,8;11,74
30/06/2017;11:00;0;4;Muy buena / Oso ona;5;65;"Buena / ";61;305;89;967;163,5;12,4;11,42
30/06/2017;10:00;1;4;Muy buena / Oso ona;5;65;"Buena / ";61;299;88;966,2;223,4;12,7;10,7
30/06/2017;09:00;1;5;Muy buena / Oso ona;6;63;"Buena / ";62;294;87;965,8;284;12,7;9,37
30/06/2017;08:00;0;5;Muy buena / Oso ona;5;65;"Buena / ";63;293;88;965;112,5;12,3;10,83
30/06/2017;07:00;1;12;Muy buena / Oso ona;13;54;"Muy buena / ";;289;90;964,2;20,5;11,6;9,42
30/06/2017;06:00;0;8;Muy buena / Oso ona;8;56;"Muy buena / ";;274;87;963,5;8,4;11,2;8,15
30/06/2017;05:00;0;13;Muy buena / Oso ona;13;;"Sin datos / ";;274;85;963,1;0,5;11,2;7,04
30/06/2017;04:00;0;8;Muy buena / Oso ona;8;61;"Buena / ";70;285;81;962,7;0;11,3;8,99
30/06/2017;03:00;0;12;Muy buena / Oso ona;12;61;"Buena / ";71;277;76;962,8;0;11,8;6,95
30/06/2017;02:00;0;7;Muy buena / Oso ona;7;71;"Buena / ";73;283;65;962,6;0;13,2;9,11
30/06/2017;01:00;0;7;Muy buena / Oso ona;7;71;"Buena / ";73;287;67;962,9;0;13;9,05
29/06/2017;24:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";73;288;70;963;0;12,8;10,54
29/06/2017;23:00;0;5;Muy buena / Oso ona;5;69;"Buena / ";73;290;72;962,9;0;12,8;9,83
29/06/2017;22:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";72;292;73;962,7;0;12,7;11,61
29/06/2017;21:00;0;4;Muy buena / Oso ona;4;74;"Buena / ";72;303;76;962,2;0,2;12,8;10,84
29/06/2017;20:00;0;4;Muy buena / Oso ona;4;76;"Buena / ";71;304;72;961,7;49,9;13,2;12,01
29/06/2017;19:00;0;4;Muy buena / Oso ona;4;74;"Buena / ";71;303;70;961,5;245,5;13,8;12,46
29/06/2017;18:00;0;4;Muy buena / Oso ona;4;71;"Buena / ";70;307;70;961,2;387,6;14,2;11,3
29/06/2017;17:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";69;311;68;961,1;611,5;14,7;11,74
29/06/2017;16:00;0;4;Muy buena / Oso ona;4;70;"Buena / ";67;308;63;960,9;968,2;15,1;11,52
29/06/2017;15:00;0;4;Muy buena / Oso ona;4;66;"Buena / ";67;311;62;960,8;1215,9;15,1;12,58
29/06/2017;14:00;0;4;Muy buena / Oso ona;4;68;"Buena / ";66;316;67;960,8;961,9;14,8;12,11
29/06/2017;13:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";65;318;66;960,9;1022,5;14,7;11,83
29/06/2017;12:00;0;3;Muy buena / Oso ona;3;71;"Buena / ";64;325;68;960,9;857,5;14,6;10,3
29/06/2017;11:00;1;4;Muy buena / Oso ona;5;65;"Buena / ";63;309;67;960,9;446,1;14,1;8,68
29/06/2017;10:00;1;4;Muy buena / Oso ona;5;65;"Buena / ";62;298;64;960,6;438,5;14;11,21
29/06/2017;09:00;1;5;Muy buena / Oso ona;6;61;"Buena / ";63;298;69;960,6;278,9;13,3;10,02
29/06/2017;08:00;0;6;Muy buena / Oso ona;6;63;"Buena / ";64;292;70;960,5;62,7;12,7;11,38
29/06/2017;07:00;0;7;Muy buena / Oso ona;7;59;"Muy buena / ";;293;70;960,2;58,6;12,8;10,69
29/06/2017;06:00;0;6;Muy buena / Oso ona;6;;"Sin datos / ";;292;70;960;42,3;12,8;11,29
29/06/2017;05:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";67;295;70;960;6;12,9;11,35
29/06/2017;04:00;0;4;Muy buena / Oso ona;4;62;"Buena / ";68;293;70;959,9;0;13;11,92
29/06/2017;03:00;0;4;Muy buena / Oso ona;4;64;"Buena / ";68;293;71;960,2;0;13,1;11,18
29/06/2017;02:00;0;4;Muy buena / Oso ona;4;66;"Buena / ";69;294;73;960,3;0;13,1;12,54
29/06/2017;01:00;0;3;Muy buena / Oso ona;3;69;"Buena / ";70;296;75;960,5;0;12,9;12,36
28/06/2017;24:00;0;2;Muy buena / Oso ona;2;69;"Buena / ";70;297;76;960,4;0;12,8;15,75
28/06/2017;23:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";70;300;76;960,4;0;13,1;14,51
28/06/2017;22:00;0;2;Muy buena / Oso ona;2;72;"Buena / ";70;300;74;960,2;0;13,4;16,85
28/06/2017;21:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";68;301;78;959,7;0,2;13,5;16,18
28/06/2017;20:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";66;299;77;958,7;7,5;13,8;16,95
28/06/2017;19:00;0;2;Muy buena / Oso ona;2;70;"Buena / ";64;302;75;957,3;52,8;14,6;20,49
28/06/2017;18:00;0;4;Muy buena / Oso ona;4;70;"Buena / ";62;299;73;956,6;130,1;15,2;19,86
28/06/2017;17:00;0;4;Muy buena / Oso ona;4;68;"Buena / ";59;301;75;956;437,2;15,5;18,81
28/06/2017;16:00;0;3;Muy buena / Oso ona;4;71;"Buena / ";57;312;74;955,8;528,3;16,2;19,28
28/06/2017;15:00;0;2;Muy buena / Oso ona;2;73;"Buena / ";54;323;78;955,5;812,7;16,7;13,24
28/06/2017;14:00;1;4;Muy buena / Oso ona;6;57;"Muy buena / ";50;346;80;955,6;940,2;16,7;7,02
28/06/2017;13:00;3;8;Muy buena / Oso ona;12;50;"Muy buena / ";49;15;78;955,7;810,9;16,9;4,11
28/06/2017;12:00;1;5;Muy buena / Oso ona;7;50;"Muy buena / ";49;26;80;956,2;1044,3;16,3;3,51
28/06/2017;11:00;0;2;Muy buena / Oso ona;3;54;"Muy buena / ";49;355;88;956,4;986,4;15,5;5,74
28/06/2017;10:00;1;6;Muy buena / Oso ona;7;46;"Muy buena / ";49;344;81;956;245,4;16,7;8,8
28/06/2017;09:00;1;3;Muy buena / Oso ona;4;51;"Muy buena / ";50;258;69;955,1;805,2;18,7;8,55
28/06/2017;08:00;1;3;Muy buena / Oso ona;4;47;"Muy buena / ";48;245;72;954,2;325,4;17,6;13,78
28/06/2017;07:00;1;7;Muy buena / Oso ona;9;44;"Muy buena / ";48;235;74;954,2;478,7;17;11,42
28/06/2017;06:00;0;6;Muy buena / Oso ona;6;49;"Muy buena / ";50;232;76;955,1;174;16,5;9,52
28/06/2017;05:00;0;5;Muy buena / Oso ona;5;52;"Muy buena / ";51;227;76;956,1;4,5;16,3;6,93
28/06/2017;04:00;0;2;Muy buena / Oso ona;2;51;"Muy buena / ";52;241;80;956,7;0;15,9;6,07
28/06/2017;03:00;0;3;Muy buena / Oso ona;3;52;"Muy buena / ";54;253;83;957,4;0;15,8;5,81
28/06/2017;02:00;0;3;Muy buena / Oso ona;3;50;"Muy buena / ";55;259;87;958,2;0;15,5;6,63
28/06/2017;01:00;1;16;Muy buena / Oso ona;16;36;"Muy buena / ";56;273;91;959;0;15;5,34
27/06/2017;24:00;0;3;Muy buena / Oso ona;3;50;"Muy buena / ";59;293;90;959,6;0;15;9,04
27/06/2017;23:00;0;6;Muy buena / Oso ona;6;59;"Muy buena / ";59;293;87;959,8;0;15,8;6,69
27/06/2017;22:00;0;16;Muy buena / Oso ona;16;54;"Muy buena / ";59;286;88;959,9;0;15,8;5,4
27/06/2017;21:00;0;9;Muy buena / Oso ona;9;64;"Buena / ";59;307;85;959,8;0,1;16,1;5,81
27/06/2017;20:00;0;6;Muy buena / Oso ona;6;64;"Buena / ";57;314;84;959,3;12,1;16,5;5,56
27/06/2017;19:00;1;4;Muy buena / Oso ona;5;58;"Muy buena / ";56;315;82;959,2;272,8;17,1;3,99
27/06/2017;18:00;1;3;Muy buena / Oso ona;4;54;"Muy buena / ";52;321;87;959,8;298,4;16,5;3,73
27/06/2017;17:00;1;3;Muy buena / Oso ona;5;60;"Muy buena / ";46;315;88;959,9;400,6;16,6;4,19
27/06/2017;16:00;1;4;Muy buena / Oso ona;5;61;"Buena / ";40;311;94;960,1;187,2;15,4;4,93
27/06/2017;15:00;0;6;Muy buena / Oso ona;6;57;"Muy buena / ";34;321;97;960;139,5;14,7;4,94
27/06/2017;14:00;1;6;Muy buena / Oso ona;7;50;"Muy buena / ";29;318;96;960,4;76,4;15,3;9,39
27/06/2017;13:00;0;8;Muy buena / Oso ona;8;53;"Muy buena / ";25;313;92;960,4;52;15,5;7,62
27/06/2017;12:00;1;4;Muy buena / Oso ona;5;52;"Muy buena / ";23;338;92;960,2;131,9;15,5;7,84
27/06/2017;11:00;11;20;Muy buena / Oso ona;37;25;"Muy buena / ";20;2;92;959,9;140,9;16,1;5,23
27/06/2017;10:00;27;36;Muy buena / Oso ona;77;12;"Muy buena / ";22;354;87;959,8;212,1;17,4;1,24
27/06/2017;09:00;22;33;Muy buena / Oso ona;66;11;"Muy buena / ";24;249;91;959,9;143,6;16,5;0,85
27/06/2017;08:00;18;30;Muy buena / Oso ona;58;13;"Muy buena / ";26;206;89;960,1;66,3;16,4;1,07
27/06/2017;07:00;8;30;Muy buena / Oso ona;42;14;"Muy buena / ";28;188;90;959,6;24,8;16;2,57
27/06/2017;06:00;3;25;Muy buena / Oso ona;28;21;"Muy buena / ";34;180;86;959,7;17,7;15,9;1,1
27/06/2017;05:00;1;12;Muy buena / Oso ona;13;33;"Muy buena / ";38;109;88;959,7;1,5;15,7;0,56
27/06/2017;04:00;0;12;Muy buena / Oso ona;13;33;"Muy buena / ";41;159;89;960,1;0;15,7;0,68
27/06/2017;03:00;0;11;Muy buena / Oso ona;11;36;"Muy buena / ";44;354;88;960,6;0;15,9;0,42
27/06/2017;02:00;1;17;Muy buena / Oso ona;18;30;"Muy buena / ";46;1;93;961,1;0;15,9;1,22
27/06/2017;01:00;1;25;Muy buena / Oso ona;26;23;"Muy buena / ";50;179;91;961,5;0;16,3;0,46
26/06/2017;24:00;1;25;Muy buena / Oso ona;26;28;"Muy buena / ";53;112;87;962;0;16,8;0,88
26/06/2017;23:00;0;13;Muy buena / Oso ona;13;46;"Muy buena / ";55;61;81;962,4;0;17;0,75
26/06/2017;22:00;0;4;Muy buena / Oso ona;4;59;"Muy buena / ";55;306;80;962,4;0;17,3;1,23
26/06/2017;21:00;0;5;Muy buena / Oso ona;5;56;"Muy buena / ";55;290;82;962,5;0,2;17,3;4,65
26/06/2017;20:00;0;5;Muy buena / Oso ona;5;56;"Muy buena / ";55;307;87;962,3;42,6;17,5;6,25
26/06/2017;19:00;0;2;Muy buena / Oso ona;2;56;"Muy buena / ";52;316;86;962,4;311,3;17,7;7,04
26/06/2017;18:00;0;2;Muy buena / Oso ona;3;54;"Muy buena / ";50;327;85;962,3;413,6;18,1;7,04
26/06/2017;17:00;1;2;Muy buena / Oso ona;4;52;"Muy buena / ";48;310;86;962,2;516,1;18,3;8,36
26/06/2017;16:00;1;3;Muy buena / Oso ona;4;52;"Muy buena / ";47;314;89;962;434,6;18,2;8,93
26/06/2017;15:00;1;2;Muy buena / Oso ona;4;55;"Muy buena / ";46;310;89;961,9;550,3;18,3;9,09
26/06/2017;14:00;0;3;Muy buena / Oso ona;4;61;"Buena / ";45;308;87;961,9;110,1;18,3;9,57
26/06/2017;13:00;;;Sin datos / Daturik gabe;;52;"Muy buena / ";46;357;86;961,8;464,8;18,8;3,07
26/06/2017;12:00;2;4;Muy buena / Oso ona;7;52;"Muy buena / ";46;360;88;961,7;536,4;18,4;4,09
26/06/2017;11:00;8;19;Muy buena / Oso ona;32;31;"Muy buena / ";47;5;90;961,2;577,7;18,1;5,1
26/06/2017;10:00;6;16;Muy buena / Oso ona;26;38;"Muy buena / ";49;310;82;960,7;845,4;19,4;0,99
26/06/2017;09:00;5;14;Muy buena / Oso ona;21;;"Sin datos / ";49;228;77;960,2;879,8;19,9;3,57
26/06/2017;08:00;6;14;Muy buena / Oso ona;22;41;"Muy buena / ";48;239;78;960,2;645,5;19,5;3,39
26/06/2017;07:00;2;10;Muy buena / Oso ona;13;49;"Muy buena / ";48;202;75;960,2;173,9;20;4,57
26/06/2017;06:00;0;6;Muy buena / Oso ona;6;61;"Buena / ";46;207;73;959,9;132,3;20,6;5,58
26/06/2017;05:00;0;5;Muy buena / Oso ona;5;60;"Muy buena / ";43;230;75;959,9;3,3;20,2;3,73
26/06/2017;04:00;0;7;Muy buena / Oso ona;7;51;"Muy buena / ";41;199;80;960,4;0;19,7;1,94
26/06/2017;03:00;0;7;Muy buena / Oso ona;7;43;"Muy buena / ";41;152;96;961,2;0;17,2;4,16
26/06/2017;02:00;0;3;Muy buena / Oso ona;3;43;"Muy buena / ";40;124;97;961,8;0;17,1;3,38
26/06/2017;01:00;0;2;Muy buena / Oso ona;2;38;"Muy buena / ";41;84;95;962;0;17,1;3,03
25/06/2017;24:00;0;5;Muy buena / Oso ona;5;37;"Muy buena / ";41;101;95;962,7;0;17;3,56
25/06/2017;23:00;0;6;Muy buena / Oso ona;6;39;"Muy buena / ";41;111;93;963,5;0;17,2;4,03
