Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
20/05/2017;21:00;;;Sin datos / Daturik gabe;14;11;Muy buena / Oso ona;14;Muy buena / Oso ona
20/05/2017;20:00;;;Sin datos / Daturik gabe;12;13;Muy buena / Oso ona;13;Muy buena / Oso ona
20/05/2017;19:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona;11;Muy buena / Oso ona
20/05/2017;18:00;;;Sin datos / Daturik gabe;9;13;Muy buena / Oso ona;6;Muy buena / Oso ona
20/05/2017;17:00;;;Sin datos / Daturik gabe;5;10;Muy buena / Oso ona;3;Muy buena / Oso ona
20/05/2017;16:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;2;Muy buena / Oso ona
20/05/2017;15:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;0;Muy buena / Oso ona
20/05/2017;14:00;;;Sin datos / Daturik gabe;4;9;Muy buena / Oso ona;2;Muy buena / Oso ona
20/05/2017;13:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;0;Muy buena / Oso ona
20/05/2017;12:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;1;Muy buena / Oso ona
20/05/2017;11:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;5;Muy buena / Oso ona
20/05/2017;10:00;;;Sin datos / Daturik gabe;7;11;Muy buena / Oso ona;9;Muy buena / Oso ona
20/05/2017;09:00;7;22;Muy buena / Oso ona;33;20;Muy buena / Oso ona;12;Muy buena / Oso ona
20/05/2017;08:00;14;28;Muy buena / Oso ona;50;20;Muy buena / Oso ona;11;Muy buena / Oso ona
20/05/2017;07:00;16;27;Muy buena / Oso ona;51;18;Muy buena / Oso ona;12;Muy buena / Oso ona
20/05/2017;06:00;;;Sin datos / Daturik gabe;18;12;Muy buena / Oso ona;8;Muy buena / Oso ona
20/05/2017;05:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;6;Muy buena / Oso ona
20/05/2017;04:00;;;Sin datos / Daturik gabe;9;9;Muy buena / Oso ona;6;Muy buena / Oso ona
20/05/2017;03:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;6;Muy buena / Oso ona
20/05/2017;02:00;;;Sin datos / Daturik gabe;10;9;Muy buena / Oso ona;8;Muy buena / Oso ona
20/05/2017;01:00;;;Sin datos / Daturik gabe;7;10;Muy buena / Oso ona;6;Muy buena / Oso ona
19/05/2017;24:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;4;Muy buena / Oso ona
19/05/2017;23:00;;;Sin datos / Daturik gabe;10;10;Muy buena / Oso ona;7;Muy buena / Oso ona
19/05/2017;22:00;;;Sin datos / Daturik gabe;12;13;Muy buena / Oso ona;9;Muy buena / Oso ona
19/05/2017;21:00;;;Sin datos / Daturik gabe;19;16;Muy buena / Oso ona;7;Muy buena / Oso ona
19/05/2017;20:00;;;Sin datos / Daturik gabe;15;17;Muy buena / Oso ona;7;Muy buena / Oso ona
19/05/2017;19:00;;;Sin datos / Daturik gabe;14;16;Muy buena / Oso ona;6;Muy buena / Oso ona
19/05/2017;18:00;1;13;Muy buena / Oso ona;15;17;Muy buena / Oso ona;9;Muy buena / Oso ona
19/05/2017;17:00;1;12;Muy buena / Oso ona;14;15;Muy buena / Oso ona;10;Muy buena / Oso ona
19/05/2017;16:00;1;12;Muy buena / Oso ona;14;16;Muy buena / Oso ona;8;Muy buena / Oso ona
19/05/2017;15:00;;;Sin datos / Daturik gabe;12;13;Muy buena / Oso ona;3;Muy buena / Oso ona
19/05/2017;14:00;;;Sin datos / Daturik gabe;8;9;Muy buena / Oso ona;0;Muy buena / Oso ona
19/05/2017;13:00;;;Sin datos / Daturik gabe;7;6;Muy buena / Oso ona;0;Muy buena / Oso ona
19/05/2017;12:00;;;Sin datos / Daturik gabe;7;6;Muy buena / Oso ona;2;Muy buena / Oso ona
19/05/2017;11:00;;;Sin datos / Daturik gabe;7;6;Muy buena / Oso ona;0;Muy buena / Oso ona
19/05/2017;10:00;;;Sin datos / Daturik gabe;8;4;Muy buena / Oso ona;1;Muy buena / Oso ona
19/05/2017;09:00;;;Sin datos / Daturik gabe;12;6;Muy buena / Oso ona;4;Muy buena / Oso ona
19/05/2017;08:00;8;25;Muy buena / Oso ona;37;12;Muy buena / Oso ona;9;Muy buena / Oso ona
19/05/2017;07:00;10;30;Muy buena / Oso ona;45;13;Muy buena / Oso ona;6;Muy buena / Oso ona
19/05/2017;06:00;6;27;Muy buena / Oso ona;36;12;Muy buena / Oso ona;6;Muy buena / Oso ona
19/05/2017;05:00;;;Sin datos / Daturik gabe;24;7;Muy buena / Oso ona;2;Muy buena / Oso ona
19/05/2017;04:00;;;Sin datos / Daturik gabe;11;5;Muy buena / Oso ona;3;Muy buena / Oso ona
19/05/2017;03:00;;;Sin datos / Daturik gabe;4;5;Muy buena / Oso ona;4;Muy buena / Oso ona
19/05/2017;02:00;;;Sin datos / Daturik gabe;2;8;Muy buena / Oso ona;2;Muy buena / Oso ona
19/05/2017;01:00;;;Sin datos / Daturik gabe;2;5;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;24:00;;;Sin datos / Daturik gabe;3;3;Muy buena / Oso ona;2;Muy buena / Oso ona
18/05/2017;23:00;;;Sin datos / Daturik gabe;7;7;Muy buena / Oso ona;6;Muy buena / Oso ona
18/05/2017;22:00;;;Sin datos / Daturik gabe;8;8;Muy buena / Oso ona;5;Muy buena / Oso ona
18/05/2017;21:00;;;Sin datos / Daturik gabe;12;9;Muy buena / Oso ona;3;Muy buena / Oso ona
18/05/2017;20:00;;;Sin datos / Daturik gabe;14;5;Muy buena / Oso ona;6;Muy buena / Oso ona
18/05/2017;19:00;;;Sin datos / Daturik gabe;14;12;Muy buena / Oso ona;6;Muy buena / Oso ona
18/05/2017;18:00;1;14;Muy buena / Oso ona;16;14;Muy buena / Oso ona;4;Muy buena / Oso ona
18/05/2017;17:00;1;14;Muy buena / Oso ona;17;16;Muy buena / Oso ona;3;Muy buena / Oso ona
18/05/2017;16:00;1;10;Muy buena / Oso ona;12;10;Muy buena / Oso ona;4;Muy buena / Oso ona
18/05/2017;15:00;1;16;Muy buena / Oso ona;17;13;Muy buena / Oso ona;1;Muy buena / Oso ona
18/05/2017;14:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;3;Muy buena / Oso ona
18/05/2017;13:00;1;10;Muy buena / Oso ona;12;6;Muy buena / Oso ona;2;Muy buena / Oso ona
18/05/2017;12:00;1;20;Muy buena / Oso ona;21;5;Muy buena / Oso ona;3;Muy buena / Oso ona
18/05/2017;11:00;1;16;Muy buena / Oso ona;17;5;Muy buena / Oso ona;3;Muy buena / Oso ona
18/05/2017;10:00;;;Sin datos / Daturik gabe;20;4;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;09:00;;;Sin datos / Daturik gabe;16;4;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;08:00;;;Sin datos / Daturik gabe;20;3;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;07:00;;;Sin datos / Daturik gabe;20;4;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;06:00;;;Sin datos / Daturik gabe;12;3;Muy buena / Oso ona;0;Muy buena / Oso ona
18/05/2017;05:00;;;Sin datos / Daturik gabe;9;3;Muy buena / Oso ona;2;Muy buena / Oso ona
18/05/2017;04:00;;;Sin datos / Daturik gabe;6;3;Muy buena / Oso ona;2;Muy buena / Oso ona
18/05/2017;03:00;;;Sin datos / Daturik gabe;5;3;Muy buena / Oso ona;4;Muy buena / Oso ona
18/05/2017;02:00;;;Sin datos / Daturik gabe;7;7;Muy buena / Oso ona;2;Muy buena / Oso ona
18/05/2017;01:00;;;Sin datos / Daturik gabe;5;4;Muy buena / Oso ona;4;Muy buena / Oso ona
17/05/2017;24:00;;;Sin datos / Daturik gabe;13;12;Muy buena / Oso ona;9;Muy buena / Oso ona
17/05/2017;23:00;;;Sin datos / Daturik gabe;15;12;Muy buena / Oso ona;11;Muy buena / Oso ona
17/05/2017;22:00;;;Sin datos / Daturik gabe;19;14;Muy buena / Oso ona;10;Muy buena / Oso ona
17/05/2017;21:00;;;Sin datos / Daturik gabe;24;13;Muy buena / Oso ona;10;Muy buena / Oso ona
17/05/2017;20:00;;;Sin datos / Daturik gabe;21;10;Muy buena / Oso ona;11;Muy buena / Oso ona
17/05/2017;19:00;;;Sin datos / Daturik gabe;25;14;Muy buena / Oso ona;15;Muy buena / Oso ona
17/05/2017;18:00;;;Sin datos / Daturik gabe;23;20;Muy buena / Oso ona;15;Muy buena / Oso ona
17/05/2017;17:00;;;Sin datos / Daturik gabe;25;22;Muy buena / Oso ona;16;Muy buena / Oso ona
17/05/2017;16:00;1;23;Muy buena / Oso ona;24;21;Muy buena / Oso ona;20;Muy buena / Oso ona
17/05/2017;15:00;1;23;Muy buena / Oso ona;26;27;Muy buena / Oso ona;21;Muy buena / Oso ona
17/05/2017;14:00;3;20;Muy buena / Oso ona;21;36;Muy buena / Oso ona;6;Muy buena / Oso ona
17/05/2017;13:00;;;Sin datos / Daturik gabe;8;13;Muy buena / Oso ona;4;Muy buena / Oso ona
17/05/2017;12:00;;;Sin datos / Daturik gabe;14;13;Muy buena / Oso ona;4;Muy buena / Oso ona
17/05/2017;11:00;;;Sin datos / Daturik gabe;11;12;Muy buena / Oso ona;1;Muy buena / Oso ona
17/05/2017;10:00;;;Sin datos / Daturik gabe;18;12;Muy buena / Oso ona;3;Muy buena / Oso ona
17/05/2017;09:00;10;56;Muy buena / Oso ona;71;19;Muy buena / Oso ona;16;Muy buena / Oso ona
17/05/2017;08:00;32;75;Muy buena / Oso ona;124;36;Muy buena / Oso ona;17;Muy buena / Oso ona
17/05/2017;07:00;19;67;Muy buena / Oso ona;95;28;Muy buena / Oso ona;13;Muy buena / Oso ona
17/05/2017;06:00;;;Sin datos / Daturik gabe;28;19;Muy buena / Oso ona;13;Muy buena / Oso ona
17/05/2017;05:00;;;Sin datos / Daturik gabe;17;15;Muy buena / Oso ona;12;Muy buena / Oso ona
17/05/2017;04:00;;;Sin datos / Daturik gabe;14;15;Muy buena / Oso ona;12;Muy buena / Oso ona
17/05/2017;03:00;;;Sin datos / Daturik gabe;6;13;Muy buena / Oso ona;10;Muy buena / Oso ona
17/05/2017;02:00;;;Sin datos / Daturik gabe;9;17;Muy buena / Oso ona;8;Muy buena / Oso ona
17/05/2017;01:00;;;Sin datos / Daturik gabe;10;12;Muy buena / Oso ona;10;Muy buena / Oso ona
16/05/2017;24:00;;;Sin datos / Daturik gabe;9;15;Muy buena / Oso ona;11;Muy buena / Oso ona
16/05/2017;23:00;;;Sin datos / Daturik gabe;8;12;Muy buena / Oso ona;9;Muy buena / Oso ona
16/05/2017;22:00;;;Sin datos / Daturik gabe;12;13;Muy buena / Oso ona;15;Muy buena / Oso ona
16/05/2017;21:00;;;Sin datos / Daturik gabe;19;19;Muy buena / Oso ona;19;Muy buena / Oso ona
16/05/2017;20:00;;;Sin datos / Daturik gabe;22;28;Muy buena / Oso ona;21;Muy buena / Oso ona
16/05/2017;19:00;;;Sin datos / Daturik gabe;12;28;Muy buena / Oso ona;11;Muy buena / Oso ona
16/05/2017;18:00;;;Sin datos / Daturik gabe;9;17;Muy buena / Oso ona;6;Muy buena / Oso ona
16/05/2017;17:00;;;Sin datos / Daturik gabe;8;17;Muy buena / Oso ona;4;Muy buena / Oso ona
16/05/2017;16:00;;;Sin datos / Daturik gabe;6;16;Muy buena / Oso ona;4;Muy buena / Oso ona
16/05/2017;15:00;;;Sin datos / Daturik gabe;7;14;Muy buena / Oso ona;5;Muy buena / Oso ona
16/05/2017;14:00;;;Sin datos / Daturik gabe;7;14;Muy buena / Oso ona;3;Muy buena / Oso ona
16/05/2017;13:00;;;Sin datos / Daturik gabe;10;16;Muy buena / Oso ona;1;Muy buena / Oso ona
16/05/2017;12:00;;;Sin datos / Daturik gabe;13;16;Muy buena / Oso ona;3;Muy buena / Oso ona
16/05/2017;11:00;;;Sin datos / Daturik gabe;14;16;Muy buena / Oso ona;7;Muy buena / Oso ona
16/05/2017;10:00;4;25;Muy buena / Oso ona;30;26;Muy buena / Oso ona;14;Muy buena / Oso ona
16/05/2017;09:00;28;55;Muy buena / Oso ona;97;45;Buena / Ona;18;Muy buena / Oso ona
16/05/2017;08:00;32;47;Muy buena / Oso ona;96;36;Muy buena / Oso ona;13;Muy buena / Oso ona
16/05/2017;07:00;18;42;Muy buena / Oso ona;70;23;Muy buena / Oso ona;13;Muy buena / Oso ona
16/05/2017;06:00;12;44;Muy buena / Oso ona;61;23;Muy buena / Oso ona;14;Muy buena / Oso ona
16/05/2017;05:00;;;Sin datos / Daturik gabe;31;14;Muy buena / Oso ona;9;Muy buena / Oso ona
16/05/2017;04:00;;;Sin datos / Daturik gabe;12;11;Muy buena / Oso ona;8;Muy buena / Oso ona
16/05/2017;03:00;;;Sin datos / Daturik gabe;7;10;Muy buena / Oso ona;8;Muy buena / Oso ona
16/05/2017;02:00;;;Sin datos / Daturik gabe;8;11;Muy buena / Oso ona;5;Muy buena / Oso ona
16/05/2017;01:00;;;Sin datos / Daturik gabe;9;10;Muy buena / Oso ona;6;Muy buena / Oso ona
15/05/2017;24:00;;;Sin datos / Daturik gabe;11;12;Muy buena / Oso ona;9;Muy buena / Oso ona
15/05/2017;23:00;;;Sin datos / Daturik gabe;16;15;Muy buena / Oso ona;13;Muy buena / Oso ona
15/05/2017;22:00;;;Sin datos / Daturik gabe;18;20;Muy buena / Oso ona;14;Muy buena / Oso ona
15/05/2017;21:00;;;Sin datos / Daturik gabe;18;16;Muy buena / Oso ona;15;Muy buena / Oso ona
15/05/2017;20:00;;;Sin datos / Daturik gabe;19;16;Muy buena / Oso ona;14;Muy buena / Oso ona
15/05/2017;19:00;;;Sin datos / Daturik gabe;18;24;Muy buena / Oso ona;10;Muy buena / Oso ona
15/05/2017;18:00;;;Sin datos / Daturik gabe;10;24;Muy buena / Oso ona;4;Muy buena / Oso ona
15/05/2017;17:00;;;Sin datos / Daturik gabe;5;11;Muy buena / Oso ona;2;Muy buena / Oso ona
15/05/2017;16:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;2;Muy buena / Oso ona
15/05/2017;15:00;;;Sin datos / Daturik gabe;4;7;Muy buena / Oso ona;1;Muy buena / Oso ona
15/05/2017;14:00;;;Sin datos / Daturik gabe;3;6;Muy buena / Oso ona;0;Muy buena / Oso ona
15/05/2017;13:00;;;Sin datos / Daturik gabe;4;9;Muy buena / Oso ona;1;Muy buena / Oso ona
15/05/2017;12:00;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
15/05/2017;11:00;;;Sin datos / Daturik gabe;4;7;Muy buena / Oso ona;1;Muy buena / Oso ona
15/05/2017;10:00;6;27;Muy buena / Oso ona;36;12;Muy buena / Oso ona;10;Muy buena / Oso ona
15/05/2017;09:00;7;32;Muy buena / Oso ona;43;15;Muy buena / Oso ona;9;Muy buena / Oso ona
15/05/2017;08:00;16;42;Muy buena / Oso ona;66;16;Muy buena / Oso ona;10;Muy buena / Oso ona
15/05/2017;07:00;15;40;Muy buena / Oso ona;62;19;Muy buena / Oso ona;9;Muy buena / Oso ona
15/05/2017;06:00;9;38;Muy buena / Oso ona;51;13;Muy buena / Oso ona;7;Muy buena / Oso ona
15/05/2017;05:00;3;35;Muy buena / Oso ona;36;10;Muy buena / Oso ona;6;Muy buena / Oso ona
15/05/2017;04:00;;;Sin datos / Daturik gabe;9;7;Muy buena / Oso ona;3;Muy buena / Oso ona
15/05/2017;03:00;;;Sin datos / Daturik gabe;8;6;Muy buena / Oso ona;6;Muy buena / Oso ona
15/05/2017;02:00;;;Sin datos / Daturik gabe;8;6;Muy buena / Oso ona;7;Muy buena / Oso ona
15/05/2017;01:00;;;Sin datos / Daturik gabe;6;7;Muy buena / Oso ona;3;Muy buena / Oso ona
14/05/2017;24:00;;;Sin datos / Daturik gabe;5;7;Muy buena / Oso ona;5;Muy buena / Oso ona
14/05/2017;23:00;;;Sin datos / Daturik gabe;10;8;Muy buena / Oso ona;7;Muy buena / Oso ona
14/05/2017;22:00;;;Sin datos / Daturik gabe;20;8;Muy buena / Oso ona;10;Muy buena / Oso ona
14/05/2017;21:00;;;Sin datos / Daturik gabe;18;13;Muy buena / Oso ona;12;Muy buena / Oso ona
14/05/2017;20:00;;;Sin datos / Daturik gabe;14;14;Muy buena / Oso ona;7;Muy buena / Oso ona
14/05/2017;19:00;;;Sin datos / Daturik gabe;9;9;Muy buena / Oso ona;3;Muy buena / Oso ona
14/05/2017;18:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;1;Muy buena / Oso ona
14/05/2017;17:00;;;Sin datos / Daturik gabe;4;6;Muy buena / Oso ona;2;Muy buena / Oso ona
14/05/2017;16:00;;;Sin datos / Daturik gabe;3;5;Muy buena / Oso ona;1;Muy buena / Oso ona
14/05/2017;15:00;;;Sin datos / Daturik gabe;3;4;Muy buena / Oso ona;0;Muy buena / Oso ona
14/05/2017;14:00;;;Sin datos / Daturik gabe;3;6;Muy buena / Oso ona;1;Muy buena / Oso ona
14/05/2017;13:00;;;Sin datos / Daturik gabe;3;7;Muy buena / Oso ona;0;Muy buena / Oso ona
14/05/2017;12:00;;;Sin datos / Daturik gabe;4;6;Muy buena / Oso ona;0;Muy buena / Oso ona
14/05/2017;11:00;;;Sin datos / Daturik gabe;3;7;Muy buena / Oso ona;2;Muy buena / Oso ona
14/05/2017;10:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;3;Muy buena / Oso ona
14/05/2017;09:00;;;Sin datos / Daturik gabe;3;8;Muy buena / Oso ona;3;Muy buena / Oso ona
14/05/2017;08:00;;;Sin datos / Daturik gabe;3;8;Muy buena / Oso ona;4;Muy buena / Oso ona
14/05/2017;07:00;;;Sin datos / Daturik gabe;3;9;Muy buena / Oso ona;3;Muy buena / Oso ona
14/05/2017;06:00;;;Sin datos / Daturik gabe;4;9;Muy buena / Oso ona;4;Muy buena / Oso ona
14/05/2017;05:00;;;Sin datos / Daturik gabe;3;8;Muy buena / Oso ona;4;Muy buena / Oso ona
14/05/2017;04:00;;;Sin datos / Daturik gabe;5;7;Muy buena / Oso ona;6;Muy buena / Oso ona
14/05/2017;03:00;;;Sin datos / Daturik gabe;4;6;Muy buena / Oso ona;4;Muy buena / Oso ona
14/05/2017;02:00;;;Sin datos / Daturik gabe;3;6;Muy buena / Oso ona;0;Muy buena / Oso ona
14/05/2017;01:00;;;Sin datos / Daturik gabe;2;5;Muy buena / Oso ona;1;Muy buena / Oso ona
13/05/2017;24:00;;;Sin datos / Daturik gabe;4;7;Muy buena / Oso ona;5;Muy buena / Oso ona
13/05/2017;23:00;;;Sin datos / Daturik gabe;5;9;Muy buena / Oso ona;5;Muy buena / Oso ona
13/05/2017;22:00;;;Sin datos / Daturik gabe;9;10;Muy buena / Oso ona;6;Muy buena / Oso ona
13/05/2017;21:00;;;Sin datos / Daturik gabe;14;11;Muy buena / Oso ona;8;Muy buena / Oso ona
13/05/2017;20:00;;;Sin datos / Daturik gabe;10;11;Muy buena / Oso ona;9;Muy buena / Oso ona
13/05/2017;19:00;;;Sin datos / Daturik gabe;7;11;Muy buena / Oso ona;7;Muy buena / Oso ona
13/05/2017;18:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;4;Muy buena / Oso ona
13/05/2017;17:00;;;Sin datos / Daturik gabe;4;9;Muy buena / Oso ona;4;Muy buena / Oso ona
13/05/2017;16:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;2;Muy buena / Oso ona
13/05/2017;15:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;0;Muy buena / Oso ona
13/05/2017;14:00;;;Sin datos / Daturik gabe;4;10;Muy buena / Oso ona;1;Muy buena / Oso ona
13/05/2017;13:00;;;Sin datos / Daturik gabe;5;9;Muy buena / Oso ona;0;Muy buena / Oso ona
13/05/2017;12:00;;;Sin datos / Daturik gabe;6;11;Muy buena / Oso ona;2;Muy buena / Oso ona
13/05/2017;11:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;2;Muy buena / Oso ona
13/05/2017;10:00;;;Sin datos / Daturik gabe;5;9;Muy buena / Oso ona;3;Muy buena / Oso ona
13/05/2017;09:00;;;Sin datos / Daturik gabe;5;9;Muy buena / Oso ona;5;Muy buena / Oso ona
13/05/2017;08:00;;;Sin datos / Daturik gabe;5;9;Muy buena / Oso ona;4;Muy buena / Oso ona
13/05/2017;07:00;;;Sin datos / Daturik gabe;4;8;Muy buena / Oso ona;4;Muy buena / Oso ona
13/05/2017;06:00;;;Sin datos / Daturik gabe;5;8;Muy buena / Oso ona;2;Muy buena / Oso ona
13/05/2017;05:00;;;Sin datos / Daturik gabe;3;6;Muy buena / Oso ona;1;Muy buena / Oso ona
13/05/2017;04:00;;;Sin datos / Daturik gabe;2;4;Muy buena / Oso ona;2;Muy buena / Oso ona
13/05/2017;03:00;;;Sin datos / Daturik gabe;3;3;Muy buena / Oso ona;5;Muy buena / Oso ona
13/05/2017;02:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;5;Muy buena / Oso ona
13/05/2017;01:00;;;Sin datos / Daturik gabe;9;5;Muy buena / Oso ona;3;Muy buena / Oso ona
12/05/2017;24:00;;;Sin datos / Daturik gabe;12;6;Muy buena / Oso ona;5;Muy buena / Oso ona
12/05/2017;23:00;;;Sin datos / Daturik gabe;12;6;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;22:00;;;Sin datos / Daturik gabe;10;6;Muy buena / Oso ona;8;Muy buena / Oso ona
12/05/2017;21:00;;;Sin datos / Daturik gabe;11;8;Muy buena / Oso ona;12;Muy buena / Oso ona
12/05/2017;20:00;;;Sin datos / Daturik gabe;12;6;Muy buena / Oso ona;10;Muy buena / Oso ona
12/05/2017;19:00;;;Sin datos / Daturik gabe;14;11;Muy buena / Oso ona;3;Muy buena / Oso ona
12/05/2017;18:00;;;Sin datos / Daturik gabe;9;5;Muy buena / Oso ona;2;Muy buena / Oso ona
12/05/2017;17:00;;;Sin datos / Daturik gabe;7;7;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;16:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;3;Muy buena / Oso ona
12/05/2017;15:00;;;Sin datos / Daturik gabe;7;10;Muy buena / Oso ona;2;Muy buena / Oso ona
12/05/2017;14:00;;;Sin datos / Daturik gabe;6;7;Muy buena / Oso ona;0;Muy buena / Oso ona
12/05/2017;13:00;;;Sin datos / Daturik gabe;6;6;Muy buena / Oso ona;0;Muy buena / Oso ona
12/05/2017;12:00;;;Sin datos / Daturik gabe;6;10;Muy buena / Oso ona;0;Muy buena / Oso ona
12/05/2017;11:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;1;Muy buena / Oso ona
12/05/2017;10:00;;;Sin datos / Daturik gabe;6;7;Muy buena / Oso ona;2;Muy buena / Oso ona
12/05/2017;09:00;;;Sin datos / Daturik gabe;12;9;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;08:00;4;19;Muy buena / Oso ona;22;9;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;07:00;;;Sin datos / Daturik gabe;14;8;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;06:00;;;Sin datos / Daturik gabe;23;9;Muy buena / Oso ona;5;Muy buena / Oso ona
12/05/2017;05:00;;;Sin datos / Daturik gabe;6;6;Muy buena / Oso ona;3;Muy buena / Oso ona
12/05/2017;04:00;;;Sin datos / Daturik gabe;3;6;Muy buena / Oso ona;4;Muy buena / Oso ona
12/05/2017;03:00;;;Sin datos / Daturik gabe;;5;Muy buena / Oso ona;0;Muy buena / Oso ona
12/05/2017;02:00;;;Sin datos / Daturik gabe;;3;Muy buena / Oso ona;0;Muy buena / Oso ona
12/05/2017;01:00;;;Sin datos / Daturik gabe;2;4;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;24:00;;;Sin datos / Daturik gabe;2;4;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;23:00;;;Sin datos / Daturik gabe;2;4;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;22:00;;;Sin datos / Daturik gabe;4;4;Muy buena / Oso ona;2;Muy buena / Oso ona
11/05/2017;21:00;;;Sin datos / Daturik gabe;6;3;Muy buena / Oso ona;5;Muy buena / Oso ona
11/05/2017;20:00;;;Sin datos / Daturik gabe;9;6;Muy buena / Oso ona;5;Muy buena / Oso ona
11/05/2017;19:00;;;Sin datos / Daturik gabe;9;6;Muy buena / Oso ona;2;Muy buena / Oso ona
11/05/2017;18:00;;;Sin datos / Daturik gabe;9;5;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;17:00;;;Sin datos / Daturik gabe;10;5;Muy buena / Oso ona;4;Muy buena / Oso ona
11/05/2017;16:00;;;Sin datos / Daturik gabe;10;4;Muy buena / Oso ona;3;Muy buena / Oso ona
11/05/2017;15:00;;;Sin datos / Daturik gabe;9;7;Muy buena / Oso ona;5;Muy buena / Oso ona
11/05/2017;14:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;13:00;;;Sin datos / Daturik gabe;7;5;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;12:00;;;Sin datos / Daturik gabe;6;6;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;11:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;10:00;;;Sin datos / Daturik gabe;5;7;Muy buena / Oso ona;2;Muy buena / Oso ona
11/05/2017;09:00;;;Sin datos / Daturik gabe;5;6;Muy buena / Oso ona;2;Muy buena / Oso ona
11/05/2017;08:00;;;Sin datos / Daturik gabe;6;6;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;07:00;;;Sin datos / Daturik gabe;8;5;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;06:00;;;Sin datos / Daturik gabe;7;4;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;05:00;;;Sin datos / Daturik gabe;9;3;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;04:00;;;Sin datos / Daturik gabe;5;3;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;03:00;;;Sin datos / Daturik gabe;;2;Muy buena / Oso ona;1;Muy buena / Oso ona
11/05/2017;02:00;;;Sin datos / Daturik gabe;;2;Muy buena / Oso ona;0;Muy buena / Oso ona
11/05/2017;01:00;;;Sin datos / Daturik gabe;;3;Muy buena / Oso ona;0;Muy buena / Oso ona
10/05/2017;24:00;;;Sin datos / Daturik gabe;;2;Muy buena / Oso ona;3;Muy buena / Oso ona
10/05/2017;23:00;;;Sin datos / Daturik gabe;13;8;Muy buena / Oso ona;6;Muy buena / Oso ona
10/05/2017;22:00;;;Sin datos / Daturik gabe;10;7;Muy buena / Oso ona;8;Muy buena / Oso ona
10/05/2017;21:00;;;Sin datos / Daturik gabe;8;9;Muy buena / Oso ona;12;Muy buena / Oso ona
10/05/2017;20:00;;;Sin datos / Daturik gabe;13;9;Muy buena / Oso ona;11;Muy buena / Oso ona
10/05/2017;19:00;;;Sin datos / Daturik gabe;11;8;Muy buena / Oso ona;13;Muy buena / Oso ona
10/05/2017;18:00;;;Sin datos / Daturik gabe;9;13;Muy buena / Oso ona;8;Muy buena / Oso ona
