Date;Hour;O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
09/06/2017;08:00;67;"Buena / ";74;121;84;958,1;0;14,7;0,83
09/06/2017;07:00;68;"Buena / ";75;198;82;957,6;0;13,9;0,91
09/06/2017;06:00;75;"Buena / ";77;270;90;957,1;0;12,7;2,86
09/06/2017;05:00;69;"Buena / ";79;255;98;956,8;0;12,6;1,61
09/06/2017;04:00;78;"Buena / ";81;290;98;956,6;0;12,7;1,7
09/06/2017;03:00;;"Sin datos / ";82;293;100;956,6;0;13;3,47
09/06/2017;02:00;79;"Buena / ";81;299;98;956,1;0;13,6;6,97
09/06/2017;01:00;82;"Buena / ";80;235;83;955,9;0;16,1;3,65
08/06/2017;24:00;;"Sin datos / ";81;116;89;954,8;0,2;15;7,47
08/06/2017;23:00;81;"Buena / ";83;284;91;957,4;1;13,9;1,42
08/06/2017;22:00;84;"Buena / ";86;173;83;957,5;0;14;1,69
08/06/2017;21:00;83;"Buena / ";89;278;84;957,1;0;13,7;5,52
08/06/2017;20:00;80;"Buena / ";91;287;90;956,2;0;13,2;13,59
08/06/2017;19:00;76;"Buena / ";93;280;100;955,4;0,1;13,5;13,03
08/06/2017;18:00;73;"Buena / ";95;281;100;954,4;0;14,1;14,26
08/06/2017;17:00;87;"Buena / ";97;282;99;953,5;0;14,5;12,65
08/06/2017;16:00;100;"Buena / ";97;232;65;952,8;0;22,5;2,99
08/06/2017;15:00;106;"Buena / ";95;163;42;953,2;0;28;5,49
08/06/2017;14:00;105;"Buena / ";92;156;43;953,8;0;27,5;4,42
08/06/2017;13:00;103;"Buena / ";89;154;45;954,6;0;26,2;4,43
08/06/2017;12:00;93;"Buena / ";86;153;47;955,1;0;25;7,81
08/06/2017;11:00;91;"Buena / ";84;157;45;955,5;0;24,3;8,55
08/06/2017;10:00;91;"Buena / ";82;153;44;955,6;0;23,9;8,31
08/06/2017;09:00;86;"Buena / ";80;154;45;955,9;0;23,3;8,3
08/06/2017;08:00;82;"Buena / ";79;154;44;955,8;0;22,9;8,89
08/06/2017;07:00;82;"Buena / ";77;158;42;955,7;0;22,7;9,37
08/06/2017;06:00;80;"Buena / ";75;157;41;955,7;0;22,7;8,65
08/06/2017;05:00;79;"Buena / ";75;154;42;955,8;0;22,5;8,96
08/06/2017;04:00;77;"Buena / ";75;157;44;956,2;0;22,3;8,99
08/06/2017;03:00;;"Sin datos / ";76;156;43;956,7;0;22,6;8
08/06/2017;02:00;76;"Buena / ";78;160;44;957,2;0;22,8;7,37
08/06/2017;01:00;74;"Buena / ";80;163;41;957,7;0;22,9;5,04
07/06/2017;24:00;71;"Buena / ";82;165;44;958,2;0;22,1;3,57
07/06/2017;23:00;70;"Buena / ";84;162;46;958,8;0;21,2;1,97
07/06/2017;22:00;75;"Buena / ";86;83;55;959,2;0;20,2;3,08
07/06/2017;21:00;81;"Buena / ";87;89;66;959,7;0;18,8;4,84
07/06/2017;20:00;88;"Buena / ";86;83;69;959,8;0;17,8;6,89
07/06/2017;19:00;88;"Buena / ";85;81;69;959,8;0;17,7;8,64
07/06/2017;18:00;89;"Buena / ";83;77;72;959,7;0;17,5;8,25
07/06/2017;17:00;91;"Buena / ";79;83;74;960,3;0;16,8;8,49
07/06/2017;16:00;89;"Buena / ";75;84;78;961,2;0;15,9;5,36
07/06/2017;15:00;86;"Buena / ";71;81;79;961,8;0;15,1;4,53
07/06/2017;14:00;80;"Buena / ";67;78;77;962,5;0;15,1;1,81
07/06/2017;13:00;76;"Buena / ";65;356;81;963;0;13,9;1,31
07/06/2017;12:00;77;"Buena / ";64;322;80;963,4;0;13;1,46
07/06/2017;11:00;72;"Buena / ";62;329;79;963,7;0;12,9;1,78
07/06/2017;10:00;62;"Buena / ";61;323;73;963,7;0;13,8;0,23
07/06/2017;09:00;57;"Muy buena / ";61;201;80;963,8;0;12;1,35
07/06/2017;08:00;54;"Muy buena / ";62;220;84;963,9;0;11,3;1,66
07/06/2017;07:00;58;"Muy buena / ";62;223;85;963,6;0;11,2;1,9
07/06/2017;06:00;65;"Buena / ";64;243;87;963,4;0;10,9;2,78
07/06/2017;05:00;65;"Buena / ";65;262;90;963,3;0;10,5;3,49
07/06/2017;04:00;64;"Buena / ";67;267;91;963,1;0;10,5;4,17
07/06/2017;03:00;;"Sin datos / ";68;257;90;962,9;0;10,5;4,51
07/06/2017;02:00;63;"Buena / ";69;258;89;962,8;0;10,7;4,87
07/06/2017;01:00;62;"Buena / ";70;262;89;962,8;0;10,8;5
06/06/2017;24:00;60;"Muy buena / ";71;278;87;962,9;0;11;4,91
06/06/2017;23:00;70;"Buena / ";73;281;86;962,8;0;11,4;5,95
06/06/2017;22:00;73;"Buena / ";74;279;85;962,9;0;11,4;6,2
06/06/2017;21:00;75;"Buena / ";74;280;83;962,5;0;11,3;5,28
06/06/2017;20:00;73;"Buena / ";74;282;83;962,2;0;11,3;5,23
06/06/2017;19:00;73;"Buena / ";74;280;81;962;0;11,6;5,55
06/06/2017;18:00;74;"Buena / ";74;277;80;961,8;0;11,8;5,15
06/06/2017;17:00;73;"Buena / ";75;280;78;961,7;0;11,9;5,48
06/06/2017;16:00;74;"Buena / ";76;278;77;961,5;0;12,2;5,55
06/06/2017;15:00;73;"Buena / ";76;279;77;961,4;0;12,5;4,73
06/06/2017;14:00;73;"Buena / ";77;284;82;961,2;0;12,3;4,95
06/06/2017;13:00;75;"Buena / ";78;276;84;961,1;0;11,2;5,94
06/06/2017;12:00;75;"Buena / ";78;283;80;960,9;0;11,5;6,32
06/06/2017;11:00;75;"Buena / ";77;298;85;960,4;0;11,2;6,12
06/06/2017;10:00;80;"Buena / ";77;289;87;959,5;0;11,4;8,12
06/06/2017;09:00;80;"Buena / ";75;285;92;958,6;0;11,4;9,09
06/06/2017;08:00;79;"Buena / ";75;288;97;957,7;0;11,4;9,56
06/06/2017;07:00;81;"Buena / ";75;282;94;956,8;0;11,5;13,4
06/06/2017;06:00;79;"Buena / ";75;284;99;956;0,4;11,7;11,84
06/06/2017;05:00;71;"Buena / ";76;274;99;954,9;0,1;12,3;15,59
06/06/2017;04:00;67;"Buena / ";77;272;96;954,3;0;13;15,7
06/06/2017;03:00;;"Sin datos / ";78;272;99;954,1;0;12,9;16,03
06/06/2017;02:00;69;"Buena / ";78;278;95;953,8;0;13,7;16,41
06/06/2017;01:00;81;"Buena / ";79;252;70;952,6;0;17,1;11,77
05/06/2017;24:00;79;"Buena / ";79;254;76;952;0;16,3;10,83
05/06/2017;23:00;78;"Buena / ";79;244;62;951,7;0;18,2;9,12
05/06/2017;22:00;85;"Buena / ";78;180;44;951,7;0;20,3;7,92
05/06/2017;21:00;81;"Buena / ";76;155;50;952,1;0;19,7;8,11
05/06/2017;20:00;72;"Buena / ";74;134;53;952,6;0;19,5;6,5
05/06/2017;19:00;77;"Buena / ";73;104;58;953;0;18,8;5,93
05/06/2017;18:00;79;"Buena / ";72;105;63;953,4;0;18,3;6,39
05/06/2017;17:00;83;"Buena / ";70;104;54;954,7;0;18,4;3,09
05/06/2017;16:00;75;"Buena / ";67;119;67;955,4;0;17,2;3,59
05/06/2017;15:00;71;"Buena / ";66;126;74;956;0;16,1;2,47
05/06/2017;14:00;69;"Buena / ";66;126;81;956,6;0;15,6;1,61
05/06/2017;13:00;69;"Buena / ";66;180;80;957,3;0;14,7;1,77
05/06/2017;12:00;64;"Buena / ";66;185;87;958,1;0;13,5;0,95
05/06/2017;11:00;66;"Buena / ";66;238;95;958,8;0;11,6;1,9
05/06/2017;10:00;64;"Buena / ";66;190;100;959,1;0;10,5;1,73
05/06/2017;09:00;59;"Muy buena / ";68;137;100;959,4;0,7;10,1;1,85
05/06/2017;08:00;63;"Buena / ";70;281;100;959,6;2,4;10,6;1,74
05/06/2017;07:00;73;"Buena / ";71;349;100;959,6;1,4;10,5;4,78
05/06/2017;06:00;68;"Buena / ";72;301;100;959,6;0,8;10,8;4,07
05/06/2017;05:00;67;"Buena / ";73;293;100;959,4;0,6;11;5,57
05/06/2017;04:00;71;"Buena / ";73;329;100;959,5;1,7;10,7;4,92
05/06/2017;03:00;;"Sin datos / ";74;329;100;959,6;0,2;11;4,88
05/06/2017;02:00;74;"Buena / ";74;337;100;959,9;0,1;10,6;5,57
05/06/2017;01:00;73;"Buena / ";74;310;100;960,1;1,3;10,8;7,34
04/06/2017;24:00;72;"Buena / ";73;283;100;960,5;0;11,4;9,23
04/06/2017;23:00;76;"Buena / ";73;286;100;960,8;0,2;10,8;9,31
04/06/2017;22:00;75;"Buena / ";72;287;100;960,6;0;11;8,33
04/06/2017;21:00;73;"Buena / ";70;300;100;960,6;0,6;10,4;4,44
04/06/2017;20:00;74;"Buena / ";70;326;100;960,3;0,1;10;4,47
04/06/2017;19:00;74;"Buena / ";68;313;100;960,2;0,3;10;3,49
04/06/2017;18:00;73;"Buena / ";67;310;100;960;0,5;10,1;4,49
04/06/2017;17:00;70;"Buena / ";66;279;100;959,8;0,5;10,3;3,92
04/06/2017;16:00;70;"Buena / ";65;330;100;959,9;0,2;10;3,65
04/06/2017;15:00;64;"Buena / ";65;331;98;960;0;10,5;2,92
04/06/2017;14:00;65;"Buena / ";65;20;96;959,8;0;10,6;3,27
04/06/2017;13:00;67;"Buena / ";66;70;96;959,4;0,1;10,4;7,12
04/06/2017;12:00;64;"Buena / ";67;75;95;959,8;0,2;10,6;8,64
04/06/2017;11:00;64;"Buena / ";68;88;95;960,8;0,1;10,6;3,85
04/06/2017;10:00;63;"Buena / ";69;73;95;960,3;0,3;10,6;5,67
04/06/2017;09:00;64;"Buena / ";71;77;89;960,7;0;10,9;4,74
04/06/2017;08:00;68;"Buena / ";72;79;90;961;0;10,8;6,02
04/06/2017;07:00;67;"Buena / ";74;82;95;961;0;10,5;5,29
04/06/2017;06:00;73;"Buena / ";76;37;95;961,2;0;10,5;4,24
04/06/2017;05:00;72;"Buena / ";77;351;96;961,2;0;10,5;2,78
04/06/2017;04:00;75;"Buena / ";78;16;94;961,3;0;10,5;2,1
04/06/2017;03:00;;"Sin datos / ";79;334;90;961,7;0;10,8;1,77
04/06/2017;02:00;75;"Buena / ";78;352;89;962,1;0;10,9;2,08
04/06/2017;01:00;76;"Buena / ";77;305;90;962,2;0;10,4;2,94
03/06/2017;24:00;79;"Buena / ";76;292;86;962,6;0;10,6;5,1
03/06/2017;23:00;82;"Buena / ";74;288;90;963;0;10,4;6,2
03/06/2017;22:00;80;"Buena / ";73;278;94;963;0;10,4;7,01
03/06/2017;21:00;81;"Buena / ";72;277;100;962,7;0;10,3;9,32
03/06/2017;20:00;78;"Buena / ";70;278;100;962,1;0,9;11,2;10,22
03/06/2017;19:00;72;"Buena / ";68;299;100;961,6;0,8;11,2;8,84
03/06/2017;18:00;68;"Buena / ";68;319;100;960,9;0,6;12,1;8,39
03/06/2017;17:00;64;"Buena / ";68;337;100;960,5;0,2;12,8;6,47
03/06/2017;16:00;69;"Buena / ";69;294;100;959,9;0;13,1;8,71
03/06/2017;15:00;71;"Buena / ";69;284;100;960,2;0,2;12,9;8,58
03/06/2017;14:00;70;"Buena / ";69;273;100;959,9;0,4;12,6;9,76
03/06/2017;13:00;67;"Buena / ";70;273;100;959,6;0,6;12,8;11,28
03/06/2017;12:00;64;"Buena / ";71;270;100;959,5;0,1;13,1;6,92
03/06/2017;11:00;68;"Buena / ";73;268;100;959,5;0,1;12,8;5,55
03/06/2017;10:00;67;"Buena / ";74;263;100;959,5;0,1;12,7;5,65
03/06/2017;09:00;74;"Buena / ";75;269;100;959;0;12,5;5,43
03/06/2017;08:00;72;"Buena / ";75;281;100;958,6;1,3;12,4;4,69
03/06/2017;07:00;72;"Buena / ";75;264;100;958,6;1,4;12,7;6,8
03/06/2017;06:00;74;"Buena / ";76;271;100;958,2;0,6;12,7;8,11
03/06/2017;05:00;78;"Buena / ";77;280;100;958,2;0,1;12,6;6,38
03/06/2017;04:00;78;"Buena / ";77;288;100;958,3;0,1;12,7;6,39
03/06/2017;03:00;;"Sin datos / ";77;293;100;958,6;0,1;12,7;4,76
03/06/2017;02:00;75;"Buena / ";78;282;100;958,8;0,1;13,1;4,34
03/06/2017;01:00;73;"Buena / ";78;258;100;959,2;0,1;13,3;2,79
02/06/2017;24:00;75;"Buena / ";80;267;100;959,6;0,1;13,3;5,29
02/06/2017;23:00;77;"Buena / ";82;272;100;959,8;0,3;13,6;8,32
02/06/2017;22:00;80;"Buena / ";83;273;100;959,8;0,2;14;8,35
02/06/2017;21:00;80;"Buena / ";83;277;100;959,5;0;14,1;6,89
02/06/2017;20:00;80;"Buena / ";84;276;100;959,3;0;14,1;6,2
02/06/2017;19:00;81;"Buena / ";84;270;100;959,7;0;14,6;9,22
02/06/2017;18:00;81;"Buena / ";84;276;100;959,2;0;14,8;6,74
02/06/2017;17:00;85;"Buena / ";83;300;99;959,1;0;14,6;2,94
02/06/2017;16:00;88;"Buena / ";82;314;97;958,9;0;14,4;2,5
02/06/2017;15:00;88;"Buena / ";83;323;100;959,3;0;14,5;1,87
02/06/2017;14:00;84;"Buena / ";84;305;100;959,4;0;14,6;2,76
02/06/2017;13:00;82;"Buena / ";81;313;99;959,5;0;14,7;3,57
02/06/2017;12:00;81;"Buena / ";80;300;100;959,6;0;14,8;5,06
02/06/2017;11:00;82;"Buena / ";79;292;100;959,5;0;14,9;5,31
02/06/2017;10:00;77;"Buena / ";79;300;99;959,3;0;15,4;5,79
02/06/2017;09:00;73;"Buena / ";79;297;84;959,1;0;17,5;3,3
02/06/2017;08:00;97;"Buena / ";80;107;70;958,6;0,1;19,2;6,18
02/06/2017;07:00;92;"Buena / ";78;117;86;959;0,1;15,8;2,82
02/06/2017;06:00;64;"Buena / ";77;258;100;959,3;0;14,9;5,16
02/06/2017;05:00;71;"Buena / ";81;286;100;958,5;0;14,8;5,12
02/06/2017;04:00;77;"Buena / ";87;286;100;958,2;0;14,8;3,66
02/06/2017;03:00;;"Sin datos / ";91;277;100;958,5;0;14,9;3,42
02/06/2017;02:00;80;"Buena / ";92;248;100;958,8;0;15;4,11
02/06/2017;01:00;82;"Buena / ";94;276;100;958,9;0;15,4;4,51
01/06/2017;24:00;82;"Buena / ";96;295;100;958,9;0;15,5;3,89
01/06/2017;23:00;81;"Buena / ";100;294;99;959,3;0;15,7;3,5
01/06/2017;22:00;96;"Buena / ";102;10;71;959,5;0;18,4;3,67
01/06/2017;21:00;108;"Buena / ";102;29;71;959,4;0;18,8;4,37
01/06/2017;20:00;108;"Buena / ";101;26;71;959,1;0;19,1;3,78
01/06/2017;19:00;102;"Buena / ";99;23;68;958,8;0;20,1;3,58
01/06/2017;18:00;94;"Buena / ";95;36;69;958,6;0;21,4;4,31
01/06/2017;17:00;99;"Buena / ";91;44;72;958,5;0;21,8;4,53
01/06/2017;16:00;108;"Buena / ";86;46;74;958,6;0;21,5;5,42
01/06/2017;15:00;101;"Buena / ";80;51;76;958,9;0;21,5;3,34
01/06/2017;14:00;97;"Buena / ";76;56;78;959,3;0;21,3;3,94
01/06/2017;13:00;98;"Buena / ";74;59;80;959,6;0;20,7;3,49
01/06/2017;12:00;91;"Buena / ";72;78;79;959,9;0;20,5;2,07
01/06/2017;11:00;72;"Buena / ";71;98;77;960,3;0;20,4;1,29
01/06/2017;10:00;63;"Buena / ";71;93;78;960,3;0;19,3;2,73
01/06/2017;09:00;57;"Muy buena / ";74;86;81;960,2;0;18,2;4,64
01/06/2017;08:00;61;"Buena / ";78;87;79;960,3;0;18,3;4,01
01/06/2017;07:00;72;"Buena / ";82;88;79;960,2;0;18,1;3,39
01/06/2017;06:00;80;"Buena / ";85;88;78;960;0;18;4,81
01/06/2017;05:00;82;"Buena / ";87;92;81;959,9;0;17,3;2,7
01/06/2017;04:00;84;"Buena / ";89;93;80;959,8;0;17,6;2,39
01/06/2017;03:00;;"Sin datos / ";89;110;81;959,9;0;17,3;2,8
01/06/2017;02:00;84;"Buena / ";87;91;81;960,2;0;17,2;2,71
01/06/2017;01:00;86;"Buena / ";85;94;82;960,4;0;17,3;3,17
31/05/2017;24:00;88;"Buena / ";84;74;84;960,7;0;17,4;4,5
31/05/2017;23:00;91;"Buena / ";81;52;77;960,8;0;17,5;5,61
31/05/2017;22:00;93;"Buena / ";78;38;73;961;0;17,4;5,81
31/05/2017;21:00;94;"Buena / ";73;30;78;960,7;0;17,5;5,73
31/05/2017;20:00;90;"Buena / ";67;37;83;960,2;0;17;3,97
31/05/2017;19:00;72;"Buena / ";62;12;83;959,9;0;17;3,88
31/05/2017;18:00;62;"Buena / ";59;30;87;959,5;0;18;2,72
31/05/2017;17:00;78;"Buena / ";58;47;84;959,4;0;18,5;3,66
31/05/2017;16:00;69;"Buena / ";54;53;84;959,5;0;18,5;2,52
31/05/2017;15:00;65;"Buena / ";51;61;85;959,7;0;18,5;2,04
31/05/2017;14:00;50;"Muy buena / ";49;11;90;960;0;17,4;0,99
31/05/2017;13:00;49;"Muy buena / ";49;39;86;960,5;0;18;0,6
31/05/2017;12:00;51;"Muy buena / ";50;26;89;961;0;17;1,15
31/05/2017;11:00;50;"Muy buena / ";51;35;90;961,2;0;16,4;0,91
31/05/2017;10:00;50;"Muy buena / ";51;2;85;961,2;0;16,9;0,45
31/05/2017;09:00;47;"Muy buena / ";52;131;90;961,1;0;15,7;0,93
31/05/2017;08:00;45;"Muy buena / ";53;135;92;961,2;0;15;0,88
31/05/2017;07:00;49;"Muy buena / ";55;30;97;961,3;0;13,9;0,32
31/05/2017;06:00;53;"Muy buena / ";56;30;96;961,1;0;13,6;0,93
31/05/2017;05:00;57;"Muy buena / ";57;347;98;960,8;0;13;0,53
31/05/2017;04:00;55;"Muy buena / ";58;345;100;960,7;0;13,1;0,99
31/05/2017;03:00;;"Sin datos / ";58;6;100;960,8;0;13,1;1,27
31/05/2017;02:00;55;"Muy buena / ";58;20;100;961;0;13;1,61
31/05/2017;01:00;57;"Muy buena / ";58;3;100;961,3;0;13;2,02
30/05/2017;24:00;57;"Muy buena / ";58;17;100;961,4;0;12,8;2,7
30/05/2017;23:00;59;"Muy buena / ";58;8;99;961,4;0;12,7;2,41
30/05/2017;22:00;59;"Muy buena / ";59;348;99;961,3;0;12,8;3,31
30/05/2017;21:00;61;"Buena / ";59;343;99;961;0;12,6;3,22
30/05/2017;20:00;58;"Muy buena / ";59;347;100;960,7;0;12,4;3,54
30/05/2017;19:00;58;"Muy buena / ";61;338;100;960,5;0;12,8;3,07
30/05/2017;18:00;57;"Muy buena / ";63;343;100;960,3;0;13,2;2,78
30/05/2017;17:00;56;"Muy buena / ";65;320;100;960,3;0;13,4;2,96
30/05/2017;16:00;59;"Muy buena / ";68;336;100;960,2;0;13,5;2,79
30/05/2017;15:00;60;"Muy buena / ";71;343;100;960,4;0;13,4;2,48
30/05/2017;14:00;62;"Buena / ";75;345;100;960,2;0;13,3;3,15
30/05/2017;13:00;65;"Buena / ";78;346;100;960,4;0;13,3;2,69
30/05/2017;12:00;70;"Buena / ";81;345;100;960,4;0;13,1;3,46
30/05/2017;11:00;73;"Buena / ";84;347;100;960,3;0;12,9;4,7
30/05/2017;10:00;76;"Buena / ";85;354;100;960,1;0,1;12,9;4,64
30/05/2017;09:00;79;"Buena / ";88;349;100;959,8;0,1;13;5,42
30/05/2017;08:00;82;"Buena / ";90;338;100;959,5;0,4;13,1;4,56
30/05/2017;07:00;91;"Buena / ";91;329;100;959;0,1;13;4,61
30/05/2017;06:00;90;"Buena / ";90;302;100;958,5;0,3;13,2;4,05
30/05/2017;05:00;88;"Buena / ";90;288;100;958,1;0,1;13,3;3,9
30/05/2017;04:00;91;"Buena / ";90;290;100;958;0;13,3;3,17
30/05/2017;03:00;;"Sin datos / ";89;312;100;958,1;0;13,2;3,34
30/05/2017;02:00;94;"Buena / ";89;315;100;958,2;0,1;13,2;3,68
30/05/2017;01:00;92;"Buena / ";88;321;100;958,3;0,3;13,4;3,77
29/05/2017;24:00;90;"Buena / ";87;309;100;958,6;0,2;13,6;3,32
29/05/2017;23:00;88;"Buena / ";87;275;100;958,7;0,1;13,7;3,79
29/05/2017;22:00;87;"Buena / ";86;288;100;958,6;0,1;13,7;4,43
29/05/2017;21:00;86;"Buena / ";85;278;100;958,1;0;13,5;4,24
29/05/2017;20:00;88;"Buena / ";83;276;100;957,6;0;13,5;4,8
29/05/2017;19:00;85;"Buena / ";81;273;100;957,6;0;13,9;5,55
29/05/2017;18:00;87;"Buena / ";79;284;100;957,3;0;14,1;5,47
29/05/2017;17:00;86;"Buena / ";77;285;100;957;0;14,2;6,55
29/05/2017;16:00;86;"Buena / ";76;287;97;956,7;0;14,9;5,73
29/05/2017;15:00;86;"Buena / ";76;321;84;956,4;0;16,5;2,91
29/05/2017;14:00;76;"Buena / ";76;242;83;956,2;0;17,9;0,31
29/05/2017;13:00;72;"Buena / ";78;165;78;956,3;0;17,5;1,44
29/05/2017;12:00;73;"Buena / ";78;156;78;956,8;0;16,4;1,3
29/05/2017;11:00;65;"Buena / ";79;153;77;957;0;15,8;4,75
29/05/2017;10:00;71;"Buena / ";81;128;81;956,3;0,1;15,6;7,02
29/05/2017;09:00;77;"Buena / ";82;118;88;956,2;0,4;14,9;7,73
29/05/2017;08:00;88;"Buena / ";84;127;79;956,5;0,9;15,7;4,12
29/05/2017;07:00;89;"Buena / ";84;263;90;956,4;0,5;15,1;0,84
29/05/2017;06:00;85;"Buena / ";83;296;100;956,1;0,1;14,1;4,3
29/05/2017;05:00;79;"Buena / ";83;306;100;955,6;0;13,6;4,35
29/05/2017;04:00;78;"Buena / ";86;295;100;955,3;0;13,7;5,81
29/05/2017;03:00;;"Sin datos / ";91;299;100;955,2;0;13,8;5,1
29/05/2017;02:00;81;"Buena / ";94;319;96;955,3;0;14,9;3,53
29/05/2017;01:00;90;"Buena / ";97;333;89;955,4;0;16,4;5,32
28/05/2017;24:00;87;"Buena / ";98;291;100;955,8;0;14,6;7,44
28/05/2017;23:00;83;"Buena / ";100;279;100;956,3;0;13,8;9,4
28/05/2017;22:00;86;"Buena / ";103;286;96;956,1;0;14,7;7,01
28/05/2017;21:00;94;"Buena / ";105;75;61;955,6;0;22,4;3,48
28/05/2017;20:00;116;"Buena / ";106;81;58;955,1;0;24,7;6
28/05/2017;19:00;114;"Buena / ";105;97;42;955,1;0;26;3,74
28/05/2017;18:00;102;"Buena / ";104;127;37;955,1;0;26,5;3,61
28/05/2017;17:00;102;"Buena / ";104;123;36;955;0;26,7;4,2
28/05/2017;16:00;103;"Buena / ";105;132;35;955,3;0;26,7;4,75
28/05/2017;15:00;104;"Buena / ";106;133;34;955,6;0;26,5;6,56
28/05/2017;14:00;106;"Buena / ";107;145;35;955,7;0;26,1;10,11
28/05/2017;13:00;103;"Buena / ";108;142;36;955,8;0;25,8;8,18
28/05/2017;12:00;104;"Buena / ";108;157;37;956;0;25;9,1
28/05/2017;11:00;104;"Buena / ";109;154;39;955,8;0;24,3;11,49
28/05/2017;10:00;108;"Buena / ";110;155;39;955,6;0;23,7;13,79
28/05/2017;09:00;109;"Buena / ";110;162;37;955,6;0;23,5;13,93
28/05/2017;08:00;110;"Buena / ";111;156;36;955,3;0;23,6;12,47
28/05/2017;07:00;112;"Buena / ";112;154;35;955,2;0;23,8;12,97
28/05/2017;06:00;112;"Buena / ";112;160;35;955,1;0;23,8;12,5
28/05/2017;05:00;108;"Buena / ";112;171;36;954,6;0;24;9,88
28/05/2017;04:00;109;"Buena / ";113;166;37;954,3;0;24,7;9,54
28/05/2017;03:00;;"Sin datos / ";112;168;38;954,4;0;25,1;8,5
28/05/2017;02:00;112;"Buena / ";111;163;38;954,5;0;26;9,11
28/05/2017;01:00;115;"Buena / ";111;154;39;954,9;0;26,1;9,86
27/05/2017;24:00;114;"Buena / ";109;159;41;955;0;26,3;10,92
27/05/2017;23:00;115;"Buena / ";108;147;41;955;0;26,7;9,91
27/05/2017;22:00;111;"Buena / ";105;146;37;955,2;0;27,4;8,15
27/05/2017;21:00;113;"Buena / ";103;147;36;955,1;0;28;8,42
27/05/2017;20:00;105;"Buena / ";102;148;39;954,8;0;28,1;7,5
27/05/2017;19:00;102;"Buena / ";100;139;39;954,4;0;28,6;9,68
27/05/2017;18:00;110;"Buena / ";98;123;48;954,3;0;27,8;7,88
27/05/2017;17:00;104;"Buena / ";95;114;57;954,5;0;26,4;7,97
27/05/2017;16:00;101;"Buena / ";91;91;72;955;0;23,8;7,81
27/05/2017;15:00;97;"Buena / ";89;71;62;955,5;0;24,5;3,97
27/05/2017;14:00;95;"Buena / ";87;120;56;955,8;0;25,2;1,82
27/05/2017;13:00;102;"Buena / ";88;93;63;956;0;23;4,88
27/05/2017;12:00;91;"Buena / ";88;83;69;956,4;0;21,2;4,9
27/05/2017;11:00;84;"Buena / ";90;72;76;956,4;0;19,9;2,71
27/05/2017;10:00;82;"Buena / ";91;84;82;956,3;0;18,2;2,5
27/05/2017;09:00;73;"Buena / ";95;88;77;956,5;0;18,5;1,82
27/05/2017;08:00;84;"Buena / ";100;95;66;956,5;0;19,5;3,31
27/05/2017;07:00;82;"Buena / ";104;103;80;956,4;0;17,2;2,14
27/05/2017;06:00;103;"Buena / ";108;49;86;956,4;0;15,8;0,89
27/05/2017;05:00;106;"Buena / ";109;360;87;956,2;0;15,8;2,89
27/05/2017;04:00;106;"Buena / ";108;346;84;955,8;0;16,2;3,8
27/05/2017;03:00;;"Sin datos / ";109;312;90;955,6;0;15,8;3,13
27/05/2017;02:00;110;"Buena / ";109;284;93;955,4;0;14,8;1,68
27/05/2017;01:00;109;"Buena / ";112;214;94;955,6;0;14,5;1,27
26/05/2017;24:00;112;"Buena / ";116;240;87;956,1;0;15,7;2,05
26/05/2017;23:00;113;"Buena / ";118;244;94;956,3;0;14,9;2,82
26/05/2017;22:00;104;"Buena / ";121;329;93;955,6;0,3;15;0,85
26/05/2017;21:00;104;"Buena / ";124;256;88;957,1;0,6;15,9;1,4
26/05/2017;20:00;112;"Buena / ";128;272;100;957,2;0,4;13,5;16,08
26/05/2017;19:00;108;"Buena / ";130;278;100;955,7;0;14,1;16,93
26/05/2017;18:00;131;"Mejorable / ";131;283;72;953,7;0;18,4;7,35
26/05/2017;17:00;140;"Mejorable / ";126;309;55;953,3;0;22;3,64
26/05/2017;16:00;131;"Mejorable / ";121;303;60;953,7;0;20,7;4,97
26/05/2017;15:00;135;"Mejorable / ";116;300;69;953,8;0;19,1;6,29
26/05/2017;14:00;133;"Mejorable / ";113;304;64;953,9;0;20,9;3,38
26/05/2017;13:00;133;"Mejorable / ";112;136;48;953,8;0;25,3;0,34
26/05/2017;12:00;129;"Mejorable / ";112;223;47;953,9;0;25,3;0,82
26/05/2017;11:00;113;"Buena / ";112;196;43;953,9;0;25,8;1,48
26/05/2017;10:00;97;"Buena / ";112;162;38;953,7;0;25,6;2,02
26/05/2017;09:00;95;"Buena / ";116;166;32;953,7;0;25,4;4,74
26/05/2017;08:00;96;"Buena / ";122;165;34;953,6;0;24,7;8,83
26/05/2017;07:00;107;"Buena / ";127;160;39;953,4;0;24,6;5,43
26/05/2017;06:00;128;"Mejorable / ";130;96;44;953,3;0;24,4;4,82
26/05/2017;05:00;129;"Mejorable / ";130;107;46;953,1;0;23,8;4,74
26/05/2017;04:00;130;"Mejorable / ";129;101;45;953,5;0;23,6;4,35
26/05/2017;03:00;;"Sin datos / ";128;120;44;954,1;0;23,5;1,11
26/05/2017;02:00;130;"Mejorable / ";128;229;46;954,6;0;23,2;0,89
26/05/2017;01:00;131;"Mejorable / ";128;266;48;954,9;0;23,2;4,4
25/05/2017;24:00;131;"Mejorable / ";127;254;53;955,7;0;22,6;10,06
