Date;Hour;PM10 (µg/m3);PM10 - ICA;H (%);P (mBar);R (w/m2);Tº (ºC);Precipitación (l/m2)
13/10/2017;20:00;33;Muy buena / Oso ona;89;1025,4;0,5;18,9;
13/10/2017;19:00;40;Muy buena / Oso ona;89;1025;0,5;18,9;
13/10/2017;18:00;43;Buena / Ona;88;1024,6;5,7;19,3;
13/10/2017;17:00;37;Muy buena / Oso ona;85;1024,1;39,8;20,2;
13/10/2017;16:00;36;Muy buena / Oso ona;82;1023,8;195,7;21,5;
13/10/2017;15:00;44;Buena / Ona;73;1023,2;253,3;23,3;
13/10/2017;14:00;51;Buena / Ona;66;1023;71,9;24,4;
13/10/2017;13:00;69;Mejorable / Hobetzeko modukoa;62;1023,2;55,9;24,4;
13/10/2017;12:00;65;Mejorable / Hobetzeko modukoa;63;1023,7;49,3;24,1;
13/10/2017;11:00;42;Buena / Ona;71;1024;39,4;22,2;
13/10/2017;10:00;41;Buena / Ona;86;1024,2;35,2;18,5;
13/10/2017;09:00;54;Buena / Ona;92;1024,1;31,3;15,6;
13/10/2017;08:00;52;Buena / Ona;94;1023,7;29;13,7;
13/10/2017;07:00;42;Buena / Ona;94;1023,5;7,1;12,7;
13/10/2017;06:00;23;Muy buena / Oso ona;94;1023,4;0,4;12,3;
13/10/2017;05:00;21;Muy buena / Oso ona;94;1023,2;0,4;12,3;
13/10/2017;04:00;19;Muy buena / Oso ona;94;1023,2;0,4;12,5;
13/10/2017;03:00;18;Muy buena / Oso ona;94;1023,4;0,4;12,8;
13/10/2017;02:00;18;Muy buena / Oso ona;93;1023,7;0,4;13,4;
13/10/2017;01:00;19;Muy buena / Oso ona;93;1023,9;0,4;13,7;
12/10/2017;24:00;19;Muy buena / Oso ona;93;1023,9;0,4;14,2;
12/10/2017;23:00;19;Muy buena / Oso ona;92;1024,2;0,5;14,8;
12/10/2017;22:00;22;Muy buena / Oso ona;92;1024,4;0,4;15,6;
12/10/2017;21:00;26;Muy buena / Oso ona;90;1024,6;0,5;16,2;
12/10/2017;20:00;27;Muy buena / Oso ona;89;1024,3;0,5;17,2;
12/10/2017;19:00;28;Muy buena / Oso ona;85;1024,4;0,5;18,4;
12/10/2017;18:00;34;Muy buena / Oso ona;76;1024,2;5,8;21,1;
12/10/2017;17:00;34;Muy buena / Oso ona;69;1023,9;47,4;23,2;
12/10/2017;16:00;33;Muy buena / Oso ona;65;1023,8;233,3;24,1;
12/10/2017;15:00;33;Muy buena / Oso ona;65;1024;271;24,1;
12/10/2017;14:00;31;Muy buena / Oso ona;68;1024,2;68,4;23,1;
12/10/2017;13:00;29;Muy buena / Oso ona;69;1024,6;50,2;21,5;
12/10/2017;12:00;25;Muy buena / Oso ona;72;1025,5;47,3;20,4;
12/10/2017;11:00;23;Muy buena / Oso ona;79;1025,9;39,8;18,6;
12/10/2017;10:00;31;Muy buena / Oso ona;88;1026,1;33,3;16,6;
12/10/2017;09:00;26;Muy buena / Oso ona;94;1026,1;29,2;14,8;
12/10/2017;08:00;19;Muy buena / Oso ona;96;1026;21,1;13,6;
12/10/2017;07:00;15;Muy buena / Oso ona;95;1025,8;5,8;13,3;
12/10/2017;06:00;14;Muy buena / Oso ona;96;1025,8;0,4;13,5;
12/10/2017;05:00;15;Muy buena / Oso ona;96;1025,6;0,5;13,2;
12/10/2017;04:00;16;Muy buena / Oso ona;95;1025,4;0,4;13;
12/10/2017;03:00;15;Muy buena / Oso ona;94;1025,4;0,4;13,4;
12/10/2017;02:00;15;Muy buena / Oso ona;93;1025,4;0,4;14;
12/10/2017;01:00;16;Muy buena / Oso ona;93;1025,5;0,4;14,4;
11/10/2017;24:00;19;Muy buena / Oso ona;93;1025,6;0,5;15;
11/10/2017;23:00;20;Muy buena / Oso ona;92;1025,4;0,4;15,7;
11/10/2017;22:00;21;Muy buena / Oso ona;91;1025,4;0,5;16,2;
11/10/2017;21:00;27;Muy buena / Oso ona;90;1025,2;0,5;17,1;
11/10/2017;20:00;28;Muy buena / Oso ona;87;1024,8;0,5;18;
11/10/2017;19:00;40;Muy buena / Oso ona;85;1024;0,5;18,9;
11/10/2017;18:00;63;Mejorable / Hobetzeko modukoa;84;1023,1;4,6;19,4;
11/10/2017;17:00;44;Buena / Ona;81;1022,5;42,1;20,1;
11/10/2017;16:00;39;Muy buena / Oso ona;81;1022,1;102,5;20,4;
11/10/2017;15:00;35;Muy buena / Oso ona;78;1021,6;189,1;21,2;
11/10/2017;14:00;34;Muy buena / Oso ona;77;1021;77,5;21,2;
11/10/2017;13:00;63;Mejorable / Hobetzeko modukoa;59;1020,1;49,8;23,7;
11/10/2017;12:00;49;Buena / Ona;46;1019,5;38,9;26,2;
11/10/2017;11:00;56;Buena / Ona;54;1019,4;34,7;23,4;
11/10/2017;10:00;65;Mejorable / Hobetzeko modukoa;70;1019,4;28,7;19,9;
11/10/2017;09:00;53;Buena / Ona;92;1019,4;24,4;14,4;
11/10/2017;08:00;87;Mejorable / Hobetzeko modukoa;94;1019,2;18;11,2;
11/10/2017;07:00;35;Muy buena / Oso ona;95;1018,8;5,6;10,2;
11/10/2017;06:00;14;Muy buena / Oso ona;95;1018,7;0,4;10,3;
11/10/2017;05:00;12;Muy buena / Oso ona;96;1018,8;0,4;10,6;
11/10/2017;04:00;9;Muy buena / Oso ona;96;1018,9;0,4;10,9;
11/10/2017;03:00;8;Muy buena / Oso ona;96;1019;0,4;11,6;
11/10/2017;02:00;9;Muy buena / Oso ona;95;1019,6;0,4;12,4;
11/10/2017;01:00;14;Muy buena / Oso ona;93;1020;0,4;12,7;
10/10/2017;24:00;15;Muy buena / Oso ona;92;1020,2;0,4;13,1;
10/10/2017;23:00;15;Muy buena / Oso ona;92;1020,6;0,4;13,7;
10/10/2017;22:00;18;Muy buena / Oso ona;92;1020,8;0,4;14,3;
10/10/2017;21:00;24;Muy buena / Oso ona;90;1020,8;0,5;15,2;
10/10/2017;20:00;24;Muy buena / Oso ona;88;1020,4;0,4;16,4;
10/10/2017;19:00;22;Muy buena / Oso ona;85;1020,1;0,5;17,5;
10/10/2017;18:00;17;Muy buena / Oso ona;76;1020,1;9,7;20,3;
10/10/2017;17:00;15;Muy buena / Oso ona;71;1019,9;56,1;21,8;
10/10/2017;16:00;20;Muy buena / Oso ona;71;1020;214,9;21,7;
10/10/2017;15:00;19;Muy buena / Oso ona;68;1020,1;258,6;22,4;
10/10/2017;14:00;17;Muy buena / Oso ona;70;1020,5;81,9;22;
10/10/2017;13:00;;Sin datos / Daturik gabe;74;1021,3;44,4;20,4;
10/10/2017;12:00;30;Muy buena / Oso ona;74;1022,1;34,3;19,5;
10/10/2017;11:00;24;Muy buena / Oso ona;81;1022,4;35,2;18;
10/10/2017;10:00;34;Muy buena / Oso ona;87;1022,7;52,7;16;
10/10/2017;09:00;29;Muy buena / Oso ona;92;1022,8;62,8;14,3;
10/10/2017;08:00;44;Buena / Ona;93;1022,6;28,9;13,3;
10/10/2017;07:00;24;Muy buena / Oso ona;94;1022,1;6,4;13,3;
10/10/2017;06:00;20;Muy buena / Oso ona;94;1021,7;0,5;13,2;
10/10/2017;05:00;12;Muy buena / Oso ona;94;1021,6;0,5;12,7;
10/10/2017;04:00;11;Muy buena / Oso ona;93;1021,4;0,5;12,5;
10/10/2017;03:00;11;Muy buena / Oso ona;93;1021,5;0,5;12,6;
10/10/2017;02:00;8;Muy buena / Oso ona;93;1021,8;0,5;12,7;
10/10/2017;01:00;8;Muy buena / Oso ona;92;1021,9;0,5;13,3;
09/10/2017;24:00;10;Muy buena / Oso ona;92;1022;0,5;13,8;
09/10/2017;23:00;12;Muy buena / Oso ona;91;1022,3;0,5;13,6;
09/10/2017;22:00;10;Muy buena / Oso ona;91;1022,4;0,5;13,7;
09/10/2017;21:00;14;Muy buena / Oso ona;90;1022,3;0,5;14,2;
09/10/2017;20:00;33;Muy buena / Oso ona;88;1022,3;0,5;15;
09/10/2017;19:00;36;Muy buena / Oso ona;83;1022,2;0,5;16,4;
09/10/2017;18:00;23;Muy buena / Oso ona;72;1022,1;11,7;19,3;
09/10/2017;17:00;22;Muy buena / Oso ona;67;1021,8;65,5;21;
09/10/2017;16:00;30;Muy buena / Oso ona;64;1021,7;284;21,7;
09/10/2017;15:00;26;Muy buena / Oso ona;64;1021,8;282,8;21,4;
09/10/2017;14:00;29;Muy buena / Oso ona;65;1022;73,3;20,5;
09/10/2017;13:00;13;Muy buena / Oso ona;65;1022,5;37;20,1;
09/10/2017;12:00;12;Muy buena / Oso ona;66;1023,3;29,4;19,3;
09/10/2017;11:00;14;Muy buena / Oso ona;70;1023,7;23,7;18;
09/10/2017;10:00;43;Buena / Ona;85;1024;21,3;14,6;
09/10/2017;09:00;41;Buena / Ona;91;1024,1;20,8;12,5;
09/10/2017;08:00;76;Mejorable / Hobetzeko modukoa;93;1023,9;14,3;11,1;
09/10/2017;07:00;56;Buena / Ona;93;1023,4;5,2;10;
09/10/2017;06:00;19;Muy buena / Oso ona;93;1023,3;0,4;10,3;
09/10/2017;05:00;13;Muy buena / Oso ona;92;1023,4;0,4;10,8;
09/10/2017;04:00;12;Muy buena / Oso ona;92;1023,4;0,5;11;
09/10/2017;03:00;12;Muy buena / Oso ona;92;1023,6;0,5;10,9;
09/10/2017;02:00;11;Muy buena / Oso ona;91;1024;0,5;11;
09/10/2017;01:00;10;Muy buena / Oso ona;91;1024,1;0,5;11,5;
08/10/2017;24:00;12;Muy buena / Oso ona;90;1024,3;0,5;11,5;
08/10/2017;23:00;12;Muy buena / Oso ona;90;1024,4;0,5;11,2;
08/10/2017;22:00;13;Muy buena / Oso ona;89;1024,4;0,4;11,4;
08/10/2017;21:00;13;Muy buena / Oso ona;87;1024,1;0,5;12,3;
08/10/2017;20:00;18;Muy buena / Oso ona;84;1024;0,5;13,1;
08/10/2017;19:00;14;Muy buena / Oso ona;76;1023,8;0,5;14,7;
08/10/2017;18:00;17;Muy buena / Oso ona;62;1023,3;14,8;18,4;
08/10/2017;17:00;13;Muy buena / Oso ona;52;1022,8;78,2;20,7;
08/10/2017;16:00;10;Muy buena / Oso ona;52;1022,6;296,7;21,5;
08/10/2017;15:00;10;Muy buena / Oso ona;53;1022,8;285,4;20,9;
08/10/2017;14:00;7;Muy buena / Oso ona;57;1022,9;81,5;19,4;
08/10/2017;13:00;10;Muy buena / Oso ona;65;1023,3;36,5;18,8;
08/10/2017;12:00;15;Muy buena / Oso ona;71;1023,8;30,1;18,1;
08/10/2017;11:00;29;Muy buena / Oso ona;78;1024,1;25,3;16,3;
08/10/2017;10:00;35;Muy buena / Oso ona;91;1024,3;21,4;13,1;
08/10/2017;09:00;35;Muy buena / Oso ona;94;1024,2;21,3;10,8;
08/10/2017;08:00;18;Muy buena / Oso ona;95;1024;13,7;8,8;
08/10/2017;07:00;12;Muy buena / Oso ona;95;1023,6;5,4;8,1;
08/10/2017;06:00;12;Muy buena / Oso ona;94;1023,5;0,4;8,2;
08/10/2017;05:00;10;Muy buena / Oso ona;93;1023,4;0,4;8,5;
08/10/2017;04:00;9;Muy buena / Oso ona;92;1023,4;0,4;8,8;
08/10/2017;03:00;9;Muy buena / Oso ona;92;1023,6;0,4;9,1;
08/10/2017;02:00;9;Muy buena / Oso ona;92;1023,8;0,4;9,5;
08/10/2017;01:00;10;Muy buena / Oso ona;92;1023,8;0,4;9,9;
07/10/2017;24:00;11;Muy buena / Oso ona;91;1023,9;0,4;10,3;
07/10/2017;23:00;13;Muy buena / Oso ona;90;1024,1;0,4;10,7;
07/10/2017;22:00;13;Muy buena / Oso ona;89;1024,1;0,4;11,4;
07/10/2017;21:00;15;Muy buena / Oso ona;87;1023,8;0,4;12;
07/10/2017;20:00;14;Muy buena / Oso ona;83;1023,9;0,5;13,1;
07/10/2017;19:00;14;Muy buena / Oso ona;77;1023,9;0,5;14,3;
07/10/2017;18:00;15;Muy buena / Oso ona;63;1023,4;15,3;17,6;
07/10/2017;17:00;12;Muy buena / Oso ona;54;1023,3;84,5;20,3;
07/10/2017;16:00;10;Muy buena / Oso ona;55;1023,6;297,5;19,5;
07/10/2017;15:00;9;Muy buena / Oso ona;55;1024;278,9;19,3;
07/10/2017;14:00;11;Muy buena / Oso ona;59;1024,3;91,1;18,8;
07/10/2017;13:00;11;Muy buena / Oso ona;61;1025;37,9;17,8;
07/10/2017;12:00;12;Muy buena / Oso ona;65;1025,8;31;17,1;
07/10/2017;11:00;14;Muy buena / Oso ona;78;1026,1;28,7;15,6;
07/10/2017;10:00;17;Muy buena / Oso ona;91;1026,4;23,5;13,3;
07/10/2017;09:00;21;Muy buena / Oso ona;94;1026,7;23,2;11,4;
07/10/2017;08:00;21;Muy buena / Oso ona;94;1026,8;14,2;10;
07/10/2017;07:00;13;Muy buena / Oso ona;94;1026,9;4,3;9,3;
07/10/2017;06:00;12;Muy buena / Oso ona;94;1026,8;0,4;9,4;
07/10/2017;05:00;11;Muy buena / Oso ona;94;1026,7;0,4;9,9;
07/10/2017;04:00;10;Muy buena / Oso ona;94;1026,7;0,4;10,2;
07/10/2017;03:00;9;Muy buena / Oso ona;93;1026,8;0,4;10,7;
07/10/2017;02:00;10;Muy buena / Oso ona;93;1027,1;0,4;11,3;
07/10/2017;01:00;12;Muy buena / Oso ona;92;1027,4;0,5;11,9;
06/10/2017;24:00;12;Muy buena / Oso ona;91;1027,6;0,5;12,1;
06/10/2017;23:00;11;Muy buena / Oso ona;91;1027,8;0,5;12;
06/10/2017;22:00;11;Muy buena / Oso ona;89;1027,8;0,4;12,7;
06/10/2017;21:00;15;Muy buena / Oso ona;87;1027,6;0,5;13,5;
06/10/2017;20:00;19;Muy buena / Oso ona;85;1027,4;0,5;14,3;
06/10/2017;19:00;30;Muy buena / Oso ona;78;1026,9;0,5;15,6;
06/10/2017;18:00;28;Muy buena / Oso ona;71;1026,5;7,4;17,1;
06/10/2017;17:00;11;Muy buena / Oso ona;67;1026,2;90,9;18,9;
06/10/2017;16:00;9;Muy buena / Oso ona;74;1026,2;144,1;18,1;
06/10/2017;15:00;11;Muy buena / Oso ona;80;1026,1;84;18;
06/10/2017;14:00;10;Muy buena / Oso ona;83;1025,9;117,1;18,4;
06/10/2017;13:00;9;Muy buena / Oso ona;88;1025,9;132,1;18,4;
06/10/2017;12:00;12;Muy buena / Oso ona;92;1026;136,6;17,8;
06/10/2017;11:00;11;Muy buena / Oso ona;95;1026,2;133,7;16,8;
06/10/2017;10:00;13;Muy buena / Oso ona;93;1026,3;71,8;16,8;
06/10/2017;09:00;18;Muy buena / Oso ona;91;1026,1;47,4;16,5;
06/10/2017;08:00;17;Muy buena / Oso ona;88;1025,7;20,8;16,6;
06/10/2017;07:00;21;Muy buena / Oso ona;88;1025,4;3,2;16,4;
06/10/2017;06:00;17;Muy buena / Oso ona;86;1025,1;0,5;16,7;
06/10/2017;05:00;13;Muy buena / Oso ona;80;1025,2;0,5;17,2;
06/10/2017;04:00;10;Muy buena / Oso ona;80;1025,2;0,5;17,3;
06/10/2017;03:00;9;Muy buena / Oso ona;80;1025,4;0,5;17,6;
06/10/2017;02:00;7;Muy buena / Oso ona;81;1025,6;0,5;17,7;
06/10/2017;01:00;9;Muy buena / Oso ona;81;1025,8;0,5;17,9;
05/10/2017;24:00;9;Muy buena / Oso ona;81;1026,1;0,5;18,2;
05/10/2017;23:00;11;Muy buena / Oso ona;83;1026,3;0,5;18,4;
05/10/2017;22:00;14;Muy buena / Oso ona;84;1026,2;0,5;18,7;
05/10/2017;21:00;13;Muy buena / Oso ona;84;1026;0,5;18,9;
05/10/2017;20:00;12;Muy buena / Oso ona;84;1025,6;0,5;19;
05/10/2017;19:00;16;Muy buena / Oso ona;86;1025,3;0,5;19,3;
05/10/2017;18:00;12;Muy buena / Oso ona;87;1025;4;19,7;
05/10/2017;17:00;11;Muy buena / Oso ona;88;1024,7;26,6;20;
05/10/2017;16:00;47;Buena / Ona;88;1024,6;56,5;20,4;
05/10/2017;15:00;23;Muy buena / Oso ona;88;1024,5;101,2;20,5;
05/10/2017;14:00;17;Muy buena / Oso ona;90;1024,4;152,2;20,5;
05/10/2017;13:00;23;Muy buena / Oso ona;93;1024,6;128,3;20,3;
05/10/2017;12:00;32;Muy buena / Oso ona;95;1025,1;100,4;19;
05/10/2017;11:00;24;Muy buena / Oso ona;96;1025;36,4;18,3;
05/10/2017;10:00;20;Muy buena / Oso ona;96;1024,8;26,3;18,1;
05/10/2017;09:00;22;Muy buena / Oso ona;96;1024,4;24,5;18;
05/10/2017;08:00;24;Muy buena / Oso ona;95;1023,8;11;18,2;
05/10/2017;07:00;50;Buena / Ona;95;1023,5;2,3;18,3;
05/10/2017;06:00;36;Muy buena / Oso ona;95;1023,2;0,5;18,4;
05/10/2017;05:00;18;Muy buena / Oso ona;96;1022,7;0,5;18,5;
05/10/2017;04:00;15;Muy buena / Oso ona;96;1022,5;0,5;18,7;
05/10/2017;03:00;11;Muy buena / Oso ona;96;1022,4;0,5;19;
05/10/2017;02:00;11;Muy buena / Oso ona;96;1022,7;0,5;19;
05/10/2017;01:00;18;Muy buena / Oso ona;96;1022,9;0,5;19,1;
04/10/2017;24:00;21;Muy buena / Oso ona;95;1023,1;0,5;19,1;
04/10/2017;23:00;32;Muy buena / Oso ona;94;1023,2;0,5;18,8;
04/10/2017;22:00;32;Muy buena / Oso ona;94;1023,2;0,5;18,2;
04/10/2017;21:00;53;Buena / Ona;93;1023;0,5;18,4;
04/10/2017;20:00;51;Buena / Ona;92;1022,8;0,5;19,1;
04/10/2017;19:00;35;Muy buena / Oso ona;90;1022,6;0,5;20,2;
04/10/2017;18:00;48;Buena / Ona;88;1022,4;15,5;21;
04/10/2017;17:00;38;Muy buena / Oso ona;82;1022,1;104,8;22,4;
04/10/2017;16:00;38;Muy buena / Oso ona;81;1022,2;211,4;22,8;
04/10/2017;15:00;32;Muy buena / Oso ona;83;1022,6;146,5;22,2;
04/10/2017;14:00;22;Muy buena / Oso ona;85;1023;133,4;21,5;
04/10/2017;13:00;34;Muy buena / Oso ona;84;1023,5;167,2;21,3;
04/10/2017;12:00;33;Muy buena / Oso ona;84;1023,7;103,4;21,3;
04/10/2017;11:00;25;Muy buena / Oso ona;86;1024;72,9;20,9;
04/10/2017;10:00;18;Muy buena / Oso ona;94;1024,5;48;19,3;
04/10/2017;09:00;27;Muy buena / Oso ona;96;1024,6;59,8;18;
04/10/2017;08:00;34;Muy buena / Oso ona;96;1024,1;45,4;17,1;
04/10/2017;07:00;44;Buena / Ona;97;1023,4;9,4;16,8;
04/10/2017;06:00;14;Muy buena / Oso ona;96;1023,5;0,7;16,7;
04/10/2017;05:00;12;Muy buena / Oso ona;96;1023,4;0,5;16,4;
04/10/2017;04:00;11;Muy buena / Oso ona;95;1023,1;0,5;16,7;
04/10/2017;03:00;6;Muy buena / Oso ona;95;1023;0,5;17,3;
04/10/2017;02:00;6;Muy buena / Oso ona;94;1023,9;0,5;18;
04/10/2017;01:00;6;Muy buena / Oso ona;93;1024,7;0,5;18,6;
03/10/2017;24:00;4;Muy buena / Oso ona;93;1025,4;0,5;19,1;
03/10/2017;23:00;11;Muy buena / Oso ona;94;1025,3;0,5;18,6;
03/10/2017;22:00;16;Muy buena / Oso ona;94;1024,8;0,5;18,2;
03/10/2017;21:00;13;Muy buena / Oso ona;93;1024,1;0,5;18,6;
03/10/2017;20:00;13;Muy buena / Oso ona;92;1024,1;0,5;19,2;
03/10/2017;19:00;11;Muy buena / Oso ona;90;1024,2;0,5;20,1;
03/10/2017;18:00;12;Muy buena / Oso ona;87;1023,9;6,9;21,1;
03/10/2017;17:00;10;Muy buena / Oso ona;86;1023,4;102,8;22;
03/10/2017;16:00;7;Muy buena / Oso ona;89;1023,4;183,9;21,3;
03/10/2017;15:00;5;Muy buena / Oso ona;93;1023,5;131,2;20,7;
03/10/2017;14:00;4;Muy buena / Oso ona;96;1023,8;198,9;20,2;
03/10/2017;13:00;7;Muy buena / Oso ona;97;1024,1;127,9;19,8;
03/10/2017;12:00;9;Muy buena / Oso ona;97;1024,4;179,1;19,6;
03/10/2017;11:00;13;Muy buena / Oso ona;97;1024,5;148,8;19,5;
03/10/2017;10:00;15;Muy buena / Oso ona;97;1024,5;110,7;18,8;
03/10/2017;09:00;12;Muy buena / Oso ona;98;1024,3;50,8;18,1;
03/10/2017;08:00;14;Muy buena / Oso ona;98;1024;26,8;17,7;
03/10/2017;07:00;17;Muy buena / Oso ona;98;1023,7;3,3;17,7;
03/10/2017;06:00;11;Muy buena / Oso ona;98;1023,1;0,5;17,6;
03/10/2017;05:00;7;Muy buena / Oso ona;98;1022,8;0,5;17,7;
03/10/2017;04:00;8;Muy buena / Oso ona;98;1023;0,5;17,9;
03/10/2017;03:00;5;Muy buena / Oso ona;98;1023,2;0,5;17,7;
03/10/2017;02:00;7;Muy buena / Oso ona;98;1023,6;0,5;17,8;
03/10/2017;01:00;9;Muy buena / Oso ona;98;1023,4;0,5;18,2;
02/10/2017;24:00;8;Muy buena / Oso ona;98;1023,5;0,5;18,4;
02/10/2017;23:00;10;Muy buena / Oso ona;98;1023,7;0,5;18,2;
02/10/2017;22:00;9;Muy buena / Oso ona;97;1024,2;0,5;18,5;
02/10/2017;21:00;11;Muy buena / Oso ona;97;1024,4;0,5;19,3;
02/10/2017;20:00;10;Muy buena / Oso ona;97;1024,7;0,5;19,5;
02/10/2017;19:00;6;Muy buena / Oso ona;97;1024,9;0,5;19,5;
02/10/2017;18:00;4;Muy buena / Oso ona;97;1024,9;3;19,5;
02/10/2017;17:00;6;Muy buena / Oso ona;97;1024,9;16,6;19,5;
02/10/2017;16:00;5;Muy buena / Oso ona;97;1025;54,7;19,6;
02/10/2017;15:00;5;Muy buena / Oso ona;98;1025,2;91,5;19,5;
02/10/2017;14:00;5;Muy buena / Oso ona;99;1025,6;84,9;19,3;
02/10/2017;13:00;5;Muy buena / Oso ona;99;1025,9;92,2;19,2;
02/10/2017;12:00;7;Muy buena / Oso ona;98;1026,3;48,8;18,9;
02/10/2017;11:00;12;Muy buena / Oso ona;98;1026,2;42,4;18,8;
02/10/2017;10:00;15;Muy buena / Oso ona;98;1026,1;30,6;18,5;
02/10/2017;09:00;10;Muy buena / Oso ona;98;1025,6;20,9;18,3;
02/10/2017;08:00;11;Muy buena / Oso ona;98;1025,3;10,4;18,1;
02/10/2017;07:00;11;Muy buena / Oso ona;98;1025,1;2;18;
02/10/2017;06:00;10;Muy buena / Oso ona;97;1024,9;0,5;18;
02/10/2017;05:00;6;Muy buena / Oso ona;97;1024,8;0,5;17,9;
02/10/2017;04:00;6;Muy buena / Oso ona;97;1024,8;0,5;17,8;
02/10/2017;03:00;6;Muy buena / Oso ona;97;1024,7;0,5;17,8;
02/10/2017;02:00;8;Muy buena / Oso ona;97;1024,9;0,5;17,7;
02/10/2017;01:00;12;Muy buena / Oso ona;96;1024,9;0,5;18,1;
01/10/2017;24:00;14;Muy buena / Oso ona;96;1024,8;0,5;18,2;
01/10/2017;23:00;14;Muy buena / Oso ona;96;1024,9;0,5;18,2;
01/10/2017;22:00;16;Muy buena / Oso ona;96;1025,2;0,5;18,5;
01/10/2017;21:00;15;Muy buena / Oso ona;96;1025,1;0,5;18,7;
01/10/2017;20:00;11;Muy buena / Oso ona;96;1024,8;0,5;18,7;
01/10/2017;19:00;9;Muy buena / Oso ona;96;1024,6;0,5;18,8;
01/10/2017;18:00;8;Muy buena / Oso ona;96;1024,3;2,6;18,8;
01/10/2017;17:00;7;Muy buena / Oso ona;96;1023,9;10,1;18,8;
01/10/2017;16:00;11;Muy buena / Oso ona;97;1023,8;21,7;18,6;
01/10/2017;15:00;8;Muy buena / Oso ona;97;1023,7;22,6;18,3;
01/10/2017;14:00;7;Muy buena / Oso ona;96;1023,8;22,1;17,9;
01/10/2017;13:00;7;Muy buena / Oso ona;96;1023,9;40,3;17,4;
01/10/2017;12:00;9;Muy buena / Oso ona;96;1023,8;41,7;16,7;
01/10/2017;11:00;10;Muy buena / Oso ona;94;1023,8;38,6;16,4;
01/10/2017;10:00;10;Muy buena / Oso ona;94;1023,8;29,2;15,9;
01/10/2017;09:00;17;Muy buena / Oso ona;93;1023,8;18,5;15,6;
01/10/2017;08:00;19;Muy buena / Oso ona;92;1023,6;13,9;15,3;
01/10/2017;07:00;16;Muy buena / Oso ona;92;1023,3;2,7;14,8;
01/10/2017;06:00;11;Muy buena / Oso ona;93;1022,9;0,5;14,3;
01/10/2017;05:00;11;Muy buena / Oso ona;93;1022,9;0,5;13,9;
01/10/2017;04:00;10;Muy buena / Oso ona;93;1022,8;0,5;13,5;
01/10/2017;03:00;10;Muy buena / Oso ona;93;1022,6;0,5;13,5;
01/10/2017;02:00;11;Muy buena / Oso ona;93;1022,6;0,5;13,6;
01/10/2017;01:00;10;Muy buena / Oso ona;92;1022,8;0,5;13,9;
30/09/2017;24:00;10;Muy buena / Oso ona;91;1023,1;0,5;14,2;
30/09/2017;23:00;9;Muy buena / Oso ona;90;1023,5;0,5;14,5;
30/09/2017;22:00;10;Muy buena / Oso ona;89;1024;0,5;14,7;
30/09/2017;21:00;13;Muy buena / Oso ona;89;1024,3;0,5;15,2;
30/09/2017;20:00;13;Muy buena / Oso ona;89;1023,7;0,5;15,5;
30/09/2017;19:00;13;Muy buena / Oso ona;86;1023,4;0,5;16,1;
30/09/2017;18:00;10;Muy buena / Oso ona;79;1023,1;12,4;17,7;
30/09/2017;17:00;9;Muy buena / Oso ona;74;1022,7;49,2;18,1;
30/09/2017;16:00;3;Muy buena / Oso ona;76;1022,9;76,9;18,1;
30/09/2017;15:00;4;Muy buena / Oso ona;79;1022,9;104,4;17,6;
30/09/2017;14:00;4;Muy buena / Oso ona;80;1022,7;133;17;
30/09/2017;13:00;2;Muy buena / Oso ona;85;1023;141;16,6;
30/09/2017;12:00;3;Muy buena / Oso ona;90;1023,3;119,1;15,9;
30/09/2017;11:00;3;Muy buena / Oso ona;92;1023,3;67,8;15,7;
30/09/2017;10:00;2;Muy buena / Oso ona;93;1023,3;59;15,5;
30/09/2017;09:00;4;Muy buena / Oso ona;93;1023;26,9;16,5;
30/09/2017;08:00;3;Muy buena / Oso ona;94;1022,4;13,5;17,1;
30/09/2017;07:00;10;Muy buena / Oso ona;94;1021,9;2,6;17,6;
30/09/2017;06:00;13;Muy buena / Oso ona;94;1021,8;0,5;17,4;
30/09/2017;05:00;16;Muy buena / Oso ona;94;1021,8;0,5;17,3;
30/09/2017;04:00;20;Muy buena / Oso ona;93;1021,7;0,5;17,3;
30/09/2017;03:00;21;Muy buena / Oso ona;91;1021,6;0,5;17,5;
30/09/2017;02:00;19;Muy buena / Oso ona;89;1021,9;0,5;17,9;
30/09/2017;01:00;16;Muy buena / Oso ona;89;1022,2;0,5;17,6;
29/09/2017;24:00;21;Muy buena / Oso ona;89;1022,4;0,5;18,3;
29/09/2017;23:00;19;Muy buena / Oso ona;89;1022,4;0,5;18,5;
29/09/2017;22:00;23;Muy buena / Oso ona;87;1022,7;0,5;19,4;
29/09/2017;21:00;27;Muy buena / Oso ona;85;1023,3;0,5;19,8;
29/09/2017;20:00;28;Muy buena / Oso ona;84;1023,3;0,5;20;
29/09/2017;19:00;28;Muy buena / Oso ona;83;1022,8;0,5;20,2;
29/09/2017;18:00;29;Muy buena / Oso ona;80;1022,1;12,3;20,9;
29/09/2017;17:00;27;Muy buena / Oso ona;75;1021,7;131,5;22,4;
29/09/2017;16:00;23;Muy buena / Oso ona;77;1021,8;189;21,8;
29/09/2017;15:00;31;Muy buena / Oso ona;72;1021,5;275,4;22,9;
29/09/2017;14:00;29;Muy buena / Oso ona;69;1021;157;23,2;
29/09/2017;13:00;29;Muy buena / Oso ona;73;1021;61,6;23;
29/09/2017;12:00;44;Buena / Ona;72;1020,9;45,1;23,9;
