Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
19/05/2017;18:00;282;65;1008,8;111,8;13,2;1,35
19/05/2017;17:00;295;63;1008,8;104,8;13,3;1,59
19/05/2017;16:00;268;59;1008,5;394,7;14,5;2,56
19/05/2017;15:00;262;60;1008,4;246,3;14;2,59
19/05/2017;14:00;280;61;1008,3;638,1;15,4;1,96
19/05/2017;13:00;263;66;1008,3;545;14,1;1,82
19/05/2017;12:00;266;67;1008,1;350,6;13,3;2
19/05/2017;11:00;256;62;1007,8;248;13,7;1,78
19/05/2017;10:00;244;62;1007,5;559;13,8;2,2
19/05/2017;09:00;230;70;1007,3;435,4;12,8;1,39
19/05/2017;08:00;292;83;1007,2;236,9;10,8;0,46
19/05/2017;07:00;59;94;1006,7;194,2;8,4;0,48
19/05/2017;06:00;39;96;1006,3;41,7;6,4;0,92
19/05/2017;05:00;45;96;1005,9;0,1;6,6;1,37
19/05/2017;04:00;46;95;1006;0;7,2;0,82
19/05/2017;03:00;46;95;1006,1;0;7,6;0,96
19/05/2017;02:00;46;95;1006,2;0;7,6;0,95
19/05/2017;01:00;43;95;1006,3;0;7,8;1,1
18/05/2017;24:00;38;94;1006,6;0;8,4;0,61
18/05/2017;23:00;94;91;1007,1;0;9,2;0,1
18/05/2017;22:00;264;90;1007,3;0;9,6;1,32
18/05/2017;21:00;240;89;1006,8;0;10,3;0,66
18/05/2017;20:00;250;81;1006,4;0,3;11,5;2,1
18/05/2017;19:00;261;75;1006;23,6;12,3;2,48
18/05/2017;18:00;259;70;1005,7;141,6;13,2;3,3
18/05/2017;17:00;266;62;1005,5;594,3;15,2;2,71
18/05/2017;16:00;271;61;1004,9;815,6;15,5;2,74
18/05/2017;15:00;262;67;1004,8;707,8;14,3;3,29
18/05/2017;14:00;261;81;1004,8;380,1;12,9;2,55
18/05/2017;13:00;229;82;1004,7;318,6;12,7;1,11
18/05/2017;12:00;217;88;1004,7;163;11,2;0,89
18/05/2017;11:00;243;93;1004,8;93,8;10,5;1,3
18/05/2017;10:00;247;94;1004,6;54,5;10,3;1,57
18/05/2017;09:00;240;95;1004,2;13,2;10,1;0,86
18/05/2017;08:00;257;94;1004,1;4,2;10;1,22
18/05/2017;07:00;267;94;1003,3;1,5;10,5;2,29
18/05/2017;06:00;281;95;1002,1;3,6;11,6;1,8
18/05/2017;05:00;256;97;1002,1;0;12,1;2,12
18/05/2017;04:00;253;97;1002;0;12,2;2,03
18/05/2017;03:00;253;97;1002,3;0;12,7;2
18/05/2017;02:00;269;95;1002,9;0;13;0,95
18/05/2017;01:00;265;97;1003,2;0;13,2;1,46
17/05/2017;24:00;269;97;1003,6;0;13,3;0,54
17/05/2017;23:00;333;97;1003,7;0;12,9;0,3
17/05/2017;22:00;27;97;1003,7;0;13,2;0,22
17/05/2017;21:00;342;96;1003,6;0;13,4;0,33
17/05/2017;20:00;53;95;1003,7;0,1;13,6;0,48
17/05/2017;19:00;82;97;1004,4;3,5;13,5;1,15
17/05/2017;18:00;84;95;1004,8;2,1;13,7;0,7
17/05/2017;17:00;261;92;1005;10,8;14,1;0,53
17/05/2017;16:00;256;83;1004,8;23,8;15;1,24
17/05/2017;15:00;262;79;1004,7;137,3;16,1;1,73
17/05/2017;14:00;288;80;1004,6;147,2;16,6;0,96
17/05/2017;13:00;265;72;1004,5;146;17,8;1,5
17/05/2017;12:00
17/05/2017;11:00
17/05/2017;10:00
17/05/2017;09:00
17/05/2017;08:00
17/05/2017;07:00
17/05/2017;06:00
17/05/2017;05:00
17/05/2017;04:00
17/05/2017;03:00
17/05/2017;02:00
17/05/2017;01:00
10/05/2017;24:00
10/05/2017;23:00
10/05/2017;22:00
10/05/2017;21:00
10/05/2017;20:00
10/05/2017;19:00
10/05/2017;18:00
10/05/2017;17:00
10/05/2017;16:00
10/05/2017;15:00
10/05/2017;14:00
10/05/2017;13:00
10/05/2017;12:00
10/05/2017;11:00
10/05/2017;10:00;185;49;987,2;737,8;22;3,61
10/05/2017;09:00;197;54;987,8;450,9;21,1;2,32
10/05/2017;08:00;178;57;989,2;452,9;20,7;1,05
10/05/2017;07:00;221;69;988,3;129,6;16,8;0,32
10/05/2017;06:00;279;84;987;3,1;13,5;0,47
10/05/2017;05:00;61;87;986,7;0;12,8;1,09
10/05/2017;04:00;65;87;986,5;0;12,4;1,33
10/05/2017;03:00;50;87;987,4;0;12,5;0,67
10/05/2017;02:00;288;85;988,1;0;12,8;0,73
10/05/2017;01:00;302;82;988,3;0;13,5;1,03
09/05/2017;24:00;275;79;988,7;0;14,7;1,12
09/05/2017;23:00;46;79;988,5;0;14,9;0,54
09/05/2017;22:00;20;82;988,4;0;14,4;0,8
09/05/2017;21:00;74;74;988,5;0;14,3;1,56
09/05/2017;20:00;80;72;988,6;0;14,9;1,17
09/05/2017;19:00;80;68;989,1;34;16,4;1,26
09/05/2017;18:00;66;67;989,6;121,5;16,9;2,83
09/05/2017;17:00;64;69;990,3;247,7;17,2;3,13
09/05/2017;16:00;62;70;991,1;334,2;17,7;2,43
09/05/2017;15:00;71;69;992,5;432,7;17,8;2,57
09/05/2017;14:00;68;68;992,9;379,5;18;2,86
09/05/2017;13:00;74;65;994,9;586,9;18,7;3,45
09/05/2017;12:00;63;63;995,6;688,2;18,9;3,47
09/05/2017;11:00;69;63;996,3;773,1;18,8;2,92
09/05/2017;10:00;67;67;998,5;684,4;17,7;1,65
09/05/2017;09:00;84;74;1000,3;562;15,9;1,95
09/05/2017;08:00;138;80;1000,4;433,9;12,9;0,47
09/05/2017;07:00;64;93;998,7;223,3;9,1;0,8
09/05/2017;06:00;29;95;998,6;47,5;7;0,07
09/05/2017;05:00;68;95;998,6;0,2;7,1;0,48
09/05/2017;04:00;227;95;999,1;0;7,1;0,22
09/05/2017;03:00;58;95;999,7;0;7,7;0,91
09/05/2017;02:00;65;94;1000,2;0;8;0,57
09/05/2017;01:00;285;92;1001,2;0;8,6;0,26
08/05/2017;24:00;27;90;1001,4;0;9,6;0,2
08/05/2017;23:00;244;88;1001,2;0;9,9;0,51
08/05/2017;22:00;100;83;1002,9;0;11,1;1
08/05/2017;21:00;65;80;1001,6;0;12,1;2,14
08/05/2017;20:00;42;71;1001;0,2;12,7;1,42
08/05/2017;19:00;33;62;1001;73,9;14,5;1,95
08/05/2017;18:00;36;57;998;173,4;15,9;2,12
08/05/2017;17:00;43;55;1001,8;332,3;16,9;2,54
08/05/2017;16:00;63;51;1002,5;490,2;18,2;3,44
08/05/2017;15:00;46;49;1004;557,1;18,9;2,99
08/05/2017;14:00;42;48;1004,7;589,2;19,3;2,99
08/05/2017;13:00;66;47;1007,4;777,7;20,3;3,28
08/05/2017;12:00;68;49;1006,6;972;19,8;2,49
08/05/2017;11:00;61;53;1004,5;870,5;18,9;1,83
08/05/2017;10:00;62;54;1013,8;751,5;17,6;1,59
08/05/2017;09:00;83;60;1015,4;606,7;15,9;1,56
08/05/2017;08:00;128;66;1017;405,7;13,4;0,47
08/05/2017;07:00;78;77;1015,8;279,1;10,1;1,06
08/05/2017;06:00;69;85;1006,3;94,5;7,2;1,04
08/05/2017;05:00;73;88;999,2;0;6,3;1
08/05/2017;04:00;66;88;999,7;0;6,5;0,38
08/05/2017;03:00;31;87;1002,3;0;6,8;0,1
08/05/2017;02:00;51;83;1005,4;0;7,9;0,56
08/05/2017;01:00;67;80;1005,8;0;8,5;0,45
07/05/2017;24:00;76;77;1000,8;0;9,1;0,15
07/05/2017;23:00;90;66;1000,4;0;10,6;0,52
07/05/2017;22:00;76;59;1000;0;11,8;0,92
07/05/2017;21:00;96;64;1000,4;0;12,7;0,21
07/05/2017;20:00;48;59;1000;0;14,1;0,38
07/05/2017;19:00;3;54;997,3;79,1;16,8;1,44
07/05/2017;18:00;19;51;998,7;267,3;18;2,57
07/05/2017;17:00;51;52;1009,1;442,3;18,8;3,13
07/05/2017;16:00;43;52;1004,4;546,7;19,4;3,03
07/05/2017;15:00;47;50;1006,5;654,3;19,8;3,26
07/05/2017;14:00;66;48;1008,9;743,2;19,8;3,5
07/05/2017;13:00;53;47;1009,6;814,8;20,2;2,94
07/05/2017;12:00;78;44;1008,9;813,9;20,5;1,98
07/05/2017;11:00;78;43;1005,1;854,6;20,4;1,09
07/05/2017;10:00;86;45;1014,9;794,3;19,3;0,93
07/05/2017;09:00;175;54;1020,5;649,2;17,3;0,47
07/05/2017;08:00;73;71;1013,3;458,8;12,7;1,47
07/05/2017;07:00;71;81;1001,5;241,6;10,2;1,47
07/05/2017;06:00;66;88;971,9;51;8,1;1,37
07/05/2017;05:00;62;89;967,8;0;7,7;1,07
07/05/2017;04:00;58;87;970,4;0;8,1;0,29
07/05/2017;03:00;58;84;973,5;0;9;0,46
07/05/2017;02:00;65;81;978,3;0;9,7;0,59
07/05/2017;01:00;58;82;979,7;0;9,7;0,55
06/05/2017;24:00;52;81;978,1;0;9,7;0,47
06/05/2017;23:00;58;80;973,1;0;9,7;0,45
06/05/2017;22:00;87;78;973,6;0;9,6;0,24
06/05/2017;21:00;131;73;977,3;0;11;0,15
06/05/2017;20:00;341;62;981,6;0;13;0,82
06/05/2017;19:00;23;57;984,5;74,3;15,1;1,02
06/05/2017;18:00;35;51;997,2;188,7;16,5;1,24
06/05/2017;17:00;287;47;1011,9;472,5;17,5;1,65
06/05/2017;16:00;267;48;994;662,9;18;2,92
06/05/2017;15:00;287;47;999,3;889;19,2;2,09
06/05/2017;14:00;328;49;1006,4;852,4;20,2;1,72
06/05/2017;13:00;305;42;1012,1;962,4;21;0,89
06/05/2017;12:00;267;42;998,9;934;20,2;1,44
06/05/2017;11:00;269;43;993,3;730,2;19,4;1,38
06/05/2017;10:00;232;44;998,7;831,3;18,6;2,4
06/05/2017;09:00;230;50;1000,5;654,6;16,7;2,77
06/05/2017;08:00;221;55;999,6;468,2;15,1;3,07
06/05/2017;07:00;219;62;999,1;252,1;13,3;2,77
06/05/2017;06:00;241;82;998,2;61,5;9,8;2,22
06/05/2017;05:00;253;94;997,7;0;9,1;1,09
06/05/2017;04:00;41;97;997,3;0;9,8;0,6
06/05/2017;03:00;41;97;996,7;0;10,7;1
06/05/2017;02:00;19;96;996,3;0;11,1;0,75
06/05/2017;01:00;42;96;996,5;0;11,4;1,65
05/05/2017;24:00;21;95;996,7;0;11,8;0,7
05/05/2017;23:00;27;95;996,3;0;11,9;0,66
05/05/2017;22:00;30;94;996,1;0;12,2;0,5
05/05/2017;21:00;315;95;995,4;0;12;0,94
05/05/2017;20:00;71;96;994,1;0;12,2;1,82
05/05/2017;19:00;67;95;993,7;5,5;12,3;1,04
05/05/2017;18:00;201;94;993,6;6;12,4;0,11
05/05/2017;17:00;255;88;993,2;18,6;13,2;2,27
05/05/2017;16:00;265;70;991,9;105,3;15,9;3,22
05/05/2017;15:00;261;62;990,7;153,5;18,8;4,01
05/05/2017;14:00;193;44;989,8;645,6;24,1;3,49
05/05/2017;13:00;187;45;990,3;800,2;23,5;4,53
05/05/2017;12:00;193;47;990,5;526,8;22,5;5,5
05/05/2017;11:00;192;46;990,2;712;22,7;3,33
05/05/2017;10:00;21;50;990,1;366,7;21,1;0,97
05/05/2017;09:00;82;48;990,3;217;20,7;1,6
05/05/2017;08:00;79;47;990,6;115;20,6;2,61
05/05/2017;07:00;82;50;990,8;43,4;20,2;1,54
05/05/2017;06:00
05/05/2017;05:00;111;68;989,9;0;16,3;0,59
05/05/2017;04:00;25;90;989,8;0;12,1;0,4
05/05/2017;03:00;85;89;990,7;0;12,5;1,36
05/05/2017;02:00;77;89;991,7;0;12,8;1,23
05/05/2017;01:00;83;88;992,4;0;13,2;1,44
04/05/2017;24:00;96;82;993,2;0;14;1,55
04/05/2017;23:00;81;78;994;0;14,9;1,59
04/05/2017;22:00;74;75;994,5;0;15,4;2,12
04/05/2017;21:00;78;72;995,1;0;15,9;2,52
04/05/2017;20:00;70;71;995,2;0;16,1;3,18
04/05/2017;19:00;62;69;995,3;7,6;16,7;3,75
04/05/2017;18:00;59;67;995,2;59,7;17,5;4,01
04/05/2017;17:00;54;67;995,4;259;18,5;3,66
04/05/2017;16:00;54;67;995,6;410,2;18,7;4,36
04/05/2017;15:00;54;65;995,9;679,8;18,7;4,03
04/05/2017;14:00;50;62;996,4;495,2;18,9;3,05
04/05/2017;13:00;52;61;996,5;570,5;19,6;2,82
04/05/2017;12:00;64;59;996,8;824,1;20,1;2,26
04/05/2017;11:00;66;62;997,1;826,4;18,8;2,15
04/05/2017;10:00;82;67;997,2;766;18;1,39
04/05/2017;09:00;76;74;997,5;521,5;15,7;1,31
04/05/2017;08:00;69;81;997,7;409,7;14,1;0,76
04/05/2017;07:00;55;93;997,9;140,1;10,4;0,6
04/05/2017;06:00;76;95;997,8;23,4;8,9;0,05
04/05/2017;05:00;251;94;998,1;0;8,9;0,18
04/05/2017;04:00;53;94;998,5;0;9,2;0,36
04/05/2017;03:00;15;92;998,8;0;10;0,42
04/05/2017;02:00;289;92;999,3;0;10;0,31
04/05/2017;01:00;294;93;999,9;0;9,4;0,42
03/05/2017;24:00;28;92;1000,5;0;9,6;0,06
03/05/2017;23:00;267;90;1000,7;0;9,9;0,1
03/05/2017;22:00;68;86;1000,9;0;10,7;0,68
03/05/2017;21:00;43;84;1001;0;11,5;1,02
03/05/2017;20:00;36;82;1000,7;0;12,5;1,35
03/05/2017;19:00;48;74;1000,3;67,3;14,8;2,03
03/05/2017;18:00;63;69;1000,3;245,4;16,7;2,7
03/05/2017;17:00;38;65;1000,3;462,6;18,5;2,15
03/05/2017;16:00;44;64;1000,3;695,8;19,2;2,1
03/05/2017;15:00;66;65;1000,7;850;18,7;3,27
03/05/2017;14:00;42;62;1001;749,2;19,4;2,19
03/05/2017;13:00;6;56;1001,5;970,8;20,2;1,14
03/05/2017;12:00;62;56;1002,2;971;19,1;1,14
03/05/2017;11:00;45;66;1002,9;644,5;17,5;1,11
03/05/2017;10:00;75;74;1003,3;713,3;16;1,78
03/05/2017;09:00;72;83;1003,5;386;13,5;1,34
03/05/2017;08:00;81;90;1003,6;185,9;11,6;1,36
03/05/2017;07:00;78;94;1003,7;34,1;10,8;1,44
03/05/2017;06:00;68;95;1003,8;1,2;10,6;0,58
03/05/2017;05:00;60;94;1003,8;0;10,6;0,44
03/05/2017;04:00;74;94;1003,9;0;10,7;0,63
03/05/2017;03:00;70;95;1004;0;10,6;0,45
03/05/2017;02:00;24;96;1004,3;0;10,3;0,32
03/05/2017;01:00;41;96;1004,9;0;10,1;0,21
02/05/2017;24:00;48;95;1005,3;0;10,7;0,21
02/05/2017;23:00;311;94;1005,8;0;11,1;0,2
02/05/2017;22:00;316;92;1006,1;0;11,6;0,4
02/05/2017;21:00;339;90;1006,3;0;12,4;0,4
02/05/2017;20:00;7;87;1006,1;0;12,9;0,45
02/05/2017;19:00;311;82;1006;14,9;13,9;0,65
02/05/2017;18:00;331;76;1006,1;75,7;15,1;0,9
02/05/2017;17:00;273;69;1006,1;386,1;16,5;1,54
02/05/2017;16:00;278;70;1006,1;443,3;16,6;1,41
02/05/2017;15:00;293;72;1006,3;477;16,3;1,68
02/05/2017;14:00;283;72;1006,4;478,8;16,1;1,67
02/05/2017;13:00;266;77;1006,5;510,2;15,4;1,27
02/05/2017;12:00;282;83;1007;334;13,9;1,42
02/05/2017;11:00;276;88;1007,3;299,1;13,3;1,14
02/05/2017;10:00;262;91;1007,3;183;12,1;1,16
02/05/2017;09:00;259;91;1007,2;66,7;11,8;0,5
02/05/2017;08:00;277;92;960,3;30,8;11,2;0,29
02/05/2017;07:00;49;92;895,2;16,1;10,5;0,24
02/05/2017;06:00;29;92;894;0,4;10,1;0,19
02/05/2017;05:00;274;92;894;0;10;0,29
02/05/2017;04:00;27;91;894;0;9,9;0,1
02/05/2017;03:00;38;91;894;0;9,7;0,29
02/05/2017;02:00;47;92;893,9;0;9,6;0,61
02/05/2017;01:00;33;92;893,9;0;9,7;0,16
01/05/2017;24:00;267;89;893,9;0;10;0,13
01/05/2017;23:00;48;86;893,9;0;10,2;0,3
01/05/2017;22:00;42;87;893,9;0;9,9;0,29
01/05/2017;21:00;39;86;893,9;0;9,8;0,38
01/05/2017;20:00;301;83;893,9;0;10,3;0,25
01/05/2017;19:00
01/05/2017;18:00;69;75;1006,1;83,1;11,7;0,87
01/05/2017;17:00;307;63;1006,2;117,7;12,6;0,71
01/05/2017;16:00;319;53;1005,7;221,5;13,4;1,45
01/05/2017;15:00;298;49;1005,4;600,6;15,2;1,56
01/05/2017;14:00;283;45;1005,5;657,3;15,7;1,98
01/05/2017;13:00;308;43;1005,6;748,3;15,4;0,92
01/05/2017;12:00;211;42;1005,7;751,9;14,8;1,94
01/05/2017;11:00;243;46;1006;890,2;14,4;1,9
01/05/2017;10:00;237;51;1006;811,2;13,2;1,87
01/05/2017;09:00;69;71;1005,8;631,7;10,6;0,73
01/05/2017;08:00;73;82;1005,7;454,7;7,1;1,09
01/05/2017;07:00;65;92;1005,1;241,6;4;1,36
01/05/2017;06:00;57;95;1004,5;44,3;1,7;0,93
01/05/2017;05:00;62;95;1003,9;0;1,6;0,59
01/05/2017;04:00;30;95;1003,5;0;2,1;0,08
01/05/2017;03:00;62;95;1002,8;0;3,1;1,05
01/05/2017;02:00;63;95;1002,4;0;3,1;0,73
01/05/2017;01:00;91;95;1001,8;0;3,6;0,15
30/04/2017;24:00;47;95;1001,4;0;4,2;0,12
30/04/2017;23:00;345;94;1000,8;0;4,9;0,04
30/04/2017;22:00;44;94;1000,3;0;5,8;1,2
30/04/2017;21:00;50;92;999,7;0;6,6;1,29
30/04/2017;20:00;59;88;998,6;0,1;6,9;0,67
30/04/2017;19:00;167;85;997,4;52,7;7,7;0,29
30/04/2017;18:00;229;84;996,9;17,9;7,6;0,87
30/04/2017;17:00;241;86;996,4;86,6;7,7;2,16
30/04/2017;16:00;222;88;995,5;145,7;7,3;0,6
30/04/2017;15:00;291;86;994,6;71,6;8,4;0,58
30/04/2017;14:00;76;88;993,7;234;8,4;1,86
30/04/2017;13:00;239;87;993,1;93,2;7,6;0,57
30/04/2017;12:00;275;89;992,1;50,9;6,9;2,51
30/04/2017;11:00;293;84;991;25,4;9,1;2,9
30/04/2017;10:00;219;64;989,4;191,9;13,6;2,94
30/04/2017;09:00;193;68;988,5;132,4;13;4,52
30/04/2017;08:00;187;49;987,6;77;16;5,27
30/04/2017;07:00;194;35;987,5;106,6;16,8;4,11
30/04/2017;06:00;199;41;988;13;16,2;3,17
30/04/2017;05:00;198;48;988,5;0;15,9;1,47
30/04/2017;04:00;113;55;989;0;15,4;0,48
30/04/2017;03:00;201;57;989,6;0;15,5;2,54
30/04/2017;02:00;202;59;990,3;0;15,4;3,6
30/04/2017;01:00;208;59;990,9;0;15,5;3,13
29/04/2017;24:00;158;57;991,2;0;15,9;1,69
29/04/2017;23:00;201;56;991,6;0;15,8;3,21
29/04/2017;22:00;129;53;991,9;0;16,2;1,23
29/04/2017;21:00;195;53;992;0;16,2;3,58
29/04/2017;20:00;93;54;991,6;0;15,9;1,01
29/04/2017;19:00;127;48;991,7;42,1;17,6;0,98
29/04/2017;18:00;152;44;991,9;194,6;19,1;1,51
29/04/2017;17:00;96;42;992;351,8;19,8;2,47
29/04/2017;16:00;175;41;992,3;424,5;20,2;2,41
29/04/2017;15:00;168;41;993;685,7;19,9;2,53
29/04/2017;14:00;185;39;993,4;768,3;20,2;3,33
29/04/2017;13:00;184;41;994;606,2;19,5;2,63
29/04/2017;12:00;165;45;994,8;375,8;17,6;1,42
29/04/2017;11:00;167;43;995,6;754,5;17,8;1,76
29/04/2017;10:00;113;46;996;798,6;16,2;1,95
29/04/2017;09:00;81;53;996,6;373;13,3;2,14
29/04/2017;08:00;78;76;997,2;364,9;9,1;0,59
29/04/2017;07:00;273;89;997,3;231,6;5;0,22
29/04/2017;06:00;49;95;997,6;36,2;1,8;1,13
29/04/2017;05:00;13;95;998,1;0;2;0,32
29/04/2017;04:00;43;94;998,6;0;2,7;0,95
29/04/2017;03:00;10;94;999,3;0;3,1;0,55
29/04/2017;02:00;23;93;999,9;0;3,8;0,76
29/04/2017;01:00;46;91;1000,6;0;4,2;1,02
28/04/2017;24:00;71;88;1001,4;0;5,3;1,46
28/04/2017;23:00;91;84;1001,9;0;6,5;2,03
28/04/2017;22:00;75;79;1002,6;0;7,5;1,69
28/04/2017;21:00;62;75;1002,8;0;8,3;2,12
28/04/2017;20:00;60;71;1002,7;0;9,2;2,77
28/04/2017;19:00;55;66;1002,6;54,4;10,5;2,87
28/04/2017;18:00;55;60;1003;238,3;11,6;3,64
28/04/2017;17:00;46;56;1003,4;479,9;12,2;4,2
28/04/2017;16:00;44;53;1003,4;674,4;12,7;4,07
28/04/2017;15:00;36;45;1003,7;833,2;13,4;3,71
28/04/2017;14:00;42;41;1004,3;971,8;13,9;3,21
28/04/2017;13:00;30;45;1004,6;847,8;13,4;2,59
28/04/2017;12:00;23;50;1005,3;977,7;13,2;1,8
28/04/2017;11:00;279;54;1005,7;847,7;12,6;0,88
28/04/2017;10:00;167;64;1006;859,6;10,2;0,71
28/04/2017;09:00;71;87;1006,3;254,5;4,1;1,33
28/04/2017;08:00;55;90;1006,3;140,4;2,5;1,2
28/04/2017;07:00;44;92;1006,3;81;1,7;1,34
28/04/2017;06:00;43;93;1006,2;27,8;1,2;1,23
28/04/2017;05:00;42;93;1006,4;0;1,1;1,35
28/04/2017;04:00;30;93;1006,6;0;1,2;0,71
28/04/2017;03:00;47;93;1007;0;1,3;0,93
28/04/2017;02:00;30;92;1007,2;0;1,5;1,29
28/04/2017;01:00;21;91;1007,6;0;1,9;0,31
27/04/2017;24:00;33;89;1007,8;0;2,7;0,68
27/04/2017;23:00;36;87;1007,9;0;3,1;0,57
27/04/2017;22:00;45;83;1007,9;0;3,6;0,66
27/04/2017;21:00;48;80;1007,7;0;4,5;0,25
27/04/2017;20:00;301;69;1007,2;0;6,3;0,45
27/04/2017;19:00;349;58;1006,7;56,4;8,9;1,06
27/04/2017;18:00;341;55;1006,6;155,7;9,6;1,49
27/04/2017;17:00;23;51;1006,2;346,8;10,5;1,55
27/04/2017;16:00;353;49;1005,7;405,9;10,7;1,92
27/04/2017;15:00;11;50;1005,7;879,3;11,5;2,45
27/04/2017;14:00;34;59;1005,5;595,9;10,3;2,21
27/04/2017;13:00;313;64;1005,4;545,6;10;1,33
27/04/2017;12:00;261;77;1005,5;396;8,2;2,23
27/04/2017;11:00;262;81;1005,4;672,7;7,3;1,36
27/04/2017;10:00
27/04/2017;09:00
27/04/2017;08:00
27/04/2017;07:00
27/04/2017;06:00
27/04/2017;05:00
27/04/2017;04:00
27/04/2017;03:00
27/04/2017;02:00
27/04/2017;01:00
26/04/2017;24:00
26/04/2017;23:00
26/04/2017;22:00
26/04/2017;21:00
26/04/2017;20:00
26/04/2017;19:00
26/04/2017;18:00
26/04/2017;17:00
26/04/2017;16:00
26/04/2017;15:00
26/04/2017;14:00
26/04/2017;13:00
26/04/2017;12:00
26/04/2017;11:00
26/04/2017;10:00;267;90;1000,6;52,4;6,4;0,65
26/04/2017;09:00;270;90;1000,1;74,9;6,8;1,01
26/04/2017;08:00;301;90;1000;46,3;6,6;0,64
26/04/2017;07:00;283;94;999,5;18,8;6,5;0,74
26/04/2017;06:00;263;94;998,9;1,6;6,3;0,72
26/04/2017;05:00;262;94;998,7;0;6,4;1,11
26/04/2017;04:00;265;94;998,7;0;6,6;1,05
26/04/2017;03:00;264;93;998,6;0;7;1,56
26/04/2017;02:00;291;92;998;0;7,7;1,49
26/04/2017;01:00;324;93;997,3;0;8,3;1,46
25/04/2017;24:00;336;96;996,8;0;9;0,49
25/04/2017;23:00;261;96;996,9;0;8,8;0,9
25/04/2017;22:00;265;96;997;0;9,2;1,42
25/04/2017;21:00;266;95;996,8;0;9,2;0,76
25/04/2017;20:00;269;94;996,2;0;9,1;0,88
25/04/2017;19:00;244;93;995,8;0,6;9,1;0,71
25/04/2017;18:00;246;92;995,6;5,4;9,2;1,05
25/04/2017;17:00;261;91;995,5;23;9,8;2,39
25/04/2017;16:00;260;89;995,1;65,1;11,9;1,47
25/04/2017;15:00;249;85;995,4;167;11,6;0,69
25/04/2017;14:00;226;85;995,6;91,4;10,9;1,39
25/04/2017;13:00;260;86;995,6;134,3;11,8;1,41
25/04/2017;12:00;268;87;995,9;52,2;11,4;1,33
25/04/2017;11:00;266;84;995,7;143,5;12,9;2,02
25/04/2017;10:00;261;81;995,4;340,8;13,6;2,45
25/04/2017;09:00;277;88;995;296,9;12,5;0,9
25/04/2017;08:00;82;93;995,2;159,5;11,2;0,21
25/04/2017;07:00;16;94;995,3;13;10,2;0,55
25/04/2017;06:00;289;92;995,1;5,6;10,1;0,61
25/04/2017;05:00;337;89;995,2;0,4;10,6;0,27
25/04/2017;04:00;70;89;995,4;0;10,8;1,61
25/04/2017;03:00;83;90;996,1;0;10,9;1,94
25/04/2017;02:00;66;92;996,8;0;10,5;0,91
25/04/2017;01:00;60;92;997,8;0;10,9;0,08
24/04/2017;24:00;300;91;997,9;0;10,7;0,62
24/04/2017;23:00;325;89;998;0;11,2;0,26
24/04/2017;22:00;223;87;998,6;0;12;0,3
24/04/2017;21:00;276;86;999,2;0;12;1,22
24/04/2017;20:00;261;85;998,7;0;12,3;1,55
24/04/2017;19:00;262;79;998,3;10,5;13;2,38
24/04/2017;18:00;258;68;998,2;180,5;15,9;2,6
24/04/2017;17:00;272;61;998,1;414,3;17,3;2,4
24/04/2017;16:00;270;53;997,7;499,1;20,5;2,08
24/04/2017;15:00;69;47;997,9;766,7;22,6;2,3
24/04/2017;14:00;43;46;998,3;888;23,1;1
24/04/2017;13:00;69;47;998,6;953,9;22,7;2,72
24/04/2017;12:00;82;43;999,5;949,2;22,3;2,43
24/04/2017;11:00;72;39;1000,2;837,4;21,9;0,96
24/04/2017;10:00;122;44;1000,3;762,9;20,4;0,3
24/04/2017;09:00;84;59;1000,8;597,1;15,4;0,95
24/04/2017;08:00;77;73;1001;388,7;11,2;1,29
24/04/2017;07:00;65;80;1000,9;177,9;8,8;0,48
24/04/2017;06:00;118;88;1000,8;20,2;6;0,11
24/04/2017;05:00;116;87;1000,8;0;6,3;0,18
24/04/2017;04:00;66;87;1001;0;6,8;0,44
24/04/2017;03:00;81;84;1001,4;0;7,3;0,06
24/04/2017;02:00;67;83;1001,9;0;7,8;0,5
24/04/2017;01:00;89;79;1002,4;0;8,4;0,43
23/04/2017;24:00;172;76;1002,7;0;8,9;0,13
23/04/2017;23:00;90;71;1003,1;0;10,1;0,17
23/04/2017;22:00;140;63;1003,2;0;11,4;0,08
23/04/2017;21:00;79;56;1003;0;13,3;0,19
23/04/2017;20:00;312;51;1002,6;0;15;0,58
23/04/2017;19:00;39;44;1002,3;42,8;17,5;1,31
23/04/2017;18:00;51;38;1002,2;220,2;19,8;3,01
23/04/2017;17:00;42;36;1002,2;413,1;20,7;3,77
23/04/2017;16:00;47;34;1002,3;582;21,6;4,03
23/04/2017;15:00;49;31;1002,6;728,6;22,4;3,81
23/04/2017;14:00;43;30;1002,8;846,7;22,7;3,93
23/04/2017;13:00;42;26;1003,1;904,3;23,3;3,64
23/04/2017;12:00;38;27;1003,6;946,8;23,4;2,67
23/04/2017;11:00;85;32;1004,2;886;22,6;1,51
23/04/2017;10:00;202;39;1004,3;787,6;20,3;0,63
23/04/2017;09:00;88;53;1004,5;615,4;15,8;0,6
23/04/2017;08:00;75;69;1004,6;411,5;10,8;1,64
23/04/2017;07:00;67;79;1004,7;187,3;8;1,62
23/04/2017;06:00;84;88;1004,6;23,2;5,6;0,18
23/04/2017;05:00;98;88;1004,4;0;5,7;0,17
23/04/2017;04:00;202;88;1004,4;0;6,1;0,11
