Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
09/06/2017;11:00;0,28;"Muy buena / ";0,3;6;15;Muy buena / Oso ona;24;22;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;10:00;0,3;"Muy buena / ";0,3;5;14;Muy buena / Oso ona;22;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;09:00;0,3;"Muy buena / ";0,3;4;15;Muy buena / Oso ona;21;24;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;08:00;0,33;"Muy buena / ";0,3;8;29;Muy buena / Oso ona;41;25;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
09/06/2017;07:00;0,34;"Muy buena / ";0,29;7;30;Muy buena / Oso ona;42;24;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;06:00;0,29;"Muy buena / ";0,29;4;29;Muy buena / Oso ona;34;15;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;05:00;0,29;"Muy buena / ";0,29;3;25;Muy buena / Oso ona;29;27;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;04:00;0,3;"Muy buena / ";0,3;2;19;Muy buena / Oso ona;22;31;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
09/06/2017;03:00;0,28;"Muy buena / ";0,3;1;15;Muy buena / Oso ona;16;21;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;02:00;0,28;"Muy buena / ";0,31;1;13;Muy buena / Oso ona;14;16;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
09/06/2017;01:00;0,28;"Muy buena / ";0,31;1;10;Muy buena / Oso ona;11;16;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;24:00;0,31;"Muy buena / ";0,3;1;12;Muy buena / Oso ona;13;24;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;23:00;0,32;"Muy buena / ";0,28;1;13;Muy buena / Oso ona;14;21;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;22:00;0,31;"Muy buena / ";0,27;1;11;Muy buena / Oso ona;12;18;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;21:00;0,32;"Muy buena / ";0,25;3;20;Muy buena / Oso ona;24;21;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;20:00;0,33;"Muy buena / ";0,22;5;24;Muy buena / Oso ona;31;37;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;19:00;0,32;"Muy buena / ";0,2;6;24;Muy buena / Oso ona;33;25;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;18:00;0,28;"Muy buena / ";0,18;6;26;Muy buena / Oso ona;35;20;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;17:00;0,2;"Muy buena / ";0,16;2;23;Muy buena / Oso ona;26;28;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;16:00;0,19;"Muy buena / ";0,17;2;15;Muy buena / Oso ona;17;26;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;15:00;0,18;"Muy buena / ";0,2;2;13;Muy buena / Oso ona;16;29;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;14:00;0,16;"Muy buena / ";0,25;2;11;Muy buena / Oso ona;15;27;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;13:00;0,15;"Muy buena / ";0,3;2;11;Muy buena / Oso ona;14;22;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;12:00;0,14;"Muy buena / ";0,33;2;10;Muy buena / Oso ona;13;26;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;11:00;0,16;"Muy buena / ";0,36;5;20;Muy buena / Oso ona;28;25;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;10:00;0,14;"Muy buena / ";0,38;4;15;Muy buena / Oso ona;22;21;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
08/06/2017;09:00;0,24;"Muy buena / ";0,4;9;21;Muy buena / Oso ona;34;26;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;08:00;0,44;"Muy buena / ";0,41;38;55;Muy buena / Oso ona;112;35;Muy buena / Oso ona;21;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;07:00;0,59;"Muy buena / ";0,4;89;65;Muy buena / Oso ona;201;39;Muy buena / Oso ona;26;Buena / Ona;5;Muy buena / Oso ona
08/06/2017;06:00;0,51;"Muy buena / ";0,37;66;50;Muy buena / Oso ona;152;30;Muy buena / Oso ona;24;Muy buena / Oso ona;5;Muy buena / Oso ona
08/06/2017;05:00;0,44;"Muy buena / ";0,35;24;42;Muy buena / Oso ona;79;24;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;04:00;0,34;"Muy buena / ";0,33;5;35;Muy buena / Oso ona;42;16;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;03:00;0,32;"Muy buena / ";0,32;2;27;Muy buena / Oso ona;30;18;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;02:00;0,3;"Muy buena / ";0,29;2;26;Muy buena / Oso ona;28;26;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
08/06/2017;01:00;0,34;"Muy buena / ";0,26;2;27;Muy buena / Oso ona;30;17;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;24:00;0,33;"Muy buena / ";0,24;1;22;Muy buena / Oso ona;24;8;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;23:00;0,35;"Muy buena / ";0,21;2;27;Muy buena / Oso ona;29;19;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;22:00;0,36;"Muy buena / ";0,19;4;33;Muy buena / Oso ona;38;24;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;21:00;0,33;"Muy buena / ";0,16;7;30;Muy buena / Oso ona;40;25;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;20:00;0,28;"Muy buena / ";;6;30;Muy buena / Oso ona;39;22;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;19:00;0,16;"Muy buena / ";;5;21;Muy buena / Oso ona;28;12;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;18:00;0,1;"Muy buena / ";;1;9;Muy buena / Oso ona;11;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;17:00;0,12;"Muy buena / ";;2;12;Muy buena / Oso ona;14;15;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;16:00;0,12;"Muy buena / ";;2;13;Muy buena / Oso ona;16;14;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;15:00;0,13;"Muy buena / ";;2;12;Muy buena / Oso ona;15;14;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;14:00;;"Sin datos / ";;2;8;Muy buena / Oso ona;11;17;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;13:00;;"Sin datos / ";;2;11;Muy buena / Oso ona;13;24;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;12:00;;"Sin datos / ";;4;14;Muy buena / Oso ona;20;18;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;11:00;;"Sin datos / ";0,2;4;12;Muy buena / Oso ona;17;17;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;10:00;;"Sin datos / ";0,19;3;10;Muy buena / Oso ona;15;22;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
07/06/2017;09:00;0,14;"Muy buena / ";0,18;10;22;Muy buena / Oso ona;37;31;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;08:00;0,28;"Muy buena / ";0,16;53;46;Muy buena / Oso ona;127;36;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;07:00;0,28;"Muy buena / ";0,14;82;49;Muy buena / Oso ona;173;30;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona
07/06/2017;06:00;0,22;"Muy buena / ";0,13;57;37;Muy buena / Oso ona;124;18;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;05:00;0,12;"Muy buena / ";0,12;3;22;Muy buena / Oso ona;26;22;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;04:00;0,16;"Muy buena / ";0,12;5;24;Muy buena / Oso ona;32;13;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;03:00;0,12;"Muy buena / ";0,13;1;12;Muy buena / Oso ona;14;15;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;02:00;0,12;"Muy buena / ";0,14;0;11;Muy buena / Oso ona;11;20;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
07/06/2017;01:00;0,12;"Muy buena / ";0,14;0;11;Muy buena / Oso ona;11;15;Muy buena / Oso ona;11;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;24:00;0,12;"Muy buena / ";0,15;0;10;Muy buena / Oso ona;10;14;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;23:00;0,13;"Muy buena / ";0,16;1;10;Muy buena / Oso ona;11;15;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;22:00;0,12;"Muy buena / ";0,17;1;14;Muy buena / Oso ona;16;17;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;21:00;0,14;"Muy buena / ";0,21;4;21;Muy buena / Oso ona;26;18;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;20:00;0,16;"Muy buena / ";0,23;5;22;Muy buena / Oso ona;30;22;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;19:00;0,16;"Muy buena / ";0,26;7;25;Muy buena / Oso ona;36;22;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;18:00;0,18;"Muy buena / ";0,27;8;24;Muy buena / Oso ona;36;29;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;17:00;0,16;"Muy buena / ";0,29;6;21;Muy buena / Oso ona;31;19;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;16:00;0,17;"Muy buena / ";0,31;6;20;Muy buena / Oso ona;29;27;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;15:00;0,16;"Muy buena / ";0,33;10;21;Muy buena / Oso ona;35;27;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;14:00;0,37;"Muy buena / ";0,33;8;22;Muy buena / Oso ona;34;21;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;13:00;0,38;"Muy buena / ";0,31;11;23;Muy buena / Oso ona;39;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;12:00;0,36;"Muy buena / ";0,3;8;25;Muy buena / Oso ona;38;14;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;11:00;0,34;"Muy buena / ";0,29;;;Sin datos / Daturik gabe;;12;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;10:00;0,29;"Muy buena / ";0,29;6;23;Muy buena / Oso ona;32;8;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;09:00;0,3;"Muy buena / ";0,29;7;26;Muy buena / Oso ona;37;8;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;08:00;0,31;"Muy buena / ";0,28;9;27;Muy buena / Oso ona;41;9;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;07:00;0,32;"Muy buena / ";0,28;9;32;Muy buena / Oso ona;45;3;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;06:00;0,28;"Muy buena / ";0,28;8;22;Muy buena / Oso ona;34;10;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;05:00;0,27;"Muy buena / ";0,27;2;13;Muy buena / Oso ona;16;8;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;04:00;0,27;"Muy buena / ";0,27;2;10;Muy buena / Oso ona;13;12;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
06/06/2017;03:00;0,27;"Muy buena / ";0,26;1;9;Muy buena / Oso ona;11;20;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;02:00;0,31;"Muy buena / ";0,24;2;21;Muy buena / Oso ona;23;17;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
06/06/2017;01:00;0,27;"Muy buena / ";0,21;1;21;Muy buena / Oso ona;22;10;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;24:00;0,26;"Muy buena / ";0,19;1;23;Muy buena / Oso ona;24;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;23:00;0,3;"Muy buena / ";0,17;4;29;Muy buena / Oso ona;35;8;Muy buena / Oso ona;3;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;22:00;0,26;"Muy buena / ";0,16;1;17;Muy buena / Oso ona;19;12;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;21:00;0,28;"Muy buena / ";0,14;3;21;Muy buena / Oso ona;25;10;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;20:00;0,23;"Muy buena / ";;1;25;Muy buena / Oso ona;27;10;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;19:00;0,12;"Muy buena / ";;2;13;Muy buena / Oso ona;17;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;18:00;0,1;"Muy buena / ";;3;11;Muy buena / Oso ona;15;8;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;17:00;0,11;"Muy buena / ";;3;8;Muy buena / Oso ona;12;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;16:00;0,11;"Muy buena / ";;4;8;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;15:00;0,11;"Muy buena / ";;2;6;Muy buena / Oso ona;9;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;14:00;;"Sin datos / ";;3;6;Muy buena / Oso ona;10;7;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;13:00;;"Sin datos / ";;3;6;Muy buena / Oso ona;10;11;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;12:00;;"Sin datos / ";0,14;3;7;Muy buena / Oso ona;11;10;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;11:00;;"Sin datos / ";0,14;3;8;Muy buena / Oso ona;13;8;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;10:00;0,11;"Muy buena / ";0,14;4;6;Muy buena / Oso ona;12;13;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;09:00;0,13;"Muy buena / ";;5;12;Muy buena / Oso ona;20;11;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;08:00;0,17;"Muy buena / ";;12;22;Muy buena / Oso ona;40;17;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;07:00;0,18;"Muy buena / ";;14;32;Muy buena / Oso ona;52;8;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
05/06/2017;06:00;0,15;"Muy buena / ";;3;19;Muy buena / Oso ona;24;16;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;05:00;0,13;"Muy buena / ";;5;17;Muy buena / Oso ona;25;10;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;04:00;;"Sin datos / ";;4;10;Muy buena / Oso ona;16;;Sin datos / Daturik gabe;8;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;03:00;;"Sin datos / ";;1;6;Muy buena / Oso ona;8;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;02:00;;"Sin datos / ";0,12;1;5;Muy buena / Oso ona;7;12;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
05/06/2017;01:00;;"Sin datos / ";0,12;1;6;Muy buena / Oso ona;9;11;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;24:00;0,12;"Muy buena / ";0,13;1;6;Muy buena / Oso ona;8;4;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;23:00;0,12;"Muy buena / ";0,13;2;6;Muy buena / Oso ona;10;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;22:00;0,12;"Muy buena / ";0,14;3;8;Muy buena / Oso ona;13;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;21:00;0,13;"Muy buena / ";0,15;5;13;Muy buena / Oso ona;20;9;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;20:00;0,13;"Muy buena / ";0,16;6;16;Muy buena / Oso ona;25;7;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;19:00;0,14;"Muy buena / ";0,17;7;16;Muy buena / Oso ona;27;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;18:00;0,13;"Muy buena / ";0,18;7;15;Muy buena / Oso ona;25;6;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;17:00;0,14;"Muy buena / ";0,18;7;17;Muy buena / Oso ona;29;3;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;16:00;0,13;"Muy buena / ";0,19;5;13;Muy buena / Oso ona;22;4;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;15:00;0,17;"Muy buena / ";0,19;6;12;Muy buena / Oso ona;21;;Sin datos / Daturik gabe;6;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;14:00;0,21;"Muy buena / ";0,18;6;12;Muy buena / Oso ona;21;4;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;13:00;0,22;"Muy buena / ";0,17;6;13;Muy buena / Oso ona;23;10;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;12:00;0,18;"Muy buena / ";0,17;5;12;Muy buena / Oso ona;20;10;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;11:00;0,21;"Muy buena / ";0,16;9;16;Muy buena / Oso ona;30;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;10:00;0,19;"Muy buena / ";0,15;4;13;Muy buena / Oso ona;19;4;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;09:00;0,18;"Muy buena / ";0,14;7;14;Muy buena / Oso ona;24;4;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
04/06/2017;08:00;0,16;"Muy buena / ";0,14;5;10;Muy buena / Oso ona;17;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;07:00;0,15;"Muy buena / ";0,14;2;9;Muy buena / Oso ona;12;6;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;06:00;0,14;"Muy buena / ";0,14;2;6;Muy buena / Oso ona;10;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;05:00;0,15;"Muy buena / ";0,14;4;6;Muy buena / Oso ona;12;10;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;04:00;0,14;"Muy buena / ";0,15;1;4;Muy buena / Oso ona;7;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;03:00;0,14;"Muy buena / ";0,15;2;5;Muy buena / Oso ona;8;9;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;02:00;0,13;"Muy buena / ";0,16;1;5;Muy buena / Oso ona;8;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
04/06/2017;01:00;0,14;"Muy buena / ";0,17;1;5;Muy buena / Oso ona;8;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;24:00;0,14;"Muy buena / ";0,18;2;7;Muy buena / Oso ona;10;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;23:00;0,14;"Muy buena / ";0,18;3;7;Muy buena / Oso ona;10;8;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;22:00;0,17;"Muy buena / ";0,19;5;13;Muy buena / Oso ona;21;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;21:00;0,19;"Muy buena / ";0,21;4;11;Muy buena / Oso ona;17;2;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona
03/06/2017;20:00;0,19;"Muy buena / ";0,22;6;13;Muy buena / Oso ona;22;3;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;19:00;0,2;"Muy buena / ";0,24;5;14;Muy buena / Oso ona;22;4;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;18:00;0,21;"Muy buena / ";0,26;6;16;Muy buena / Oso ona;24;10;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;17:00;0,2;"Muy buena / ";0,27;6;17;Muy buena / Oso ona;26;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;16:00;0,18;"Muy buena / ";0,28;7;13;Muy buena / Oso ona;23;17;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;15:00;0,19;"Muy buena / ";0,3;6;15;Muy buena / Oso ona;24;19;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;14:00;0,3;"Muy buena / ";0,31;7;14;Muy buena / Oso ona;24;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;13:00;0,33;"Muy buena / ";0,31;8;19;Muy buena / Oso ona;31;21;Muy buena / Oso ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;12:00;0,35;"Muy buena / ";0,31;9;23;Muy buena / Oso ona;36;18;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;11:00;0,31;"Muy buena / ";0,31;8;16;Muy buena / Oso ona;28;20;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;10:00;0,31;"Muy buena / ";0,31;6;16;Muy buena / Oso ona;24;17;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;09:00;0,3;"Muy buena / ";0,32;7;18;Muy buena / Oso ona;28;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;08:00;0,3;"Muy buena / ";0,33;5;16;Muy buena / Oso ona;24;;Sin datos / Daturik gabe;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;07:00;0,3;"Muy buena / ";0,33;4;13;Muy buena / Oso ona;19;14;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;06:00;0,31;"Muy buena / ";0,34;2;14;Muy buena / Oso ona;17;21;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;05:00;0,31;"Muy buena / ";0,34;3;12;Muy buena / Oso ona;17;25;Muy buena / Oso ona;22;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;04:00;0,32;"Muy buena / ";0,35;2;11;Muy buena / Oso ona;14;21;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;03:00;0,34;"Muy buena / ";0,35;2;7;Muy buena / Oso ona;10;18;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;02:00;0,36;"Muy buena / ";0,36;2;7;Muy buena / Oso ona;10;22;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona
03/06/2017;01:00;0,38;"Muy buena / ";0,36;1;8;Muy buena / Oso ona;10;31;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;24:00;0,37;"Muy buena / ";0,34;3;8;Muy buena / Oso ona;12;26;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;23:00;0,36;"Muy buena / ";0,33;2;9;Muy buena / Oso ona;12;18;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
02/06/2017;22:00;0,35;"Muy buena / ";0,31;5;17;Muy buena / Oso ona;25;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
