Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3)
13/06/2017;17:00;4;13;Muy buena / Oso ona;19
13/06/2017;16:00;4;20;Muy buena / Oso ona;27
13/06/2017;15:00;4;16;Muy buena / Oso ona;22
13/06/2017;14:00;5;17;Muy buena / Oso ona;25
13/06/2017;13:00;5;16;Muy buena / Oso ona;24
13/06/2017;12:00;12;30;Muy buena / Oso ona;48
13/06/2017;11:00;14;28;Muy buena / Oso ona;49
13/06/2017;10:00;11;26;Muy buena / Oso ona;44
13/06/2017;09:00;20;38;Muy buena / Oso ona;68
13/06/2017;08:00;33;37;Muy buena / Oso ona;87
13/06/2017;07:00;63;42;Muy buena / Oso ona;139
13/06/2017;06:00;42;40;Muy buena / Oso ona;105
13/06/2017;05:00;15;32;Muy buena / Oso ona;55
13/06/2017;04:00;3;17;Muy buena / Oso ona;21
13/06/2017;03:00;1;8;Muy buena / Oso ona;10
13/06/2017;02:00;2;9;Muy buena / Oso ona;13
13/06/2017;01:00;2;6;Muy buena / Oso ona;8
12/06/2017;24:00;1;6;Muy buena / Oso ona;8
12/06/2017;23:00;2;13;Muy buena / Oso ona;15
12/06/2017;22:00;3;18;Muy buena / Oso ona;23
12/06/2017;21:00;3;25;Muy buena / Oso ona;30
12/06/2017;20:00;3;25;Muy buena / Oso ona;29
12/06/2017;19:00;3;12;Muy buena / Oso ona;16
12/06/2017;18:00;4;13;Muy buena / Oso ona;19
12/06/2017;17:00;3;11;Muy buena / Oso ona;15
12/06/2017;16:00;4;9;Muy buena / Oso ona;15
12/06/2017;15:00;5;10;Muy buena / Oso ona;18
12/06/2017;14:00;4;11;Muy buena / Oso ona;18
12/06/2017;13:00;7;14;Muy buena / Oso ona;24
12/06/2017;12:00;3;8;Muy buena / Oso ona;14
12/06/2017;11:00;7;15;Muy buena / Oso ona;27
12/06/2017;10:00;6;14;Muy buena / Oso ona;23
12/06/2017;09:00;6;15;Muy buena / Oso ona;24
12/06/2017;08:00;9;26;Muy buena / Oso ona;38
12/06/2017;07:00;5;25;Muy buena / Oso ona;34
12/06/2017;06:00;3;13;Muy buena / Oso ona;17
12/06/2017;05:00;2;8;Muy buena / Oso ona;12
12/06/2017;04:00;2;5;Muy buena / Oso ona;8
12/06/2017;03:00;1;1;Muy buena / Oso ona;3
12/06/2017;02:00;2;8;Muy buena / Oso ona;11
12/06/2017;01:00;3;15;Muy buena / Oso ona;19
11/06/2017;24:00;3;14;Muy buena / Oso ona;17
11/06/2017;23:00;4;18;Muy buena / Oso ona;24
11/06/2017;22:00;3;12;Muy buena / Oso ona;15
11/06/2017;21:00;9;23;Muy buena / Oso ona;36
11/06/2017;20:00;3;15;Muy buena / Oso ona;20
11/06/2017;19:00;3;15;Muy buena / Oso ona;20
11/06/2017;18:00;4;13;Muy buena / Oso ona;19
11/06/2017;17:00;2;8;Muy buena / Oso ona;12
11/06/2017;16:00;2;10;Muy buena / Oso ona;13
11/06/2017;15:00;2;9;Muy buena / Oso ona;13
11/06/2017;14:00;3;10;Muy buena / Oso ona;14
11/06/2017;13:00;4;10;Muy buena / Oso ona;15
11/06/2017;12:00;3;11;Muy buena / Oso ona;16
11/06/2017;11:00;4;14;Muy buena / Oso ona;19
11/06/2017;10:00;4;13;Muy buena / Oso ona;19
11/06/2017;09:00;11;26;Muy buena / Oso ona;44
11/06/2017;08:00;8;23;Muy buena / Oso ona;34
11/06/2017;07:00;4;18;Muy buena / Oso ona;23
11/06/2017;06:00;3;20;Muy buena / Oso ona;25
11/06/2017;05:00;4;21;Muy buena / Oso ona;26
11/06/2017;04:00;2;14;Muy buena / Oso ona;17
11/06/2017;03:00;2;14;Muy buena / Oso ona;17
11/06/2017;02:00;1;10;Muy buena / Oso ona;13
11/06/2017;01:00;2;14;Muy buena / Oso ona;18
10/06/2017;24:00;2;13;Muy buena / Oso ona;15
10/06/2017;23:00;2;17;Muy buena / Oso ona;19
10/06/2017;22:00;2;19;Muy buena / Oso ona;22
10/06/2017;21:00;2;14;Muy buena / Oso ona;17
10/06/2017;20:00;3;19;Muy buena / Oso ona;25
10/06/2017;19:00;3;16;Muy buena / Oso ona;21
10/06/2017;18:00;3;16;Muy buena / Oso ona;21
10/06/2017;17:00;2;15;Muy buena / Oso ona;18
10/06/2017;16:00;3;12;Muy buena / Oso ona;16
10/06/2017;15:00;5;15;Muy buena / Oso ona;22
10/06/2017;14:00;6;16;Muy buena / Oso ona;25
10/06/2017;13:00;6;15;Muy buena / Oso ona;24
10/06/2017;12:00;6;20;Muy buena / Oso ona;30
10/06/2017;11:00;8;24;Muy buena / Oso ona;37
10/06/2017;10:00;7;17;Muy buena / Oso ona;28
10/06/2017;09:00;11;19;Muy buena / Oso ona;37
10/06/2017;08:00;27;24;Muy buena / Oso ona;65
10/06/2017;07:00;28;22;Muy buena / Oso ona;65
10/06/2017;06:00;27;23;Muy buena / Oso ona;66
10/06/2017;05:00;12;23;Muy buena / Oso ona;42
10/06/2017;04:00;8;23;Muy buena / Oso ona;35
10/06/2017;03:00;4;24;Muy buena / Oso ona;30
10/06/2017;02:00;5;28;Muy buena / Oso ona;35
10/06/2017;01:00;8;31;Muy buena / Oso ona;43
09/06/2017;24:00;5;30;Muy buena / Oso ona;37
09/06/2017;23:00;2;26;Muy buena / Oso ona;30
09/06/2017;22:00;5;19;Muy buena / Oso ona;27
09/06/2017;21:00;4;18;Muy buena / Oso ona;23
09/06/2017;20:00;4;16;Muy buena / Oso ona;22
09/06/2017;19:00;6;15;Muy buena / Oso ona;24
09/06/2017;18:00;5;15;Muy buena / Oso ona;22
09/06/2017;17:00;5;14;Muy buena / Oso ona;21
09/06/2017;16:00;4;10;Muy buena / Oso ona;16
09/06/2017;15:00;4;9;Muy buena / Oso ona;15
09/06/2017;14:00;4;11;Muy buena / Oso ona;17
09/06/2017;13:00;5;11;Muy buena / Oso ona;18
09/06/2017;12:00;5;11;Muy buena / Oso ona;19
09/06/2017;11:00;10;19;Muy buena / Oso ona;34
09/06/2017;10:00;16;27;Muy buena / Oso ona;51
09/06/2017;09:00;37;43;Muy buena / Oso ona;100
09/06/2017;08:00;48;43;Muy buena / Oso ona;116
09/06/2017;07:00;34;41;Muy buena / Oso ona;93
09/06/2017;06:00;34;44;Muy buena / Oso ona;96
09/06/2017;05:00;17;40;Muy buena / Oso ona;67
09/06/2017;04:00;7;37;Muy buena / Oso ona;47
09/06/2017;03:00;2;23;Muy buena / Oso ona;25
09/06/2017;02:00;2;27;Muy buena / Oso ona;30
09/06/2017;01:00;2;28;Muy buena / Oso ona;31
08/06/2017;24:00;3;23;Muy buena / Oso ona;27
08/06/2017;23:00;5;35;Muy buena / Oso ona;42
08/06/2017;22:00;4;31;Muy buena / Oso ona;36
08/06/2017;21:00;4;39;Muy buena / Oso ona;44
08/06/2017;20:00;3;36;Muy buena / Oso ona;42
08/06/2017;19:00;5;34;Muy buena / Oso ona;42
08/06/2017;18:00;4;19;Muy buena / Oso ona;25
08/06/2017;17:00;4;23;Muy buena / Oso ona;29
08/06/2017;16:00;5;25;Muy buena / Oso ona;33
08/06/2017;15:00;4;15;Muy buena / Oso ona;22
08/06/2017;14:00;4;14;Muy buena / Oso ona;19
08/06/2017;13:00;8;25;Muy buena / Oso ona;38
08/06/2017;12:00;6;22;Muy buena / Oso ona;31
08/06/2017;11:00;11;26;Muy buena / Oso ona;42
08/06/2017;10:00;3;14;Muy buena / Oso ona;18
08/06/2017;09:00;11;30;Muy buena / Oso ona;47
08/06/2017;08:00;22;49;Muy buena / Oso ona;82
08/06/2017;07:00;29;49;Muy buena / Oso ona;93
08/06/2017;06:00;41;53;Muy buena / Oso ona;114
08/06/2017;05:00;32;48;Muy buena / Oso ona;97
08/06/2017;04:00;14;48;Muy buena / Oso ona;70
08/06/2017;03:00;5;47;Muy buena / Oso ona;54
08/06/2017;02:00;4;47;Muy buena / Oso ona;53
08/06/2017;01:00;4;47;Muy buena / Oso ona;54
07/06/2017;24:00;6;53;Muy buena / Oso ona;62
07/06/2017;23:00;5;43;Muy buena / Oso ona;51
07/06/2017;22:00;6;51;Muy buena / Oso ona;60
07/06/2017;21:00;3;55;Muy buena / Oso ona;59
07/06/2017;20:00;9;68;Muy buena / Oso ona;82
07/06/2017;19:00;7;45;Muy buena / Oso ona;56
07/06/2017;18:00;9;39;Muy buena / Oso ona;52
07/06/2017;17:00;12;43;Muy buena / Oso ona;61
07/06/2017;16:00;11;31;Muy buena / Oso ona;47
07/06/2017;15:00;5;17;Muy buena / Oso ona;25
07/06/2017;14:00;4;11;Muy buena / Oso ona;17
07/06/2017;13:00;4;11;Muy buena / Oso ona;17
07/06/2017;12:00;4;13;Muy buena / Oso ona;19
07/06/2017;11:00;4;14;Muy buena / Oso ona;20
07/06/2017;10:00;6;17;Muy buena / Oso ona;26
07/06/2017;09:00;15;27;Muy buena / Oso ona;50
07/06/2017;08:00;41;40;Muy buena / Oso ona;102
07/06/2017;07:00;49;40;Muy buena / Oso ona;114
07/06/2017;06:00;22;35;Muy buena / Oso ona;68
07/06/2017;05:00;5;30;Muy buena / Oso ona;38
07/06/2017;04:00;3;27;Muy buena / Oso ona;31
07/06/2017;03:00;2;23;Muy buena / Oso ona;25
07/06/2017;02:00;1;9;Muy buena / Oso ona;11
07/06/2017;01:00;2;8;Muy buena / Oso ona;11
06/06/2017;24:00;2;7;Muy buena / Oso ona;10
06/06/2017;23:00;2;11;Muy buena / Oso ona;14
06/06/2017;22:00;3;16;Muy buena / Oso ona;20
06/06/2017;21:00;4;11;Muy buena / Oso ona;17
06/06/2017;20:00;3;10;Muy buena / Oso ona;14
06/06/2017;19:00;3;14;Muy buena / Oso ona;20
06/06/2017;18:00;4;12;Muy buena / Oso ona;18
06/06/2017;17:00;4;13;Muy buena / Oso ona;20
06/06/2017;16:00;3;10;Muy buena / Oso ona;15
06/06/2017;15:00;3;7;Muy buena / Oso ona;11
06/06/2017;14:00;5;7;Muy buena / Oso ona;14
06/06/2017;13:00;4;10;Muy buena / Oso ona;16
06/06/2017;12:00;4;14;Muy buena / Oso ona;20
06/06/2017;11:00;7;20;Muy buena / Oso ona;30
06/06/2017;10:00;5;19;Muy buena / Oso ona;27
06/06/2017;09:00;7;22;Muy buena / Oso ona;33
06/06/2017;08:00;5;20;Muy buena / Oso ona;28
06/06/2017;07:00;6;12;Muy buena / Oso ona;20
06/06/2017;06:00;4;15;Muy buena / Oso ona;21
06/06/2017;05:00;3;7;Muy buena / Oso ona;12
06/06/2017;04:00;2;5;Muy buena / Oso ona;8
06/06/2017;03:00;2;7;Muy buena / Oso ona;10
06/06/2017;02:00;2;6;Muy buena / Oso ona;9
06/06/2017;01:00;2;6;Muy buena / Oso ona;9
05/06/2017;24:00;4;44;Muy buena / Oso ona;51
05/06/2017;23:00;3;29;Muy buena / Oso ona;32
05/06/2017;22:00;3;21;Muy buena / Oso ona;26
05/06/2017;21:00;3;21;Muy buena / Oso ona;25
05/06/2017;20:00;3;38;Muy buena / Oso ona;43
05/06/2017;19:00;4;36;Muy buena / Oso ona;43
05/06/2017;18:00;4;25;Muy buena / Oso ona;32
05/06/2017;17:00;3;19;Muy buena / Oso ona;24
05/06/2017;16:00;4;19;Muy buena / Oso ona;26
05/06/2017;15:00;4;17;Muy buena / Oso ona;23
05/06/2017;14:00;5;14;Muy buena / Oso ona;22
05/06/2017;13:00;4;12;Muy buena / Oso ona;18
05/06/2017;12:00;4;13;Muy buena / Oso ona;19
05/06/2017;11:00;10;20;Muy buena / Oso ona;35
05/06/2017;10:00;6;15;Muy buena / Oso ona;25
05/06/2017;09:00;;;Sin datos / Daturik gabe;
05/06/2017;08:00;25;31;Muy buena / Oso ona;69
05/06/2017;07:00;25;33;Muy buena / Oso ona;71
05/06/2017;06:00;16;34;Muy buena / Oso ona;59
05/06/2017;05:00;4;27;Muy buena / Oso ona;33
05/06/2017;04:00;2;17;Muy buena / Oso ona;20
05/06/2017;03:00;1;16;Muy buena / Oso ona;18
05/06/2017;02:00;2;17;Muy buena / Oso ona;20
05/06/2017;01:00;1;17;Muy buena / Oso ona;18
04/06/2017;24:00;1;17;Muy buena / Oso ona;19
04/06/2017;23:00;2;29;Muy buena / Oso ona;31
04/06/2017;22:00;2;24;Muy buena / Oso ona;26
04/06/2017;21:00;2;17;Muy buena / Oso ona;20
04/06/2017;20:00;3;16;Muy buena / Oso ona;20
04/06/2017;19:00;3;9;Muy buena / Oso ona;14
04/06/2017;18:00;5;13;Muy buena / Oso ona;21
04/06/2017;17:00;3;11;Muy buena / Oso ona;15
04/06/2017;16:00;3;9;Muy buena / Oso ona;14
04/06/2017;15:00;5;11;Muy buena / Oso ona;19
04/06/2017;14:00;4;14;Muy buena / Oso ona;20
04/06/2017;13:00;6;23;Muy buena / Oso ona;32
04/06/2017;12:00;5;22;Muy buena / Oso ona;30
04/06/2017;11:00;6;25;Muy buena / Oso ona;34
04/06/2017;10:00;3;16;Muy buena / Oso ona;21
04/06/2017;09:00;4;18;Muy buena / Oso ona;24
04/06/2017;08:00;6;21;Muy buena / Oso ona;30
04/06/2017;07:00;11;27;Muy buena / Oso ona;44
04/06/2017;06:00;6;27;Muy buena / Oso ona;36
04/06/2017;05:00;3;25;Muy buena / Oso ona;29
04/06/2017;04:00;2;24;Muy buena / Oso ona;26
04/06/2017;03:00;2;23;Muy buena / Oso ona;26
04/06/2017;02:00;2;18;Muy buena / Oso ona;21
04/06/2017;01:00;3;29;Muy buena / Oso ona;33
03/06/2017;24:00;2;30;Muy buena / Oso ona;34
03/06/2017;23:00;2;25;Muy buena / Oso ona;28
03/06/2017;22:00;4;29;Muy buena / Oso ona;34
03/06/2017;21:00;4;34;Muy buena / Oso ona;39
03/06/2017;20:00;3;24;Muy buena / Oso ona;29
03/06/2017;19:00;4;13;Muy buena / Oso ona;19
03/06/2017;18:00;3;9;Muy buena / Oso ona;13
03/06/2017;17:00;3;7;Muy buena / Oso ona;12
03/06/2017;16:00;2;6;Muy buena / Oso ona;10
03/06/2017;15:00;4;11;Muy buena / Oso ona;16
03/06/2017;14:00;5;19;Muy buena / Oso ona;26
03/06/2017;13:00;7;23;Muy buena / Oso ona;33
03/06/2017;12:00;5;24;Muy buena / Oso ona;32
03/06/2017;11:00;8;32;Muy buena / Oso ona;44
03/06/2017;10:00;10;39;Muy buena / Oso ona;55
03/06/2017;09:00;8;38;Muy buena / Oso ona;51
03/06/2017;08:00;8;37;Muy buena / Oso ona;49
03/06/2017;07:00;7;39;Muy buena / Oso ona;50
03/06/2017;06:00;3;28;Muy buena / Oso ona;32
03/06/2017;05:00;1;15;Muy buena / Oso ona;18
03/06/2017;04:00;2;9;Muy buena / Oso ona;11
03/06/2017;03:00;2;8;Muy buena / Oso ona;11
03/06/2017;02:00;2;20;Muy buena / Oso ona;23
03/06/2017;01:00;1;20;Muy buena / Oso ona;22
02/06/2017;24:00;2;16;Muy buena / Oso ona;20
02/06/2017;23:00;2;17;Muy buena / Oso ona;20
02/06/2017;22:00;3;19;Muy buena / Oso ona;22
02/06/2017;21:00;3;17;Muy buena / Oso ona;21
02/06/2017;20:00;4;33;Muy buena / Oso ona;39
02/06/2017;19:00;3;31;Muy buena / Oso ona;36
02/06/2017;18:00;3;23;Muy buena / Oso ona;28
02/06/2017;17:00;4;30;Muy buena / Oso ona;37
02/06/2017;16:00;4;29;Muy buena / Oso ona;36
02/06/2017;15:00;6;31;Muy buena / Oso ona;42
02/06/2017;14:00;3;16;Muy buena / Oso ona;20
02/06/2017;13:00;3;18;Muy buena / Oso ona;23
02/06/2017;12:00;4;17;Muy buena / Oso ona;23
02/06/2017;11:00;7;37;Muy buena / Oso ona;46
02/06/2017;10:00;6;36;Muy buena / Oso ona;44
02/06/2017;09:00;8;38;Muy buena / Oso ona;49
02/06/2017;08:00;7;35;Muy buena / Oso ona;45
02/06/2017;07:00;14;47;Muy buena / Oso ona;68
02/06/2017;06:00;6;32;Muy buena / Oso ona;42
02/06/2017;05:00;2;14;Muy buena / Oso ona;18
02/06/2017;04:00;2;13;Muy buena / Oso ona;16
02/06/2017;03:00;1;6;Muy buena / Oso ona;8
02/06/2017;02:00;2;9;Muy buena / Oso ona;12
02/06/2017;01:00;2;8;Muy buena / Oso ona;10
01/06/2017;24:00;2;12;Muy buena / Oso ona;15
01/06/2017;23:00;2;19;Muy buena / Oso ona;22
01/06/2017;22:00;2;17;Muy buena / Oso ona;21
01/06/2017;21:00;3;35;Muy buena / Oso ona;39
01/06/2017;20:00;3;33;Muy buena / Oso ona;37
01/06/2017;19:00;3;21;Muy buena / Oso ona;27
01/06/2017;18:00;5;18;Muy buena / Oso ona;26
01/06/2017;17:00;3;10;Muy buena / Oso ona;13
01/06/2017;16:00;4;18;Muy buena / Oso ona;24
01/06/2017;15:00;8;31;Muy buena / Oso ona;44
01/06/2017;14:00;9;31;Muy buena / Oso ona;45
01/06/2017;13:00;6;22;Muy buena / Oso ona;32
01/06/2017;12:00;8;25;Muy buena / Oso ona;36
01/06/2017;11:00;11;32;Muy buena / Oso ona;48
01/06/2017;10:00;8;24;Muy buena / Oso ona;36
01/06/2017;09:00;32;38;Muy buena / Oso ona;87
01/06/2017;08:00;49;39;Muy buena / Oso ona;115
01/06/2017;07:00;69;41;Muy buena / Oso ona;147
01/06/2017;06:00;38;37;Muy buena / Oso ona;95
01/06/2017;05:00;25;39;Muy buena / Oso ona;76
01/06/2017;04:00;8;39;Muy buena / Oso ona;51
01/06/2017;03:00;5;37;Muy buena / Oso ona;44
01/06/2017;02:00;2;31;Muy buena / Oso ona;35
01/06/2017;01:00;3;32;Muy buena / Oso ona;37
31/05/2017;24:00;5;34;Muy buena / Oso ona;42
31/05/2017;23:00;3;19;Muy buena / Oso ona;24
31/05/2017;22:00;3;20;Muy buena / Oso ona;25
31/05/2017;21:00;3;20;Muy buena / Oso ona;25
31/05/2017;20:00;4;20;Muy buena / Oso ona;26
31/05/2017;19:00;7;28;Muy buena / Oso ona;39
31/05/2017;18:00;8;22;Muy buena / Oso ona;34
31/05/2017;17:00;8;20;Muy buena / Oso ona;32
31/05/2017;16:00;6;18;Muy buena / Oso ona;28
31/05/2017;15:00;6;14;Muy buena / Oso ona;24
31/05/2017;14:00;6;15;Muy buena / Oso ona;24
31/05/2017;13:00;8;19;Muy buena / Oso ona;33
31/05/2017;12:00;14;30;Muy buena / Oso ona;53
31/05/2017;11:00;18;35;Muy buena / Oso ona;63
31/05/2017;10:00;6;17;Muy buena / Oso ona;26
31/05/2017;09:00;11;27;Muy buena / Oso ona;43
31/05/2017;08:00;20;37;Muy buena / Oso ona;68
31/05/2017;07:00;16;35;Muy buena / Oso ona;59
31/05/2017;06:00;15;44;Muy buena / Oso ona;68
31/05/2017;05:00;3;16;Muy buena / Oso ona;20
31/05/2017;04:00;2;11;Muy buena / Oso ona;13
31/05/2017;03:00;2;11;Muy buena / Oso ona;13
31/05/2017;02:00;2;14;Muy buena / Oso ona;17
31/05/2017;01:00;1;14;Muy buena / Oso ona;16
30/05/2017;24:00;2;14;Muy buena / Oso ona;17
30/05/2017;23:00;2;17;Muy buena / Oso ona;20
30/05/2017;22:00;4;17;Muy buena / Oso ona;23
30/05/2017;21:00;3;23;Muy buena / Oso ona;28
30/05/2017;20:00;3;15;Muy buena / Oso ona;20
30/05/2017;19:00;4;12;Muy buena / Oso ona;19
30/05/2017;18:00;3;10;Muy buena / Oso ona;15
30/05/2017;17:00;3;8;Muy buena / Oso ona;13
30/05/2017;16:00;3;7;Muy buena / Oso ona;12
30/05/2017;15:00;6;12;Muy buena / Oso ona;21
30/05/2017;14:00;5;17;Muy buena / Oso ona;23
30/05/2017;13:00;4;12;Muy buena / Oso ona;19
30/05/2017;12:00;4;13;Muy buena / Oso ona;18
30/05/2017;11:00;6;16;Muy buena / Oso ona;26
30/05/2017;10:00;5;17;Muy buena / Oso ona;25
30/05/2017;09:00;5;32;Muy buena / Oso ona;40
30/05/2017;08:00;4;24;Muy buena / Oso ona;29
30/05/2017;07:00;6;37;Muy buena / Oso ona;46
30/05/2017;06:00;7;42;Muy buena / Oso ona;53
30/05/2017;05:00;3;15;Muy buena / Oso ona;19
30/05/2017;04:00;2;9;Muy buena / Oso ona;12
30/05/2017;03:00;1;7;Muy buena / Oso ona;9
30/05/2017;02:00;2;7;Muy buena / Oso ona;10
30/05/2017;01:00;1;3;Muy buena / Oso ona;6
29/05/2017;24:00;2;4;Muy buena / Oso ona;6
29/05/2017;23:00;2;9;Muy buena / Oso ona;11
29/05/2017;22:00;2;10;Muy buena / Oso ona;13
29/05/2017;21:00;3;14;Muy buena / Oso ona;18
29/05/2017;20:00;2;21;Muy buena / Oso ona;24
29/05/2017;19:00;2;13;Muy buena / Oso ona;17
29/05/2017;18:00;3;14;Muy buena / Oso ona;19
29/05/2017;17:00;5;24;Muy buena / Oso ona;31
29/05/2017;16:00;5;28;Muy buena / Oso ona;35
29/05/2017;15:00;5;29;Muy buena / Oso ona;38
29/05/2017;14:00;;;Sin datos / Daturik gabe;
29/05/2017;13:00;4;18;Muy buena / Oso ona;23
29/05/2017;12:00;4;15;Muy buena / Oso ona;21
29/05/2017;11:00;4;11;Muy buena / Oso ona;17
29/05/2017;10:00;5;17;Muy buena / Oso ona;24
29/05/2017;09:00;7;22;Muy buena / Oso ona;33
29/05/2017;08:00;8;34;Muy buena / Oso ona;45
29/05/2017;07:00;7;43;Muy buena / Oso ona;55
29/05/2017;06:00;7;28;Muy buena / Oso ona;38
29/05/2017;05:00;2;17;Muy buena / Oso ona;20
29/05/2017;04:00;2;11;Muy buena / Oso ona;15
29/05/2017;03:00;1;9;Muy buena / Oso ona;12
29/05/2017;02:00;2;12;Muy buena / Oso ona;14
29/05/2017;01:00;2;8;Muy buena / Oso ona;10
28/05/2017;24:00;1;4;Muy buena / Oso ona;6
28/05/2017;23:00;2;6;Muy buena / Oso ona;8
28/05/2017;22:00;2;16;Muy buena / Oso ona;19
28/05/2017;21:00;2;14;Muy buena / Oso ona;16
28/05/2017;20:00;2;11;Muy buena / Oso ona;14
28/05/2017;19:00;2;15;Muy buena / Oso ona;18
28/05/2017;18:00;2;18;Muy buena / Oso ona;21
28/05/2017;17:00;4;21;Muy buena / Oso ona;28
28/05/2017;16:00;3;23;Muy buena / Oso ona;28
28/05/2017;15:00;4;27;Muy buena / Oso ona;34
28/05/2017;14:00;8;37;Muy buena / Oso ona;49
28/05/2017;13:00;9;37;Muy buena / Oso ona;51
28/05/2017;12:00;6;29;Muy buena / Oso ona;39
28/05/2017;11:00;5;25;Muy buena / Oso ona;32
28/05/2017;10:00;12;44;Muy buena / Oso ona;62
28/05/2017;09:00;11;36;Muy buena / Oso ona;54
28/05/2017;08:00;4;25;Muy buena / Oso ona;31
28/05/2017;07:00;6;25;Muy buena / Oso ona;35
28/05/2017;06:00;3;14;Muy buena / Oso ona;18
28/05/2017;05:00;2;8;Muy buena / Oso ona;11
28/05/2017;04:00;1;14;Muy buena / Oso ona;17
28/05/2017;03:00;2;9;Muy buena / Oso ona;12
28/05/2017;02:00;1;7;Muy buena / Oso ona;9
28/05/2017;01:00;2;8;Muy buena / Oso ona;10
27/05/2017;24:00;2;13;Muy buena / Oso ona;15
27/05/2017;23:00;2;22;Muy buena / Oso ona;26
27/05/2017;22:00;3;28;Muy buena / Oso ona;33
27/05/2017;21:00;3;36;Muy buena / Oso ona;40
27/05/2017;20:00;4;47;Muy buena / Oso ona;54
27/05/2017;19:00;4;51;Muy buena / Oso ona;57
27/05/2017;18:00;7;57;Muy buena / Oso ona;68
27/05/2017;17:00;10;64;Muy buena / Oso ona;79
27/05/2017;16:00;10;63;Muy buena / Oso ona;79
27/05/2017;15:00;7;40;Muy buena / Oso ona;50
27/05/2017;14:00;4;26;Muy buena / Oso ona;33
27/05/2017;13:00;5;24;Muy buena / Oso ona;31
27/05/2017;12:00;6;26;Muy buena / Oso ona;36
27/05/2017;11:00;5;20;Muy buena / Oso ona;28
27/05/2017;10:00;4;14;Muy buena / Oso ona;20
27/05/2017;09:00;6;24;Muy buena / Oso ona;33
27/05/2017;08:00;11;28;Muy buena / Oso ona;45
27/05/2017;07:00;13;32;Muy buena / Oso ona;52
27/05/2017;06:00;10;37;Muy buena / Oso ona;52
27/05/2017;05:00;4;36;Muy buena / Oso ona;41
27/05/2017;04:00;2;29;Muy buena / Oso ona;33
27/05/2017;03:00;2;23;Muy buena / Oso ona;26
27/05/2017;02:00;3;24;Muy buena / Oso ona;27
27/05/2017;01:00;3;23;Muy buena / Oso ona;28
26/05/2017;24:00;3;23;Muy buena / Oso ona;28
26/05/2017;23:00;2;34;Muy buena / Oso ona;37
26/05/2017;22:00;3;36;Muy buena / Oso ona;41
26/05/2017;21:00;3;25;Muy buena / Oso ona;28
26/05/2017;20:00;3;20;Muy buena / Oso ona;24
26/05/2017;19:00;3;16;Muy buena / Oso ona;20
26/05/2017;18:00;2;19;Muy buena / Oso ona;23
26/05/2017;17:00;2;13;Muy buena / Oso ona;17
26/05/2017;16:00;3;19;Muy buena / Oso ona;24
26/05/2017;15:00;3;22;Muy buena / Oso ona;27
26/05/2017;14:00;3;22;Muy buena / Oso ona;25
26/05/2017;13:00;4;20;Muy buena / Oso ona;25
26/05/2017;12:00;;;Sin datos / Daturik gabe;
26/05/2017;11:00;;;Sin datos / Daturik gabe;
26/05/2017;10:00;26;59;Muy buena / Oso ona;98
26/05/2017;09:00;25;58;Muy buena / Oso ona;97
26/05/2017;08:00;27;63;Muy buena / Oso ona;105
26/05/2017;07:00;31;67;Muy buena / Oso ona;115
26/05/2017;06:00;18;68;Muy buena / Oso ona;96
26/05/2017;05:00;5;46;Muy buena / Oso ona;53
26/05/2017;04:00;3;33;Muy buena / Oso ona;37
26/05/2017;03:00;2;22;Muy buena / Oso ona;25
26/05/2017;02:00;3;22;Muy buena / Oso ona;26
26/05/2017;01:00;3;18;Muy buena / Oso ona;23
25/05/2017;24:00;3;25;Muy buena / Oso ona;30
25/05/2017;23:00;2;11;Muy buena / Oso ona;14
25/05/2017;22:00;3;37;Muy buena / Oso ona;42
25/05/2017;21:00;3;28;Muy buena / Oso ona;33
25/05/2017;20:00;4;32;Muy buena / Oso ona;38
25/05/2017;19:00;3;34;Muy buena / Oso ona;40
25/05/2017;18:00;9;66;Muy buena / Oso ona;79
25/05/2017;17:00;13;74;Muy buena / Oso ona;94
25/05/2017;16:00;14;72;Muy buena / Oso ona;93
25/05/2017;15:00;15;66;Muy buena / Oso ona;89
25/05/2017;14:00;12;52;Muy buena / Oso ona;70
25/05/2017;13:00;16;61;Muy buena / Oso ona;85
25/05/2017;12:00;15;48;Muy buena / Oso ona;72
25/05/2017;11:00;8;31;Muy buena / Oso ona;43
25/05/2017;10:00;15;47;Muy buena / Oso ona;70
25/05/2017;09:00;26;58;Muy buena / Oso ona;98
25/05/2017;08:00;28;55;Muy buena / Oso ona;98
25/05/2017;07:00;38;62;Muy buena / Oso ona;121
25/05/2017;06:00;26;60;Muy buena / Oso ona;100
25/05/2017;05:00;13;55;Muy buena / Oso ona;75
25/05/2017;04:00;8;52;Muy buena / Oso ona;64
25/05/2017;03:00;9;49;Muy buena / Oso ona;63
25/05/2017;02:00;6;48;Muy buena / Oso ona;58
25/05/2017;01:00;5;51;Muy buena / Oso ona;58
24/05/2017;24:00;4;55;Muy buena / Oso ona;62
24/05/2017;23:00;5;67;Muy buena / Oso ona;74
24/05/2017;22:00;5;69;Muy buena / Oso ona;76
24/05/2017;21:00;4;59;Muy buena / Oso ona;65
24/05/2017;20:00;4;47;Muy buena / Oso ona;53
24/05/2017;19:00;9;67;Muy buena / Oso ona;80
24/05/2017;18:00;9;53;Muy buena / Oso ona;66
24/05/2017;17:00;9;45;Muy buena / Oso ona;59
