Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
23/10/2017;04:00;4;14;Muy buena / Oso ona;20;20;"Muy buena / ";44;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;141;92;1024,1;0;0;10;1,14
23/10/2017;03:00;2;6;Muy buena / Oso ona;9;45;"Muy buena / ";51;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;176;87;1024;0;0;11;0,93
23/10/2017;02:00;2;6;Muy buena / Oso ona;9;45;"Muy buena / ";52;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;187;87;1024,5;0;0;11;1,41
23/10/2017;01:00;2;5;Muy buena / Oso ona;8;46;"Muy buena / ";;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;192;88;1025,1;0;0;11;1,29
22/10/2017;24:00;2;5;Muy buena / Oso ona;8;44;"Muy buena / ";;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;150;89;1025,6;0;0;11;0,59
22/10/2017;23:00;2;3;Muy buena / Oso ona;6;47;"Muy buena / ";59;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;200;89;1025,9;0;0;12;1,84
22/10/2017;22:00;1;3;Muy buena / Oso ona;5;50;"Muy buena / ";63;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;192;86;1026;0;0;13;0,95
22/10/2017;21:00;1;3;Muy buena / Oso ona;5;58;"Muy buena / ";67;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;85;1026;0;0;14;2,03
22/10/2017;20:00;2;4;Muy buena / Oso ona;7;65;"Buena / ";69;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;204;84;1026;0;0;14;2,13
22/10/2017;19:00;1;4;Muy buena / Oso ona;6;;"Sin datos / ";70;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;210;85;1026,1;0;0;14;2,12
22/10/2017;18:00;;;Sin datos / Daturik gabe;9;70;"Buena / ";68;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;255;79;1025,9;0,1;0,9;15;1,72
22/10/2017;17:00;1;5;Muy buena / Oso ona;7;69;"Buena / ";67;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;267;73;1025,6;0;13,1;16;1,57
22/10/2017;16:00;1;6;Muy buena / Oso ona;8;65;"Buena / ";65;12;Muy buena / Oso ona;1;2;Muy buena / Oso ona;245;74;1025,6;0;51,4;16;0,91
22/10/2017;15:00;1;6;Muy buena / Oso ona;8;70;"Buena / ";64;18;Muy buena / Oso ona;1;3;Muy buena / Oso ona;303;74;1025,7;0;109,8;16;1,07
22/10/2017;14:00;1;4;Muy buena / Oso ona;6;74;"Buena / ";64;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;336;72;1025,8;0;128,5;16;1,19
22/10/2017;13:00;3;3;Muy buena / Oso ona;8;72;"Buena / ";63;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;264;71;1026,1;0;253,1;16;1,37
22/10/2017;12:00;4;2;Muy buena / Oso ona;8;68;"Buena / ";62;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;231;80;1026,7;0;193,8;14;2,78
22/10/2017;11:00;4;3;Muy buena / Oso ona;9;60;"Muy buena / ";62;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;210;86;1026,9;0;147,9;14;1,95
22/10/2017;10:00;4;3;Muy buena / Oso ona;10;57;"Muy buena / ";62;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;208;89;1027;0;75,4;13;2,21
22/10/2017;09:00;4;2;Muy buena / Oso ona;8;54;"Muy buena / ";63;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;208;91;1026,7;0;39,8;13;1,42
22/10/2017;08:00;4;5;Muy buena / Oso ona;11;58;"Muy buena / ";64;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;220;88;1026,6;0,5;10,8;13;0,89
22/10/2017;07:00;4;3;Muy buena / Oso ona;8;70;"Buena / ";65;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;206;80;1025,5;0;1,3;13;3,4
22/10/2017;06:00;2;5;Muy buena / Oso ona;8;67;"Buena / ";65;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;232;80;1025,5;0;0;13;2,38
22/10/2017;05:00;2;5;Muy buena / Oso ona;8;64;"Buena / ";64;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;207;80;1024,8;0;0;14;2,65
22/10/2017;04:00;2;5;Muy buena / Oso ona;8;64;"Buena / ";63;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;216;84;1025;0;0;13;1,85
22/10/2017;03:00;2;4;Muy buena / Oso ona;7;65;"Buena / ";63;10;Muy buena / Oso ona;1;2;Muy buena / Oso ona;243;78;1025,1;0;0;14;2,03
22/10/2017;02:00;2;4;Muy buena / Oso ona;7;62;"Buena / ";;10;Muy buena / Oso ona;1;2;Muy buena / Oso ona;256;73;1025;0;0;14;1,78
22/10/2017;01:00;2;4;Muy buena / Oso ona;7;63;"Buena / ";;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;241;75;1025;0;0;14;1,82
21/10/2017;24:00;2;3;Muy buena / Oso ona;6;65;"Buena / ";;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;229;78;1025,3;0;0;14;2,32
21/10/2017;23:00;1;4;Muy buena / Oso ona;6;67;"Buena / ";69;13;Muy buena / Oso ona;1;2;Muy buena / Oso ona;260;74;1025,2;0;0;15;2,49
21/10/2017;22:00;1;5;Muy buena / Oso ona;7;61;"Buena / ";71;15;Muy buena / Oso ona;1;2;Muy buena / Oso ona;243;71;1024,7;0;0;15;2,15
21/10/2017;21:00;1;6;Muy buena / Oso ona;8;61;"Buena / ";74;12;Muy buena / Oso ona;1;2;Muy buena / Oso ona;260;73;1024,4;0;0;15;2,28
21/10/2017;20:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";76;21;Muy buena / Oso ona;1;2;Muy buena / Oso ona;258;71;1024,4;0;0;16;1,99
21/10/2017;19:00;1;5;Muy buena / Oso ona;7;70;"Buena / ";76;22;Muy buena / Oso ona;1;2;Muy buena / Oso ona;265;65;1024;0;0;16;2,83
21/10/2017;18:00;1;6;Muy buena / Oso ona;9;71;"Buena / ";75;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;283;61;1023,4;0;2,6;17;2,04
21/10/2017;17:00;1;6;Muy buena / Oso ona;8;74;"Buena / ";73;15;Muy buena / Oso ona;1;2;Muy buena / Oso ona;281;62;1023;0;28,8;17;2,03
21/10/2017;16:00;1;4;Muy buena / Oso ona;6;77;"Buena / ";72;25;Muy buena / Oso ona;1;2;Muy buena / Oso ona;300;63;1022,5;0;186,9;18;2,66
21/10/2017;15:00;1;3;Muy buena / Oso ona;5;80;"Buena / ";71;18;Muy buena / Oso ona;1;2;Muy buena / Oso ona;285;61;1022,1;0;155,3;18;2,85
21/10/2017;14:00;;;Sin datos / Daturik gabe;5;79;"Buena / ";70;24;Muy buena / Oso ona;1;2;Muy buena / Oso ona;310;64;1021,7;0;101,7;18;2,72
21/10/2017;13:00;1;5;Muy buena / Oso ona;7;77;"Buena / ";69;30;Muy buena / Oso ona;1;2;Muy buena / Oso ona;322;66;1021,4;0;185,4;18;3,24
21/10/2017;12:00;1;6;Muy buena / Oso ona;8;71;"Buena / ";69;18;Muy buena / Oso ona;1;2;Muy buena / Oso ona;273;53;1021,3;0;282,2;19;2,91
21/10/2017;11:00;1;4;Muy buena / Oso ona;7;67;"Buena / ";70;10;Muy buena / Oso ona;1;2;Muy buena / Oso ona;261;56;1021,3;0;308,6;19;2,52
21/10/2017;10:00;1;4;Muy buena / Oso ona;7;61;"Buena / ";72;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;207;69;1020,9;0;183,3;18;2,69
21/10/2017;09:00;1;6;Muy buena / Oso ona;8;64;"Buena / ";73;16;Muy buena / Oso ona;1;2;Muy buena / Oso ona;221;72;1020,4;0;44,5;17;1,88
21/10/2017;08:00;2;5;Muy buena / Oso ona;8;68;"Buena / ";71;10;Muy buena / Oso ona;1;2;Muy buena / Oso ona;237;79;1019,9;0;12,1;16;0,97
21/10/2017;07:00;1;4;Muy buena / Oso ona;6;75;"Buena / ";72;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;269;80;1019,4;0;1,3;16;4,38
21/10/2017;06:00;1;4;Muy buena / Oso ona;6;71;"Buena / ";69;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;274;84;1018,6;0;0;16;2,62
21/10/2017;05:00;1;1;Muy buena / Oso ona;4;75;"Buena / ";69;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;274;84;1017,8;0;0;17;3,04
21/10/2017;04:00;1;1;Muy buena / Oso ona;3;80;"Buena / ";68;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;270;79;1016,7;0;0;18;4,23
21/10/2017;03:00;;;Sin datos / Daturik gabe;2;80;"Buena / ";;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;293;83;1016,3;0;0;18;2,75
21/10/2017;02:00;;;Sin datos / Daturik gabe;4;69;"Buena / ";;28;Muy buena / Oso ona;1;2;Muy buena / Oso ona;306;73;1015,1;0;0;21;3,98
21/10/2017;01:00;;;Sin datos / Daturik gabe;2;52;"Muy buena / ";;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;204;58;1012,5;0;0;23;2,47
20/10/2017;24:00;;;Sin datos / Daturik gabe;2;54;"Muy buena / ";;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;203;57;1011,7;0;0;24;3,73
20/10/2017;23:00;;;Sin datos / Daturik gabe;3;59;"Muy buena / ";55;13;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;57;1011,3;0;0;24;3,89
20/10/2017;22:00;;;Sin datos / Daturik gabe;4;69;"Buena / ";56;18;Muy buena / Oso ona;1;2;Muy buena / Oso ona;197;51;1011,1;0;0;23;3,18
20/10/2017;21:00;;;Sin datos / Daturik gabe;4;;"Sin datos / ";54;12;Muy buena / Oso ona;1;2;Muy buena / Oso ona;198;46;1011;0;0;23;3,06
20/10/2017;20:00;1;5;Muy buena / Oso ona;6;71;"Buena / ";54;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;50;1011;0;0;23;3,03
20/10/2017;19:00;2;17;Muy buena / Oso ona;20;35;"Muy buena / ";52;9;Muy buena / Oso ona;1;3;Muy buena / Oso ona;224;78;1011,6;0;0;17;0,55
20/10/2017;18:00;1;10;Muy buena / Oso ona;12;46;"Muy buena / ";53;10;Muy buena / Oso ona;1;3;Muy buena / Oso ona;161;77;1011,8;0;4,1;18;0,98
20/10/2017;17:00;2;16;Muy buena / Oso ona;19;54;"Muy buena / ";53;13;Muy buena / Oso ona;1;4;Muy buena / Oso ona;204;66;1012;0;171,3;20;0,81
20/10/2017;16:00;3;14;Muy buena / Oso ona;19;67;"Buena / ";52;8;Muy buena / Oso ona;1;3;Muy buena / Oso ona;273;59;1012,4;0;483,3;22;1,62
20/10/2017;15:00;5;13;Muy buena / Oso ona;21;65;"Buena / ";48;10;Muy buena / Oso ona;1;4;Muy buena / Oso ona;289;60;1012,6;0;632,1;22;1,62
20/10/2017;14:00;4;14;Muy buena / Oso ona;20;59;"Muy buena / ";44;11;Muy buena / Oso ona;2;4;Muy buena / Oso ona;310;61;1012,8;0;883,5;22;1,47
20/10/2017;13:00;6;18;Muy buena / Oso ona;27;49;"Muy buena / ";42;17;Muy buena / Oso ona;2;6;Muy buena / Oso ona;355;60;1013;0;1040,2;22;2,3
20/10/2017;12:00;11;22;Muy buena / Oso ona;38;40;"Muy buena / ";42;18;Muy buena / Oso ona;2;7;Muy buena / Oso ona;356;59;1013,3;0;1016,2;22;1,85
20/10/2017;11:00;4;10;Muy buena / Oso ona;17;47;"Muy buena / ";44;11;Muy buena / Oso ona;1;2;Muy buena / Oso ona;217;57;1013,4;0;782,2;22;1,2
20/10/2017;10:00;2;6;Muy buena / Oso ona;9;46;"Muy buena / ";45;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;193;62;1013,5;0;630,7;20;1,36
20/10/2017;09:00;2;10;Muy buena / Oso ona;12;39;"Muy buena / ";46;11;Muy buena / Oso ona;1;2;Muy buena / Oso ona;174;68;1013,5;0;87,6;18;0,56
20/10/2017;08:00;6;16;Muy buena / Oso ona;25;35;"Muy buena / ";48;11;Muy buena / Oso ona;1;2;Muy buena / Oso ona;153;68;1013,4;0;34,7;17;0,94
20/10/2017;07:00;2;9;Muy buena / Oso ona;12;39;"Muy buena / ";49;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;197;69;1013;0;2,9;17;1,07
20/10/2017;06:00;3;7;Muy buena / Oso ona;12;44;"Muy buena / ";52;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;200;66;1012,5;0;0;17;1,8
20/10/2017;05:00;1;4;Muy buena / Oso ona;6;49;"Muy buena / ";54;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;201;63;1011,9;0;0;18;2,16
20/10/2017;04:00;;;Sin datos / Daturik gabe;5;53;"Muy buena / ";;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;208;59;1011,6;0;0;18;1,58
20/10/2017;03:00;;;Sin datos / Daturik gabe;6;54;"Muy buena / ";;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;57;1011,4;0;0;18;1,98
20/10/2017;02:00;;;Sin datos / Daturik gabe;6;55;"Muy buena / ";;4;Muy buena / Oso ona;1;3;Muy buena / Oso ona;192;58;1011,1;0;0;18;1,56
20/10/2017;01:00;;;Sin datos / Daturik gabe;6;51;"Muy buena / ";;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;192;60;1011,2;0;0;18;0,92
19/10/2017;24:00;;;Sin datos / Daturik gabe;7;54;"Muy buena / ";;10;Muy buena / Oso ona;1;2;Muy buena / Oso ona;208;56;1011,1;0;0;19;1,23
19/10/2017;23:00;;;Sin datos / Daturik gabe;7;59;"Muy buena / ";48;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;208;51;1010,4;0;0;19;2,5
19/10/2017;22:00;;;Sin datos / Daturik gabe;7;;"Sin datos / ";50;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;49;1009,4;0;0;20;3,48
19/10/2017;21:00;1;5;Muy buena / Oso ona;7;64;"Buena / ";53;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;193;51;1008,5;0;0;20;2,57
19/10/2017;20:00;1;6;Muy buena / Oso ona;8;60;"Muy buena / ";55;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;181;55;1008;0;0;19;1,43
19/10/2017;19:00;2;8;Muy buena / Oso ona;11;48;"Muy buena / ";55;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;175;63;1007,8;0;0;17;0,75
19/10/2017;18:00;4;20;Muy buena / Oso ona;26;24;"Muy buena / ";57;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;45;74;1007,4;0;2,9;17;0,08
19/10/2017;17:00;3;18;Muy buena / Oso ona;22;40;"Muy buena / ";60;12;Muy buena / Oso ona;1;4;Muy buena / Oso ona;197;65;1007;0;46,9;19;0,61
19/10/2017;16:00;3;17;Muy buena / Oso ona;22;55;"Muy buena / ";59;13;Muy buena / Oso ona;1;7;Muy buena / Oso ona;264;52;1006,7;0;158,7;22;0,77
19/10/2017;15:00;;;Sin datos / Daturik gabe;7;71;"Buena / ";57;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;157;47;1006,4;0;340,2;22;0,69
19/10/2017;14:00;1;3;Muy buena / Oso ona;5;72;"Buena / ";52;2;Muy buena / Oso ona;1;2;Muy buena / Oso ona;173;46;1006,6;0;686,8;22;0,96
19/10/2017;13:00;;;Sin datos / Daturik gabe;4;67;"Buena / ";48;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;140;53;1007,2;0;1042,6;21;0,72
19/10/2017;12:00;1;3;Muy buena / Oso ona;4;65;"Buena / ";45;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;192;57;1008,1;0;997,5;20;1,27
19/10/2017;11:00;2;5;Muy buena / Oso ona;7;59;"Muy buena / ";42;3;Muy buena / Oso ona;1;2;Muy buena / Oso ona;195;63;1008,6;0;853,3;18;1,7
19/10/2017;10:00;4;4;Muy buena / Oso ona;10;47;"Muy buena / ";41;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;197;73;1008,6;0;631,8;17;1,93
19/10/2017;09:00;5;5;Muy buena / Oso ona;14;38;"Muy buena / ";42;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;195;82;1008,4;0;499,8;15;2,11
19/10/2017;08:00;7;9;Muy buena / Oso ona;21;33;"Muy buena / ";43;6;Muy buena / Oso ona;1;1;Muy buena / Oso ona;197;88;1008,3;0;260,2;13;2,46
19/10/2017;07:00;5;6;Muy buena / Oso ona;13;36;"Muy buena / ";45;4;Muy buena / Oso ona;1;1;Muy buena / Oso ona;194;90;1008,1;0;4,7;13;1,49
19/10/2017;06:00;4;5;Muy buena / Oso ona;10;39;"Muy buena / ";46;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;184;90;1007,8;0;0;13;1,14
19/10/2017;05:00;4;4;Muy buena / Oso ona;9;40;"Muy buena / ";;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;180;90;1007,7;0;0;13;0,81
19/10/2017;04:00;2;5;Muy buena / Oso ona;8;46;"Muy buena / ";;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;187;89;1007,8;0;0;14;0,78
19/10/2017;03:00;2;4;Muy buena / Oso ona;7;52;"Muy buena / ";;5;Muy buena / Oso ona;1;1;Muy buena / Oso ona;185;87;1007,8;0;0;14;0,94
19/10/2017;02:00;2;5;Muy buena / Oso ona;8;51;"Muy buena / ";;4;Muy buena / Oso ona;1;1;Muy buena / Oso ona;178;88;1007,7;0;0;14;0,77
19/10/2017;01:00;2;4;Muy buena / Oso ona;7;50;"Muy buena / ";;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;183;89;1007,7;0;0;14;1,31
18/10/2017;24:00;2;3;Muy buena / Oso ona;6;53;"Muy buena / ";;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;169;90;1007,7;0;0;14;0,65
18/10/2017;23:00;2;3;Muy buena / Oso ona;6;;"Sin datos / ";53;5;Muy buena / Oso ona;1;2;Muy buena / Oso ona;164;91;1007,8;0;0;14;0,67
18/10/2017;22:00;2;5;Muy buena / Oso ona;8;49;"Muy buena / ";51;4;Muy buena / Oso ona;1;2;Muy buena / Oso ona;187;92;1007,9;0;0;14;0,8
18/10/2017;21:00;2;7;Muy buena / Oso ona;10;43;"Muy buena / ";49;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;211;94;1007,7;0;0;14;1,06
18/10/2017;20:00;3;7;Muy buena / Oso ona;11;43;"Muy buena / ";49;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;202;94;1007,5;0,1;0;14;1,07
18/10/2017;19:00;2;7;Muy buena / Oso ona;9;51;"Muy buena / ";48;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;170;93;1007,3;0,1;0;14;0,48
18/10/2017;18:00;2;10;Muy buena / Oso ona;12;64;"Buena / ";46;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;270;89;1006,8;0,3;0,6;15;0,7
18/10/2017;17:00;4;9;Muy buena / Oso ona;14;68;"Buena / ";43;7;Muy buena / Oso ona;1;2;Muy buena / Oso ona;275;79;1006,5;0;14;17;2,31
18/10/2017;16:00;3;13;Muy buena / Oso ona;17;51;"Muy buena / ";39;8;Muy buena / Oso ona;1;2;Muy buena / Oso ona;277;80;1006,2;0;47,4;17;1,07
18/10/2017;15:00;2;9;Muy buena / Oso ona;12;39;"Muy buena / ";42;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;183;85;1006,2;0;55,7;16;0,35
18/10/2017;14:00;5;16;Muy buena / Oso ona;23;36;"Muy buena / ";47;13;Muy buena / Oso ona;1;2;Muy buena / Oso ona;224;86;1006,1;0;66,2;16;0,45
18/10/2017;13:00;3;13;Muy buena / Oso ona;18;40;"Muy buena / ";48;12;Muy buena / Oso ona;1;2;Muy buena / Oso ona;145;88;1006,1;0;76,2;15;0,36
18/10/2017;12:00;4;15;Muy buena / Oso ona;21;36;"Muy buena / ";46;17;Muy buena / Oso ona;1;2;Muy buena / Oso ona;200;86;1006,8;0,3;47,2;15;0,48
18/10/2017;11:00;5;19;Muy buena / Oso ona;27;33;"Muy buena / ";45;33;Muy buena / Oso ona;1;2;Muy buena / Oso ona;189;70;1006,8;0,1;37,7;17;0,43
18/10/2017;10:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";42;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;219;63;1006,7;0;28,5;18;0,56
18/10/2017;09:00;;;Sin datos / Daturik gabe;;;"Sin datos / ";39;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;;;;;;
18/10/2017;08:00;2;8;Muy buena / Oso ona;11;67;"Buena / ";37;15;Muy buena / Oso ona;1;2;Muy buena / Oso ona;199;63;1007;0;27,6;18;2,27
18/10/2017;07:00;3;7;Muy buena / Oso ona;12;67;"Buena / ";33;11;Muy buena / Oso ona;1;2;Muy buena / Oso ona;191;65;1007,1;0;3,2;17;1,58
18/10/2017;06:00;3;9;Muy buena / Oso ona;14;45;"Muy buena / ";27;6;Muy buena / Oso ona;1;2;Muy buena / Oso ona;197;78;1007,4;0;0;15;1,3
18/10/2017;05:00;2;6;Muy buena / Oso ona;9;27;"Muy buena / ";25;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;200;91;1008;0;0;14;0,98
18/10/2017;04:00;2;7;Muy buena / Oso ona;10;27;"Muy buena / ";27;9;Muy buena / Oso ona;1;2;Muy buena / Oso ona;156;94;1008,3;0;0;14;0,73
18/10/2017;03:00;2;9;Muy buena / Oso ona;12;20;"Muy buena / ";31;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;161;96;1008,8;0;0;15;0,79
18/10/2017;02:00;1;10;Muy buena / Oso ona;12;18;"Muy buena / ";37;15;Muy buena / Oso ona;1;2;Muy buena / Oso ona;185;96;1009,2;0;0;15;0,8
18/10/2017;01:00;1;8;Muy buena / Oso ona;10;26;"Muy buena / ";41;15;Muy buena / Oso ona;1;2;Muy buena / Oso ona;216;94;1009,6;0;0;16;0,68
17/10/2017;24:00;1;5;Muy buena / Oso ona;7;;"Sin datos / ";45;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;170;95;1010;0;0;16;0,59
17/10/2017;23:00;1;5;Muy buena / Oso ona;7;41;"Muy buena / ";45;21;Muy buena / Oso ona;1;2;Muy buena / Oso ona;193;95;1010,9;0,2;0;17;0,73
17/10/2017;22:00;2;6;Muy buena / Oso ona;9;34;"Muy buena / ";46;27;Muy buena / Oso ona;1;2;Muy buena / Oso ona;153;93;1011,3;0,1;0;17;0,75
17/10/2017;21:00;1;9;Muy buena / Oso ona;11;36;"Muy buena / ";51;29;Muy buena / Oso ona;1;2;Muy buena / Oso ona;216;92;1011,4;0;0;17;0,6
17/10/2017;20:00;1;10;Muy buena / Oso ona;12;52;"Muy buena / ";56;36;Muy buena / Oso ona;1;2;Muy buena / Oso ona;189;89;1011,5;0;0;18;0,62
17/10/2017;19:00;1;11;Muy buena / Oso ona;13;53;"Muy buena / ";60;51;Buena / Ona;1;2;Muy buena / Oso ona;227;91;1011,5;0;0;18;0,35
17/10/2017;18:00;1;17;Muy buena / Oso ona;19;43;"Muy buena / ";63;61;Mejorable / Hobetzeko modukoa;1;2;Muy buena / Oso ona;115;91;1011,4;0,3;0,6;18;1,1
17/10/2017;17:00;1;16;Muy buena / Oso ona;19;49;"Muy buena / ";67;52;Buena / Ona;1;2;Muy buena / Oso ona;115;85;1011;0;13,5;19;0,73
17/10/2017;16:00;3;20;Muy buena / Oso ona;24;49;"Muy buena / ";70;57;Buena / Ona;1;2;Muy buena / Oso ona;19;76;1010,7;0;43,3;21;1,03
17/10/2017;15:00;2;19;Muy buena / Oso ona;22;53;"Muy buena / ";73;44;Buena / Ona;1;2;Muy buena / Oso ona;303;61;1010,5;0;41,6;23;0,73
17/10/2017;14:00;1;9;Muy buena / Oso ona;11;72;"Buena / ";75;26;Muy buena / Oso ona;1;2;Muy buena / Oso ona;216;48;1010,2;0;85,8;25;0,26
17/10/2017;13:00;1;5;Muy buena / Oso ona;7;79;"Buena / ";76;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;128;47;1011;0;126,4;25;0,99
17/10/2017;12:00;1;4;Muy buena / Oso ona;6;81;"Buena / ";76;16;Muy buena / Oso ona;1;2;Muy buena / Oso ona;161;45;1012;0;416,9;26;1,32
17/10/2017;11:00;2;5;Muy buena / Oso ona;8;76;"Buena / ";74;17;Muy buena / Oso ona;1;2;Muy buena / Oso ona;170;49;1012,7;0;803,5;25;1,1
17/10/2017;10:00;1;3;Muy buena / Oso ona;5;75;"Buena / ";70;20;Muy buena / Oso ona;1;2;Muy buena / Oso ona;189;54;1013,4;0;462,2;23;1,96
17/10/2017;09:00;1;5;Muy buena / Oso ona;7;73;"Buena / ";64;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;197;58;1013,5;0;329,9;22;3,85
17/10/2017;08:00;2;6;Muy buena / Oso ona;9;72;"Buena / ";63;18;Muy buena / Oso ona;1;2;Muy buena / Oso ona;190;61;1013,4;0;151;21;2,49
17/10/2017;07:00;1;5;Muy buena / Oso ona;7;75;"Buena / ";62;17;Muy buena / Oso ona;1;2;Muy buena / Oso ona;199;61;1013,3;0;6,9;21;3,47
17/10/2017;06:00;1;5;Muy buena / Oso ona;7;79;"Buena / ";56;18;Muy buena / Oso ona;1;3;Muy buena / Oso ona;191;60;1013,5;0;0;21;2,24
17/10/2017;05:00;1;5;Muy buena / Oso ona;7;76;"Buena / ";53;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;194;62;1013,6;0;0;21;2,29
17/10/2017;04:00;2;4;Muy buena / Oso ona;7;69;"Buena / ";49;17;Muy buena / Oso ona;1;2;Muy buena / Oso ona;196;64;1014;0;0;20;2,25
17/10/2017;03:00;2;14;Muy buena / Oso ona;17;43;"Muy buena / ";47;21;Muy buena / Oso ona;2;2;Muy buena / Oso ona;174;78;1014,6;0;0;19;1,66
17/10/2017;02:00;2;14;Muy buena / Oso ona;17;27;"Muy buena / ";51;21;Muy buena / Oso ona;1;2;Muy buena / Oso ona;135;92;1015,6;0;0;16;1,95
17/10/2017;01:00;2;8;Muy buena / Oso ona;10;;"Sin datos / ";58;19;Muy buena / Oso ona;1;2;Muy buena / Oso ona;137;90;1016,5;0;0;17;1,42
16/10/2017;24:00;2;8;Muy buena / Oso ona;10;38;"Muy buena / ";60;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;156;91;1017,3;0;0;16;0,88
16/10/2017;23:00;1;8;Muy buena / Oso ona;10;40;"Muy buena / ";61;14;Muy buena / Oso ona;1;2;Muy buena / Oso ona;133;90;1018,4;0;0;17;1,05
16/10/2017;22:00;1;8;Muy buena / Oso ona;10;64;"Buena / ";66;24;Muy buena / Oso ona;1;2;Muy buena / Oso ona;120;84;1019,3;0;0;18;0,94
16/10/2017;21:00;1;10;Muy buena / Oso ona;12;53;"Muy buena / ";67;25;Muy buena / Oso ona;1;2;Muy buena / Oso ona;136;87;1019,6;0;0;18;1,28
