Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;SH2 (µg/m3);SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
27/04/2017;05:00;1;7;Muy buena / Oso ona;9;43;"Muy buena / ";53;6;Muy buena / Oso ona;2;4;Muy buena / Oso ona;193;87;1014,7;0;0;4;1,11
27/04/2017;04:00;1;4;Muy buena / Oso ona;7;50;"Muy buena / ";56;4;Muy buena / Oso ona;2;4;Muy buena / Oso ona;204;86;1014,6;0;0;4;3,04
27/04/2017;03:00;2;5;Muy buena / Oso ona;7;46;"Muy buena / ";61;5;Muy buena / Oso ona;2;4;Muy buena / Oso ona;202;86;1014,6;0;0;4;1,9
27/04/2017;02:00;2;4;Muy buena / Oso ona;7;56;"Muy buena / ";69;5;Muy buena / Oso ona;1;4;Muy buena / Oso ona;200;83;1014,8;0;0;5;2,31
27/04/2017;01:00;2;6;Muy buena / Oso ona;9;58;"Muy buena / ";75;5;Muy buena / Oso ona;2;8;Muy buena / Oso ona;201;80;1014,9;0;0;6;2,51
26/04/2017;24:00;2;5;Muy buena / Oso ona;8;59;"Muy buena / ";80;5;Muy buena / Oso ona;2;6;Muy buena / Oso ona;203;78;1015,2;0;0;6;2,13
26/04/2017;23:00;2;7;Muy buena / Oso ona;10;55;"Muy buena / ";81;5;Muy buena / Oso ona;2;6;Muy buena / Oso ona;189;78;1015,3;0;0;6;1,02
26/04/2017;22:00;3;7;Muy buena / Oso ona;11;61;"Buena / ";84;7;Muy buena / Oso ona;2;6;Muy buena / Oso ona;185;77;1015,6;0;0;6;1
26/04/2017;21:00;2;9;Muy buena / Oso ona;12;66;"Buena / ";88;9;Muy buena / Oso ona;2;4;Muy buena / Oso ona;229;71;1015,6;0;0;7;1,54
26/04/2017;20:00;2;10;Muy buena / Oso ona;13;87;"Buena / ";91;11;Muy buena / Oso ona;2;3;Muy buena / Oso ona;306;55;1015,1;0;0,9;9;1,15
26/04/2017;19:00;1;10;Muy buena / Oso ona;12;99;"Buena / ";90;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;342;50;1014,8;0;78,2;10;1,88
26/04/2017;18:00;1;9;Muy buena / Oso ona;11;98;"Buena / ";85;6;Muy buena / Oso ona;2;5;Muy buena / Oso ona;327;57;1014,4;0;140,9;10;2,01
26/04/2017;17:00;1;9;Muy buena / Oso ona;12;92;"Buena / ";80;9;Muy buena / Oso ona;2;7;Muy buena / Oso ona;304;64;1014,2;0;323,2;10;2,1
26/04/2017;16:00;2;11;Muy buena / Oso ona;14;87;"Buena / ";76;6;Muy buena / Oso ona;2;12;Muy buena / Oso ona;294;66;1014,1;0;433,2;10;1,42
26/04/2017;15:00;2;8;Muy buena / Oso ona;11;85;"Buena / ";71;5;Muy buena / Oso ona;2;17;Muy buena / Oso ona;181;74;1014,2;0;354,2;9;0,68
26/04/2017;14:00;4;13;Muy buena / Oso ona;20;;"Sin datos / ";66;4;Muy buena / Oso ona;2;9;Muy buena / Oso ona;266;85;1014,5;0;173,2;7;0,65
26/04/2017;13:00;4;16;Muy buena / Oso ona;22;76;"Buena / ";66;5;Muy buena / Oso ona;2;11;Muy buena / Oso ona;346;86;1014,3;0;112,7;7;1,04
26/04/2017;12:00;4;15;Muy buena / Oso ona;21;77;"Buena / ";67;4;Muy buena / Oso ona;2;7;Muy buena / Oso ona;304;85;1013,9;0;96,2;7;1,8
26/04/2017;11:00;5;21;Muy buena / Oso ona;27;69;"Buena / ";69;6;Muy buena / Oso ona;2;20;Muy buena / Oso ona;173;85;1013,5;0;92,3;7;0,39
26/04/2017;10:00;4;19;Muy buena / Oso ona;25;69;"Buena / ";72;4;Muy buena / Oso ona;2;6;Muy buena / Oso ona;279;89;1012,9;0,1;48,6;7;1,57
26/04/2017;09:00;4;22;Muy buena / Oso ona;28;66;"Buena / ";75;6;Muy buena / Oso ona;2;5;Muy buena / Oso ona;350;88;1012,2;0;42;8;2,74
26/04/2017;08:00;5;30;Muy buena / Oso ona;38;58;"Muy buena / ";76;9;Muy buena / Oso ona;2;10;Muy buena / Oso ona;94;86;1011,8;0;30,2;8;0,69
26/04/2017;07:00;4;17;Muy buena / Oso ona;23;58;"Muy buena / ";79;6;Muy buena / Oso ona;2;4;Muy buena / Oso ona;202;92;1011,3;0;12,8;7;0,24
26/04/2017;06:00;2;8;Muy buena / Oso ona;11;66;"Buena / ";82;5;Muy buena / Oso ona;2;3;Muy buena / Oso ona;209;93;1010,7;0;2,8;7;1,24
26/04/2017;05:00;1;6;Muy buena / Oso ona;8;74;"Buena / ";84;5;Muy buena / Oso ona;1;3;Muy buena / Oso ona;190;93;1010,5;0;0;7;0,55
26/04/2017;04:00;1;5;Muy buena / Oso ona;7;90;"Buena / ";85;2;Muy buena / Oso ona;2;3;Muy buena / Oso ona;295;89;1010,7;0;0;8;1,23
26/04/2017;03:00;1;2;Muy buena / Oso ona;4;94;"Buena / ";83;3;Muy buena / Oso ona;2;4;Muy buena / Oso ona;295;91;1010,7;0;0;8;1,95
26/04/2017;02:00;1;5;Muy buena / Oso ona;7;90;"Buena / ";80;3;Muy buena / Oso ona;2;4;Muy buena / Oso ona;344;90;1010,6;0,1;0;9;3,99
26/04/2017;01:00;1;7;Muy buena / Oso ona;9;80;"Buena / ";77;3;Muy buena / Oso ona;2;4;Muy buena / Oso ona;359;93;1009,8;0,1;0;9;4,34
25/04/2017;24:00;1;7;Muy buena / Oso ona;9;79;"Buena / ";76;3;Muy buena / Oso ona;2;4;Muy buena / Oso ona;6;94;1009;0,1;0;10;4,22
25/04/2017;23:00;1;5;Muy buena / Oso ona;7;78;"Buena / ";78;4;Muy buena / Oso ona;1;4;Muy buena / Oso ona;242;93;1008,4;0,1;0;10;1,05
25/04/2017;22:00;1;8;Muy buena / Oso ona;10;80;"Buena / ";78;3;Muy buena / Oso ona;1;4;Muy buena / Oso ona;268;94;1008,6;0;0;10;0,63
25/04/2017;21:00;2;8;Muy buena / Oso ona;10;85;"Buena / ";78;5;Muy buena / Oso ona;2;4;Muy buena / Oso ona;320;94;1008,5;0;0;11;1,79
25/04/2017;20:00;2;16;Muy buena / Oso ona;19;77;"Buena / ";77;6;Muy buena / Oso ona;2;6;Muy buena / Oso ona;22;92;1008;0;0,1;11;1,77
25/04/2017;19:00;2;14;Muy buena / Oso ona;17;72;"Buena / ";77;9;Muy buena / Oso ona;2;4;Muy buena / Oso ona;356;94;1007,4;0,1;2,3;11;1,13
25/04/2017;18:00;1;10;Muy buena / Oso ona;12;69;"Buena / ";76;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;211;92;1007,1;0,2;3,4;11;1,9
25/04/2017;17:00;1;10;Muy buena / Oso ona;12;74;"Buena / ";77;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;188;86;1006,9;0;23,3;11;0,62
25/04/2017;16:00;2;20;Muy buena / Oso ona;23;88;"Buena / ";77;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;282;76;1006,7;0;29,4;13;2,05
25/04/2017;15:00;1;12;Muy buena / Oso ona;15;;"Sin datos / ";69;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;312;76;1006,8;0;52,9;14;2,46
25/04/2017;14:00;1;11;Muy buena / Oso ona;13;98;"Buena / ";69;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;323;78;1006,8;0;104,1;14;2,7
25/04/2017;13:00;2;12;Muy buena / Oso ona;15;83;"Buena / ";64;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;232;78;1006,8;0;116,6;14;1,22
25/04/2017;12:00;2;17;Muy buena / Oso ona;20;75;"Buena / ";57;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;258;86;1007;0;85,2;13;0,5
25/04/2017;11:00;2;23;Muy buena / Oso ona;26;69;"Buena / ";52;12;Muy buena / Oso ona;2;6;Muy buena / Oso ona;265;80;1007,1;0,1;56,6;13;0,73
25/04/2017;10:00;2;20;Muy buena / Oso ona;23;75;"Buena / ";48;15;Muy buena / Oso ona;3;6;Muy buena / Oso ona;321;83;1007;0,3;58,5;14;1,72
25/04/2017;09:00;5;26;Muy buena / Oso ona;33;70;"Buena / ";44;13;Muy buena / Oso ona;2;7;Muy buena / Oso ona;306;81;1006,6;0;127,9;14;1,65
25/04/2017;08:00;5;23;Muy buena / Oso ona;30;43;"Muy buena / ";41;19;Muy buena / Oso ona;2;8;Muy buena / Oso ona;193;89;1006,3;0;69,5;13;0,8
25/04/2017;07:00;4;23;Muy buena / Oso ona;29;37;"Muy buena / ";40;19;Muy buena / Oso ona;2;8;Muy buena / Oso ona;221;88;1006,8;0;18,4;12;1,37
25/04/2017;06:00;3;23;Muy buena / Oso ona;28;33;"Muy buena / ";42;18;Muy buena / Oso ona;2;8;Muy buena / Oso ona;180;90;1006,4;0;2,6;12;0,77
25/04/2017;05:00;2;21;Muy buena / Oso ona;24;34;"Muy buena / ";47;17;Muy buena / Oso ona;2;10;Muy buena / Oso ona;235;87;1006,8;0;0;12;0,93
25/04/2017;04:00;2;11;Muy buena / Oso ona;13;40;"Muy buena / ";53;9;Muy buena / Oso ona;2;9;Muy buena / Oso ona;213;86;1006,7;0;0;11;0,94
25/04/2017;03:00;1;11;Muy buena / Oso ona;13;43;"Muy buena / ";58;6;Muy buena / Oso ona;2;10;Muy buena / Oso ona;158;84;1007,2;0;0;12;0,7
25/04/2017;02:00;1;14;Muy buena / Oso ona;16;44;"Muy buena / ";64;10;Muy buena / Oso ona;2;10;Muy buena / Oso ona;184;88;1007,8;0;0;12;1,1
25/04/2017;01:00;1;16;Muy buena / Oso ona;18;48;"Muy buena / ";71;14;Muy buena / Oso ona;2;9;Muy buena / Oso ona;209;87;1008,6;0;0;12;1,2
24/04/2017;24:00;;;Sin datos / Daturik gabe;12;58;"Muy buena / ";78;10;Muy buena / Oso ona;2;7;Muy buena / Oso ona;216;85;1009,3;0;0;13;1,64
24/04/2017;23:00;;;Sin datos / Daturik gabe;13;54;"Muy buena / ";78;9;Muy buena / Oso ona;2;5;Muy buena / Oso ona;190;87;1009,3;0;0;12;0,88
24/04/2017;22:00;;;Sin datos / Daturik gabe;10;65;"Buena / ";82;8;Muy buena / Oso ona;2;4;Muy buena / Oso ona;167;86;1009,8;0;0;13;0,82
24/04/2017;21:00;;;Sin datos / Daturik gabe;14;74;"Buena / ";87;12;Muy buena / Oso ona;2;4;Muy buena / Oso ona;274;82;1010,5;0;0;14;0,51
24/04/2017;20:00;;;Sin datos / Daturik gabe;12;81;"Buena / ";90;11;Muy buena / Oso ona;2;4;Muy buena / Oso ona;274;80;1010;0;0,2;14;1,08
24/04/2017;19:00;;;Sin datos / Daturik gabe;11;85;"Buena / ";90;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;322;77;1009,8;0;10,1;14;1,11
24/04/2017;18:00;;;Sin datos / Daturik gabe;10;91;"Buena / ";87;11;Muy buena / Oso ona;2;6;Muy buena / Oso ona;303;73;1009,9;0;73,6;15;1,71
24/04/2017;17:00;1;10;Muy buena / Oso ona;12;93;"Buena / ";77;10;Muy buena / Oso ona;2;10;Muy buena / Oso ona;335;67;1009,9;0;379,2;16;1,71
24/04/2017;16:00;2;12;Muy buena / Oso ona;15;;"Sin datos / ";65;13;Muy buena / Oso ona;3;30;Muy buena / Oso ona;320;66;1010,1;0;572,1;16;2,31
24/04/2017;15:00;3;13;Muy buena / Oso ona;17;95;"Buena / ";65;11;Muy buena / Oso ona;3;28;Muy buena / Oso ona;319;63;1010,3;0;800,4;17;2,3
24/04/2017;14:00;2;10;Muy buena / Oso ona;12;96;"Buena / ";60;13;Muy buena / Oso ona;3;9;Muy buena / Oso ona;310;67;1010,7;0;951;17;2,59
24/04/2017;13:00;2;12;Muy buena / Oso ona;16;91;"Buena / ";51;15;Muy buena / Oso ona;3;8;Muy buena / Oso ona;300;67;1010,9;0;1002,4;17;2,52
24/04/2017;12:00;3;13;Muy buena / Oso ona;17;85;"Buena / ";44;17;Muy buena / Oso ona;2;11;Muy buena / Oso ona;297;65;1011,3;0;979,1;18;2,06
24/04/2017;11:00;13;41;Muy buena / Oso ona;61;65;"Buena / ";38;40;Muy buena / Oso ona;3;48;Muy buena / Oso ona;346;58;1011,7;0;839,6;18;1,86
24/04/2017;10:00;45;74;Muy buena / Oso ona;143;32;"Muy buena / ";36;49;Buena / Ona;4;163;Buena / Ona;359;51;1011,9;0;806;18;1,58
24/04/2017;09:00;53;70;Muy buena / Oso ona;151;23;"Muy buena / ";37;49;Buena / Ona;3;197;Buena / Ona;126;58;1012,2;0;743,6;16;0,64
24/04/2017;08:00;4;18;Muy buena / Oso ona;24;60;"Muy buena / ";41;16;Muy buena / Oso ona;2;7;Muy buena / Oso ona;210;66;1012,3;0;571,5;13;1,62
24/04/2017;07:00;10;29;Muy buena / Oso ona;43;26;"Muy buena / ";38;17;Muy buena / Oso ona;2;6;Muy buena / Oso ona;201;78;1012,4;0;280,3;10;0,77
24/04/2017;06:00;4;22;Muy buena / Oso ona;27;29;"Muy buena / ";41;13;Muy buena / Oso ona;2;5;Muy buena / Oso ona;197;85;1012,4;0;28,2;8;0,79
24/04/2017;05:00;2;14;Muy buena / Oso ona;18;33;"Muy buena / ";43;9;Muy buena / Oso ona;2;5;Muy buena / Oso ona;189;84;1012,2;0;0;8;0,61
24/04/2017;04:00;2;10;Muy buena / Oso ona;13;39;"Muy buena / ";46;8;Muy buena / Oso ona;2;6;Muy buena / Oso ona;192;84;1012,4;0;0;8;0,69
24/04/2017;03:00;1;8;Muy buena / Oso ona;10;45;"Muy buena / ";51;7;Muy buena / Oso ona;2;6;Muy buena / Oso ona;207;83;1012,8;0;0;9;0,96
24/04/2017;02:00;;;Sin datos / Daturik gabe;10;43;"Muy buena / ";58;8;Muy buena / Oso ona;2;7;Muy buena / Oso ona;211;83;1013,3;0;0;9;0,88
24/04/2017;01:00;;;Sin datos / Daturik gabe;10;51;"Muy buena / ";66;10;Muy buena / Oso ona;2;8;Muy buena / Oso ona;201;82;1013,8;0;0;9;1,16
23/04/2017;24:00;1;11;Muy buena / Oso ona;13;49;"Muy buena / ";69;11;Muy buena / Oso ona;2;10;Muy buena / Oso ona;199;82;1014,3;0;0;10;0,91
23/04/2017;23:00;2;17;Muy buena / Oso ona;19;46;"Muy buena / ";69;11;Muy buena / Oso ona;2;13;Muy buena / Oso ona;183;81;1014,6;0;0;11;0,56
23/04/2017;22:00;3;21;Muy buena / Oso ona;26;47;"Muy buena / ";81;12;Muy buena / Oso ona;2;10;Muy buena / Oso ona;171;81;1014,7;0;0;11;0,59
23/04/2017;21:00;3;21;Muy buena / Oso ona;26;54;"Muy buena / ";95;14;Muy buena / Oso ona;3;9;Muy buena / Oso ona;154;80;1014,6;0;0;12;0,99
23/04/2017;20:00;2;16;Muy buena / Oso ona;19;72;"Buena / ";106;20;Muy buena / Oso ona;2;7;Muy buena / Oso ona;147;75;1014,2;0;0,8;13;1,43
23/04/2017;19:00;2;14;Muy buena / Oso ona;17;93;"Buena / ";114;15;Muy buena / Oso ona;3;4;Muy buena / Oso ona;285;65;1013,9;0;99,2;16;0,3
23/04/2017;18:00;2;11;Muy buena / Oso ona;14;102;"Buena / ";115;13;Muy buena / Oso ona;2;5;Muy buena / Oso ona;316;64;1014;0;470,4;17;1,45
23/04/2017;17:00;2;7;Muy buena / Oso ona;10;;"Sin datos / ";112;14;Muy buena / Oso ona;3;5;Muy buena / Oso ona;310;69;1014,2;0;741,9;17;2,03
23/04/2017;16:00;1;7;Muy buena / Oso ona;9;111;"Buena / ";107;14;Muy buena / Oso ona;2;5;Muy buena / Oso ona;324;67;1014,4;0;891,7;17;2,04
23/04/2017;15:00;1;9;Muy buena / Oso ona;12;118;"Buena / ";102;15;Muy buena / Oso ona;2;7;Muy buena / Oso ona;358;64;1014,6;0;895,2;18;2,71
23/04/2017;14:00;1;8;Muy buena / Oso ona;10;129;"Mejorable / ";93;19;Muy buena / Oso ona;2;14;Muy buena / Oso ona;7;57;1014,9;0;983,7;19;2,49
23/04/2017;13:00;2;13;Muy buena / Oso ona;16;124;"Mejorable / ";82;21;Muy buena / Oso ona;2;14;Muy buena / Oso ona;360;60;1015,2;0;1067,8;18;3,16
23/04/2017;12:00;3;16;Muy buena / Oso ona;20;116;"Buena / ";74;26;Muy buena / Oso ona;2;16;Muy buena / Oso ona;10;60;1015,4;0;1022,9;18;3,24
23/04/2017;11:00;6;30;Muy buena / Oso ona;39;98;"Buena / ";67;36;Muy buena / Oso ona;2;53;Muy buena / Oso ona;1;51;1015,7;0;871;19;2,08
23/04/2017;10:00;8;31;Muy buena / Oso ona;43;89;"Buena / ";62;25;Muy buena / Oso ona;2;46;Muy buena / Oso ona;49;41;1015,7;0;853,8;19;0,74
23/04/2017;09:00;5;21;Muy buena / Oso ona;29;77;"Buena / ";60;16;Muy buena / Oso ona;2;17;Muy buena / Oso ona;199;49;1015,9;0;780,7;17;0,9
23/04/2017;08:00;5;20;Muy buena / Oso ona;28;63;"Buena / ";59;18;Muy buena / Oso ona;2;18;Muy buena / Oso ona;189;58;1016;0;611,5;14;0,83
23/04/2017;07:00;5;20;Muy buena / Oso ona;27;44;"Muy buena / ";59;18;Muy buena / Oso ona;2;15;Muy buena / Oso ona;166;69;1016,2;0;323,2;11;0,58
23/04/2017;06:00;3;15;Muy buena / Oso ona;19;46;"Muy buena / ";62;15;Muy buena / Oso ona;2;7;Muy buena / Oso ona;184;78;1016,1;0;37,3;8;0,6
23/04/2017;05:00;2;12;Muy buena / Oso ona;15;55;"Muy buena / ";67;13;Muy buena / Oso ona;2;6;Muy buena / Oso ona;184;75;1015,9;0;0;8;0,72
23/04/2017;04:00;2;13;Muy buena / Oso ona;16;61;"Buena / ";73;13;Muy buena / Oso ona;2;6;Muy buena / Oso ona;187;74;1015,8;0;0;9;0,95
23/04/2017;03:00;2;12;Muy buena / Oso ona;15;59;"Muy buena / ";79;14;Muy buena / Oso ona;2;7;Muy buena / Oso ona;165;74;1016;0;0;9;0,67
23/04/2017;02:00;1;9;Muy buena / Oso ona;12;76;"Buena / ";89;10;Muy buena / Oso ona;2;8;Muy buena / Oso ona;210;70;1016,2;0;0;10;2,07
23/04/2017;01:00;1;11;Muy buena / Oso ona;13;69;"Buena / ";91;10;Muy buena / Oso ona;2;7;Muy buena / Oso ona;206;73;1016,6;0;0;10;0,84
22/04/2017;24:00;2;15;Muy buena / Oso ona;17;63;"Buena / ";;12;Muy buena / Oso ona;2;8;Muy buena / Oso ona;185;73;1017;0;0;10;0,56
22/04/2017;23:00;1;18;Muy buena / Oso ona;21;66;"Buena / ";102;13;Muy buena / Oso ona;2;11;Muy buena / Oso ona;165;74;1017,2;0;0;11;0,54
22/04/2017;22:00;2;10;Muy buena / Oso ona;13;81;"Buena / ";112;12;Muy buena / Oso ona;2;6;Muy buena / Oso ona;175;72;1017,3;0;0;11;0,64
22/04/2017;21:00;1;9;Muy buena / Oso ona;11;96;"Buena / ";120;14;Muy buena / Oso ona;2;5;Muy buena / Oso ona;153;70;1017,1;0;0;13;1,23
22/04/2017;20:00;;;Sin datos / Daturik gabe;11;106;"Buena / ";124;18;Muy buena / Oso ona;2;5;Muy buena / Oso ona;154;64;1016,6;0;0,6;14;1,23
22/04/2017;19:00;;;Sin datos / Daturik gabe;13;129;"Mejorable / ";125;20;Muy buena / Oso ona;3;4;Muy buena / Oso ona;298;49;1016,2;0;85;17;1,24
22/04/2017;18:00;;;Sin datos / Daturik gabe;11;;"Sin datos / ";121;17;Muy buena / Oso ona;2;5;Muy buena / Oso ona;325;39;1016;0;464,6;18;2,02
22/04/2017;17:00;;;Sin datos / Daturik gabe;10;134;"Mejorable / ";118;12;Muy buena / Oso ona;2;5;Muy buena / Oso ona;322;34;1015,9;0;746,3;20;1,65
22/04/2017;16:00;1;10;Muy buena / Oso ona;12;131;"Mejorable / ";116;13;Muy buena / Oso ona;2;7;Muy buena / Oso ona;298;36;1016,1;0;881;20;1,52
22/04/2017;15:00;1;9;Muy buena / Oso ona;11;130;"Mejorable / ";112;13;Muy buena / Oso ona;2;8;Muy buena / Oso ona;273;39;1016,5;0;885,4;20;3
22/04/2017;14:00;1;10;Muy buena / Oso ona;12;127;"Mejorable / ";109;14;Muy buena / Oso ona;2;17;Muy buena / Oso ona;346;39;1017;0;970,6;21;1,92
22/04/2017;13:00;1;11;Muy buena / Oso ona;13;121;"Mejorable / ";106;24;Muy buena / Oso ona;2;25;Muy buena / Oso ona;10;47;1017,3;0;1058,4;20;2,29
22/04/2017;12:00;;;Sin datos / Daturik gabe;9;113;"Buena / ";104;36;Muy buena / Oso ona;2;5;Muy buena / Oso ona;352;43;1017,6;0;1034,1;21;0,94
22/04/2017;11:00;;;Sin datos / Daturik gabe;5;104;"Buena / ";103;15;Muy buena / Oso ona;2;3;Muy buena / Oso ona;196;31;1018,1;0;890,6;22;2,39
22/04/2017;10:00;;;Sin datos / Daturik gabe;4;103;"Buena / ";103;15;Muy buena / Oso ona;2;3;Muy buena / Oso ona;200;33;1018,4;0;871,6;20;3,97
22/04/2017;09:00;;;Sin datos / Daturik gabe;6;101;"Buena / ";103;18;Muy buena / Oso ona;2;3;Muy buena / Oso ona;199;34;1018,5;0;811,8;18;4,8
22/04/2017;08:00;;;Sin datos / Daturik gabe;6;100;"Buena / ";102;19;Muy buena / Oso ona;2;3;Muy buena / Oso ona;197;36;1018,6;0;633,2;17;4,92
22/04/2017;07:00;1;4;Muy buena / Oso ona;6;102;"Buena / ";102;19;Muy buena / Oso ona;2;3;Muy buena / Oso ona;195;36;1018,5;0;335,2;16;4,14
22/04/2017;06:00;1;4;Muy buena / Oso ona;6;104;"Buena / ";97;16;Muy buena / Oso ona;2;4;Muy buena / Oso ona;193;36;1018,2;0;36,9;16;3,31
22/04/2017;05:00;1;4;Muy buena / Oso ona;6;104;"Buena / ";93;15;Muy buena / Oso ona;2;3;Muy buena / Oso ona;194;37;1017,9;0;0;16;3,77
22/04/2017;04:00;;;Sin datos / Daturik gabe;6;104;"Buena / ";89;15;Muy buena / Oso ona;2;3;Muy buena / Oso ona;190;36;1018;0;0;16;2,91
22/04/2017;03:00;;;Sin datos / Daturik gabe;7;104;"Buena / ";85;16;Muy buena / Oso ona;2;4;Muy buena / Oso ona;182;35;1018,1;0;0;16;2,22
22/04/2017;02:00;;;Sin datos / Daturik gabe;8;104;"Buena / ";82;15;Muy buena / Oso ona;2;4;Muy buena / Oso ona;170;34;1018,3;0;0;17;1,98
22/04/2017;01:00;1;15;Muy buena / Oso ona;17;90;"Buena / ";;17;Muy buena / Oso ona;2;7;Muy buena / Oso ona;163;37;1018,9;0;0;16;1,33
21/04/2017;24:00;1;30;Muy buena / Oso ona;32;66;"Buena / ";;25;Muy buena / Oso ona;2;16;Muy buena / Oso ona;154;47;1019,2;0;0;15;1,29
21/04/2017;23:00;1;13;Muy buena / Oso ona;15;70;"Buena / ";88;12;Muy buena / Oso ona;2;4;Muy buena / Oso ona;156;62;1019,4;0;0;12;1,52
21/04/2017;22:00;1;11;Muy buena / Oso ona;13;76;"Buena / ";96;14;Muy buena / Oso ona;2;4;Muy buena / Oso ona;166;61;1019,8;0;0;13;0,88
21/04/2017;21:00;2;18;Muy buena / Oso ona;21;77;"Buena / ";103;16;Muy buena / Oso ona;2;4;Muy buena / Oso ona;183;55;1019,7;0;0;14;0,82
21/04/2017;20:00;3;24;Muy buena / Oso ona;27;75;"Buena / ";107;27;Muy buena / Oso ona;2;5;Muy buena / Oso ona;175;53;1019,4;0;0,7;16;0,5
21/04/2017;19:00;1;31;Muy buena / Oso ona;33;;"Sin datos / ";110;17;Muy buena / Oso ona;2;10;Muy buena / Oso ona;217;42;1019;0;106,8;19;0,3
21/04/2017;18:00;2;33;Muy buena / Oso ona;36;102;"Buena / ";109;25;Muy buena / Oso ona;2;13;Muy buena / Oso ona;311;41;1019;0;493;20;0,85
21/04/2017;17:00;2;23;Muy buena / Oso ona;26;114;"Buena / ";108;23;Muy buena / Oso ona;2;8;Muy buena / Oso ona;287;41;1019,1;0;755;20;2,09
21/04/2017;16:00;2;18;Muy buena / Oso ona;20;118;"Buena / ";99;22;Muy buena / Oso ona;2;8;Muy buena / Oso ona;277;40;1019,3;0;874,9;21;2,06
21/04/2017;15:00;1;14;Muy buena / Oso ona;17;117;"Buena / ";87;22;Muy buena / Oso ona;2;8;Muy buena / Oso ona;272;43;1019,8;0;879,2;20;3,14
21/04/2017;14:00;1;15;Muy buena / Oso ona;17;115;"Buena / ";75;24;Muy buena / Oso ona;2;5;Muy buena / Oso ona;269;46;1020,4;0;983,4;19;4,31
21/04/2017;13:00;2;15;Muy buena / Oso ona;19;105;"Buena / ";63;21;Muy buena / Oso ona;2;6;Muy buena / Oso ona;272;44;1020,9;0;1073,6;19;3,05
21/04/2017;12:00;5;24;Muy buena / Oso ona;32;92;"Buena / ";55;31;Muy buena / Oso ona;2;19;Muy buena / Oso ona;345;41;1021,5;0;1025,7;19;1,87
21/04/2017;11:00;1;9;Muy buena / Oso ona;10;105;"Buena / ";49;14;Muy buena / Oso ona;2;3;Muy buena / Oso ona;201;33;1022;0;886,7;20;1,77
21/04/2017;10:00;1;10;Muy buena / Oso ona;12;97;"Buena / ";43;14;Muy buena / Oso ona;2;4;Muy buena / Oso ona;209;37;1022,3;0;864,9;18;2,9
21/04/2017;09:00;36;53;Muy buena / Oso ona;108;42;"Muy buena / ";38;34;Muy buena / Oso ona;3;11;Muy buena / Oso ona;149;45;1022,5;0;801,6;15;0,56
21/04/2017;08:00;50;61;Muy buena / Oso ona;137;22;"Muy buena / ";40;38;Muy buena / Oso ona;2;14;Muy buena / Oso ona;136;61;1022,6;0;624,9;11;1,49
21/04/2017;07:00;27;54;Muy buena / Oso ona;95;24;"Muy buena / ";43;29;Muy buena / Oso ona;2;10;Muy buena / Oso ona;138;72;1022,5;0;328,7;7;1,63
21/04/2017;06:00;6;40;Muy buena / Oso ona;48;20;"Muy buena / ";48;18;Muy buena / Oso ona;2;6;Muy buena / Oso ona;146;79;1022,2;0;31,9;5;1,34
21/04/2017;05:00;;;Sin datos / Daturik gabe;25;35;"Muy buena / ";56;15;Muy buena / Oso ona;2;5;Muy buena / Oso ona;157;77;1022;0;0;5;1,01
21/04/2017;04:00;2;12;Muy buena / Oso ona;15;47;"Muy buena / ";62;9;Muy buena / Oso ona;2;3;Muy buena / Oso ona;192;76;1022,1;0;0;5;0,83
21/04/2017;03:00;;;Sin datos / Daturik gabe;9;53;"Muy buena / ";64;10;Muy buena / Oso ona;2;3;Muy buena / Oso ona;168;73;1022,1;0;0;6;0,8
21/04/2017;02:00;;;Sin datos / Daturik gabe;7;62;"Buena / ";;7;Muy buena / Oso ona;2;3;Muy buena / Oso ona;155;70;1022,2;0;0;7;0,93
21/04/2017;01:00;;;Sin datos / Daturik gabe;7;60;"Muy buena / ";;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;170;73;1022,5;0;0;6;0,73
20/04/2017;24:00;;;Sin datos / Daturik gabe;9;59;"Muy buena / ";;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;166;73;1022,7;0;0;6;0,77
20/04/2017;23:00;;;Sin datos / Daturik gabe;10;62;"Buena / ";85;8;Muy buena / Oso ona;2;3;Muy buena / Oso ona;150;71;1022,8;0;0;7;0,7
20/04/2017;22:00;;;Sin datos / Daturik gabe;11;72;"Buena / ";91;10;Muy buena / Oso ona;2;4;Muy buena / Oso ona;149;67;1022,9;0;0;9;1,01
