Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines
441453,81;4474212,79;24/07/1998;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;16;PMR;;1;DIAS LABORABLESDE 9 A 20H.
441504,89;4474217,07;14/10/2009;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;20;PMR;;1;
441460,81;4473290,52;05/09/2013;03  RETIRO;03-05 JERÓNIMOS;DOCTOR VELASCO, CALLE, DEL;2;PMR;Línea;1;
441303,97;4474078,41;22/06/2012;03  RETIRO;03-05 JERÓNIMOS;FELIPE IV, CALLE, DE;5;PMR;;2;
441397,6;4474079,81;30/12/2009;03  RETIRO;03-05 JERÓNIMOS;FELIPE IV, CALLE, DE;9;PMR;Línea;1;LABORABLES DELUNES A VIERNESDE 7:45 A 17:00 HORAS
442339,28;4473279,15;06/03/2003;03  RETIRO;03-05 JERÓNIMOS;GUTENBERG, CALLE, DE;21;PMR;Línea;2;
442341,18;4473264,56;21/04/2008;03  RETIRO;03-05 JERÓNIMOS;GUTENBERG, CALLE, DE;32;PMR;;1;
442310,99;4473223,5;21/04/2008;03  RETIRO;03-05 JERÓNIMOS;GUTENBERG, CALLE, DE;17 B;PMR;;1;
441517,96;4474312,6;28/02/2013;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;25;PMR;;1;
442004;4473149,86;01/09/2014;03  RETIRO;03-05 JERÓNIMOS;JULIAN GAYARRE, CALLE, DE;5;PMR;Línea;2;
442007,46;4473165,58;04/06/2009;03  RETIRO;03-05 JERÓNIMOS;JULIAN GAYARRE, CALLE, DE;14;PMR;;1;
441272,86;4474168,29;02/01/1998;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;3;PMR;Batería;1;
441524,03;4474145,56;18/03/2014;03  RETIRO;03-05 JERÓNIMOS;MENDEZ NUÑEZ, CALLE, DE;10;PMR;Batería;1;
442356,59;4474580,05;22/08/2011;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;Fte 17;PMR;Línea;2;
442485,2;4474097,49;22/08/2011;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;Fte 61;PMR;Línea;2;
442571,19;4473771,08;09/06/2003;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;Fte 67;PMR;;3;
441534,24;4474393,44;01/09/2014;03  RETIRO;03-05 JERÓNIMOS;MONTALBAN, CALLE, DE;13;PMR;Batería;1;
441429,48;4474047,05;28/03/2009;03  RETIRO;03-05 JERÓNIMOS;MORETO, CALLE, DE;1;PMR;;2;
442163,58;4473339,9;25/11/2011;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;8;PMR;;1;
442335,82;4473304,11;17/01/2012;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;14;PMR;;1;
442394,16;4473299,21;11/01/2000;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;Fte 18;PMR;;1;
442223,9;4473327,74;11/04/2015;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;S/N;PMR;Línea;1;
441337,41;4474129,43;05/07/2010;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;13;PMR;Línea;1;
441340,65;4473813,92;10/01/2008;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;27;PMR;;1;
441462,62;4474480,97;26/01/2005;03  RETIRO;03-05 JERÓNIMOS;VALENZUELA, CALLE, DE;3;PMR;;1;LAB. DE LUNES A VIERNESDE 7,30 A 18,30 H.
441507,66;4474466,28;05/12/2002;03  RETIRO;03-05 JERÓNIMOS;VALENZUELA, CALLE, DE;10;PMR;;1;
443096,89;4474202,08;23/12/2015;03  RETIRO;03-06 NIÑO JESÚS;ALCALDE SAINZ DE BARANDA, CALLE, DEL;56;PMR;Línea;1;
443145,33;4474197,6;15/04/2009;03  RETIRO;03-06 NIÑO JESÚS;ALCALDE SAINZ DE BARANDA, CALLE, DEL;62;PMR;;1;
442594,92;4473507,11;11/02/2011;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;1;PMR;;3;
442808,02;4473386,07;11/02/2011;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;13B;PMR;Línea;2;
442701,73;4473738,21;15/10/2012;03  RETIRO;03-06 NIÑO JESÚS;ANUNCIACION, CALLE, DE LA;12;PMR;;1;
443069,49;4473471,76;27/01/2009;03  RETIRO;03-06 NIÑO JESÚS;ARIAS MONTANO, CALLE, DE;11;PMR;;1;
443163,28;4473767,9;03/10/1997;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;82;PMR;;2;RESERVADO VEHICULOSMINUSVALIDOSAUTORIZADOS
443149,27;4473569,06;13/12/2011;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;98;PMR;;2;
443133,52;4473355,02;04/01/2000;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;112;PMR;;2;
443126,17;4473250,18;26/03/2014;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;118;PMR;Línea;1;
442893,48;4474063,07;01/01/1900;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;3;PMR;;1;Reservado: [vehículos minusválido sautorizados]
443063,2;4473538,35;15/03/2016;03  RETIRO;03-06 NIÑO JESÚS;JESUS APRENDIZ, CALLE, DE;10;PMR;Línea;1;
443051,99;4473367,48;22/02/2012;03  RETIRO;03-06 NIÑO JESÚS;JESUS APRENDIZ, CALLE, DE;23;PMR;;1;
442725,45;4473222,62;13/07/2017;03  RETIRO;03-06 NIÑO JESÚS;JUAN DE URBIETA, CALLE, DE;45;PMR;Línea;1;
442649,21;4473249,47;02/04/2016;03  RETIRO;03-06 NIÑO JESÚS;JULIO REY PASTOR, CALLE, DE;4;PMR;Batería;1;
442527,14;4474028,57;23/02/2004;03  RETIRO;03-06 NIÑO JESÚS;MENENDEZ PELAYO, AVENIDA, DE;63;PMR;;2;Reservado: Vehículos Minusválidos Autorizados
442627,33;4473606,54;22/11/2001;03  RETIRO;03-06 NIÑO JESÚS;MENENDEZ PELAYO, AVENIDA, DE;71;PMR;;1;
442513,07;4473394,96;04/06/2010;03  RETIRO;03-06 NIÑO JESÚS;MENENDEZ PELAYO, AVENIDA, DE;81;PMR;;2;
443030,28;4473633,26;05/02/2013;03  RETIRO;03-06 NIÑO JESÚS;NAZARET, AVENIDA, DE;8;PMR;;1;
442705,24;4473587,65;01/12/2004;03  RETIRO;03-06 NIÑO JESÚS;NIÑO JESUS, PLAZA, DEL;4;PMR;;1;
442763,97;4474058,75;22/12/1997;03  RETIRO;03-06 NIÑO JESÚS;PIO BAROJA, CALLE, DE;2;PMR;;1;
442793,21;4473896,83;15/09/2009;03  RETIRO;03-06 NIÑO JESÚS;PIO BAROJA, CALLE, DE;6;PMR;Línea;2;
442733,71;4473810,87;17/03/2011;03  RETIRO;03-06 NIÑO JESÚS;PIO BAROJA, CALLE, DE;Fte 10;PMR;Batería;2;
442766,12;4473717,01;02/01/2003;03  RETIRO;03-06 NIÑO JESÚS;PORTAL DE BELEN, CALLE, DEL;6;PMR;;1;
442753,1;4473655,71;19/06/2012;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;8;PMR;;1;
442739,83;4473630,35;08/01/2007;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;12;PMR;;1;
442545,89;4473254,95;16/07/2004;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;21;PMR;;1;
442526,38;4473219,36;01/01/1900;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;23;PMR;;1;
442669,76;4473395,51;30/06/2004;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, PLAZA, DE LOS;2;PMR;;1;
442955,35;4473594,73;12/06/2003;03  RETIRO;03-06 NIÑO JESÚS;VIRGEN MARIA, CALLE, DE LA;5;PMR;;1;
442970,13;4473163,46;11/09/2009;03  RETIRO;03-06 NIÑO JESÚS;WALIA, CALLE, DE;1;PMR;;1;
441901,03;4474704,6;21/03/2012;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;93;PMR;;1;
441739,41;4475469,06;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;18;PMR;;1;
442049,54;4475456,45;24/08/2004;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;37;PMR;;1;
442150,14;4475440,15;03/12/2002;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;56;PMR;;2;
442297,63;4475429,63;11/04/2012;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;68;PMR;;1;
441526,27;4475453,96;04/03/2010;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;10;PMR;;1;
441541,69;4475526,59;04/05/1998;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;16;PMR;;1;
442166,15;4474902,49;11/04/2007;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;5;PMR;;1;
442176,85;4475057,81;09/01/2015;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;21;PMR;Línea;2;
442200,15;4475271,03;01/12/2004;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;38;PMR;;1;
442209,51;4475536,48;24/01/1996;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;61;PMR;;1;RESERVADO CONDUCTORES VEHICULOS MINUSVALIDOS AUTORIZADOS
441697,13;4474692,25;17/05/2017;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;5;PMR;Línea;1;
441712,23;4474824,48;05/11/2007;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;17;PMR;;1;
441766,78;4475214,65;30/12/2009;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;36;PMR;;1;DIAS LABORABLES DE8,15 A 14 H. Y DE 16,15 A 19 H.
441757,2;4475215,02;23/09/2002;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;39;PMR;;1;
441791,62;4475420,54;28/01/2015;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;50;PMR;Batería;1;
441774,93;4475355,35;01/07/2010;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;51;PMR;Línea;1;
441747,7;4474798,3;14/01/2003;04  SALAMANCA;04-01 RECOLETOS;CONDE DE ARANDA, CALLE, DEL;11;PMR;;1;
442020,35;4475604,2;01/12/2004;04  SALAMANCA;04-01 RECOLETOS;DON RAMON DE LA CRUZ, CALLE, DE;24;PMR;;1;DIAS LAB. DE 8 A 15 H.
442177,5;4475593,07;02/04/2003;04  SALAMANCA;04-01 RECOLETOS;DON RAMON DE LA CRUZ, CALLE, DE;38;PMR;;3;DIAS LABORABLES DE LUNES A VIERNES DE 8 A 16 HORAS
442255,22;4475146;20/09/2012;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;38;PMR;;1;
442208,75;4475169,9;29/01/2015;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;55;PMR;Línea;1;
441837,63;4474901,03;01/01/1900;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;24;PMR;Línea;1;
441857,55;4475217,87;08/08/1997;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;31;PMR;;1;
441853,18;4475066,95;16/05/2011;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;36;PMR;;1;
441868,42;4475329,1;13/04/2012;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;43;PMR;;1;
442071,22;4474969,52;05/02/2016;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;16;PMR;Línea;1;
442089,61;4475225,35;19/12/2016;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;30;PMR;Línea;1;
442091,62;4475382,79;29/11/2005;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;49;PMR;;1;
442097,32;4475462,03;30/03/2012;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;57;PMR;;1;
442101,4;4475518,6;23/12/2014;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;61;PMR;Batería;1;
441390,33;4474854,04;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;RECOLETOS, CALLE, DE;1;PMR;;3;LABORABLES DE 7.30 A 20 H
441432,26;4474829,66;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;RECOLETOS, CALLE, DE;7;PMR;;1;
441931,51;4474823,66;01/01/1900;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;9;PMR;;1;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
441967,93;4475339,79;06/10/2005;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;41;PMR;;1;
441991,48;4475390,87;06/08/2008;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;50;PMR;Línea;1;LABORABLES DE 9 A 17 HMÁXIMO UNA HORA
441981,39;4475524,15;02/10/2015;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;55;PMR;Línea;1;
441419,38;4474937,04;05/05/2015;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;2;PMR;Línea;2;LUNES A VIERNES DE 9:00 A 15:00 H
441570,28;4474890,32;02/11/2012;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;12;PMR;;1;laborables de lunes a viernes de 8.30 a 14 h y de 16 a 20 horas
441765,85;4474868,09;17/01/1995;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;22;PMR;;1;
442829,69;4475256,51;05/07/2002;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;2;PMR;Línea;1;
442831,83;4475295,13;06/10/2005;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;6;PMR;Línea;1;
442838,33;4475379,45;06/09/2004;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;20;PMR;;1;
442835,89;4475469,3;20/02/2003;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;23;PMR;;2;
442422,36;4475420,57;18/05/2010;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;78;PMR;;1;
442754,34;4475406,09;09/05/2000;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;79;PMR;Batería;1;
442584,33;4475409,17;03/06/2014;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;90;PMR;Línea;1;
442721,03;4475408,32;27/01/2015;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;102;PMR;Batería;2;DIAS LABORABLESDE 9 A 20 H.
442850,37;4475399,04;11/02/2013;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;114;PMR;Batería;1;
443126,19;4475370,44;10/01/2002;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;150;PMR;Batería;1;
443178;4475366,4;14/01/2003;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;152;PMR;Batería;1;
442755,15;4475551,42;30/07/2014;04  SALAMANCA;04-02 GOYA;DON RAMON DE LA CRUZ, CALLE, DE;72;PMR;Batería;1;
442889,13;4475541,69;12/08/2005;04  SALAMANCA;04-02 GOYA;DON RAMON DE LA CRUZ, CALLE, DE;84;PMR;;2;
443032,21;4475531,86;05/06/2014;04  SALAMANCA;04-02 GOYA;DON RAMON DE LA CRUZ, CALLE, DE;92;PMR;Batería;1;
443201,83;4475519,58;29/04/2013;04  SALAMANCA;04-02 GOYA;DON RAMON DE LA CRUZ, CALLE, DE;104;PMR;Batería;1;
442437,15;4474881,38;10/07/2008;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;2;PMR;Línea;1;
442636,07;4474875,71;02/10/2002;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;21;PMR;;1;
442623,74;4474868,41;31/07/2013;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;30;PMR;Línea;1;
442780,83;4474865,85;05/03/2001;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;33;PMR;;2;
442888,95;4474849,08;13/06/2003;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;50;PMR;;3;
442395,22;4475067,41;12/03/2009;04  SALAMANCA;04-02 GOYA;ESPARTINAS, CALLE, DE;8;PMR;;2;
442818,66;4475138,13;20/05/2014;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;4;PMR;Línea;2;
442801,33;4474873,92;11/02/2013;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;27;PMR;;1;
442786,82;4474774,18;21/04/2015;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;30;PMR;Batería;1;
442797,81;4474817,88;15/07/2013;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;31;PMR;Línea;1;
443086,26;4475179,1;23/08/2016;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;18;PMR;Batería;1;
443084;4475147,94;01/02/2006;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;20;PMR;;1;
443081,74;4474979,31;26/11/2004;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;39;PMR;;1;
442550,94;4475073,59;19/02/2013;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;1;PMR;;1;
442552,42;4475218,44;12/04/2016;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;15;PMR;Línea;1;
442570,26;4475341,84;21/03/2011;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;18;PMR;;2;
442573,45;4475511,74;05/04/2001;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;39;PMR;;1;DIAS LABORABLESDE 7:30 A 18:00 H.
442585,37;4475555,19;21/03/2011;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;42;PMR;;1;
442428,59;4475181,11;14/04/2003;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;13;PMR;;1;
442439,51;4475210,34;08/02/2013;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;24;PMR;;1;
442441,85;4475366,27;21/04/2015;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;31;PMR;Batería;1;
442458,59;4475481,3;01/01/1900;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;44;PMR;;1;
442459,08;4475488,92;15/01/2002;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;46;PMR;;1;LABORABLES DE 8 A 20 H.
442369,52;4475158,17;25/03/2004;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;71;PMR;;1;
443115,24;4475085,24;10/06/2005;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;104;PMR;;1;
442337,12;4475271,99;01/12/2004;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;62;PMR;Batería;1;
442485,86;4475270,17;01/02/2013;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;75;PMR;Línea;1;
442518,36;4475268,21;01/06/2011;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;79;PMR;Línea;1;
442721,23;4475253,27;12/08/2014;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;95;PMR;Línea;2;
442913,83;4475230,05;12/06/2012;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;98;PMR;Batería;3;
442795,68;4475247,63;14/07/2006;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;101;PMR;;1;
442968,21;4475234,84;18/03/2008;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;109;PMR;;1;
443255,2;4475213,45;11/07/2000;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;137;PMR;;1;
443140,36;4475129,98;18/03/1999;04  SALAMANCA;04-02 GOYA;JARDIN DE SAN FEDERICO, CALLE, DEL;6;PMR;;1;
443192,71;4475135,17;02/06/2014;04  SALAMANCA;04-02 GOYA;JARDIN DE SAN FEDERICO, CALLE, DEL;11;PMR;Línea;2;
443235,38;4475131,59;28/01/2015;04  SALAMANCA;04-02 GOYA;JARDIN DE SAN FEDERICO, CALLE, DEL;15;PMR;Línea;1;
442629,48;4474966,82;04/02/2011;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;78;PMR;;1;
442766,53;4474957,34;02/02/2009;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;86;PMR;;1;
442817,5;4474962,82;04/02/2008;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;89;PMR;;1;
442878,74;4474958,42;23/10/2012;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;98;PMR;;1;
442886,97;4474949,1;07/05/2013;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;100;PMR;Línea;1;
443129,97;4474945,2;10/09/2013;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;127;PMR;Batería;1;
443237,4;4474937,58;05/12/2006;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;133;PMR;;1;
442958,6;4475264,47;01/07/2003;04  SALAMANCA;04-02 GOYA;LOMBIA, CALLE, DE;1;PMR;;2;LABORABLES DE LUNES AVIERNES DE 9 A 14 H.
442940,59;4475130,78;24/08/2004;04  SALAMANCA;04-02 GOYA;LOMBIA, CALLE, DE;Fte 9;PMR;;1;
442546,25;4475005,72;23/10/1998;04  SALAMANCA;04-02 GOYA;LOPE DE RUEDA, CALLE, DE;1;PMR;;1;
442523,71;4474819,57;06/02/2004;04  SALAMANCA;04-02 GOYA;LOPE DE RUEDA, CALLE, DE;20;PMR;;1;
443060,64;4474805,13;18/06/2007;04  SALAMANCA;04-02 GOYA;MAESTRO VIVES, CALLE, DEL;2;PMR;;2;
442926,96;4474900,86;09/02/2004;04  SALAMANCA;04-02 GOYA;MAIQUEZ, CALLE, DE;4;PMR;;1;
443107,6;4475474,67;02/07/2003;04  SALAMANCA;04-02 GOYA;MARTIRES CONCEPCIONISTAS, CALLE, DE LOS;9;PMR;;1;LABORABLES DE LUNES A VIERNESDE 10 H A 21 H
442960,68;4475416,56;04/09/2002;04  SALAMANCA;04-02 GOYA;MONTESA, CALLE, DE;9;PMR;Línea;2;
442891,8;4475329,71;01/09/2004;04  SALAMANCA;04-02 GOYA;NACIONES, CALLE, DE LAS;10;PMR;;1;
443970,4;4474736;21/06/2013;04  SALAMANCA;04-03 FUENTE DEL BERRO;ALCALDE SAINZ DE BARANDA, CALLE, DEL;S/N;PMR;Línea;1;
443736,61;4475683,05;18/01/2010;04  SALAMANCA;04-03 FUENTE DEL BERRO;ALEJANDRO GONZALEZ, CALLE, DE;5;PMR;;1;
443731,81;4475674,51;23/10/2015;04  SALAMANCA;04-03 FUENTE DEL BERRO;ALEJANDRO GONZALEZ, CALLE, DE;10;PMR;Batería;1;
443427,07;4475293,83;16/03/2016;04  SALAMANCA;04-03 FUENTE DEL BERRO;ANTONIO TOLEDANO, CALLE, DE;2;PMR;Batería;2;
443425,73;4474956,28;19/12/2012;04  SALAMANCA;04-03 FUENTE DEL BERRO;ANTONIO TOLEDANO, CALLE, DE;25;PMR;;1;
443427,99;4475048,39;05/03/2013;04  SALAMANCA;04-03 FUENTE DEL BERRO;ANTONIO TOLEDANO, CALLE, DE;32;PMR;;1;
443684,76;4475648,89;06/03/2002;04  SALAMANCA;04-03 FUENTE DEL BERRO;BOCANGEL, CALLE, DE;7;PMR;;1;
443464,35;4475375,43;10/07/2015;04  SALAMANCA;04-03 FUENTE DEL BERRO;CONCEPCION BAHAMONDE, CALLE, DE;2;PMR;Línea;1;
443454,55;4474774,4;27/02/2003;04  SALAMANCA;04-03 FUENTE DEL BERRO;CONDES DE TORREANAZ, CALLE, DE LOS;25;PMR;;1;
443280,43;4474970,28;01/01/1900;04  SALAMANCA;04-03 FUENTE DEL BERRO;DOCTOR ESQUERDO, CALLE, DEL;45;PMR;;1;
443717,15;4475133,78;22/12/2016;04  SALAMANCA;04-03 FUENTE DEL BERRO;DOLORES ROMERO, CALLE, DE;21;PMR;Línea;1;
443744,42;4475125,85;16/07/2013;04  SALAMANCA;04-03 FUENTE DEL BERRO;DOLORES ROMERO, CALLE, DE;25;PMR;Línea;1;
443744,74;4475120,01;23/12/2014;04  SALAMANCA;04-03 FUENTE DEL BERRO;DOLORES ROMERO, CALLE, DE;28;PMR;Línea;1;
443562,07;4474823,35;13/05/2003;04  SALAMANCA;04-03 FUENTE DEL BERRO;ELVIRA, CALLE, DE;28;PMR;;1;
443579,69;4474713,72;17/03/2009;04  SALAMANCA;04-03 FUENTE DEL BERRO;ELVIRA, CALLE, DE;31;PMR;;1;
443753,49;4474792,5;24/06/2010;04  SALAMANCA;04-03 FUENTE DEL BERRO;ENRIQUE D'ALMONTE, CALLE, DE;S/N;PMR;;1;
443335,53;4475110,3;09/02/2004;04  SALAMANCA;04-03 FUENTE DEL BERRO;FUNDADORES, CALLE, DE LOS;5;PMR;;1;
443382,98;4475108,61;01/01/1900;04  SALAMANCA;04-03 FUENTE DEL BERRO;FUNDADORES, CALLE, DE LOS;11;PMR;;1;
443515,52;4475103,7;01/01/1900;04  SALAMANCA;04-03 FUENTE DEL BERRO;FUNDADORES, CALLE, DE LOS;27;PMR;;1;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
443313,85;4475207,31;07/02/2008;04  SALAMANCA;04-03 FUENTE DEL BERRO;HERMOSILLA, CALLE, DE;139;PMR;;1;
443414,63;4475200,13;02/11/2007;04  SALAMANCA;04-03 FUENTE DEL BERRO;HERMOSILLA, CALLE, DE;151;PMR;;1;
443501,08;4475193,95;02/06/1997;04  SALAMANCA;04-03 FUENTE DEL BERRO;HERMOSILLA, CALLE, DE;163;PMR;;1;
443326,75;4474916,64;16/07/2003;04  SALAMANCA;04-03 FUENTE DEL BERRO;JORGE JUAN, CALLE, DE;139;PMR;;1;
443356,23;4474914,37;03/05/2004;04  SALAMANCA;04-03 FUENTE DEL BERRO;JORGE JUAN, CALLE, DE;141;PMR;;1;
443482,78;4474903,29;03/06/2005;04  SALAMANCA;04-03 FUENTE DEL BERRO;JORGE JUAN, CALLE, DE;153;PMR;;1;
