Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines
446621,96;4473482,92;29/11/2010;14  MORATALAZ;14-02 HORCAJO;CIUDAD ENCANTADA, CALLE, DE LA;2;PMR;;1;
446639,96;4473047,08;29/07/2010;14  MORATALAZ;14-02 HORCAJO;DOCTOR GARCIA TAPIA, AVENIDA, DEL;3;PMR;;1;
446631,97;4473246,03;24/03/2015;14  MORATALAZ;14-02 HORCAJO;FLANDES, CALLE, DE;S/N;PMR;Línea;1;
446463,76;4472856,87;16/09/2015;14  MORATALAZ;14-02 HORCAJO;LAGUNA NEGRA, CALLE, DE LA;S/N;PMR;Línea;1;
446758,49;4473208,58;07/03/2005;14  MORATALAZ;14-02 HORCAJO;LYON, CALLE, DE;17;PMR;;1;
446652,42;4473374,65;27/01/2017;14  MORATALAZ;14-02 HORCAJO;RABAT, CALLE, DE;5;PMR;Línea;1;
446693,06;4473356,78;07/09/2005;14  MORATALAZ;14-02 HORCAJO;RABAT, CALLE, DE;6;PMR;;1;
446750,71;4473332,2;08/06/2007;14  MORATALAZ;14-02 HORCAJO;RABAT, CALLE, DE;12;PMR;;1;
446779,71;4473220,2;02/07/2017;14  MORATALAZ;14-02 HORCAJO;RABAT, CALLE, DE;19;PMR;Línea;2;
446753,23;4473134,18;29/01/2017;14  MORATALAZ;14-02 HORCAJO;RABAT, CALLE, DE;24;PMR;Línea;1;
446560,28;4473338,36;15/03/2010;14  MORATALAZ;14-02 HORCAJO;TIMANFAYA, CALLE, DE;4;PMR;;2;
446587,55;4473326,71;25/03/2011;14  MORATALAZ;14-02 HORCAJO;TIMANFAYA, CALLE, DE;6;PMR;;1;
445973,88;4473352,92;08/02/2005;14  MORATALAZ;14-03 MARROQUINA;ANTONIO CUMELLA, CALLE, DE;1;PMR;;1;
445987,94;4473418,39;08/02/2005;14  MORATALAZ;14-03 MARROQUINA;ANTONIO CUMELLA, CALLE, DE;3;PMR;Batería;1;
445972,03;4473466,91;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;ANTONIO CUMELLA, CALLE, DE;9;PMR;;1;
445998,69;4473491,83;30/05/2011;14  MORATALAZ;14-03 MARROQUINA;ANTONIO CUMELLA, CALLE, DE;23;PMR;;1;
445981,95;4473482,25;24/11/2010;14  MORATALAZ;14-03 MARROQUINA;ANTONIO CUMELLA, CALLE, DE;11 B;PMR;;2;
444720,28;4473193,34;01/01/1900;14  MORATALAZ;14-03 MARROQUINA;ARROYO DE LAS PILILLAS, CALLE, DEL;14;PMR;;1;
444828,69;4473308,61;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;ARROYO DE LAS PILILLAS, CALLE, DEL;28;PMR;;1;
444745,3;4473043,12;16/06/2017;14  MORATALAZ;14-03 MARROQUINA;ARROYO DE LAS PILILLAS, CALLE, DEL;S/N;PMR;Batería;1;
445484,2;4473446,61;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;6;PMR;Batería;2;
445454,68;4473431,14;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;8;PMR;;1;
445453,59;4473485,35;12/01/2012;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;10;PMR;;1;
445440,57;4473476,42;24/11/2010;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;12;PMR;;2;
445419,61;4473412,75;04/01/2010;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;18;PMR;;2;
445407,55;4473406,38;16/10/2006;14  MORATALAZ;14-03 MARROQUINA;AUGUSTO GONZALEZ BESADA, CALLE, DE;20;PMR;;2;
444819,14;4473453,95;16/04/2014;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;75;PMR;Línea;3;
444952,25;4473400,09;29/07/2010;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;87;PMR;;1;
444783,26;4473350,19;28/01/2011;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;92;PMR;;2;
444824,32;4473429,37;25/01/2011;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;102;PMR;;2;
444963,88;4473371,85;28/01/2013;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;106;PMR;Línea;1;
445130,68;4473274,25;29/07/2010;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;108;PMR;;1;
446352,37;4473255,29;08/02/2005;14  MORATALAZ;14-03 MARROQUINA;CIUDAD DE AGUILAS, CALLE, DE LA;2:00 AM;PMR;;1;
446387,48;4473370;21/10/2008;14  MORATALAZ;14-03 MARROQUINA;CIUDAD DE AGUILAS, CALLE, DE LA;5;PMR;;1;
446443,85;4473471,2;29/12/2009;14  MORATALAZ;14-03 MARROQUINA;CIUDAD DE AGUILAS, CALLE, DE LA;20;PMR;;1;
444913,36;4473507,07;06/02/2017;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;3;PMR;Batería;1;
445052,52;4473492,42;03/01/2013;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;6;PMR;;1;
444895,57;4473578,27;30/03/2016;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;9;PMR;Línea;1;
445159,3;4473612,16;20/01/2014;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;22;PMR;Batería;1;
445057,74;4473543,61;15/11/2012;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;25;PMR;;3;
445077,54;4473572,47;03/11/2008;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR JOSE DE PASAMONTE, CALLE, DEL;27;PMR;;2;
444729,97;4473515,59;25/11/2009;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR SEÑOR DE LA ELIPA, CALLE, DEL;1;PMR;;1;
444757,7;4473570,77;01/09/2004;14  MORATALAZ;14-03 MARROQUINA;CORREGIDOR SEÑOR DE LA ELIPA, CALLE, DEL;11;PMR;;1;Reservado:[conductores vehículos minusválidos autorizados]
444838,26;4473718,08;08/08/2011;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;92;PMR;;1;
444896,53;4473587,95;23/10/2012;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;104;PMR;;3;
444999,19;4473701,75;29/06/2010;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;120;PMR;;1;
445042,29;4473688,6;07/12/2011;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;124;PMR;;2;
445674,26;4473426,29;13/02/2001;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;127;PMR;;2;LAB. DE 8 A 20 H. DELUNES A VIERNES
446024,9;4473310,78;04/03/2011;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;141;PMR;;2;
445871,5;4473309,56;01/01/1900;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;192;PMR;;1;
446050,33;4473248,62;20/10/2010;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;204;PMR;;2;
446085,11;4473236,77;26/12/2007;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;208;PMR;;1;
444936,22;4473680,51;20/03/2015;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;S/N;PMR;Batería;2;
446484,73;4473381,41;01/07/2013;14  MORATALAZ;14-03 MARROQUINA;EL PAULAR, CALLE, DE;7;PMR;Línea;1;
446196,13;4473488,5;14/08/2013;14  MORATALAZ;14-03 MARROQUINA;FOBOS, CALLE, DE;17;PMR;;;
446237,04;4472902,79;26/02/2009;14  MORATALAZ;14-03 MARROQUINA;FUENTE CARRANTONA, CALLE, DE LA;15;PMR;;1;
445988,62;4473621,66;11/11/2010;14  MORATALAZ;14-03 MARROQUINA;JOSE BERGAMIN, CALLE, DE;42;PMR;;2;
446170;4473603,07;10/11/2010;14  MORATALAZ;14-03 MARROQUINA;JOSE BERGAMIN, CALLE, DE;54;PMR;;3;
446192,15;4473602,02;30/01/2013;14  MORATALAZ;14-03 MARROQUINA;JOSE BERGAMIN, CALLE, DE;58;PMR;Batería;3;
446527,67;4473524,79;15/11/2010;14  MORATALAZ;14-03 MARROQUINA;JOSE BERGAMIN, CALLE, DE;70;PMR;;1;
445958,73;4473115,19;16/06/2014;14  MORATALAZ;14-03 MARROQUINA;MARIO CABRE, CALLE, DE;9;PMR;;;
446247,57;4473034,81;18/07/2007;14  MORATALAZ;14-03 MARROQUINA;MARIO CABRE, CALLE, DE;29;PMR;;1;
444746,35;4473097,69;23/10/2009;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;2;PMR;;1;
444753,42;4473114,85;27/01/2012;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;3;PMR;;1;
444822,62;4473137,55;23/10/2009;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;12;PMR;;1;
444867,01;4473173,92;03/01/2013;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;15;PMR;;2;
444877,39;4473165,93;10/10/2013;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;20;PMR;Batería;2;
444850,48;4473257,67;21/05/2015;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;23;PMR;Batería;1;
445018,22;4473252,91;05/11/2009;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;38;PMR;;2;
444985,18;4473240,07;07/01/2016;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;43;PMR;Batería;1;
445160,38;4473521,47;11/02/2010;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;61;PMR;;1;
445168,15;4473586,4;25/02/2016;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;65;PMR;Batería;1;
445104,94;4473411,54;19/03/2008;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;70;PMR;;1;
445127,69;4473444,81;22/03/2016;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;74;PMR;Batería;1;
445167,43;4473424,16;06/07/2015;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;80;PMR;Batería;1;
445187,82;4473453,9;10/12/2014;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;84;PMR;Batería;1;
445274,86;4473581,23;11/08/2015;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;96;PMR;Línea;2;
445215,68;4473573,6;26/01/2010;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;108;PMR;;1;
445142,27;4473411,96;20/02/2007;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;Fte 78;PMR;;2;Reservado:[vehículos minusválidos autorizados]
445219,93;4473525,11;03/11/2004;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;Fte 90;PMR;;1;
444740,16;4473278,58;05/11/2014;14  MORATALAZ;14-03 MARROQUINA;MARROQUINA, CALLE, DE LA;S/N;PMR;Batería;2;
445972,73;4473160,74;09/10/2012;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;6;PMR;;1;
446301,08;4473188,7;29/12/2010;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;29;PMR;;1;
446187,08;4472990,03;12/03/2001;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;48;PMR;;1;
446238,49;4473069,55;26/06/2006;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;56;PMR;;1;
446263,03;4473107,11;26/01/2011;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;64;PMR;;1;
446284,13;4473139,65;29/03/2011;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;66;PMR;Línea;2;
446311,79;4473182,4;08/06/2011;14  MORATALAZ;14-03 MARROQUINA;MERIDA, CALLE, DE;70;PMR;;2;
445880,85;4473174,42;01/02/2008;14  MORATALAZ;14-03 MARROQUINA;MOLINA DE SEGURA, CALLE, DE;1;PMR;;1;
445895,18;4473100,63;20/04/2012;14  MORATALAZ;14-03 MARROQUINA;MOLINA DE SEGURA, CALLE, DE;9;PMR;;1;
444882,28;4473069,53;16/01/2012;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;125;PMR;;2;
444999,8;4473131,28;01/06/2015;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;141;PMR;Línea;2;
445108,69;4473188,3;03/10/2016;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;155;PMR;Línea;3;
445410,98;4473352,13;23/05/2011;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;187;PMR;;1;
445496,77;4473397,34;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;195;PMR;;1;
446108,73;4473077,13;01/06/2015;14  MORATALAZ;14-03 MARROQUINA;OBERON, CALLE, DE;6;PMR;Línea;1;
446118,3;4473024,55;01/06/2015;14  MORATALAZ;14-03 MARROQUINA;OBERON, CALLE, DE;8;PMR;Batería;1;
446106,52;4472916,66;06/07/2015;14  MORATALAZ;14-03 MARROQUINA;OBERON, CALLE, DE;11;PMR;Línea;2;
446090,76;4472875,81;09/02/2005;14  MORATALAZ;14-03 MARROQUINA;OBERON, CALLE, DE;16;PMR;;2;
445665,66;4473339,25;24/03/2010;14  MORATALAZ;14-03 MARROQUINA;PICO DE LOS ARTILLEROS, CALLE, DEL;5;PMR;;1;
445681,67;4473301,9;13/04/2004;14  MORATALAZ;14-03 MARROQUINA;PICO DE LOS ARTILLEROS, CALLE, DEL;7;PMR;;1;
445717,05;4473204,63;07/06/2016;14  MORATALAZ;14-03 MARROQUINA;PICO DE LOS ARTILLEROS, CALLE, DEL;17;PMR;Batería;1;
445747,79;4473060,56;05/09/2011;14  MORATALAZ;14-03 MARROQUINA;PICO DE LOS ARTILLEROS, CALLE, DEL;25;PMR;;2;
444458,18;4473864,25;01/12/2011;14  MORATALAZ;14-04 MEDIA LEGUA;ALCALDE GARRIDO JUARISTI, CALLE, DEL;14;PMR;;1;
444102,21;4473621,75;16/09/2015;14  MORATALAZ;14-04 MEDIA LEGUA;ALCALDE LUIS MARICHALAR, CALLE, DEL;4;PMR;Batería;1;
444579,33;4473325,08;25/07/2017;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO BELINCOSO, CALLE, DEL;3;PMR;;;
444613,61;4473451,92;28/01/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO BELINCOSO, CALLE, DEL;11;PMR;;2;DE 8 A 21 HORAS
444191,27;4473231,97;22/01/2007;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;4;PMR;;1;
444207,05;4473261,22;16/10/2014;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;10;PMR;Batería;1;
444398,55;4473579,36;03/02/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;15;PMR;;1;
444229,98;4473303,58;25/04/2017;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;18;PMR;Batería;1;
444433,58;4473822;21/11/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;49;PMR;Batería;3;RESERVADO VEHICULOSCONDUCTORES MINUSVALIDOSAUTORIZADOS
444479,17;4473668,3;28/02/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;66;PMR;;1;
444220,79;4473324,68;20/02/2013;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LA MEDIA LEGUA, CALLE, DEL;S/N;PMR;Batería;3;
444556,29;4473072,69;01/01/1900;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LAS PILILLAS, CALLE, DEL;13;PMR;Línea;1;
444653,68;4473088,75;17/01/2007;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LAS PILILLAS, CALLE, DEL;39;PMR;;1;
444728,66;4473034,62;19/07/2007;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LAS PILILLAS, CALLE, DEL;S/N;PMR;;1;
443976,42;4473515,56;12/06/2003;14  MORATALAZ;14-04 MEDIA LEGUA;CAMINO DE LOS VINATEROS, CALLE, DEL;12;PMR;;1;
444261,22;4473531,27;02/12/2016;14  MORATALAZ;14-04 MEDIA LEGUA;CAMINO DE LOS VINATEROS, CALLE, DEL;30;PMR;Línea;1;
444518,93;4473552,99;03/02/2005;14  MORATALAZ;14-04 MEDIA LEGUA;CAMINO DE LOS VINATEROS, CALLE, DEL;51;PMR;;2;LABORABLES DE LUNES AVIERNES DE 8 A 20 H
444362,3;4473479,46;13/08/2004;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO CABEZA DE VACA, CALLE, DEL;1;PMR;Línea;1;
444438,66;4473375,34;08/04/2016;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO CABEZA DE VACA, CALLE, DEL;S/N;PMR;Batería;1;
443841,48;4473302,67;04/04/2013;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;3;PMR;Batería;2;
444074,83;4473467,92;10/06/2011;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;21;PMR;;2;
444155,4;4473687,27;09/10/2012;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;25;PMR;;1;
444092,3;4473452,86;10/02/2011;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;30;PMR;;1;
444160,81;4473752,97;08/06/2011;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;35;PMR;;1;
444042,68;4473808,46;21/08/2014;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;39;PMR;Línea;1;
444006,69;4473824,18;25/11/2009;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;45;PMR;;3;
443864,78;4473304,93;22/11/2007;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;Fte 2;PMR;;1;
444175;4473629,16;27/04/2010;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;Fte 62;PMR;;1;
444048,44;4473876,58;16/10/2006;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;Fte 63;PMR;;1;
444211,2;4473438,3;10/12/2014;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR MENDO DE ZUÑIGA, CALLE, DEL;5;PMR;;;
444161,75;4473457,9;09/03/2012;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR MENDO DE ZUÑIGA, CALLE, DEL;12;PMR;;2;
444095,49;4473282,93;03/01/2013;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR RODRIGO RODRIGUEZ, CALLE, DEL;17;PMR;;2;
444136,32;4473284,36;18/06/2009;14  MORATALAZ;14-04 MEDIA LEGUA;CORREGIDOR RODRIGO RODRIGUEZ, CALLE, DEL;29;PMR;;2;
444481,57;4473729,92;03/02/2005;14  MORATALAZ;14-04 MEDIA LEGUA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;34;PMR;;1;
444550,52;4473715,12;16/01/2008;14  MORATALAZ;14-04 MEDIA LEGUA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;62;PMR;;1;
444293,34;4473351,49;18/01/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;1;PMR;;1;
444285,28;4473369,28;17/05/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;1;PMR;;1;
444331,83;4473354,87;08/01/2015;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;5;PMR;;;
444393,97;4473317,21;24/02/2011;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;17;PMR;;2;
444390,49;4473181,6;27/01/2017;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;48;PMR;Batería;1;
444450,19;4473223,79;09/07/2007;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;86;PMR;Batería;1;
444521,46;4473196,7;08/03/2005;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;98;PMR;;1;RESERVADO CONDUCTORESVEHICULOS MINUSVALIDOSAUTORIZADOS
444541,52;4473146,89;19/03/2014;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;108;PMR;Batería;1;
444490,84;4473180,62;19/01/2007;14  MORATALAZ;14-04 MEDIA LEGUA;ENTRE ARROYOS, CALLE;Fte 96;PMR;;1;
444116,7;4473974,37;20/07/2017;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;5;PMR;Línea;1;
444221,5;4474147,62;09/12/2009;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;18;PMR;;1;
444215,03;4474160,45;02/08/2016;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;20;PMR;;;
444194,83;4474045,93;11/11/2014;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;23;PMR;Batería;1;
444199,81;4474090,49;28/01/2013;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;29;PMR;Línea;1;
444200,3;4474151,52;19/04/2016;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;37;PMR;Batería;1;
444091,2;4474096,14;08/02/2013;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;59;PMR;Batería;2;
444060;4474030,42;01/01/1900;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;69;PMR;;1;
444175,59;4473924,1;21/08/2014;14  MORATALAZ;14-04 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;S/N;PMR;Batería;1;
444514,75;4473501,98;03/02/2005;14  MORATALAZ;14-04 MEDIA LEGUA;JOSE DEL PRADO Y PALACIO, CALLE, DE;1;PMR;Línea;1;
444509,4;4473441,95;05/03/2013;14  MORATALAZ;14-04 MEDIA LEGUA;JOSE DEL PRADO Y PALACIO, CALLE, DE;6;PMR;Línea;2;
443783,86;4473394,43;08/07/2009;14  MORATALAZ;14-04 MEDIA LEGUA;LITUANIA, CALLE, DE;2;PMR;;1;
443809,69;4473404,64;23/09/2010;14  MORATALAZ;14-04 MEDIA LEGUA;LITUANIA, CALLE, DE;4;PMR;;2;
443921,66;4473232,72;23/11/2006;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;19;PMR;;1;
444061,53;4473230,91;08/11/2012;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;29;PMR;;1;
444126,48;4473188,17;09/12/2009;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;39;PMR;;2;
444088,75;4473172,15;23/02/2016;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;41;PMR;Batería;1;
444069,97;4473174,74;09/03/2012;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;43;PMR;;2;
444255,08;4473119,94;25/08/2016;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;57;PMR;Batería;1;
444273,58;4473114,79;22/01/2013;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;59;PMR;Batería;1;
444507,06;4473028,25;30/03/2015;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;101;PMR;Batería;1;
444548,59;4473016,59;07/09/2009;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;105;PMR;;1;
444565,86;4473012,14;16/12/1999;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;107;PMR;;2;
444393,25;4473071,95;25/03/2013;14  MORATALAZ;14-04 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;91 B;PMR;Batería;1;
444303,72;4473589,48;08/03/2016;14  MORATALAZ;14-04 MEDIA LEGUA;PRIMAVERA DE PRAGA, CALLE, DE LA;10 C;PMR;Batería;3;
443808,51;4473486,87;04/04/2013;14  MORATALAZ;14-04 MEDIA LEGUA;RAMON ARECES, CALLE, DE;12;PMR;;;
443815,11;4473501,87;27/01/2015;14  MORATALAZ;14-04 MEDIA LEGUA;RAMON ARECES, CALLE, DE;14;PMR;Batería;1;
443864,24;4473534,21;27/01/2015;14  MORATALAZ;14-04 MEDIA LEGUA;RAMON ARECES, CALLE, DE;16;PMR;Batería;1;
444786,82;4472887,55;23/05/2011;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;7;PMR;;1;
444825,93;4472852,01;09/02/2005;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;13;PMR;;1;
444742,21;4472847,98;14/08/2015;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;23;PMR;;;
444772,07;4472821,33;13/07/2005;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;39;PMR;;1;
444780,92;4472710,11;08/06/2011;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;51;PMR;;1;
444824,27;4472701,73;02/03/2012;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;53;PMR;;2;
444865,31;4472608,04;23/11/2006;14  MORATALAZ;14-05 FONTARRÓN;ARROYO FONTARRON, CALLE, DEL;61;PMR;;1;
